trade_id,industry_imports_total,source_share,import_intensity,supplier_count,import_concentration_hhi
23870,424.12,0.000424,0.000587,48,0.023148
23871,197.09,0.000152,0.000273,48,0.082331
23872,410.09,0.00039,0.000567,48,0.016855
23873,747.01,0.000147,0.001033,48,0.010246
23874,1027.02,0.000204,0.001421,48,0.011613
23875,1748.49,0.000137,0.002419,48,0.062147
23876,498.42,0.000241,0.000689,48,0.033877
23877,516.91,0.000638,0.000715,48,0.015018
23878,429.66,0.000349,0.000594,48,0.033534
23879,4208.44,4e-05,0.005821,48,0.021724
23880,375.96,0.000505,0.00052,48,0.011587
23881,19171.33,0.000491,0.026518,48,0.011715
23882,4518.61,0.000303,0.00625,48,0.01385
23883,9717.01,4e-06,0.013441,48,0.013615
23884,4679.16,9e-06,0.006472,48,0.01874
23885,7543.79,1.7e-05,0.010435,48,0.008284
23886,10194.61,2e-06,0.014101,48,0.033247
23887,157.19,6.4e-05,0.000217,46,0.015055
23888,113502.87,0.0,0.156997,48,0.022396
23889,38553.93,1e-06,0.053328,48,0.008934
23890,15796.14,6e-06,0.021849,48,0.009588
23891,8207.52,5e-06,0.011353,48,0.006729
23892,7577.82,0.000219,0.010482,48,0.006039
23893,6916.43,1.2e-05,0.009567,48,0.010389
23894,4028.0,1.2e-05,0.005572,48,0.00893
23895,11053.02,5.3e-05,0.015289,48,0.042626
23896,15968.04,0.000464,0.022087,48,0.00733
23897,27017.18,3.1e-05,0.03737,48,0.037659
23898,7660.36,0.000148,0.010596,48,0.008244
23899,3273.71,0.00091,0.004528,48,0.023429
23900,12438.2,7e-05,0.017205,48,0.015956
23901,4909.18,1.2e-05,0.00679,48,0.013963
23902,1814.17,3.9e-05,0.002509,48,0.012038
23903,414.74,0.001712,0.000574,48,0.025307
23904,410.09,0.002951,0.000567,48,0.016855
23905,747.01,0.002811,0.001033,48,0.010246
23906,435.78,0.004521,0.000603,48,0.020236
23907,83.97,0.004049,0.000116,47,0.014275
23908,16.14,0.003098,2.2e-05,41,0.017899
23909,1027.02,0.003096,0.001421,48,0.011613
23910,612.19,3.3e-05,0.000847,48,0.019355
23911,1748.49,0.000641,0.002419,48,0.062147
23912,498.42,0.001083,0.000689,48,0.033877
23913,516.91,0.002921,0.000715,48,0.015018
23914,429.66,0.001629,0.000594,48,0.033534
23915,4208.44,0.000192,0.005821,48,0.021724
23916,27.51,0.000364,3.8e-05,44,0.097344
23917,375.96,0.002287,0.00052,48,0.011587
23918,19171.33,0.002269,0.026518,48,0.011715
23919,4518.61,0.001401,0.00625,48,0.01385
23920,1027.72,1e-05,0.001422,48,0.012306
23921,9717.01,1.4e-05,0.013441,48,0.013615
23922,7543.79,6.2e-05,0.010435,48,0.008284
23923,10194.61,0.00056,0.014101,48,0.033247
23924,654.27,0.000504,0.000905,48,0.029706
23925,315.56,0.00057,0.000436,48,0.036221
23926,1330.18,0.000571,0.00184,48,0.03433
23927,53.06,0.000565,7.3e-05,44,0.037668
23928,20899.77,9e-06,0.028909,48,0.021395
23929,1675.49,6e-06,0.002318,48,0.013384
23930,2301.6,4e-06,0.003184,48,0.008684
23931,19812.0,1e-06,0.027404,48,0.02234
23932,1300.27,8e-06,0.001799,48,0.022228
23933,157.19,0.000318,0.000217,46,0.015055
23934,113502.87,1e-06,0.156997,48,0.022396
23935,11261.23,2e-06,0.015577,48,0.006253
23936,1713.18,6e-06,0.00237,48,0.022562
23937,1363.21,1.5e-05,0.001886,48,0.01766
23938,3986.24,1.5e-05,0.005514,48,0.022021
23939,2028.42,5e-06,0.002806,48,0.019443
23940,38553.93,3e-06,0.053328,48,0.008934
23941,15796.14,3.1e-05,0.021849,48,0.009588
23942,8207.52,1.7e-05,0.011353,48,0.006729
23943,7577.82,0.000629,0.010482,48,0.006039
23944,1460.02,7e-06,0.00202,48,0.01306
23945,5221.26,6e-06,0.007222,48,0.007864
23946,6916.43,6.1e-05,0.009567,48,0.010389
23947,4028.0,2.5e-05,0.005572,48,0.00893
23948,11053.02,1e-05,0.015289,48,0.042626
23949,15968.04,2.1e-05,0.022087,48,0.00733
23950,27017.18,0.000101,0.03737,48,0.037659
23951,7660.36,0.000411,0.010596,48,0.008244
23952,3273.71,5.5e-05,0.004528,48,0.023429
23953,12438.2,0.000197,0.017205,48,0.015956
23954,1057.87,2.8e-05,0.001463,48,0.014972
23955,4909.18,4.1e-05,0.00679,48,0.013963
23956,1814.17,0.000149,0.002509,48,0.012038
23957,916.4,0.001048,0.001268,48,0.011754
23958,747.01,1.3e-05,0.001033,48,0.010246
23959,1748.49,0.000646,0.002419,48,0.062147
23960,498.42,0.001083,0.000689,48,0.033877
23961,516.91,0.002941,0.000715,48,0.015018
23962,429.66,0.001629,0.000594,48,0.033534
23963,4208.44,0.000192,0.005821,48,0.021724
23964,27.51,0.000364,3.8e-05,44,0.097344
23965,375.96,0.002287,0.00052,48,0.011587
23966,19171.33,0.002782,0.026518,48,0.011715
23967,4518.61,0.002627,0.00625,48,0.01385
23968,7543.79,4.4e-05,0.010435,48,0.008284
23969,10194.61,5e-06,0.014101,48,0.033247
23970,20899.77,0.0,0.028909,48,0.021395
23971,1300.27,1.5e-05,0.001799,48,0.022228
23972,157.19,0.000127,0.000217,46,0.015055
23973,113502.87,0.0,0.156997,48,0.022396
23974,11261.23,1e-06,0.015577,48,0.006253
