trade_id,region1,region2,industry1,industry2,amount,total_materials_value,materials_count,unique_materials_factors,natural_resource/in_ground,materials_intensity
4098,AU,CN,IRONO,BASIC,89.33,401417.0,1.0,1.0,401417.0,4493.641554
101499,WA,CN,CHEM1,PLAST,2877.05,100568.0,1.0,1.0,100568.0,34.955249
54729,IN,CN,SANDC,CONST,0.98,84417.0,1.0,1.0,84417.0,86139.795918
54727,IN,CN,SANDC,CERAM,0.94,81569.0,1.0,1.0,81569.0,86775.531915
54740,IN,CN,SANDC,GLASS,0.81,69782.0,1.0,1.0,69782.0,86150.617284
93074,TR,CN,STONE,CONST,457.45,67972.0,1.0,1.0,67972.0,148.588917
101437,WA,CN,CHEM1,CHEM1,1779.44,62201.0,1.0,1.0,62201.0,34.955379
54726,IN,CN,SANDC,CEMEN,0.72,62059.0,1.0,1.0,62059.0,86193.055556
2679,AU,CN,ALUMI,ALUM1,59.7,56192.0,1.0,1.0,56192.0,941.239531
106589,WA,CN,PLAST,RUBBE,15323.69,54363.0,1.0,1.0,54363.0,3.547644
114855,WL,CN,COPP1,ELECT,4576.95,36086.0,1.0,1.0,36086.0,7.88429
93103,TR,CN,STONE,NONME,216.8,32214.0,1.0,1.0,32214.0,148.588561
54724,IN,CN,SANDC,BASIC,0.36,31345.0,1.0,1.0,31345.0,87069.444444
101444,WA,CN,CHEM1,CONST,884.37,30914.0,1.0,1.0,30914.0,34.955957
5316,AU,CN,PRECI,PREC1,927.42,30001.0,1.0,1.0,30001.0,32.348882
118623,WM,CN,CRUDE,MOTOR,46340.57,29928.0,1.0,1.0,29928.0,0.645827
106137,WA,CN,OFFIC,OFFIC,13796.86,28902.0,1.0,1.0,28902.0,2.094824
118611,WM,CN,CRUDE,GASDI,41441.59,26764.0,1.0,1.0,26764.0,0.645825
101496,WA,CN,CHEM1,PFERT,760.05,26568.0,1.0,1.0,26568.0,34.955595
110395,WE,CN,IRONO,BASIC,17.63,26354.0,1.0,1.0,26354.0,1494.838344
114843,WL,CN,COPP1,COPP1,3262.81,25725.0,1.0,1.0,25725.0,7.884308
47859,ID,CN,NICKE,NONF1,0.81,22596.0,1.0,1.0,22596.0,27896.296296
54750,IN,CN,STONE,CONST,1.43,22413.0,1.0,1.0,22413.0,15673.426573
118616,WM,CN,CRUDE,KEROS,33384.19,21560.0,1.0,1.0,21560.0,0.645815
101522,WA,CN,CHEM1,TEXTI,610.77,21350.0,1.0,1.0,21350.0,34.955875
53456,IN,CN,IRONO,BASIC,5.39,21195.0,1.0,1.0,21195.0,3932.282004
100807,WA,CN,BASIC,BASIC,2379.55,18963.0,1.0,1.0,18963.0,7.969154
93067,TR,CN,STONE,CEMEN,125.71,18679.0,1.0,1.0,18679.0,148.58802
98021,US,CN,OILSE,PLAST,2938.46,18636.0,1.0,1.0,18636.0,6.342098
105747,WA,CN,NATUR,BASIC,18048.65,18213.0,1.0,1.0,18213.0,1.009106
114842,WL,CN,COPP1,CONST,2294.08,18087.0,1.0,1.0,18087.0,7.884206
48245,ID,CN,PRECI,PREC1,1.09,18076.0,1.0,1.0,18076.0,16583.486239
59599,JP,CN,CHEM1,PLAST,7976.5,17514.0,1.0,1.0,17514.0,2.1957
122897,ZA,CN,PREC1,PREC1,475.51,16601.0,1.0,1.0,16601.0,34.911989
82707,RU,CN,CRUDE,MOTOR,14872.88,15760.0,1.0,1.0,15760.0,1.059647
112117,WF,CN,CRUDE,MOTOR,18075.79,15185.0,1.0,1.0,15185.0,0.840074
54737,IN,CN,SANDC,FABRI,0.17,15077.0,1.0,1.0,15077.0,88688.235294
98014,US,CN,OILSE,OILSE,2292.58,14540.0,1.0,1.0,14540.0,6.3422
109148,WA,CN,WOODW,WOODW,3216.14,14412.0,1.0,1.0,14412.0,4.481148
101532,WA,CN,CHEM1,WOODW,408.99,14296.0,1.0,1.0,14296.0,34.9544
82696,RU,CN,CRUDE,GASDI,13300.57,14094.0,1.0,1.0,14094.0,1.059654
105544,WA,CN,MOTOR,LANDT,5475.51,14061.0,1.0,1.0,14061.0,2.56798
107147,WA,CN,PULP5,PAPER,1125.08,13867.0,1.0,1.0,13867.0,12.325346
