trade_id,factor_id,level
3423859,901,409448474.911
3423859,902,60670.017
3423859,903,41927.458
3423860,901,31263232.61
3423860,902,4632.429
3423860,903,3201.35
3423861,901,432570.22
3423861,902,64.096
3423861,903,44.295
3423862,901,47106.173
3423862,902,6.98
3423862,903,4.824
3423863,901,61349752.486
3423863,902,9090.498
3423863,903,6282.205
3423864,901,4951657.993
3423864,902,733.712
3423864,903,507.049
3423865,901,451971.432
3423865,902,66.971
3423865,903,46.282
3423866,901,389032.229
3423866,902,57.645
3423866,903,39.837
3423867,901,330230.747
3423867,902,48.932
3423867,903,33.816
3423868,901,9230033.668
3423868,902,1367.66
3423868,903,945.154
3423869,901,565398.105
3423869,902,83.778
3423869,903,57.897
3423870,901,18088.603
3423870,902,2.68
3423870,903,1.852
3423871,901,239527.207
3423871,902,35.492
3423871,903,24.528
3423872,901,236755.09
3423872,902,35.081
3423872,903,24.244
3423873,901,620835.56
3423873,902,91.992
3423873,903,63.573
3423874,901,19726.985
3423874,902,2.923
3423874,903,2.02
3423875,901,6683.336
3423875,902,0.99
3423875,903,0.684
3423876,901,79718.58
3423876,902,11.812
3423876,903,8.163
3423877,901,287479.165
3423877,902,42.597
3423877,903,29.438
3423878,901,6113.11
3423878,902,0.906
3423878,903,0.626
3423879,901,25690.554
3423879,902,3.807
3423879,903,2.631
3423880,901,34758.992
3423880,902,5.15
3423880,903,3.559
3423881,901,61952.689
3423881,902,9.18
3423881,903,6.344
3423882,901,98303.564
3423882,902,14.566
3423882,903,10.066
3423883,901,82595.478
3423883,902,12.239
3423883,903,8.458
3423884,901,40122.992
3423884,902,5.945
3423884,903,4.109
3423885,901,25734.304
3423885,902,3.813
3423885,903,2.635
3423886,901,59218.764
3423886,902,8.775
3423886,903,6.064
3423887,901,291971.552
3423887,902,43.263
3423887,903,29.898
3423888,901,536327.077
3423888,902,79.47
3423888,903,54.92
3423889,901,142452.007
3423889,902,21.108
3423889,903,14.587
3423890,901,27995.196
3423890,902,4.148
3423890,903,2.867
3423891,901,5009.033
3423891,902,0.742
3423891,903,0.513
3423892,901,25520.747
3423892,902,3.782
3423892,903,2.613
3423893,901,11510.932
3423893,902,1.706
3423893,903,1.179
3423894,901,152161.064
3423894,902,22.546
3423894,903,15.581
3423895,901,309068.422
3423895,902,45.796
3423895,903,31.649
3423896,901,42479.482
3423896,902,6.294
3423896,903,4.35
3423897,901,83846.205
3423897,902,12.424
3423897,903,8.586
3423898,901,37738.346
3423898,902,5.592
3423898,903,3.864
3423899,901,41194.784
3423899,902,6.104
3423899,903,4.218
3423900,901,46941.255
3423900,902,6.956
3423900,903,4.807
3423901,901,15973.526
3423901,902,2.367
3423901,903,1.636
3423902,901,321404.0
3423902,902,47.624
3423902,903,32.912
3423903,901,16053.106
3423903,902,2.379
3423903,903,1.644
3423904,901,145085.749
3423904,902,21.498
3423904,903,14.857
3423905,901,34049491.411
3423905,902,5045.282
3423905,903,3486.662
3423906,901,9695.599
3423906,902,1.437
3423906,903,0.993
3423907,901,540297.028
3423907,902,80.058
3423907,903,55.326
3423908,901,10911.694
3423908,902,1.617
3423908,903,1.117
3423909,901,15592.418
3423909,902,2.31
3423909,903,1.597
3423910,901,320175.406
3423910,902,47.442
3423910,903,32.786
3423911,901,255755.161
3423911,902,37.897
3423911,903,26.189
3423912,901,54121.685
3423912,902,8.019
3423912,903,5.542
3423913,901,540912.734
3423913,902,80.15
3423913,903,55.389
3423914,901,6951.049
3423914,902,1.03
3423914,903,0.712
3423915,901,15766.505
3423915,902,2.336
3423915,903,1.614
3423916,901,737297.226
3423916,902,93.999
3423916,903,57.76
3423917,901,308598276.736
3423917,902,39343.522
3423917,903,24175.53
3423918,901,754112.387
3423918,902,96.143
3423918,903,59.077
3423919,901,543295.601
3423919,902,69.265
3423919,903,42.562
3423920,901,3622864.679
3423920,902,461.883
3423920,903,283.815
3423921,901,522724937.733
3423921,902,66642.758
3423921,903,40950.171
3423922,901,17317165.24
3423922,902,2207.784
3423922,903,1356.623
3423923,901,16558463.103
3423923,902,2111.056
3423923,903,1297.187
3423924,901,4431466.317
3423924,902,564.972
3423924,903,347.16
3423925,901,5477082.454
3423925,902,698.279
3423925,903,429.074
3423926,901,260773326.637
3423926,902,33246.269
3423926,903,20428.932
3423927,901,24778.597
3423927,902,3.159
3423927,903,1.941
3423928,901,1043242.945
3423928,902,133.004
3423928,903,81.727
3423929,901,939875.055
3423929,902,119.826
3423929,903,73.63
3423930,901,333116.93
3423930,902,42.469
3423930,903,26.096
3423931,901,3400220.728
3423931,902,433.498
3423931,903,266.373
3423932,901,2732044.457
3423932,902,348.311
3423932,903,214.028
3423933,901,2650420.221
3423933,902,337.905
3423933,903,207.633
3423934,901,8697718.514
3423934,902,1108.881
3423934,903,681.378
3423935,901,1853069.39
3423935,902,236.25
3423935,903,145.169
3423936,901,12982275.484
3423936,902,1655.124
3423936,903,1017.029
3423937,901,77869467.457
3423937,902,9927.661
3423937,903,6100.279
3423938,901,1944973505.157
3423938,902,247966.739
