trade_id,region1,region2,industry1,industry2,amount,total_level,factor_count,unique_factors,material,impact_intensity
8098,BR,BR,SANDC,CERAM,236.4,198174.0,1.0,1.0,198174.0,838.299492
1125,BR,BR,CEMEN,CONST,3823.91,193042.0,1.0,1.0,193042.0,50.482883
4713,BR,BR,IRONO,CEMEN,6.8,188655.0,1.0,1.0,188655.0,27743.382353
1162,BR,BR,CERAM,CONST,5458.03,177421.0,1.0,1.0,177421.0,32.506417
4709,BR,BR,IRONO,BASIC,5.57,154442.0,1.0,1.0,154442.0,27727.468582
8091,BR,BR,SANDC,BASIC,183.81,154087.0,1.0,1.0,154087.0,838.294979
8116,BR,BR,SANDC,GLASS,140.59,117856.0,1.0,1.0,117856.0,838.295754
7092,BR,BR,PRECI,PREC1,203.45,108504.0,1.0,1.0,108504.0,533.320226
591,BR,BR,BASIC,MOTO1,11907.99,85093.0,1.0,1.0,85093.0,7.145874
1141,BR,BR,CEMEN,NONME,1647.24,83158.0,1.0,1.0,83158.0,50.483233
8298,BR,BR,STONE,CEMEN,45.36,67357.0,1.0,1.0,67357.0,1484.942681
8310,BR,BR,STONE,FABRI,45.31,67285.0,1.0,1.0,67285.0,1484.992275
6247,BR,BR,NONME,CONST,6033.35,66346.0,1.0,1.0,66346.0,10.996544
4077,BR,BR,GLASS,CONST,2001.27,62978.0,1.0,1.0,62978.0,31.469017
8097,BR,BR,SANDC,CEMEN,64.38,53973.0,1.0,1.0,53973.0,838.350419
8314,BR,BR,STONE,FOUND,36.02,53481.0,1.0,1.0,53481.0,1484.758468
568,BR,BR,BASIC,FABRI,6589.38,47087.0,1.0,1.0,47087.0,7.145892
563,BR,BR,BASIC,CONST,6178.55,44151.0,1.0,1.0,44151.0,7.145851
8123,BR,BR,SANDC,LIQUI,51.7,43340.0,1.0,1.0,43340.0,838.297872
550,BR,BR,BASIC,BASIC,5477.36,39141.0,1.0,1.0,39141.0,7.145961
5164,BR,BR,LIQUI,CONST,8022.38,31604.0,1.0,1.0,31604.0,3.939479
5666,BR,BR,MOTO1,MOTO1,12517.89,28330.0,1.0,1.0,28330.0,2.263161
4714,BR,BR,IRONO,CERAM,0.89,24749.0,1.0,1.0,24749.0,27807.865169
7014,BR,BR,POULT,MEAT1,17322.08,24225.0,1.0,1.0,24225.0,1.398504
1172,BR,BR,CERAM,HEALT,738.83,24017.0,1.0,1.0,24017.0,32.506801
7414,BR,BR,RAWMI,DAIRY,14615.44,23755.0,1.0,1.0,23755.0,1.625336
3781,BR,BR,FOUND,BASIC,212.72,22875.0,1.0,1.0,22875.0,107.535728
8297,BR,BR,STONE,CATTL,15.35,22788.0,1.0,1.0,22788.0,1484.560261
8140,BR,BR,SANDC,PAPER,26.68,22366.0,1.0,1.0,22366.0,838.305847
917,BR,BR,BRICK,CONST,468.59,21836.0,1.0,1.0,21836.0,46.599373
8342,BR,BR,STONE,POULT,14.7,21824.0,1.0,1.0,21824.0,1484.62585
8088,BR,BR,SANDC,ALUM1,24.32,20387.0,1.0,1.0,20387.0,838.28125
3359,BR,BR,FABRI,CONST,4036.42,19663.0,1.0,1.0,19663.0,4.871396
1090,BR,BR,CATTL,MEATC,17547.93,19644.0,1.0,1.0,19644.0,1.119448
4092,BR,BR,GLASS,HEALT,623.62,19625.0,1.0,1.0,19625.0,31.469485
8111,BR,BR,SANDC,FABRI,22.6,18948.0,1.0,1.0,18948.0,838.40708
4716,BR,BR,IRONO,GLASS,0.67,18608.0,1.0,1.0,18608.0,27773.134328
