trade_id,region1,region2,industry1,industry2,amount,total_resources_value,resources_count
4807,JP,JP,MOTO1,MOTO1,109998.8,0,0
4154,JP,JP,LANDT,CONST,82893.67,0,0
447,JP,JP,BASIC,BASIC,76368.93,0,0
7610,JP,JP,WHOLE,WHOLE,58984.45,0,0
6239,JP,JP,REALE,CONST,46520.56,0,0
5161,JP,JP,NONME,CONST,44261.24,0,0
6567,JP,JP,RESEA,MOTO1,43988.16,0,0
5602,JP,JP,PLAST,RUBBE,40500.3,0,0
3275,JP,JP,FOOD5,FOOD5,39603.65,0,0
4850,JP,JP,MOTOR,LANDT,37204.9,0,0
6862,JP,JP,SALEM,LANDT,36387.81,0,0
6591,JP,JP,RESEA,RADIO,36275.37,0,0
6886,JP,JP,SANDC,CONST,31939.13,0,0
455,JP,JP,BASIC,CONST,27075.3,0,0
3123,JP,JP,FINAN,CONST,26832.82,0,0
6515,JP,JP,RESEA,CHEM1,26518.59,0,0
6577,JP,JP,RESEA,OFFIC,26493.04,0,0
6585,JP,JP,RESEA,PLAST,24930.36,0,0
5439,JP,JP,PAPER,PAPER,24757.07,0,0
6834,JP,JP,RUBBE,RUBBE,24457.01,0,0
6217,JP,JP,REALE,93197,23946.94,0,0
3147,JP,JP,FINAN,FURNI,23416.64,0,0
6325,JP,JP,REALE,SUPPO,22900.81,0,0
7628,JP,JP,WOODW,CONST,20576.21,0,0
5633,JP,JP,POSTT,CONST,20157.99,0,0
5381,JP,JP,PADDY,PROCE,19637.88,0,0
6314,JP,JP,REALE,RESEA,18901.03,0,0
820,JP,JP,BUSIN,RESEA,18685.08,0,0
6238,JP,JP,REALE,COMPU,18626.92,0,0
6315,JP,JP,REALE,RETA1,18434.92,0,0
3509,JP,JP,GASDI,CONST,18000.8,0,0
6267,JP,JP,REALE,HOTEL,17256.78,0,0
7163,JP,JP,SUPPO,LANDT,17123.79,0,0
765,JP,JP,BUSIN,FOOD5,16472.96,0,0
6987,JP,JP,SEACO,SEACO,16216.42,0,0
467,JP,JP,BASIC,MOTO1,15870.68,0,0
