trade_id,industry_imports_total,source_share,import_intensity,supplier_count,import_concentration_hhi
91852,11037.08,1e-06,0.027183,47,0.05791
91853,5457.42,1.8e-05,0.013441,48,0.014467
91854,2594.93,4e-06,0.006391,48,0.022957
91855,486.12,2.1e-05,0.001197,45,0.023689
91856,9224.18,1e-06,0.022718,48,0.03936
91857,52.87,0.000189,0.00013,37,0.042707
91858,19283.7,1e-06,0.047494,48,0.032697
91859,6985.11,3e-06,0.017204,48,0.027548
91860,447.85,2.2e-05,0.001103,46,0.023766
91861,11037.08,1.7e-05,0.027183,47,0.05791
91862,1587.82,6e-06,0.003911,44,0.092414
91863,6985.11,4e-06,0.017204,48,0.027548
91864,5457.42,2e-06,0.013441,48,0.014467
91865,2188.54,9e-06,0.00539,48,0.013914
91866,2228.56,4e-06,0.005489,48,0.015237
91867,1456.92,2.7e-05,0.003588,48,0.017695
91868,219.14,0.034133,0.00054,35,0.131445
91869,11037.08,0.000172,0.027183,47,0.05791
91870,18183.59,1e-06,0.044785,48,0.06583
91871,17412.52,1e-06,0.042886,48,0.188936
91872,324.7,0.00037,0.0008,43,0.10965
91873,5457.42,4e-06,0.013441,48,0.014467
91874,7335.09,0.00668,0.018066,48,0.027505
91875,1001.67,1e-05,0.002467,47,0.054504
91876,1064.33,6.6e-05,0.002621,47,0.046635
91877,2912.14,1.4e-05,0.007172,48,0.108403
91878,2325.41,9e-06,0.005727,48,0.06519
91879,1493.74,1.3e-05,0.003679,48,0.057339
91880,2188.54,8.2e-05,0.00539,48,0.013914
91881,1747.15,6e-06,0.004303,48,0.136111
91882,2228.56,0.000193,0.005489,48,0.015237
91883,1677.34,0.000304,0.004131,48,0.010604
91884,5852.89,3e-06,0.014415,48,0.06062
91885,424.33,0.000353,0.001045,47,0.015285
91886,1456.92,6.2e-05,0.003588,48,0.017695
91887,787.04,6.4e-05,0.001938,47,0.026318
91888,616.1,4.9e-05,0.001517,46,0.078866
91889,36.5,0.000548,9e-05,34,0.044548
91890,11037.08,2e-06,0.027183,47,0.05791
91891,1385.84,0.000426,0.003413,46,0.040329
91892,9224.18,2e-06,0.022718,48,0.03936
91893,7335.09,7.2e-05,0.018066,48,0.027505
91894,1677.34,6e-05,0.004131,48,0.010604
91895,424.33,2.4e-05,0.001045,47,0.015285
91896,35.85,0.000279,8.8e-05,38,0.034657
91897,504.57,2e-05,0.001243,45,0.071667
91898,52.18,0.000575,0.000129,35,0.054923
91899,220.77,0.000317,0.000544,43,0.181671
91900,219.14,0.000411,0.00054,35,0.131445
91901,40.38,0.001486,9.9e-05,30,0.184005
91902,1770.83,0.000994,0.004361,47,0.210139
91903,11037.08,6.4e-05,0.027183,47,0.05791
91904,2907.69,7e-06,0.007161,48,0.178309
91905,7703.66,1e-05,0.018973,48,0.102359
91906,1369.48,0.003673,0.003373,48,0.08905
91907,18183.59,1e-06,0.044785,48,0.06583
91908,17412.52,3e-06,0.042886,48,0.188936
91909,10462.15,3e-06,0.025767,48,0.046019
91910,376.78,0.00061,0.000928,45,0.03497
91911,10413.42,1e-06,0.025647,48,0.04002
91912,11271.55,2e-06,0.027761,48,0.030682
91913,5523.64,4e-06,0.013604,48,0.090237
91914,7060.31,1.3e-05,0.017389,48,0.135222
91915,6985.11,3e-06,0.017204,48,0.027548
91916,9224.18,2.9e-05,0.022718,48,0.03936
91917,196.9,0.000406,0.000485,44,0.016426
91918,377.99,0.00045,0.000931,45,0.016044
91919,5457.42,4e-06,0.013441,48,0.014467
91920,7335.09,0.000635,0.018066,48,0.027505
91921,1064.33,1.9e-05,0.002621,47,0.046635
91922,2912.14,3e-06,0.007172,48,0.108403
91923,1493.74,1.3e-05,0.003679,48,0.057339
91924,2188.54,2.7e-05,0.00539,48,0.013914
91925,308.92,3.2e-05,0.000761,47,0.012432
91926,1961.14,1.5e-05,0.00483,48,0.02353
91927,2228.56,5.8e-05,0.005489,48,0.015237
91928,1677.34,0.000238,0.004131,48,0.010604
91929,5852.89,2e-06,0.014415,48,0.06062
91930,424.33,4.7e-05,0.001045,47,0.015285
91931,1456.92,0.000734,0.003588,48,0.017695
91932,787.04,0.00014,0.001938,47,0.026318
91933,616.1,1.6e-05,0.001517,46,0.078866
91934,1094.47,3.7e-05,0.002696,48,0.10391
91935,1770.83,6e-06,0.004361,47,0.210139
91936,11037.08,5e-06,0.027183,47,0.05791
