trade_id,region1,region2,industry1,industry2,amount,total_materials_value,materials_count,unique_materials_factors,natural_resource/in_ground,materials_intensity
32956,CN,WM,SANDC,PFERT,0.4,62830.0,1.0,1.0,62830.0,157075.0
32946,CN,WM,SANDC,EDUCA,0.36,56743.0,1.0,1.0,56743.0,157619.444444
32958,CN,WM,SANDC,REALE,0.27,42258.0,1.0,1.0,42258.0,156511.111111
86981,IN,WM,CERAM,CONST,869.36,31469.0,1.0,1.0,31469.0,36.197893
28019,CN,WM,ALUM1,ALUM1,1062.2,20018.0,1.0,1.0,20018.0,18.845792
32943,CN,WM,SANDC,CHEM1,0.11,17395.0,1.0,1.0,17395.0,158136.363636
32949,CN,WM,SANDC,GASDI,0.1,15133.0,1.0,1.0,15133.0,151330.0
137894,RU,WM,NONME,CONST,581.35,13632.0,1.0,1.0,13632.0,23.448869
32940,CN,WM,SANDC,93197,0.08,13249.0,1.0,1.0,13249.0,165612.5
32950,CN,WM,SANDC,HEALT,0.08,12720.0,1.0,1.0,12720.0,159000.0
148622,TR,WM,CEMEN,CONST,497.1,12262.0,1.0,1.0,12262.0,24.667069
29502,CN,WM,FABRI,CONST,3666.28,11785.0,1.0,1.0,11785.0,3.21443
28194,CN,WM,BASIC,CONST,6221.73,10844.0,1.0,1.0,10844.0,1.742924
30862,CN,WM,MEDIC,HEALT,438.37,10012.0,1.0,1.0,10012.0,22.839154
33094,CN,WM,STONE,PFERT,0.56,10005.0,1.0,1.0,10005.0,17866.071429
29376,CN,WM,ELECT,CONST,3339.79,9759.0,1.0,1.0,9759.0,2.92204
32955,CN,WM,SANDC,MOTOR,0.06,9431.0,1.0,1.0,9431.0,157183.333333
152255,TR,WM,PREC1,PREC1,1033.1,9418.0,1.0,1.0,9418.0,9.116252
33082,CN,WM,STONE,EDUCA,0.52,9258.0,1.0,1.0,9258.0,17803.846154
32952,CN,WM,SANDC,INSUR,0.06,9055.0,1.0,1.0,9055.0,150916.666667
19029,BR,WM,PREC1,PREC1,132.02,8729.0,1.0,1.0,8729.0,66.11877
32954,CN,WM,SANDC,LIQUE,0.05,8567.0,1.0,1.0,8567.0,171340.0
33096,CN,WM,STONE,REALE,0.47,8395.0,1.0,1.0,8395.0,17861.702128
28633,CN,WM,CERAM,CONST,2311.4,7024.0,1.0,1.0,7024.0,3.038851
162351,WA,WM,BASIC,CONST,2107.29,6430.0,1.0,1.0,6430.0,3.051312
28036,CN,WM,ALUM1,CONST,337.96,6369.0,1.0,1.0,6369.0,18.845425
32787,CN,WM,RUBBE,CONST,4179.98,6243.0,1.0,1.0,6243.0,1.493548
