trade_id,industry_imports_total,source_share,import_intensity,supplier_count,import_concentration_hhi
94822,1284.06,0.000187,0.003188,48,0.082167
94823,115.8,0.000259,0.000288,37,0.09484
94824,1906.35,0.000299,0.004734,44,0.103255
94825,821.4,7.3e-05,0.00204,48,0.028098
94826,2376.93,8e-06,0.005902,48,0.026655
94827,2376.93,8e-06,0.005902,48,0.026655
94828,234.37,0.000128,0.000582,41,0.137039
94829,6136.12,3e-06,0.015237,48,0.023225
94830,28541.78,1e-06,0.070872,48,0.02894
94831,28541.78,1e-06,0.070872,48,0.02894
94832,28541.78,0.0,0.070872,48,0.02894
94833,1499.13,7e-06,0.003722,47,0.038374
94834,3378.48,6e-06,0.008389,48,0.044107
94835,6136.12,2e-06,0.015237,48,0.023225
94836,28541.78,2e-06,0.070872,48,0.02894
94837,102.77,0.000195,0.000255,39,0.038845
94838,102.77,9.7e-05,0.000255,39,0.038845
94839,1481.69,3.4e-05,0.003679,48,0.082833
94840,161.53,0.004334,0.000401,45,0.039622
94841,741.62,0.000121,0.001842,45,0.110466
94842,187.12,0.000428,0.000465,44,0.01636
94843,1906.35,6.3e-05,0.004734,44,0.103255
94844,821.4,0.00045,0.00204,48,0.028098
94845,1091.04,1.8e-05,0.002709,46,0.054166
94846,409.51,7.3e-05,0.001017,47,0.055893
94847,6130.68,7e-06,0.015223,48,0.169584
94848,5151.56,1.2e-05,0.012792,48,0.048892
94849,2653.87,1.1e-05,0.00659,48,0.020276
94850,1204.48,1.7e-05,0.002991,48,0.021081
94851,2376.93,0.00021,0.005902,48,0.026655
94852,2394.14,1.3e-05,0.005945,48,0.024512
94853,3127.53,3.5e-05,0.007766,48,0.046972
94854,1897.8,1.6e-05,0.004712,47,0.054756
94855,606.17,3.3e-05,0.001505,46,0.019529
94856,836.26,1.2e-05,0.002077,46,0.065631
94857,767.62,1.3e-05,0.001906,47,0.038098
94858,82.47,0.013944,0.000205,38,0.030714
94859,821.4,0.001485,0.00204,48,0.028098
94860,6130.68,1.6e-05,0.015223,48,0.169584
94861,5151.56,4.9e-05,0.012792,48,0.048892
94862,87.37,0.000114,0.000217,41,0.065982
94863,9780.13,1e-06,0.024285,48,0.049885
94864,2653.87,0.000226,0.00659,48,0.020276
94865,1204.48,0.000423,0.002991,48,0.021081
94866,2376.93,0.000698,0.005902,48,0.026655
94867,3227.8,3e-06,0.008015,48,0.110078
94868,2394.14,0.000184,0.005945,48,0.024512
94869,3127.53,0.000173,0.007766,48,0.046972
94870,1897.8,0.000137,0.004712,47,0.054756
94871,606.17,0.000165,0.001505,46,0.019529
94872,836.26,0.000227,0.002077,46,0.065631
94873,767.62,0.000143,0.001906,47,0.038098
94874,490.62,8.2e-05,0.001218,43,0.033005
