trade_id,region1,region2,industry1,industry2,amount,total_level,factor_count,unique_factors,material,impact_intensity
61210,IE,GB,SANDC,CONST,140.45,10092.0,1.0,1.0,10092.0,71.854753
57061,IE,GB,CEMEN,CONST,682.01,9428.0,1.0,1.0,9428.0,13.823844
99577,RO,GB,SANDC,CONST,0.02,8829.0,1.0,1.0,8829.0,441450.0
116991,US,GB,PREC1,CONST,896.88,6585.0,1.0,1.0,6585.0,7.342119
20429,CN,GB,ELECT,CONST,2478.98,6528.0,1.0,1.0,6528.0,2.633341
114560,US,GB,COPP1,COPP1,1199.4,4755.0,1.0,1.0,4755.0,3.964482
61206,IE,GB,SANDC,CEMEN,58.96,4237.0,1.0,1.0,4237.0,71.86228
20032,CN,GB,CHEM1,HEALT,2479.52,4129.0,1.0,1.0,4129.0,1.665242
89870,NO,GB,NATUR,CRUDE,15567.08,3746.0,1.0,1.0,3746.0,0.240636
20554,CN,GB,FABRI,CONST,1501.82,3391.0,1.0,1.0,3391.0,2.257927
22728,CN,GB,RUBBE,CONST,2244.44,3378.0,1.0,1.0,3378.0,1.505052
114574,US,GB,COPP1,FABRI,803.01,3184.0,1.0,1.0,3184.0,3.965081
12981,BR,GB,PREC1,CONST,58.5,3130.0,1.0,1.0,3130.0,53.504274
21897,CN,GB,OFFIC,EDUCA,1921.88,2598.0,1.0,1.0,2598.0,1.351801
117049,US,GB,PREC1,PREC1,353.22,2593.0,1.0,1.0,2593.0,7.341034
22318,CN,GB,PREC1,CONST,66.38,2473.0,1.0,1.0,2473.0,37.255197
62705,IN,GB,ELECT,CONST,221.01,2460.0,1.0,1.0,2460.0,11.130718
117018,US,GB,PREC1,INSUR,292.42,2147.0,1.0,1.0,2147.0,7.342179
88279,NO,GB,CRUDE,MOTOR,8428.47,2064.0,1.0,1.0,2064.0,0.244884
36977,ES,GB,CEMEN,CONST,257.19,2019.0,1.0,1.0,2019.0,7.850227
88269,NO,GB,CRUDE,GASDI,7664.65,1877.0,1.0,1.0,1877.0,0.244891
22537,CN,GB,RADIO,POSTT,229.93,1678.0,1.0,1.0,1678.0,7.297873
57056,IE,GB,CEMEN,CEMEN,115.18,1592.0,1.0,1.0,1592.0,13.821844
114591,US,GB,COPP1,INSUR,400.73,1589.0,1.0,1.0,1589.0,3.965263
20300,CN,GB,COPP1,COPP1,49.37,1566.0,1.0,1.0,1566.0,31.719668
117002,US,GB,PREC1,FABRI,210.26,1544.0,1.0,1.0,1544.0,7.343289
57444,IE,GB,CONST,CONST,1471.92,1517.0,1.0,1.0,1517.0,1.030627
56529,IE,GB,AIRTR,FINAN,1848.92,1501.0,1.0,1.0,1501.0,0.811825
62257,IN,GB,CERAM,CONST,42.56,1439.0,1.0,1.0,1439.0,33.81109
111167,TR,GB,PREC1,CONST,175.64,1389.0,1.0,1.0,1389.0,7.908221
89873,NO,GB,NATUR,ELEC2,5653.91,1360.0,1.0,1.0,1360.0,0.240542
118766,WA,GB,BIODI,LANDT,253.04,1351.0,1.0,1.0,1351.0,5.339077
24374,CY,GB,SANDC,CONST,5.45,1267.0,1.0,1.0,1267.0,232.477064
13018,BR,GB,PREC1,PREC1,23.04,1233.0,1.0,1.0,1233.0,53.515625
135393,WM,GB,RESEA,RESEA,681.32,1151.0,1.0,1.0,1151.0,1.689368
118571,WA,GB,BASIC,FABRI,643.69,1101.0,1.0,1.0,1101.0,1.710451
123318,WA,GB,WOODW,CONST,244.25,1095.0,1.0,1.0,1095.0,4.483112
20310,CN,GB,COPP1,FABRI,33.05,1049.0,1.0,1.0,1049.0,31.739788
13000,BR,GB,PREC1,INSUR,19.07,1021.0,1.0,1.0,1021.0,53.539591
70245,JP,GB,COKEO,BASIC,277.07,1010.0,1.0,1.0,1010.0,3.645288
64623,IN,GB,RADIO,POSTT,159.88,976.0,1.0,1.0,976.0,6.104578
22355,CN,GB,PREC1,PREC1,26.14,974.0,1.0,1.0,974.0,37.260903
119293,WA,GB,CONST,CONST,1042.37,969.0,1.0,1.0,969.0,0.929612
61332,IE,GB,STONE,CONST,52.06,929.0,1.0,1.0,929.0,17.844794
114544,US,GB,COPP1,BASIC,229.86,911.0,1.0,1.0,911.0,3.963282
56607,IE,GB,AIRTR,SUPPO,1117.35,907.0,1.0,1.0,907.0,0.811742
119710,WA,GB,FABRI,CONST,475.91,877.0,1.0,1.0,877.0,1.842785
86898,NL,GB,SANDC,CONST,12.0,874.0,1.0,1.0,874.0,72.833333
56495,IE,GB,AIRTR,AIRTR,1071.69,870.0,1.0,1.0,870.0,0.811802
106503,SE,GB,WOODW,CONST,1275.69,866.0,1.0,1.0,866.0,0.678848
115886,US,GB,LEAD1,LEAD1,206.35,850.0,1.0,1.0,850.0,4.119215
20495,CN,GB,ELECT,POSTT,320.57,844.0,1.0,1.0,844.0,2.63281
74134,KR,GB,PREC1,CONST,117.49,837.0,1.0,1.0,837.0,7.124011
114238,US,GB,CHEM1,HEALT,3378.33,832.0,1.0,1.0,832.0,0.246276
122440,WA,GB,RUBBE,CONST,1009.1,816.0,1.0,1.0,816.0,0.808641
21540,CN,GB,MEDIC,HEALT,413.85,815.0,1.0,1.0,815.0,1.969313
126553,WF,GB,CRUDE,MOTOR,1448.56,806.0,1.0,1.0,806.0,0.556415
22337,CN,GB,PREC1,INSUR,21.64,806.0,1.0,1.0,806.0,37.245841
118557,WA,GB,BASIC,CONST,463.75,793.0,1.0,1.0,793.0,1.709973
132918,WM,GB,FABRI,CONST,758.49,749.0,1.0,1.0,749.0,0.987488
2740,AU,GB,BASIC,FABRI,14.06,748.0,1.0,1.0,748.0,53.200569
20883,CN,GB,FURNI,EDUCA,720.5,747.0,1.0,1.0,747.0,1.03678
89900,NO,GB,NATUR,NATUR,3067.61,738.0,1.0,1.0,738.0,0.240578
12990,BR,GB,PREC1,FABRI,13.71,734.0,1.0,1.0,734.0,53.537564
126543,WF,GB,CRUDE,GASDI,1317.28,733.0,1.0,1.0,733.0,0.55645
62342,IN,GB,CHEM1,HEALT,444.37,719.0,1.0,1.0,719.0,1.618021
27887,DE,GB,CEMEN,CONST,134.28,713.0,1.0,1.0,713.0,5.3098
20428,CN,GB,ELECT,COMPU,270.66,713.0,1.0,1.0,713.0,2.634301
3915,AU,GB,LEAD1,LEAD1,231.89,708.0,1.0,1.0,708.0,3.053172
88274,NO,GB,CRUDE,KEROS,2878.98,705.0,1.0,1.0,705.0,0.244878
20431,CN,GB,ELECT,CRUDE,263.86,695.0,1.0,1.0,695.0,2.633973
61237,IE,GB,SANDC,RAILW,9.58,688.0,1.0,1.0,688.0,71.816284
89910,NO,GB,NATUR,PLAST,2854.69,687.0,1.0,1.0,687.0,0.240657
119020,WA,GB,CERAM,CONST,162.57,682.0,1.0,1.0,682.0,4.195116
61248,IE,GB,SANDC,WHOLE,9.27,666.0,1.0,1.0,666.0,71.84466
20071,CN,GB,CHEM1,PLAST,399.37,665.0,1.0,1.0,665.0,1.665123
122312,WA,GB,RESEA,RESEA,186.22,663.0,1.0,1.0,663.0,3.560305
116987,US,GB,PREC1,CHEM1,89.62,658.0,1.0,1.0,658.0,7.342111
114680,US,GB,CRUDE,MOTOR,3293.97,654.0,1.0,1.0,654.0,0.198545
40398,ES,GB,STONE,CONST,29.37,646.0,1.0,1.0,646.0,21.995233
56060,ID,GB,RUBBE,CONST,54.86,640.0,1.0,1.0,640.0,11.666059
122067,WA,GB,PULP5,PAPER,30.36,625.0,1.0,1.0,625.0,20.586298
56546,IE,GB,AIRTR,INSUR,760.34,617.0,1.0,1.0,617.0,0.811479
129285,WL,GB,CHEM1,HEALT,72.48,611.0,1.0,1.0,611.0,8.429912
114670,US,GB,CRUDE,GASDI,2995.46,594.0,1.0,1.0,594.0,0.1983
57206,IE,GB,CHEM1,HEALT,2987.92,591.0,1.0,1.0,591.0,0.197796
20528,CN,GB,ELECT,WHOLE,223.86,589.0,1.0,1.0,589.0,2.631109
20508,CN,GB,ELECT,RETA1,223.22,588.0,1.0,1.0,588.0,2.634173
22327,CN,GB,PREC1,FABRI,15.56,580.0,1.0,1.0,580.0,37.275064
89872,NO,GB,NATUR,DIST1,2351.7,566.0,1.0,1.0,566.0,0.240677
119510,WA,GB,CRUDE,MOTOR,479.83,553.0,1.0,1.0,553.0,1.152492
111212,TR,GB,PREC1,PREC1,69.17,547.0,1.0,1.0,547.0,7.908053
123052,WA,GB,VEGE1,FOOD5,159.13,541.0,1.0,1.0,541.0,3.399736
2732,AU,GB,BASIC,CONST,10.13,539.0,1.0,1.0,539.0,53.208292
56583,IE,GB,AIRTR,POSTT,661.11,537.0,1.0,1.0,537.0,0.81227
24370,CY,GB,SANDC,CEMEN,2.29,532.0,1.0,1.0,532.0,232.31441
20011,CN,GB,CHEM1,EDUCA,318.14,530.0,1.0,1.0,530.0,1.665933
126026,WF,GB,ALUM1,ALUM1,301.89,525.0,1.0,1.0,525.0,1.739044
20318,CN,GB,COPP1,INSUR,16.49,523.0,1.0,1.0,523.0,31.716192
95352,PT,GB,CEMEN,CONST,42.53,520.0,1.0,1.0,520.0,12.226664
117046,US,GB,PREC1,PLAST,69.85,513.0,1.0,1.0,513.0,7.344309
118541,WA,GB,BASIC,BASIC,298.72,511.0,1.0,1.0,511.0,1.710632
20444,CN,GB,ELECT,FINAN,191.61,505.0,1.0,1.0,505.0,2.635562
119500,WA,GB,CRUDE,GASDI,436.35,503.0,1.0,1.0,503.0,1.152744
31957,DE,GB,SANDC,CONST,16.48,494.0,1.0,1.0,494.0,29.975728
119121,WA,GB,CHEM1,HEALT,40.65,492.0,1.0,1.0,492.0,12.103321
61217,IE,GB,SANDC,GLASS,6.82,490.0,1.0,1.0,490.0,71.847507
19482,CN,GB,ALUM1,ALUM1,193.63,488.0,1.0,1.0,488.0,2.520271
64399,IN,GB,PREC1,CONST,294.96,480.0,1.0,1.0,480.0,1.627339
20473,CN,GB,ELECT,MOTO1,182.16,480.0,1.0,1.0,480.0,2.635046
56596,IE,GB,AIRTR,RESEA,587.87,477.0,1.0,1.0,477.0,0.811404
110011,TR,GB,FABRI,CONST,276.16,473.0,1.0,1.0,473.0,1.712775
48712,FR,GB,SANDC,CONST,9.84,467.0,1.0,1.0,467.0,47.45935
57514,IE,GB,CONST,REALE,449.35,463.0,1.0,1.0,463.0,1.030377
20434,CN,GB,ELECT,EDUCA,174.55,460.0,1.0,1.0,460.0,2.635348
109293,TR,GB,ALUM1,ALUM1,112.72,460.0,1.0,1.0,460.0,4.080908
23331,CN,GB,WOODW,CONST,876.2,459.0,1.0,1.0,459.0,0.523853
64788,IN,GB,RUBBE,CONST,314.7,455.0,1.0,1.0,455.0,1.445821
20433,CN,GB,ELECT,DISTR,172.36,454.0,1.0,1.0,454.0,2.634022
111189,TR,GB,PREC1,INSUR,57.26,453.0,1.0,1.0,453.0,7.911282
117047,US,GB,PREC1,POSTT,61.48,451.0,1.0,1.0,451.0,7.335719
120090,WA,GB,FURNI,EDUCA,198.58,445.0,1.0,1.0,445.0,2.24091
20878,CN,GB,FURNI,CONST,426.72,443.0,1.0,1.0,443.0,1.038151
72807,KR,GB,CONST,CONST,207.22,442.0,1.0,1.0,442.0,2.132999
121420,WA,GB,OFFIC,EDUCA,445.12,439.0,1.0,1.0,439.0,0.986251
118864,WA,GB,BUSIN,BUSIN,782.26,439.0,1.0,1.0,439.0,0.561194
109622,TR,GB,CERAM,CONST,53.67,432.0,1.0,1.0,432.0,8.049189
19916,CN,GB,CERAM,CONST,180.21,429.0,1.0,1.0,429.0,2.380556
62123,IN,GB,BRICK,CONST,12.57,426.0,1.0,1.0,426.0,33.890215
114620,US,GB,COPP1,POSTT,106.15,421.0,1.0,1.0,421.0,3.966086
62811,IN,GB,FABRI,CONST,319.97,414.0,1.0,1.0,414.0,1.293871
31751,DE,GB,RUBBE,CONST,2074.3,413.0,1.0,1.0,413.0,0.199103
132303,WM,GB,CHEM1,HEALT,201.17,411.0,1.0,1.0,411.0,2.043048
21914,CN,GB,OFFIC,HEALT,301.56,408.0,1.0,1.0,408.0,1.352965
20561,CN,GB,FABRI,EDUCA,175.77,397.0,1.0,1.0,397.0,2.258633
126055,WF,GB,ALUM1,FABRI,224.62,390.0,1.0,1.0,390.0,1.736266
114463,US,GB,CONST,CONST,282.46,384.0,1.0,1.0,384.0,1.359485
118600,WA,GB,BASIC,MOTO1,224.1,383.0,1.0,1.0,383.0,1.709058
29275,DE,GB,GLASS,EDUCA,101.46,383.0,1.0,1.0,383.0,3.774887
20512,CN,GB,ELECT,SEACO,144.41,380.0,1.0,1.0,380.0,2.631397
132805,WM,GB,ELECT,CONST,504.47,378.0,1.0,1.0,378.0,0.749301
62290,IN,GB,CERAM,WHOLE,11.0,372.0,1.0,1.0,372.0,33.818182
133904,WM,GB,KEROS,AIRTR,293.21,372.0,1.0,1.0,372.0,1.268715
86894,NL,GB,SANDC,CEMEN,5.04,367.0,1.0,1.0,367.0,72.81746
59201,IE,GB,KEROS,AIRTR,655.41,367.0,1.0,1.0,367.0,0.559955
19510,CN,GB,ALUM1,FABRI,144.07,363.0,1.0,1.0,363.0,2.519609
91466,PL,GB,CEMEN,CONST,36.63,362.0,1.0,1.0,362.0,9.88261
22495,CN,GB,RADIO,EDUCA,49.31,360.0,1.0,1.0,360.0,7.30075
22810,CN,GB,RUBBE,RUBBE,234.02,352.0,1.0,1.0,352.0,1.504145
62234,IN,GB,CEMEN,CONST,19.8,350.0,1.0,1.0,350.0,17.676768
116997,US,GB,PREC1,DISTR,47.42,348.0,1.0,1.0,348.0,7.338676
2722,AU,GB,BASIC,BASIC,6.52,347.0,1.0,1.0,347.0,53.220859
93863,PL,GB,PREC1,CONST,176.35,342.0,1.0,1.0,342.0,1.939325
109319,TR,GB,ALUM1,FABRI,83.87,342.0,1.0,1.0,342.0,4.077739
36974,ES,GB,CEMEN,CEMEN,43.44,341.0,1.0,1.0,341.0,7.849908
63786,IN,GB,MEDIC,HEALT,25.06,339.0,1.0,1.0,339.0,13.527534
121890,WA,GB,PRINT,EDUCA,163.69,337.0,1.0,1.0,337.0,2.05877
