trade_id,region1,region2,industry1,industry2,amount,total_materials_value,materials_count
14363,BR,BR,WHOLE,WHOLE,17286.65,0,0
1387,BR,BR,CATTL,MEATC,14309.91,0,0
8288,BR,BR,MOTO1,MOTO1,13295.31,0,0
10446,BR,BR,POULT,MEAT1,12814.45,0,0
1208,BR,BR,BUSIN,BUSIN,11679.47,0,0
779,BR,BR,BEVER,HOTEL,10828.52,0,0
1310,BR,BR,BUSIN,PUBLI,10588.72,0,0
2511,BR,BR,CONST,CONST,9130.04,0,0
4716,BR,BR,FINAN,FINAN,8548.53,0,0
6097,BR,BR,HEALT,HEALT,7950.21,0,0
9917,BR,BR,PFERT,PFERT,7911.23,0,0
1253,BR,BR,BUSIN,HEALT,7852.24,0,0
2901,BR,BR,CRUDE,MOTOR,7456.63,0,0
11119,BR,BR,RAILW,RAILW,7082.61,0,0
1240,BR,BR,BUSIN,FINAN,6863.49,0,0
1229,BR,BR,BUSIN,EDUCA,6862.03,0,0
9913,BR,BR,PFERT,OILSE,6757.34,0,0
14340,BR,BR,WHOLE,RETA1,6353.95,0,0
6350,BR,BR,HOTEL,HEALT,5798.32,0,0
12322,BR,BR,SALEM,LANDT,5626.73,0,0
1345,BR,BR,BUSIN,WHOLE,5347.54,0,0
1321,BR,BR,BUSIN,RETA1,4972.86,0,0
11357,BR,BR,REALE,RETA1,4938.24,0,0
4547,BR,BR,FABRI,CONST,4697.94,0,0
644,BR,BR,BASIC,CONST,4549.32,0,0
2893,BR,BR,CRUDE,GASDI,4540.27,0,0
11897,BR,BR,RETA1,HEALT,4109.45,0,0
626,BR,BR,BASIC,BASIC,3976.28,0,0
9985,BR,BR,PIGS9,MEATP,3930.46,0,0
11174,BR,BR,RAWMI,DAIRY,3919.01,0,0
8421,BR,BR,MOTOR,MOTOR,3888.9,0,0
13439,BR,BR,TEXTI,WEARI,3779.55,0,0
687,BR,BR,BASIC,MOTO1,3767.56,0,0
2817,BR,BR,CROPS,FOOD5,3730.65,0,0
13203,BR,BR,SUPPO,SUPPO,3307.23,0,0
10376,BR,BR,POSTT,POSTT,3295.0,0,0
4789,BR,BR,FINAN,REALE,3212.12,0,0
2364,BR,BR,COMPU,COMPU,3119.66,0,0
8999,BR,BR,NONME,CONST,3072.42,0,0
11870,BR,BR,RETA1,CONST,3012.73,0,0
14275,BR,BR,WHOLE,HEALT,2985.14,0,0
3160,BR,BR,DISTR,DISTR,2943.12,0,0
1220,BR,BR,BUSIN,COMPU,2917.45,0,0
514,BR,BR,AUXIL,FINAN,2912.58,0,0
11875,BR,BR,RETA1,DAIRY,2907.86,0,0
7633,BR,BR,MACHI,MACHI,2906.57,0,0
11899,BR,BR,RETA1,HOTEL,2791.53,0,0
11853,BR,BR,RETA1,BEVER,2749.55,0,0
4784,BR,BR,FINAN,PUBLI,2697.59,0,0
11247,BR,BR,REALE,BUSIN,2685.23,0,0
8273,BR,BR,MOTO1,LANDT,2657.31,0,0
11921,BR,BR,RETA1,MOTO1,2634.01,0,0
11395,BR,BR,RECRE,BUSIN,2566.27,0,0
1221,BR,BR,BUSIN,CONST,2553.62,0,0
2450,BR,BR,COMPU,PUBLI,2515.69,0,0
13017,BR,BR,SUGAR,LIQUI,2510.77,0,0
9741,BR,BR,PAPER,PAPER,2504.28,0,0
12196,BR,BR,RUBBE,MOTO1,2482.54,0,0
6963,BR,BR,LANDT,FOOD5,2470.05,0,0
11292,BR,BR,REALE,HEALT,2417.79,0,0
12238,BR,BR,RUBBE,RUBBE,2393.34,0,0
8393,BR,BR,MOTOR,GASDI,2367.9,0,0
651,BR,BR,BASIC,FABRI,2330.43,0,0
6403,BR,BR,HOTEL,PUBLI,2188.66,0,0
1508,BR,BR,CERAM,CONST,2179.71,0,0
14251,BR,BR,WHOLE,CONST,2170.72,0,0
10978,BR,BR,RADIO,OFFIC,2163.34,0,0
11493,BR,BR,RECRE,RECRE,2143.28,0,0
4697,BR,BR,FINAN,CONST,2124.07,0,0
11294,BR,BR,REALE,HOTEL,2104.85,0,0
1279,BR,BR,BUSIN,MOTO1,2099.62,0,0
11894,BR,BR,RETA1,FURNI,2098.76,0,0
1617,BR,BR,CEREA,FOOD5,2041.2,0,0
11381,BR,BR,REALE,WHOLE,2033.94,0,0
4684,BR,BR,FINAN,BUSIN,2016.04,0,0
1324,BR,BR,BUSIN,SALEM,1990.78,0,0
1291,BR,BR,BUSIN,OFFIC,1986.7,0,0
14269,BR,BR,WHOLE,FOOD5,1983.41,0,0
2898,BR,BR,CRUDE,LIQUE,1969.16,0,0
1225,BR,BR,BUSIN,CRUDE,1946.06,0,0
1246,BR,BR,BUSIN,FOOD5,1943.32,0,0
13135,BR,BR,SUPPO,LANDT,1938.59,0,0
1255,BR,BR,BUSIN,HOTEL,1930.02,0,0
2384,BR,BR,COMPU,FINAN,1929.24,0,0
7725,BR,BR,MEAT1,MEAT1,1899.83,0,0
1434,BR,BR,CEMEN,CONST,1885.1,0,0
14239,BR,BR,WHOLE,BUSIN,1842.24,0,0
4795,BR,BR,FINAN,RETA1,1841.31,0,0
14300,BR,BR,WHOLE,MOTO1,1833.96,0,0
14277,BR,BR,WHOLE,HOTEL,1826.65,0,0
13068,BR,BR,SUPPO,AIRTR,1815.97,0,0
6980,BR,BR,LANDT,LANDT,1786.21,0,0
679,BR,BR,BASIC,MACHI,1775.47,0,0
3831,BR,BR,ELEC4,DISTR,1733.08,0,0
2594,BR,BR,CONST,PUBLI,1701.66,0,0
13613,BR,BR,TRAN2,CRUDE,1693.11,0,0
14272,BR,BR,WHOLE,FURNI,1683.95,0,0
10314,BR,BR,POSTT,FINAN,1671.14,0,0
5804,BR,BR,GASDI,CONST,1662.25,0,0
5347,BR,BR,FOOD5,FOOD5,1640.27,0,0
6138,BR,BR,HEALT,PUBLI,1561.03,0,0
1026,BR,BR,BIOGA,MOTOR,1542.6,0,0
14491,BR,BR,WOODW,CONST,1532.21,0,0
11279,BR,BR,REALE,FINAN,1523.35,0,0
3283,BR,BR,EDUCA,BUSIN,1517.38,0,0
12361,BR,BR,SALEM,PROCE,1514.18,0,0
4565,BR,BR,FABRI,FABRI,1512.25,0,0
5808,BR,BR,GASDI,CRUDE,1503.51,0,0
13432,BR,BR,TEXTI,TEXTI,1502.75,0,0
1201,BR,BR,BUSIN,BEVER,1502.14,0,0
4819,BR,BR,FINAN,WHOLE,1487.22,0,0
7421,BR,BR,LIQUI,CRUDE,1479.29,0,0
10282,BR,BR,POSTT,BUSIN,1447.78,0,0
1278,BR,BR,BUSIN,MEMBE,1437.17,0,0
1316,BR,BR,BUSIN,RECRE,1426.76,0,0
13898,BR,BR,VEGET,FOOD5,1403.72,0,0
6996,BR,BR,LANDT,MOTO1,1398.51,0,0
11268,BR,BR,REALE,EDUCA,1393.47,0,0
1332,BR,BR,BUSIN,SUPPO,1393.25,0,0
13058,BR,BR,SUGAR,SUGA1,1352.14,0,0
7062,BR,BR,LANDT,WHOLE,1350.29,0,0
11858,BR,BR,RETA1,BUSIN,1331.35,0,0
6992,BR,BR,LANDT,MEATC,1325.49,0,0
11961,BR,BR,RETA1,RETA1,1303.49,0,0
13184,BR,BR,SUPPO,RAILW,1303.43,0,0
2895,BR,BR,CRUDE,HEAVY,1278.7,0,0
1271,BR,BR,BUSIN,MACHI,1275.82,0,0
12985,BR,BR,SUGAR,BIOGA,1272.91,0,0
11981,BR,BR,RETA1,WEARI,1254.52,0,0
4729,BR,BR,FINAN,HEALT,1243.28,0,0
13097,BR,BR,SUPPO,CRUDE,1234.14,0,0
6918,BR,BR,LANDT,BEVER,1228.45,0,0
11905,BR,BR,RETA1,LANDT,1219.7,0,0
14296,BR,BR,WHOLE,MEATC,1193.89,0,0
1322,BR,BR,BUSIN,RETAI,1183.54,0,0
14293,BR,BR,WHOLE,MEAT1,1180.76,0,0
5353,BR,BR,FOOD5,HOTEL,1174.28,0,0
4603,BR,BR,FABRI,MOTO1,1174.1,0,0
14603,BR,BR,WOODW,WOODW,1170.97,0,0
2352,BR,BR,COMPU,BUSIN,1164.51,0,0
14333,BR,BR,WHOLE,RAWMI,1155.78,0,0
11945,BR,BR,RETA1,POULT,1154.88,0,0
6943,BR,BR,LANDT,DAIRY,1139.57,0,0
6768,BR,BR,INSUR,LANDT,1132.54,0,0
10256,BR,BR,PLAST,RUBBE,1111.04,0,0
6373,BR,BR,HOTEL,MEMBE,1106.49,0,0
11983,BR,BR,RETA1,WHOLE,1103.53,0,0
6337,BR,BR,HOTEL,FINAN,1103.22,0,0
224,BR,BR,AIRTR,SUPPO,1091.51,0,0
1315,BR,BR,BUSIN,REALE,1090.52,0,0
