trade_id,region1,region2,industry1,industry2,amount,total_level,factor_count,unique_factors,impact_intensity
16751,KR,CN,PLAST,RUBBE,14025.19,11083080061.547,6,6,790226.732155
16254,KR,CN,MOTOR,LANDT,5161.53,4656372974.859,6,6,902130.3712
79257,KR,WA,BASIC,BASIC,5066.99,4191728481.764,6,6,827262.039547
41386,KR,IN,BASIC,CONST,4013.04,3319836513.237,6,6,827262.253363
14051,KR,CN,BASIC,BASIC,3922.29,3244762027.49,6,6,827262.142139
15395,KR,CN,GASDI,LANDT,2938.2,2650635563.787,6,6,902129.046282
14066,KR,CN,BASIC,CONST,2975.82,2461784051.583,6,6,827262.418958
14650,KR,CN,COPP1,CONST,4216.04,2264611855.407,6,6,537141.928304
16997,KR,CN,RADIO,OFFIC,8798.79,2240509412.437,6,6,254638.355096
47134,KR,JP,BASIC,BASIC,2353.28,1946781915.544,6,6,827263.188207
77800,KR,US,PLAST,RUBBE,2390.78,1889256256.043,6,6,790225.89115
49550,KR,JP,SEACO,SEACO,879.43,1786834354.909,6,6,2031809.643643
79296,KR,WA,BASIC,FABRI,2028.41,1678025971.627,6,6,827261.732898
16531,KR,CN,OFFIC,OFFIC,3655.13,1658703079.326,6,6,453801.391285
47151,KR,JP,BASIC,MOTO1,1868.09,1545395615.22,6,6,827259.722615
74760,KR,TW,SEACO,93197,755.4,1534830337.668,6,6,2031811.408086
49524,KR,JP,SEACO,LANDT,709.47,1441523747.974,6,6,2031831.857547
81832,KR,WA,KEROS,AIRTR,1549.85,1398168836.922,6,6,902131.713987
43018,KR,IN,PLAST,BITUM,1710.59,1351753366.45,6,6,790226.393496
79331,KR,WA,BASIC,MOTO1,1611.93,1333491112.543,6,6,827263.66067
16968,KR,CN,RADIO,ELECT,5176.67,1318178523.018,6,6,254638.314403
17010,KR,CN,RADIO,RADIO,4631.5,1179356436.089,6,6,254638.116396
81300,KR,WA,GASDI,LANDT,1305.89,1178079220.045,6,6,902127.453342
51523,KR,MX,BASIC,MOTO1,1344.61,1112347495.674,6,6,827264.03617
