trade_id,region1,region2,industry1,industry2,amount,total_materials_value,materials_count,unique_materials_factors,natural_resource/in_ground,materials_intensity
15339,IT,IT,SANDC,WOODW,408.49,35406.0,1.0,1.0,35406.0,86.675316
15225,IT,IT,SANDC,CEMEN,405.96,35187.0,1.0,1.0,35187.0,86.676027
15233,IT,IT,SANDC,CONST,366.92,31803.0,1.0,1.0,31803.0,86.67557
1613,IT,IT,CEMEN,CONST,9163.25,31671.0,1.0,1.0,31671.0,3.456306
2669,IT,IT,CONST,CONST,27993.14,17657.0,1.0,1.0,17657.0,0.630762
15226,IT,IT,SANDC,CERAM,174.52,15127.0,1.0,1.0,15127.0,86.677745
15305,IT,IT,SANDC,PULP5,171.26,14844.0,1.0,1.0,14844.0,86.675231
18331,IT,IT,WOODW,FURNI,5020.99,12459.0,1.0,1.0,12459.0,2.481383
18424,IT,IT,WOODW,WOODW,4184.38,10383.0,1.0,1.0,10383.0,2.481371
1383,IT,IT,BUSIN,BUSIN,46314.55,9533.0,1.0,1.0,9533.0,0.205832
13458,IT,IT,PULP5,PAPER,2342.47,8936.0,1.0,1.0,8936.0,3.814777
15224,IT,IT,SANDC,BUSIN,99.16,8595.0,1.0,1.0,8595.0,86.678096
15260,IT,IT,SANDC,GLASS,95.06,8239.0,1.0,1.0,8239.0,86.671576
15336,IT,IT,SANDC,WHOLE,90.68,7860.0,1.0,1.0,7860.0,86.67843
15324,IT,IT,SANDC,SUPPO,77.12,6685.0,1.0,1.0,6685.0,86.683091
1604,IT,IT,CEMEN,CEMEN,1865.15,6447.0,1.0,1.0,6447.0,3.456558
15898,IT,IT,STONE,CONST,348.59,5505.0,1.0,1.0,5505.0,15.792191
15307,IT,IT,SANDC,RAILW,62.76,5440.0,1.0,1.0,5440.0,86.679414
5274,IT,IT,FABRI,MACHI,16391.87,5384.0,1.0,1.0,5384.0,0.328456
5243,IT,IT,FABRI,FABRI,16363.26,5375.0,1.0,1.0,5375.0,0.32848
15317,IT,IT,SANDC,SANDC,55.4,4801.0,1.0,1.0,4801.0,86.66065
1396,IT,IT,BUSIN,CONST,21250.3,4374.0,1.0,1.0,4374.0,0.205832
15313,IT,IT,SANDC,RETA1,50.02,4336.0,1.0,1.0,4336.0,86.685326
15322,IT,IT,SANDC,STONE,48.12,4171.0,1.0,1.0,4171.0,86.679135
15258,IT,IT,SANDC,FURNI,47.15,4087.0,1.0,1.0,4087.0,86.680806
18305,IT,IT,WOODW,CONST,1554.95,3858.0,1.0,1.0,3858.0,2.481109
15920,IT,IT,STONE,FOUND,238.13,3760.0,1.0,1.0,3760.0,15.789695
15223,IT,IT,SANDC,BRICK,40.32,3495.0,1.0,1.0,3495.0,86.681548
16285,IT,IT,SUPPO,WHOLE,12460.94,3156.0,1.0,1.0,3156.0,0.253271
