trade_id,factor_id,level
3898084,901,389060.23
3898084,902,70.144
3898084,903,9.16
3898085,901,6465.375
3898085,902,1.166
3898085,903,0.152
3898086,901,6634.926
3898086,902,1.196
3898086,903,0.156
3898087,901,23342.753
3898087,902,4.208
3898087,903,0.55
3898088,901,2130.61
3898088,902,0.384
3898088,903,0.05
3898089,901,2399.787
3898089,902,0.433
3898089,903,0.057
3898090,901,930.373
3898090,902,0.168
3898090,903,0.022
3898091,901,133973.54
3898091,902,24.154
3898091,903,3.154
3898092,901,1789606.041
3898092,902,322.65
3898092,903,42.134
3898093,901,3589826.905
3898093,902,647.214
3898093,903,84.518
3898094,901,11963.789
3898094,902,2.157
3898094,903,0.282
3898095,901,11337.641
3898095,902,2.044
3898095,903,0.267
3898096,901,699575.573
3898096,902,126.127
3898096,903,16.471
3898097,901,1886.419
3898097,902,0.34
3898097,903,0.044
3898098,901,7237.77
3898098,902,1.305
3898098,903,0.17
3898099,901,132006.993
3898099,902,23.8
3898099,903,3.108
3898100,901,36473.339
3898100,902,6.576
3898100,903,0.859
3898101,901,8121.438
3898101,902,1.464
3898101,903,0.191
3898102,901,43959.197
3898102,902,7.925
3898102,903,1.035
3898103,901,111395.585
3898103,902,20.084
3898103,903,2.623
3898104,901,26395.326
3898104,902,4.759
3898104,903,0.621
3898105,901,5671.418
3898105,902,1.023
3898105,903,0.134
3898106,901,20065.396
3898106,902,3.618
3898106,903,0.472
3898107,901,22455.13
3898107,902,4.048
3898107,903,0.529
3898108,901,224472.669
3898108,902,40.47
3898108,903,5.285
3898109,901,11211.068
3898109,902,2.021
3898109,903,0.264
3898110,901,15967129.644
3898110,902,2878.732
3898110,903,375.926
3898111,901,8184.035
3898111,902,1.476
3898111,903,0.193
3898112,901,53564.72
3898112,902,9.657
3898112,903,1.261
3898113,901,1533566.152
3898113,902,276.488
3898113,903,36.106
3898114,901,139130.445
3898114,902,25.084
3898114,903,3.276
3898115,901,12874.008
3898115,902,2.321
3898115,903,0.303
3898116,901,39641.033
3898116,902,7.147
3898116,903,0.933
3898117,901,4030.029
3898117,902,0.727
3898117,903,0.095
3898118,901,53169.964
3898118,902,9.586
3898118,903,1.252
3898119,901,48916.618
3898119,902,8.819
3898119,903,1.152
3898120,901,2396.786
3898120,902,0.432
3898120,903,0.056
3898121,901,13619.208
3898121,902,2.455
3898121,903,0.321
3898122,901,10468.725
3898122,902,1.887
3898122,903,0.246
3898123,901,26796.587
3898123,902,4.831
3898123,903,0.631
3898124,901,25680.52
3898124,902,4.63
3898124,903,0.605
3898125,901,1889.145
3898125,902,0.341
3898125,903,0.044
3898126,901,1128.159
3898126,902,0.203
3898126,903,0.027
3898127,901,5158.734
3898127,902,0.93
3898127,903,0.121
3898128,901,1019.333
3898128,902,0.184
3898128,903,0.024
3898129,901,31298.323
3898129,902,5.643
3898129,903,0.737
3898130,901,2764.233
3898130,902,0.498
3898130,903,0.065
3898131,901,216359.675
3898131,902,39.008
3898131,903,5.094
3898132,901,17303056.032
3898132,902,3119.588
3898132,903,407.379
3898133,901,63572.827
3898133,902,11.462
3898133,903,1.497
3898134,901,38170.759
3898134,902,6.882
3898134,903,0.899
3898135,901,7965.196
3898135,902,1.436
3898135,903,0.188
3898136,901,5112.269
3898136,902,0.922
3898136,903,0.12
3898137,901,33418.885
3898137,902,6.025
3898137,903,0.787
3898138,901,7265.984
3898138,902,1.31
3898138,903,0.171
3898139,901,4024.231
3898139,902,0.726
3898139,903,0.095
3898140,901,1713.496
3898140,902,0.309
3898140,903,0.04
3898141,901,13691.339
3898141,902,2.468
3898141,903,0.322
3898142,901,6943.123
3898142,902,1.252
3898142,903,0.163
3898143,901,21473.685
