trade_id,region1,region2,industry1,industry2,amount,total_resources_value,resources_count
69369,WM,IN,CRUDE,GASDI,13545.2,0,0
69376,WM,IN,CRUDE,MOTOR,11682.37,0,0
1730,AU,IN,BITUM,ELEC1,6473.35,0,0
1709,AU,IN,BITUM,BASIC,4405.84,0,0
60440,WA,IN,CRUDE,GASDI,3872.46,0,0
70934,WM,IN,PFERT,PFERT,3426.03,0,0
60447,WA,IN,CRUDE,MOTOR,3339.89,0,0
65844,WF,IN,CRUDE,GASDI,3288.69,0,0
69377,WM,IN,CRUDE,NAPHT,3154.79,0,0
69373,WM,IN,CRUDE,LIQUE,2937.32,0,0
65851,WF,IN,CRUDE,MOTOR,2836.4,0,0
56198,US,IN,CRUDE,GASDI,2598.66,0,0
71945,ZA,IN,BITUM,ELEC1,2418.95,0,0
56204,US,IN,CRUDE,MOTOR,2241.27,0,0
8827,CN,IN,CHEM1,TEXTI,2108.27,0,0
67399,WL,IN,CRUDE,GASDI,2098.67,0,0
67405,WL,IN,CRUDE,MOTOR,1810.05,0,0
69372,WM,IN,CRUDE,KEROS,1663.59,0,0
71925,ZA,IN,BITUM,BASIC,1646.37,0,0
1727,AU,IN,BITUM,COPP1,1520.35,0,0
59595,WA,IN,BASIC,CONST,1410.8,0,0
9083,CN,IN,FABRI,CONST,1356.19,0,0
62331,WA,IN,OFFIC,PUBLI,1340.24,0,0
62653,WA,IN,PLAST,RUBBE,1218.03,0,0
8731,CN,IN,CHEM1,ALUM1,1181.26,0,0
37412,KR,IN,BASIC,CONST,1153.43,0,0
8753,CN,IN,CHEM1,CONST,1143.64,0,0
55668,US,IN,BITUM,ELEC1,1128.33,0,0
60599,WA,IN,FABRI,CONST,1125.88,0,0
10006,CN,IN,OFFIC,PUBLI,1091.9,0,0
70587,WM,IN,NATU1,GASDI,1041.96,0,0
69370,WM,IN,CRUDE,HEAVY,1033.82,0,0
8749,CN,IN,CHEM1,CHEM1,1011.77,0,0
8821,CN,IN,CHEM1,RUBBE,1011.21,0,0
1718,AU,IN,BITUM,CEMEN,998.26,0,0
8804,CN,IN,CHEM1,PFERT,984.16,0,0
69898,WM,IN,GASDI,CONST,959.99,0,0
8576,CN,IN,BASIC,CONST,926.83,0,0
10235,CN,IN,PFERT,PFERT,913.52,0,0
60448,WA,IN,CRUDE,NAPHT,901.93,0,0
70593,WM,IN,NATU1,MOTOR,898.66,0,0
10503,CN,IN,RADIO,COMPU,866.45,0,0
61957,WA,IN,MOTO1,MOTO1,864.67,0,0
69256,WM,IN,COPP1,BASIC,843.08,0,0
60444,WA,IN,CRUDE,LIQUE,839.76,0,0
9015,CN,IN,ELECT,MOTO1,838.51,0,0
60970,WA,IN,FURNI,CONST,828.15,0,0
10765,CN,IN,TEXTI,TEXTI,776.18,0,0
1936,AU,IN,COKIN,PROCE,775.95,0,0
55648,US,IN,BITUM,BASIC,767.96,0,0
65852,WF,IN,CRUDE,NAPHT,765.96,0,0
61090,WA,IN,GASDI,CONST,722.41,0,0
65848,WF,IN,CRUDE,LIQUE,713.16,0,0
69926,WM,IN,GASDI,LANDT,704.4,0,0
66460,WF,IN,NATU1,GASDI,697.81,0,0
68682,WM,IN,BASIC,CONST,697.25,0,0
5792,BR,IN,CRUDE,GASDI,695.29,0,0
28515,ID,IN,BITUM,ELEC1,676.98,0,0
8975,CN,IN,ELECT,CONST,663.07,0,0
38829,KR,IN,PLAST,RUBBE,661.94,0,0
10325,CN,IN,PLAST,RUBBE,652.6,0,0
70916,WM,IN,PFERT,GASDI,640.18,0,0
70149,WM,IN,KEROS,COLLE,607.28,0,0
56205,US,IN,CRUDE,NAPHT,605.25,0,0
66466,WF,IN,NATU1,MOTOR,601.84,0,0
59618,WA,IN,BASIC,MOTO1,600.83,0,0
5798,BR,IN,CRUDE,MOTOR,599.67,0,0
1907,AU,IN,COKIN,COKEO,596.6,0,0
