trade_id,region1,region2,industry1,industry2,amount,total_resources_value,resources_count
14108,FR,FR,WHOLE,WHOLE,40422.0,0,0
13551,FR,FR,TRANS,TRANS,33537.18,0,0
1264,FR,FR,BUSIN,CONST,30547.82,0,0
2202,FR,FR,CONST,CONST,29594.34,0,0
551,FR,FR,AUXIL,INSUR,28004.6,0,0
11133,FR,FR,RAILW,RAILW,26797.62,0,0
14101,FR,FR,WHOLE,TRANS,26783.07,0,0
10325,FR,FR,PLAST,RUBBE,22412.9,0,0
4699,FR,FR,FINAN,FINAN,20479.54,0,0
12319,FR,FR,SEACO,SEACO,18857.5,0,0
1252,FR,FR,BUSIN,BUSIN,18712.07,0,0
4530,FR,FR,FABRI,CONST,18675.02,0,0
1407,FR,FR,CEMEN,CONST,16870.54,0,0
11747,FR,FR,RESEA,MOTO1,16591.92,0,0
4548,FR,FR,FABRI,FABRI,15969.57,0,0
11169,FR,FR,RAWMI,DAIRY,15499.01,0,0
11547,FR,FR,RENTI,CONST,14800.19,0,0
1269,FR,FR,BUSIN,DIST1,13653.53,0,0
11222,FR,FR,REALE,FINAN,13103.05,0,0
11694,FR,FR,RESEA,CHEM1,12620.6,0,0
2646,FR,FR,DIST1,ELEC3,12234.65,0,0
4576,FR,FR,FABRI,MACHI,11822.27,0,0
10808,FR,FR,PUBLI,PUBLI,11731.22,0,0
2541,FR,FR,DAIRY,DAIRY,11604.44,0,0
1291,FR,FR,BUSIN,FOOD5,11539.67,0,0
14047,FR,FR,WHOLE,MOTO1,11394.69,0,0
11193,FR,FR,REALE,BUSIN,11250.69,0,0
1319,FR,FR,BUSIN,MOTO1,10401.73,0,0
10722,FR,FR,PUBLI,DIST1,10137.48,0,0
14041,FR,FR,WHOLE,MACHI,9742.93,0,0
10705,FR,FR,PUBLI,BUSIN,9593.04,0,0
12062,FR,FR,RUBBE,MOTO1,9329.81,0,0
11535,FR,FR,RENTI,BUSIN,8699.61,0,0
12008,FR,FR,RUBBE,CONST,8570.44,0,0
11205,FR,FR,REALE,CONST,8555.61,0,0
532,FR,FR,AUXIL,FINAN,8007.58,0,0
4682,FR,FR,FINAN,CONST,7992.65,0,0
1389,FR,FR,CATTL,MEATC,7946.41,0,0
7462,FR,FR,LANDT,LANDT,7914.0,0,0
10810,FR,FR,PUBLI,RADIO,7018.07,0,0
7886,FR,FR,MACHI,MOTO1,6904.75,0,0
14446,FR,FR,WOODW,CONST,6793.26,0,0
1245,FR,FR,BUSIN,BEVER,6775.14,0,0
10348,FR,FR,POSTT,BUSIN,6671.82,0,0
13619,FR,FR,VEGET,FOOD5,6619.47,0,0
6035,FR,FR,FOUND,MOTO1,6522.48,0,0
