trade_id,region1,region2,industry1,industry2,amount,total_employment_value,employment_count
35250,IT,DE,MACHI,MACHI,3311.31,0,0
31850,IT,DE,BASIC,MOTO1,1732.83,0,0
31813,IT,DE,BASIC,FABRI,1710.36,0,0
37257,IT,DE,RUBBE,CONST,1512.43,0,0
33680,IT,DE,FABRI,CONST,1435.99,0,0
51697,IT,FR,MACHI,CONST,1381.98,0,0
118376,IT,US,MACHI,EDUCA,1351.44,0,0
26142,IT,CN,LEATH,LEATH,1316.41,0,0
31775,IT,DE,BASIC,BASIC,1310.12,0,0
73266,IT,JP,MOTO1,MOTO1,1242.26,0,0
50238,IT,FR,FABRI,CONST,1065.25,0,0
70896,IT,IN,MACHI,MOTO1,1046.74,0,0
118372,IT,US,MACHI,CRUDE,1038.66,0,0
31843,IT,DE,BASIC,MACHI,1025.39,0,0
118369,IT,US,MACHI,CONST,987.29,0,0
120265,IT,US,TRANS,RAILW,949.21,0,0
26197,IT,CN,MACHI,BASIC,938.54,0,0
120280,IT,US,TRANS,TRANS,922.38,0,0
118358,IT,US,MACHI,BUSIN,893.95,0,0
53334,IT,FR,RUBBE,CONST,878.42,0,0
35257,IT,DE,MACHI,MOTO1,860.2,0,0
26215,IT,CN,MACHI,CONST,818.8,0,0
27720,IT,CN,TEXTI,TEXTI,810.57,0,0
51743,IT,FR,MACHI,MOTO1,777.14,0,0
48631,IT,FR,BASIC,CONST,749.33,0,0
26414,IT,CN,MOTO1,MOTO1,723.87,0,0
37314,IT,DE,RUBBE,MOTO1,720.11,0,0
91112,IT,PL,MOTO1,MOTO1,711.76,0,0
36561,IT,DE,PREC1,FOUND,703.29,0,0
116935,IT,US,CHEM1,HEALT,663.41,0,0
26231,IT,CN,MACHI,FABRI,659.79,0,0
145382,IT,WM,KEROS,AIRTR,635.91,0,0
33698,IT,DE,FABRI,FABRI,633.81,0,0
68374,IT,IE,INSUR,INSUR,617.9,0,0
22716,IT,CH,PREC1,PREC1,614.42,0,0
67541,IT,IE,CHEM1,PLAST,612.21,0,0
48639,IT,FR,BASIC,FABRI,607.1,0,0
118171,IT,US,KEROS,AIRTR,605.35,0,0
143024,IT,WM,BASIC,CONST,593.03,0,0
126682,IT,WA,TRANS,PRIVA,591.01,0,0
51737,IT,FR,MACHI,MACHI,575.25,0,0
58055,IT,GB,RUBBE,CONST,562.55,0,0
27725,IT,CN,TEXTI,WEARI,554.63,0,0
40969,IT,ES,BASIC,BASIC,544.94,0,0
21138,IT,CH,FOOD5,FOOD5,536.49,0,0
31795,IT,DE,BASIC,CONST,533.34,0,0
120202,IT,US,TEXTI,RETA1,532.41,0,0
26202,IT,CN,MACHI,BITUM,532.13,0,0
35464,IT,DE,MOTO1,MACHI,526.13,0,0
88835,IT,PL,BASIC,FABRI,513.74,0,0
32853,IT,DE,COPP1,COPP1,511.7,0,0
32433,IT,DE,CHEM1,HEALT,509.23,0,0
117558,IT,US,FOOD5,HOTEL,508.62,0,0
26947,IT,CN,PLAST,RUBBE,504.57,0,0
36415,IT,DE,PLAST,RUBBE,503.98,0,0
53882,IT,FR,TRANS,TRANS,500.06,0,0
90876,IT,PL,MACHI,MACHI,498.36,0,0
118461,IT,US,MACHI,REALE,491.1,0,0
28009,IT,CN,WEARI,WEARI,486.95,0,0
118649,IT,US,MOTO1,SALEM,486.88,0,0
145799,IT,WM,MACHI,CONST,483.44,0,0
32084,IT,DE,BUSIN,BUSIN,481.75,0,0
117933,IT,US,HOTEL,AUXIL,478.09,0,0
45139,IT,ES,RUBBE,RUBBE,472.37,0,0
20389,IT,CH,CHEM1,CHEM1,466.87,0,0
118347,IT,US,MACHI,AUXIL,452.24,0,0
