trade_id,industry_exports_total,destination_share,export_intensity,destination_count,export_concentration_hhi
109879,95167.24,0.171,0.062153,42,0.052375
119579,108566.24,0.135849,0.070904,42,0.04044
106424,84172.82,0.1597,0.054973,42,0.033387
108955,108566.24,0.097733,0.070904,42,0.04044
105854,174163.23,0.058482,0.113744,42,0.009411
107603,142194.14,0.067077,0.092866,42,0.020388
119571,108566.24,0.085578,0.070904,42,0.04044
109919,95167.24,0.079682,0.062153,42,0.052375
135960,95167.24,0.065377,0.062153,42,0.052375
114094,26024.95,0.23526,0.016997,38,0.066706
116377,142194.14,0.041589,0.092866,42,0.020388
54732,142790.17,0.041302,0.093255,42,0.008995
116444,142194.14,0.040352,0.092866,42,0.020388
130104,95167.24,0.060125,0.062153,42,0.052375
107612,142194.14,0.039866,0.092866,42,0.020388
72879,142194.14,0.039677,0.092866,42,0.020388
116451,142194.14,0.038189,0.092866,42,0.020388
65820,142790.17,0.037313,0.093255,42,0.008995
65457,95167.24,0.055627,0.062153,42,0.052375
107634,142194.14,0.037134,0.092866,42,0.020388
62554,142790.17,0.034649,0.093255,42,0.008995
108678,120610.49,0.03795,0.07877,42,0.009565
106012,108087.91,0.041303,0.070591,42,0.010689
114380,8425.51,0.514206,0.005503,39,0.287074
116368,142194.14,0.030056,0.092866,42,0.020388
140553,120610.49,0.034657,0.07877,42,0.009565
110929,19747.33,0.209627,0.012897,42,0.071188
105403,142790.17,0.028589,0.093255,42,0.008995
105843,174163.23,0.023307,0.113744,42,0.009411
67636,142194.14,0.028175,0.092866,42,0.020388
63027,108087.91,0.036972,0.070591,42,0.010689
105861,174163.23,0.022806,0.113744,42,0.009411
112745,174163.23,0.022452,0.113744,42,0.009411
117493,11295.15,0.335554,0.007377,36,0.170036
108615,120610.49,0.030639,0.07877,42,0.009565
137268,108087.91,0.033919,0.070591,42,0.010689
116357,142194.14,0.0249,0.092866,42,0.020388
107689,142194.14,0.024208,0.092866,42,0.020388
25181,174163.23,0.019558,0.113744,42,0.009411
107691,142194.14,0.023863,0.092866,42,0.020388
118951,120610.49,0.02771,0.07877,42,0.009565
137142,174163.23,0.019176,0.113744,42,0.009411
109954,95167.24,0.034929,0.062153,42,0.052375
108568,120610.49,0.027468,0.07877,42,0.009565
125000,95167.24,0.033413,0.062153,42,0.052375
65031,108566.24,0.029074,0.070904,42,0.04044
115476,22480.7,0.136472,0.014682,28,0.035879
112756,174163.23,0.017099,0.113744,42,0.009411
71710,174163.23,0.016797,0.113744,42,0.009411
62959,174163.23,0.016677,0.113744,42,0.009411
63864,29344.74,0.09761,0.019165,42,0.025336
106015,108087.91,0.025811,0.070591,42,0.010689
54817,142790.17,0.019326,0.093255,42,0.008995
63277,84172.82,0.032334,0.054973,42,0.033387
141053,108566.24,0.024909,0.070904,42,0.04044
105940,174163.23,0.015476,0.113744,42,0.009411
136576,142790.17,0.018478,0.093255,42,0.008995
65026,108566.24,0.024087,0.070904,42,0.04044
131228,108087.91,0.023959,0.070591,42,0.010689
106340,84172.82,0.030622,0.054973,42,0.033387
109565,24219.35,0.106417,0.015817,42,0.030036
117541,11295.15,0.219426,0.007377,36,0.170036
109616,24219.35,0.099643,0.015817,42,0.030036
114914,30897.34,0.077873,0.020179,41,0.019426
116461,142194.14,0.016763,0.092866,42,0.020388
66281,108087.91,0.021968,0.070591,42,0.010689
113503,84172.82,0.027878,0.054973,42,0.033387
126096,108087.91,0.021631,0.070591,42,0.010689
108625,120610.49,0.019326,0.07877,42,0.009565
113800,23978.56,0.096673,0.01566,42,0.018575
136399,19747.33,0.117049,0.012897,42,0.071188
106001,108087.91,0.021278,0.070591,42,0.010689
66166,174163.23,0.013161,0.113744,42,0.009411
108709,120610.49,0.018965,0.07877,42,0.009565
15877,174163.23,0.013074,0.113744,42,0.009411
54504,95167.24,0.023389,0.062153,42,0.052375
107156,22480.7,0.097741,0.014682,28,0.035879
112734,174163.23,0.012082,0.113744,42,0.009411
106107,108087.91,0.019265,0.070591,42,0.010689
65902,142790.17,0.014572,0.093255,42,0.008995
117027,16203.83,0.128222,0.010583,39,0.042766
107701,142194.14,0.014588,0.092866,42,0.020388
15957,108087.91,0.019102,0.070591,42,0.010689
135209,24325.87,0.082482,0.015887,42,0.019665
116434,142194.14,0.014097,0.092866,42,0.020388
62585,142790.17,0.014029,0.093255,42,0.008995
112763,174163.23,0.011385,0.113744,42,0.009411
68102,38426.35,0.051409,0.025096,17,0.017742
111603,11146.39,0.175634,0.00728,42,0.062664
116399,142194.14,0.013686,0.092866,42,0.020388
108312,38426.35,0.049764,0.025096,17,0.017742
108588,120610.49,0.015586,0.07877,42,0.009565
119492,108566.24,0.016992,0.070904,42,0.04044
106429,84172.82,0.021882,0.054973,42,0.033387
67851,33440.51,0.05485,0.02184,42,0.016351
107647,142194.14,0.012791,0.092866,42,0.020388
141046,108566.24,0.016733,0.070904,42,0.04044
128697,120610.49,0.015032,0.07877,42,0.009565
112797,174163.23,0.010155,0.113744,42,0.009411
17320,120610.49,0.014599,0.07877,42,0.009565
108580,120610.49,0.014373,0.07877,42,0.009565
130631,142790.17,0.012119,0.093255,42,0.008995
26863,142194.14,0.012105,0.092866,42,0.020388
134579,120610.49,0.014223,0.07877,42,0.009565
41666,142790.17,0.011992,0.093255,42,0.008995
130119,95167.24,0.017797,0.062153,42,0.052375
65909,142790.17,0.011717,0.093255,42,0.008995
113608,84172.82,0.01976,0.054973,42,0.033387
108237,38426.35,0.042784,0.025096,17,0.017742
105359,142790.17,0.011457,0.093255,42,0.008995
105950,174163.23,0.009355,0.113744,42,0.009411
56788,38426.35,0.042385,0.025096,17,0.017742
3735,108087.91,0.014977,0.070591,42,0.010689
40535,12948.79,0.124898,0.008457,43,0.030198
107620,142194.14,0.011346,0.092866,42,0.020388
116340,142194.14,0.011291,0.092866,42,0.020388
68567,108566.24,0.014776,0.070904,42,0.04044
44361,120610.49,0.013114,0.07877,42,0.009565
131089,174163.23,0.009035,0.113744,42,0.009411
108006,33440.51,0.047013,0.02184,42,0.016351
24643,142790.17,0.011002,0.093255,42,0.008995
43564,142194.14,0.01101,0.092866,42,0.020388
112773,174163.23,0.008915,0.113744,42,0.009411
54825,142790.17,0.010841,0.093255,42,0.008995
64364,7521.59,0.205233,0.004912,18,0.072199
50413,108087.91,0.01425,0.070591,42,0.010689
109905,95167.24,0.01617,0.062153,42,0.052375
106058,108087.91,0.014172,0.070591,42,0.010689
64857,120610.49,0.012695,0.07877,42,0.009565
118881,120610.49,0.012639,0.07877,42,0.009565
107696,142194.14,0.010705,0.092866,42,0.020388
54762,142790.17,0.010598,0.093255,42,0.008995
106454,84172.82,0.017914,0.054973,42,0.033387
116389,142194.14,0.010587,0.092866,42,0.020388
49827,95167.24,0.015741,0.062153,42,0.052375
118919,120610.49,0.012407,0.07877,42,0.009565
104881,95167.24,0.015715,0.062153,42,0.052375
125975,174163.23,0.008584,0.113744,42,0.009411
76701,142194.14,0.010487,0.092866,42,0.020388
111602,11146.39,0.133765,0.00728,42,0.062664
