trade_id,industry_imports_total,source_share,import_intensity,supplier_count,import_concentration_hhi
73142,4912.93,1e-05,0.001952,48,0.067438
73143,2642.09,8e-06,0.00105,48,0.062237
73144,3939.9,1.3e-05,0.001566,48,0.028031
73145,4696.15,1.3e-05,0.001866,48,0.040388
73146,5655.75,5e-06,0.002247,48,0.026132
73147,21844.92,1.7e-05,0.00868,48,0.037693
73148,3477.06,1.4e-05,0.001382,48,0.031554
73149,54053.89,1.2e-05,0.021479,48,0.026644
73150,102508.49,1e-06,0.040733,48,0.015993
73151,161424.25,0.0,0.064144,48,0.01978
73152,3648.83,1.1e-05,0.00145,48,0.05231
73153,21844.92,1.5e-05,0.00868,48,0.037693
73154,13286.86,5e-06,0.00528,48,0.029297
73155,3477.06,1.2e-05,0.001382,48,0.031554
73156,54053.89,1e-05,0.021479,48,0.026644
73157,118065.83,1e-06,0.046915,48,0.033618
73158,73137.39,1e-06,0.029062,48,0.011127
73159,161424.25,0.0,0.064144,48,0.01978
73160,128873.36,1e-06,0.051209,48,0.0149
73161,4395.67,5e-05,0.001747,48,0.039884
73162,21844.92,1e-06,0.00868,48,0.037693
73163,54053.89,1e-06,0.021479,48,0.026644
73164,5655.75,2.5e-05,0.002247,48,0.026132
73165,73137.39,1e-06,0.029062,48,0.011127
73166,102508.49,1e-06,0.040733,48,0.015993
73167,161424.25,0.0,0.064144,48,0.01978
73168,2421.68,4.5e-05,0.000962,48,0.024527
73169,9804.35,4e-06,0.003896,48,0.078616
73170,13365.04,1e-06,0.005311,48,0.03756
73171,67324.96,0.0,0.026752,48,0.136275
73172,57674.19,1e-06,0.022917,48,0.020257
73173,1728.37,1.7e-05,0.000687,48,0.03204
73174,13365.04,1e-06,0.005311,48,0.03756
73175,4076.89,1.2e-05,0.00162,47,0.067606
73176,5737.4,1.9e-05,0.00228,48,0.031797
73177,2316.13,4e-06,0.00092,48,0.01346
73178,17543.45,1e-06,0.006971,48,0.029665
73179,112011.02,1e-06,0.044509,48,0.018891
73180,244333.23,0.0,0.097088,48,0.022706
