trade_id,region1,region2,industry1,industry2,amount,total_employment_value,employment_count
5481,BR,CN,CRUDE,MOTOR,8254.37,0,0
5471,BR,CN,CRUDE,GASDI,6401.64,0,0
5475,BR,CN,CRUDE,KEROS,2885.7,0,0
6534,BR,CN,OILSE,PLAST,2501.89,0,0
39784,BR,US,PRIVA,FOOD3,2466.57,0,0
6527,BR,CN,OILSE,OILSE,2286.71,0,0
6557,BR,CN,OILSE,TEXTI,1764.68,0,0
5477,BR,CN,CRUDE,LIQUE,1736.51,0,0
5482,BR,CN,CRUDE,NAPHT,1559.36,0,0
5473,BR,CN,CRUDE,HEAVY,1298.69,0,0
6744,BR,CN,PLANT,WOODW,1183.28,0,0
6561,BR,CN,OILSE,VEGE1,1163.55,0,0
51004,BR,WL,MOTO1,MOTO1,1058.81,0,0
5224,BR,CN,BASIC,BASIC,901.41,0,0
6882,BR,CN,PULP5,PAPER,872.08,0,0
48142,BR,WL,BASIC,CONST,756.46,0,0
40852,BR,US,TRANS,TRANS,724.87,0,0
6137,BR,CN,MEATC,HOTEL,707.42,0,0
6174,BR,CN,MEATP,MEATP,702.01,0,0
19588,BR,IN,CRUDE,GASDI,695.29,0,0
48952,BR,WL,CRUDE,MOTOR,685.93,0,0
3459,BR,CA,ALUM1,ALUM1,663.84,0,0
37639,BR,US,CROPS,TOBAC,662.19,0,0
43630,BR,WA,PLANT,CHEM1,641.68,0,0
53954,BR,WM,CEREA,FOOD5,607.16,0,0
43464,BR,WA,OILSE,VEGE1,604.69,0,0
19594,BR,IN,CRUDE,MOTOR,599.67,0,0
37025,BR,US,BASIC,FABRI,591.05,0,0
22410,BR,JP,CEREA,FOOD5,574.13,0,0
5483,BR,CN,CRUDE,NONSP,559.92,0,0
36994,BR,US,BASIC,BASIC,543.52,0,0
24229,BR,KR,CEREA,FOOD5,542.96,0,0
41668,BR,WA,CRUDE,KEROS,533.15,0,0
6900,BR,CN,PULP5,WOODW,519.63,0,0
37710,BR,US,CRUDE,MOTOR,519.02,0,0
6139,BR,CN,MEATC,MEATC,513.81,0,0
21152,BR,IT,HOTEL,FABRI,507.55,0,0
41052,BR,US,WOODW,WOODW,497.98,0,0
48930,BR,WL,CRUDE,GASDI,485.98,0,0
23429,BR,JP,PRIVA,BUSIN,447.02,0,0
41674,BR,WA,CRUDE,MOTOR,442.39,0,0
11625,BR,ES,CRUDE,GASDI,438.42,0,0
6862,BR,CN,PULP5,FURNI,411.78,0,0
10037,BR,DE,SEACO,SEACO,411.07,0,0
37608,BR,US,CROPS,FOOD5,410.67,0,0
41664,BR,WA,CRUDE,GASDI,393.2,0,0
5254,BR,CN,BASIC,FABRI,387.9,0,0
37051,BR,US,BASIC,MACHI,385.41,0,0
49242,BR,WL,FABRI,CONST,373.47,0,0
5464,BR,CN,CRUDE,BITU1,356.92,0,0
52518,BR,WL,RUBBE,CONST,353.68,0,0
5272,BR,CN,BASIC,MACHI,352.8,0,0
37684,BR,US,CRUDE,GASDI,348.08,0,0
10919,BR,DK,SEACO,SEACO,346.69,0,0
39367,BR,US,NONME,CONST,346.61,0,0
42454,BR,WA,KEROS,AIRTR,343.14,0,0
37058,BR,US,BASIC,MOTO1,339.24,0,0
7051,BR,CN,SUGA1,DAIRY,336.13,0,0
4273,BR,CA,PREC1,FURNI,334.21,0,0
41418,BR,WA,CEREA,MEATA,332.08,0,0
40980,BR,US,WOODW,CONST,324.06,0,0
41434,BR,WA,CEREA,PIGS9,313.6,0,0
8469,BR,DE,CROPS,FOOD5,308.58,0,0
41377,BR,WA,CEREA,CATTL,308.02,0,0
24356,BR,KR,CRUDE,GASDI,298.96,0,0
49092,BR,WL,ELECT,CONST,296.72,0,0
38703,BR,US,KEROS,AIRTR,289.9,0,0
54966,BR,WM,MEAT1,MEAT1,274.78,0,0
5239,BR,CN,BASIC,CONST,274.19,0,0
50220,BR,WL,KEROS,AIRTR,272.06,0,0
48121,BR,WL,BASIC,BASIC,257.42,0,0
48685,BR,WL,COPP1,COPP1,256.92,0,0
48158,BR,WL,BASIC,FABRI,256.07,0,0
41447,BR,WA,CEREA,RAWMI,253.89,0,0
7339,BR,CN,WOODW,WOODW,247.39,0,0
6886,BR,CN,PULP5,PLAST,246.47,0,0
48450,BR,WL,CERAM,CONST,243.85,0,0
6038,BR,CN,LEATH,LEATH,242.54,0,0
27824,BR,NL,BUSIN,BUSIN,242.22,0,0
26155,BR,MX,CEREA,FOOD5,239.72,0,0
31462,BR,PT,CRUDE,GASDI,228.51,0,0
