trade_id,region1,region2,industry1,industry2,amount,total_materials_value,materials_count
147190,WA,IT,CRUDE,MOTOR,12686.73,0,0
147165,WA,IT,CRUDE,GASDI,12660.7,0,0
147152,WA,IT,CRUDE,ELECT,4696.01,0,0
39627,DE,IT,MACHI,MACHI,2596.84,0,0
166320,WM,IT,CRUDE,MOTOR,1977.78,0,0
166298,WM,IT,CRUDE,GASDI,1973.72,0,0
157412,WF,IT,CRUDE,MOTOR,1867.17,0,0
157390,WF,IT,CRUDE,GASDI,1863.33,0,0
81087,IE,IT,AIRTR,PUBLI,1713.05,0,0
40767,DE,IT,PLAST,RUBBE,1681.62,0,0
147175,WA,IT,CRUDE,KEROS,1614.13,0,0
35773,DE,IT,BASIC,FABRI,1469.0,0,0
95871,LU,IT,FINAN,REALE,1177.27,0,0
147168,WA,IT,CRUDE,HEAVY,1155.34,0,0
105215,NL,IT,PLAST,RUBBE,1142.78,0,0
4722,AT,IT,WOODW,CONST,1104.27,0,0
147143,WA,IT,CRUDE,CRUDE,1094.59,0,0
35739,DE,IT,BASIC,BASIC,1087.82,0,0
56668,FR,IT,BASIC,FABRI,974.99,0,0
147193,WA,IT,CRUDE,NATUR,928.64,0,0
84462,IN,IT,BASIC,FABRI,909.22,0,0
147134,WA,IT,CRUDE,CHEM1,854.66,0,0
142406,US,IT,CRUDE,MOTOR,837.45,0,0
142385,US,IT,CRUDE,GASDI,835.73,0,0
95805,LU,IT,FINAN,FINAN,834.78,0,0
149073,WA,IT,NATUR,ELEC2,833.99,0,0
61473,FR,IT,PLAST,RUBBE,828.93,0,0
146325,WA,IT,BASIC,FABRI,816.68,0,0
147191,WA,IT,CRUDE,NAPHT,803.14,0,0
10823,BE,IT,PLAST,RUBBE,784.75,0,0
39582,DE,IT,MACHI,CONST,751.49,0,0
81052,IE,IT,AIRTR,LANDT,740.43,0,0
27027,CN,IT,ELECT,CONST,740.13,0,0
60301,FR,IT,MACHI,MACHI,737.65,0,0
166285,WM,IT,CRUDE,ELECT,732.08,0,0
56634,FR,IT,BASIC,BASIC,722.0,0,0
122433,RU,IT,CRUDE,MOTOR,711.37,0,0
36955,DE,IT,DAIRY,DAIRY,710.6,0,0
122414,RU,IT,CRUDE,GASDI,709.91,0,0
147179,WA,IT,CRUDE,LIQUE,704.74,0,0
157377,WF,IT,CRUDE,ELECT,691.13,0,0
84428,IN,IT,BASIC,BASIC,673.3,0,0
21910,CH,IT,CHEM1,HEALT,670.73,0,0
151066,WA,IT,VEGE1,FOOD5,659.03,0,0
39932,DE,IT,MOTO1,MOTO1,645.28,0,0
41807,DE,IT,RUBBE,RUBBE,641.83,0,0
81569,IE,IT,COMPU,COMPU,637.42,0,0
169003,WM,IT,PFERT,VEGET,608.59,0,0
57049,FR,IT,CATTL,MEATC,605.14,0,0
146292,WA,IT,BASIC,BASIC,604.77,0,0
123653,RU,IT,NATUR,ELEC2,604.45,0,0
37940,DE,IT,FABRI,CONST,601.86,0,0
36791,DE,IT,COPP1,COPP1,600.05,0,0
165372,WM,IT,BASIC,FABRI,590.98,0,0
39967,DE,IT,MOTO1,SALEM,566.77,0,0
49259,ES,IT,FISH5,HOTEL,557.19,0,0
47856,ES,IT,BASIC,FABRI,515.11,0,0
104145,NL,IT,MACHI,MACHI,510.92,0,0
147255,WA,IT,CRUDE,WHOLE,509.49,0,0
49252,ES,IT,FISH5,FOOD5,505.61,0,0
41718,DE,IT,RUBBE,CONST,497.47,0,0
135298,TR,IT,BASIC,FABRI,482.42,0,0
51480,ES,IT,PLAST,RUBBE,474.67,0,0
65202,GB,IT,FINAN,REALE,468.06,0,0
28137,CN,IT,LEATH,LEATH,453.11,0,0
37985,DE,IT,FABRI,MACHI,445.3,0,0
165340,WM,IT,BASIC,BASIC,437.63,0,0
35801,DE,IT,BASIC,MACHI,433.03,0,0
36807,DE,IT,COPP1,FABRI,429.51,0,0
23516,CH,IT,LANDT,LANDT,412.66,0,0
39634,DE,IT,MACHI,MOTO1,411.42,0,0
52967,ES,IT,VEGE1,FOOD5,406.87,0,0
42957,DE,IT,WOODW,CONST,401.4,0,0
121786,RU,IT,BASIC,FABRI,395.95,0,0
95866,LU,IT,FINAN,PUBLI,388.7,0,0
78806,HU,IT,WOODW,CONST,387.3,0,0
27161,CN,IT,FABRI,CONST,383.73,0,0
47827,ES,IT,BASIC,BASIC,381.45,0,0
64339,GB,IT,BUSIN,REALE,375.36,0,0
21956,CH,IT,CHEM1,PLAST,374.72,0,0
91258,KR,IT,BASIC,FABRI,368.17,0,0
37958,DE,IT,FABRI,FABRI,366.54,0,0
95824,LU,IT,FINAN,INSUR,362.61,0,0
142245,US,IT,COPP1,COPP1,360.94,0,0
102197,NL,IT,BUSIN,REALE,359.79,0,0
142713,US,IT,FINAN,REALE,359.77,0,0
64821,GB,IT,CRUDE,MOTOR,358.35,0,0
64805,GB,IT,CRUDE,GASDI,357.61,0,0
135269,TR,IT,BASIC,BASIC,357.24,0,0
112198,PL,IT,MACHI,MACHI,356.73,0,0
29903,CN,IT,TEXTI,TEXTI,356.13,0,0
81018,IE,IT,AIRTR,DIST1,353.54,0,0
26567,CN,IT,CHEM1,HEALT,344.49,0,0
64247,GB,IT,BUSIN,BUSIN,337.19,0,0
35528,DE,IT,ALUM1,ALUM1,335.35,0,0
81031,IE,IT,AIRTR,FINAN,332.34,0,0
65140,GB,IT,FINAN,FINAN,331.9,0,0
81457,IE,IT,CHEM1,HEALT,329.14,0,0
81049,IE,IT,AIRTR,INSUR,326.96,0,0
102105,NL,IT,BUSIN,BUSIN,323.21,0,0
26046,CN,IT,BASIC,FABRI,322.45,0,0
42523,DE,IT,TRANS,TRANS,318.16,0,0
141778,US,IT,BUSIN,REALE,317.88,0,0
35562,DE,IT,ALUM1,FABRI,314.86,0,0
159417,WF,IT,NATUR,ELEC2,312.33,0,0
154380,WE,IT,LEATH,LEATH,311.08,0,0
142374,US,IT,CRUDE,ELECT,309.98,0,0
39926,DE,IT,MOTO1,MACHI,307.11,0,0
95876,LU,IT,FINAN,RETA1,305.65,0,0
58002,FR,IT,ELEC3,DISTR,302.47,0,0
39588,DE,IT,MACHI,DISTR,298.66,0,0
121757,RU,IT,BASIC,BASIC,293.21,0,0
9852,BE,IT,MACHI,MACHI,291.94,0,0
2250,AT,IT,LANDT,LANDT,290.63,0,0
141994,US,IT,CHEM1,HEALT,289.13,0,0
56695,FR,IT,BASIC,MACHI,287.41,0,0
141687,US,IT,BUSIN,BUSIN,285.56,0,0
36790,DE,IT,COPP1,CONST,285.52,0,0
39234,DE,IT,LANDT,LANDT,285.07,0,0
27206,CN,IT,FABRI,MACHI,283.91,0,0
147226,WA,IT,CRUDE,REFI1,280.95,0,0
59971,FR,IT,LANDT,LANDT,279.29,0,0
151811,WE,IT,BASIC,FABRI,278.79,0,0
77006,HU,IT,LANDT,LANDT,278.77,0,0
21998,CH,IT,CHEM1,WHOLE,275.83,0,0
35493,DE,IT,AIRTR,PUBLI,274.87,0,0
107630,NO,IT,CRUDE,MOTOR,273.22,0,0
43968,DK,IT,FISH5,HOTEL,272.99,0,0
107614,NO,IT,CRUDE,GASDI,272.66,0,0
91230,KR,IT,BASIC,BASIC,272.64,0,0
81652,IE,IT,COMPU,RETA1,271.73,0,0
29909,CN,IT,TEXTI,WEARI,269.62,0,0
114401,PL,IT,WOODW,CONST,269.2,0,0
84489,IN,IT,BASIC,MACHI,268.02,0,0
40532,DE,IT,PAPER,PAPER,267.33,0,0
64264,GB,IT,BUSIN,EDUCA,266.65,0,0
57674,FR,IT,DAIRY,DAIRY,266.33,0,0
122404,RU,IT,CRUDE,ELECT,263.31,0,0
142261,US,IT,COPP1,FABRI,258.36,0,0
29646,CN,IT,RUBBE,RUBBE,256.83,0,0
81589,IE,IT,COMPU,FINAN,256.66,0,0
102122,NL,IT,BUSIN,EDUCA,255.59,0,0
2455,AT,IT,MACHI,MACHI,255.23,0,0
119657,RO,IT,LEATH,LEATH,255.16,0,0
142652,US,IT,FINAN,FINAN,255.11,0,0
25342,CH,IT,SUPPO,LANDT,255.07,0,0
35756,DE,IT,BASIC,CONST,252.51,0,0
166308,WM,IT,CRUDE,KEROS,251.63,0,0
39922,DE,IT,MOTO1,LANDT,250.91,0,0
62595,FR,IT,RUBBE,RUBBE,249.36,0,0
50644,ES,IT,MACHI,MACHI,249.12,0,0
43962,DK,IT,FISH5,FOOD5,247.72,0,0
57044,FR,IT,CATTL,FOOD5,245.39,0,0
144432,US,IT,PLAST,RUBBE,244.84,0,0
72236,GR,IT,VEGE1,FOOD5,241.34,0,0
146352,WA,IT,BASIC,MACHI,240.74,0,0
