trade_id,industry_exports_total,destination_share,export_intensity,destination_count,export_concentration_hhi
15577,34587.69,0.350754,0.089217,43,0.13154
15819,26847.69,0.319184,0.069252,6,0.18192
15790,26847.69,0.199938,0.069252,6,0.18192
15092,14425.79,0.364288,0.037211,35,0.150151
15831,26847.69,0.168081,0.069252,6,0.18192
74112,43320.1,0.100444,0.111742,44,0.040524
13242,30873.04,0.118403,0.079635,6,0.052404
70148,43320.1,0.079726,0.111742,44,0.040524
13514,13866.82,0.239479,0.035769,40,0.108216
12911,43320.1,0.075705,0.111742,44,0.040524
13307,30873.04,0.099496,0.079635,6,0.052404
38476,43320.1,0.070835,0.111742,44,0.040524
13281,30873.04,0.095145,0.079635,6,0.052404
15355,16432.2,0.163662,0.042386,43,0.049763
12926,43320.1,0.06134,0.111742,44,0.040524
13213,30873.04,0.083095,0.079635,6,0.052404
43809,43320.1,0.054891,0.111742,44,0.040524
15829,26847.69,0.085904,0.069252,6,0.18192
14252,16362.7,0.139399,0.042207,38,0.034613
13515,13866.82,0.150086,0.035769,40,0.108216
72041,24386.02,0.084564,0.062902,44,0.025277
74151,43320.1,0.046805,0.111742,44,0.040524
72691,34587.69,0.058161,0.089217,43,0.13154
13297,30873.04,0.062696,0.079635,6,0.052404
13672,11432.16,0.159704,0.029489,26,0.037008
16075,21325.14,0.078672,0.055007,44,0.014505
45608,2185.39,0.684377,0.005637,18,0.472394
13517,13866.82,0.101225,0.035769,40,0.108216
12932,43320.1,0.032286,0.111742,44,0.040524
71949,24386.02,0.057192,0.062902,44,0.025277
13288,30873.04,0.044487,0.079635,6,0.052404
71987,24386.02,0.055756,0.062902,44,0.025277
72392,16432.2,0.07975,0.042386,43,0.049763
14998,24386.02,0.052149,0.062902,44,0.025277
77771,14425.79,0.085832,0.037211,35,0.150151
75228,13866.82,0.087832,0.035769,40,0.108216
15834,26847.69,0.044415,0.069252,6,0.18192
13790,13268.53,0.088919,0.034225,43,0.021069
90228,8446.07,0.136484,0.021786,37,0.033795
13241,30873.04,0.036934,0.079635,6,0.052404
