trade_id,region1,region2,industry1,industry2,amount,total_materials_value,materials_count,unique_materials_factors,natural_resource/in_ground,materials_intensity
13514,KR,CN,COPP1,CONST,3320.81,9163.0,1.0,1.0,9163.0,2.759267
13515,KR,CN,COPP1,COPP1,2081.21,5743.0,1.0,1.0,5743.0,2.759452
15577,KR,CN,PLAST,RUBBE,12131.78,4044.0,1.0,1.0,4044.0,0.333339
15819,KR,CN,RADIO,OFFIC,8569.34,3978.0,1.0,1.0,3978.0,0.464213
13517,KR,CN,COPP1,ELECT,1403.67,3873.0,1.0,1.0,3873.0,2.759196
75228,KR,WA,COPP1,COPP1,1217.95,3361.0,1.0,1.0,3361.0,2.759555
77038,KR,WA,LEAD1,LEAD1,688.31,3325.0,1.0,1.0,3325.0,4.830672
45519,KR,JP,PREC1,FURNI,518.98,2867.0,1.0,1.0,2867.0,5.524298
45518,KR,JP,PREC1,FOUND,497.24,2747.0,1.0,1.0,2747.0,5.524495
13171,KR,CN,CERAM,CONST,400.18,2657.0,1.0,1.0,2657.0,6.639512
75227,KR,WA,COPP1,CONST,927.61,2560.0,1.0,1.0,2560.0,2.759781
15790,KR,CN,RADIO,ELECT,5367.88,2492.0,1.0,1.0,2492.0,0.464243
13159,KR,CN,CEMEN,CONST,185.93,2446.0,1.0,1.0,2446.0,13.155489
74112,KR,WA,BASIC,BASIC,4351.25,2236.0,1.0,1.0,2236.0,0.513875
15233,KR,CN,NONME,CONST,551.73,2128.0,1.0,1.0,2128.0,3.856959
15831,KR,CN,RADIO,RADIO,4512.58,2095.0,1.0,1.0,2095.0,0.464258
78913,KR,WA,PREC1,FURNI,369.59,2042.0,1.0,1.0,2042.0,5.525041
13242,KR,CN,CHEM1,HEALT,3655.45,2013.0,1.0,1.0,2013.0,0.550685
15355,KR,CN,OFFIC,OFFIC,2689.33,1946.0,1.0,1.0,1946.0,0.7236
15092,KR,CN,MOTOR,LANDT,5255.14,1903.0,1.0,1.0,1903.0,0.362122
13518,KR,CN,COPP1,FABRI,672.9,1857.0,1.0,1.0,1857.0,2.759697
14631,KR,CN,LEAD1,CONST,381.3,1842.0,1.0,1.0,1842.0,4.830842
70148,KR,US,BASIC,BASIC,3453.74,1775.0,1.0,1.0,1775.0,0.513936
13307,KR,CN,CHEM1,TEXTI,3071.73,1691.0,1.0,1.0,1691.0,0.550504
12911,KR,CN,BASIC,BASIC,3279.53,1685.0,1.0,1.0,1685.0,0.513793
13507,KR,CN,COPP1,BASIC,604.2,1667.0,1.0,1.0,1667.0,2.75902
13281,KR,CN,CHEM1,PLAST,2937.41,1617.0,1.0,1.0,1617.0,0.550485
38476,KR,IN,BASIC,CONST,3068.58,1577.0,1.0,1.0,1577.0,0.513918
13354,KR,CN,CHEMI,PFERT,192.02,1514.0,1.0,1.0,1514.0,7.884595
13213,KR,CN,CHEM1,CHEM1,2565.39,1413.0,1.0,1.0,1413.0,0.550793
13672,KR,CN,ELECT,CONST,1825.76,1372.0,1.0,1.0,1372.0,0.751468
12926,KR,CN,BASIC,CONST,2657.25,1365.0,1.0,1.0,1365.0,0.513689
78954,KR,WA,PREC1,PREC1,241.68,1335.0,1.0,1.0,1335.0,5.523833
15645,KR,CN,PREC1,PREC1,240.42,1328.0,1.0,1.0,1328.0,5.523667
72740,KR,US,PREC1,FOUND,222.97,1232.0,1.0,1.0,1232.0,5.525407
43809,KR,JP,BASIC,BASIC,2377.87,1222.0,1.0,1.0,1222.0,0.513905
72765,KR,US,PREC1,PREC1,209.43,1157.0,1.0,1.0,1157.0,5.524519
15829,KR,CN,RADIO,PUBLI,2306.33,1071.0,1.0,1.0,1071.0,0.464374
13297,KR,CN,CHEM1,RESEA,1935.63,1066.0,1.0,1.0,1066.0,0.550725
74151,KR,WA,BASIC,FABRI,2027.58,1042.0,1.0,1.0,1042.0,0.513913
72392,KR,US,OFFIC,BUSIN,1310.47,948.0,1.0,1.0,948.0,0.723405
14252,KR,CN,GASDI,LANDT,2280.94,826.0,1.0,1.0,826.0,0.362131
75245,KR,WA,COPP1,FABRI,282.6,780.0,1.0,1.0,780.0,2.760085
13288,KR,CN,CHEM1,PUBLI,1373.46,756.0,1.0,1.0,756.0,0.550435
15367,KR,CN,OFFIC,PUBLI,1034.22,748.0,1.0,1.0,748.0,0.72325
70414,KR,US,CEMEN,CONST,54.99,724.0,1.0,1.0,724.0,13.16603
72041,KR,US,MOTO1,SALEM,2062.19,719.0,1.0,1.0,719.0,0.348658
12932,KR,CN,BASIC,FABRI,1398.65,719.0,1.0,1.0,719.0,0.514067
14323,KR,CN,GLASS,CONST,906.55,718.0,1.0,1.0,718.0,0.792014
45516,KR,JP,PREC1,ELECT,128.8,712.0,1.0,1.0,712.0,5.52795
13326,KR,CN,CHEMI,CHEM1,86.58,683.0,1.0,1.0,683.0,7.888658
44222,KR,JP,COPP1,COPP1,245.08,676.0,1.0,1.0,676.0,2.758283
12820,KR,CN,ALUM1,FABRI,556.46,673.0,1.0,1.0,673.0,1.209431
72691,KR,US,PLAST,RUBBE,2011.66,671.0,1.0,1.0,671.0,0.333555
44199,KR,JP,CONST,REALE,291.78,654.0,1.0,1.0,654.0,2.241415
73876,KR,WA,ALUM1,ALUM1,534.07,646.0,1.0,1.0,646.0,1.209579
13790,KR,CN,FABRI,FABRI,1179.83,640.0,1.0,1.0,640.0,0.542451
14333,KR,CN,GLASS,GLASS,806.45,639.0,1.0,1.0,639.0,0.792362
13241,KR,CN,CHEM1,GLASS,1140.28,628.0,1.0,1.0,628.0,0.550742
77046,KR,WA,LEAD1,MEAT4,128.09,619.0,1.0,1.0,619.0,4.83254
87059,KR,WL,CEMEN,CONST,47.05,619.0,1.0,1.0,619.0,13.156217
13268,KR,CN,CHEM1,NONME,1100.14,606.0,1.0,1.0,606.0,0.550839
73922,KR,WA,ALUM1,FURNI,500.07,605.0,1.0,1.0,605.0,1.209831
10561,KR,CA,PREC1,FURNI,108.39,599.0,1.0,1.0,599.0,5.52634
16075,KR,CN,RUBBE,CONST,1677.7,599.0,1.0,1.0,599.0,0.357036
70662,KR,US,COPP1,COPP1,209.97,579.0,1.0,1.0,579.0,2.757537
72399,KR,US,OFFIC,COMPU,778.85,564.0,1.0,1.0,564.0,0.724145
45608,KR,JP,PRIVA,NONFE,1495.63,555.0,1.0,1.0,555.0,0.371081
39616,KR,IN,LEAD1,BASIC,114.94,555.0,1.0,1.0,555.0,4.828606
15834,KR,CN,RADIO,REALE,1192.45,554.0,1.0,1.0,554.0,0.46459
