interstate_id,state_industry_exports_total,state_destination_share,state_export_intensity,state_destination_count,state_export_concentration
62,638282.05,7.6e-05,0.018992,41,0.005701
63,638282.05,6.1e-05,0.018992,41,0.005701
64,638282.05,3e-06,0.018992,41,0.005701
65,638282.05,4e-06,0.018992,41,0.005701
66,638282.05,9e-06,0.018992,41,0.005701
67,638282.05,2.7e-05,0.018992,41,0.005701
68,1457959.51,2.3e-05,0.043381,41,0.019837
69,1457959.51,0.0002,0.043381,41,0.019837
70,1457959.51,1e-06,0.043381,41,0.019837
71,1457959.51,1e-05,0.043381,41,0.019837
72,1457959.51,4e-06,0.043381,41,0.019837
73,1457959.51,0.000471,0.043381,41,0.019837
74,56318.95,0.000544,0.001676,41,0.006934
75,56318.95,2.2e-05,0.001676,41,0.006934
76,56318.95,0.000108,0.001676,41,0.006934
77,508440.39,6e-06,0.015129,41,0.00462
78,508440.39,1.6e-05,0.015129,41,0.00462
79,508440.39,0.000423,0.015129,41,0.00462
80,508440.39,2e-06,0.015129,41,0.00462
81,508440.39,7e-06,0.015129,41,0.00462
82,508440.39,1e-06,0.015129,41,0.00462
83,508440.39,5e-06,0.015129,41,0.00462
84,508440.39,1.8e-05,0.015129,41,0.00462
85,508440.39,0.0,0.015129,41,0.00462
86,508440.39,1e-06,0.015129,41,0.00462
87,508440.39,4e-06,0.015129,41,0.00462
88,508440.39,2.2e-05,0.015129,41,0.00462
89,508440.39,8.5e-05,0.015129,41,0.00462
90,508440.39,2e-06,0.015129,41,0.00462
91,508440.39,6e-06,0.015129,41,0.00462
92,472290.41,0.0,0.014053,41,0.065875
93,472290.41,0.0,0.014053,41,0.065875
94,472290.41,4e-06,0.014053,41,0.065875
95,72878.12,0.000427,0.002168,41,0.006258
96,72878.12,1.8e-05,0.002168,41,0.006258
97,72878.12,9e-05,0.002168,41,0.006258
98,73826.73,0.000328,0.002197,41,0.00822
99,73826.73,1.7e-05,0.002197,41,0.00822
100,73826.73,5.7e-05,0.002197,41,0.00822
101,490248.1,8e-06,0.014587,41,0.05206
102,490248.1,1e-06,0.014587,41,0.05206
103,490248.1,0.0,0.014587,41,0.05206
104,490248.1,0.0,0.014587,41,0.05206
105,490248.1,5e-06,0.014587,41,0.05206
106,490248.1,1e-06,0.014587,41,0.05206
107,36821.13,4.2e-05,0.001096,41,0.017685
108,36821.13,3e-06,0.001096,41,0.017685
109,36821.13,0.000631,0.001096,41,0.017685
110,7004.19,5e-06,0.000208,41,0.060968
111,204088.03,1.1e-05,0.006073,41,0.038033
112,204088.03,0.0,0.006073,41,0.038033
113,204088.03,0.0,0.006073,41,0.038033
114,204088.03,2e-05,0.006073,41,0.038033
115,204088.03,0.0,0.006073,41,0.038033
116,24264.0,0.000562,0.000722,41,0.025909
117,24264.0,3e-06,0.000722,41,0.025909
118,24264.0,3.9e-05,0.000722,41,0.025909
119,38512.59,5e-06,0.001146,41,0.007283
120,38512.59,2.5e-05,0.001146,41,0.007283
121,38512.59,0.0,0.001146,41,0.007283
122,38512.59,1.5e-05,0.001146,41,0.007283
123,38512.59,7e-06,0.001146,41,0.007283
124,38512.59,2e-05,0.001146,41,0.007283
125,38512.59,8e-06,0.001146,41,0.007283
126,24386.64,0.0021,0.000726,41,0.034182
127,24386.64,0.002053,0.000726,41,0.034182
128,24386.64,0.000215,0.000726,41,0.034182
129,24386.64,1.5e-05,0.000726,41,0.034182
130,932160.61,0.0,0.027736,41,0.006198
131,932160.61,3.1e-05,0.027736,41,0.006198
132,932160.61,5.3e-05,0.027736,41,0.006198
133,932160.61,0.0,0.027736,41,0.006198
134,932160.61,7e-06,0.027736,41,0.006198
135,932160.61,6e-06,0.027736,41,0.006198
136,932160.61,0.0,0.027736,41,0.006198
137,932160.61,9e-06,0.027736,41,0.006198
138,932160.61,7.6e-05,0.027736,41,0.006198
139,932160.61,2e-06,0.027736,41,0.006198
140,932160.61,0.0,0.027736,41,0.006198
141,713623.59,0.0,0.021234,41,0.008258
142,713623.59,0.0,0.021234,41,0.008258
143,713623.59,0.000168,0.021234,41,0.008258
144,713623.59,1.4e-05,0.021234,41,0.008258
145,713623.59,0.0,0.021234,41,0.008258
146,713623.59,3.3e-05,0.021234,41,0.008258
147,713623.59,1e-06,0.021234,41,0.008258
148,713623.59,0.0,0.021234,41,0.008258
149,713623.59,0.0,0.021234,41,0.008258
150,713623.59,6.1e-05,0.021234,41,0.008258
151,713623.59,3e-06,0.021234,41,0.008258
152,713623.59,0.0,0.021234,41,0.008258
153,713623.59,7e-06,0.021234,41,0.008258
154,713623.59,0.0,0.021234,41,0.008258
155,492071.66,1e-06,0.014642,41,0.021168
156,492071.66,1.6e-05,0.014642,41,0.021168
157,492071.66,0.0,0.014642,41,0.021168
158,492071.66,2e-06,0.014642,41,0.021168
159,492071.66,2e-06,0.014642,41,0.021168
160,492071.66,3e-06,0.014642,41,0.021168
161,492071.66,0.0,0.014642,41,0.021168
162,492071.66,1e-06,0.014642,41,0.021168
163,1240522.21,0.0,0.036912,41,0.044121
164,1240522.21,7e-06,0.036912,41,0.044121
165,1240522.21,1.3e-05,0.036912,41,0.044121
166,1240522.21,5e-06,0.036912,41,0.044121
167,1240522.21,1e-06,0.036912,41,0.044121
168,1240522.21,0.000101,0.036912,41,0.044121
169,1240522.21,1e-06,0.036912,41,0.044121
170,1240522.21,6e-06,0.036912,41,0.044121
171,1240522.21,1.7e-05,0.036912,41,0.044121
172,1240522.21,1e-06,0.036912,41,0.044121
173,1240522.21,1e-06,0.036912,41,0.044121
174,1240522.21,3e-06,0.036912,41,0.044121
175,345840.93,1.7e-05,0.01029,41,0.012783
176,345840.93,9e-06,0.01029,41,0.012783
177,345840.93,3e-06,0.01029,41,0.012783
178,345840.93,2e-06,0.01029,41,0.012783
179,345840.93,3e-06,0.01029,41,0.012783
180,345840.93,0.000138,0.01029,41,0.012783
181,345840.93,0.0,0.01029,41,0.012783
182,345840.93,1e-05,0.01029,41,0.012783
183,778962.11,1.2e-05,0.023178,41,0.018302
184,778962.11,5e-06,0.023178,41,0.018302
185,778962.11,8e-06,0.023178,41,0.018302
186,778962.11,6e-06,0.023178,41,0.018302
187,638282.05,2e-05,0.018992,41,0.005701
188,638282.05,1.6e-05,0.018992,41,0.005701
189,638282.05,1e-06,0.018992,41,0.005701
190,638282.05,5e-06,0.018992,41,0.005701
191,638282.05,2e-06,0.018992,41,0.005701
192,638282.05,7e-06,0.018992,41,0.005701
193,638282.05,1e-06,0.018992,41,0.005701
194,638282.05,2e-06,0.018992,41,0.005701
195,1457959.51,6e-06,0.043381,41,0.019837
196,1457959.51,5.3e-05,0.043381,41,0.019837
197,1457959.51,1e-06,0.043381,41,0.019837
198,1457959.51,1.5e-05,0.043381,41,0.019837
199,1457959.51,1e-06,0.043381,41,0.019837
200,1457959.51,0.000125,0.043381,41,0.019837
201,1457959.51,0.0,0.043381,41,0.019837
202,1457959.51,2e-06,0.043381,41,0.019837
203,56318.95,0.000144,0.001676,41,0.006934
204,56318.95,1.9e-05,0.001676,41,0.006934
205,56318.95,2.8e-05,0.001676,41,0.006934
206,56318.95,5e-06,0.001676,41,0.006934
207,508440.39,2e-06,0.015129,41,0.00462
208,508440.39,4e-06,0.015129,41,0.00462
209,508440.39,0.000112,0.015129,41,0.00462
210,508440.39,1e-06,0.015129,41,0.00462
211,508440.39,2e-06,0.015129,41,0.00462
212,508440.39,1e-06,0.015129,41,0.00462
213,508440.39,1.4e-05,0.015129,41,0.00462
214,508440.39,1.5e-05,0.015129,41,0.00462
215,508440.39,0.0,0.015129,41,0.00462
216,508440.39,1e-06,0.015129,41,0.00462
217,508440.39,1e-06,0.015129,41,0.00462
218,508440.39,6e-06,0.015129,41,0.00462
219,508440.39,2.2e-05,0.015129,41,0.00462
220,508440.39,0.0,0.015129,41,0.00462
221,508440.39,1e-06,0.015129,41,0.00462
222,508440.39,0.0,0.015129,41,0.00462
223,508440.39,4e-06,0.015129,41,0.00462
224,508440.39,4e-06,0.015129,41,0.00462
225,508440.39,0.0,0.015129,41,0.00462
226,508440.39,0.0,0.015129,41,0.00462
227,472290.41,0.0,0.014053,41,0.065875
228,472290.41,0.0,0.014053,41,0.065875
229,472290.41,1e-06,0.014053,41,0.065875
230,72878.12,0.000113,0.002168,41,0.006258
231,72878.12,1.6e-05,0.002168,41,0.006258
232,72878.12,2.4e-05,0.002168,41,0.006258
233,72878.12,5e-06,0.002168,41,0.006258
234,73826.73,8.7e-05,0.002197,41,0.00822
235,73826.73,2.5e-05,0.002197,41,0.00822
236,73826.73,1.5e-05,0.002197,41,0.00822
237,73826.73,0.0,0.002197,41,0.00822
238,490248.1,2e-06,0.014587,41,0.05206
239,490248.1,0.0,0.014587,41,0.05206
240,490248.1,0.0,0.014587,41,0.05206
241,490248.1,0.0,0.014587,41,0.05206
242,490248.1,1e-06,0.014587,41,0.05206
243,490248.1,0.0,0.014587,41,0.05206
244,490248.1,0.000278,0.014587,41,0.05206
245,490248.1,1e-06,0.014587,41,0.05206
246,36821.13,1.1e-05,0.001096,41,0.017685
247,36821.13,3e-06,0.001096,41,0.017685
248,36821.13,0.000167,0.001096,41,0.017685
249,36821.13,1.2e-05,0.001096,41,0.017685
250,7004.19,1e-06,0.000208,41,0.060968
251,204088.03,0.001182,0.006073,41,0.038033
252,204088.03,1e-06,0.006073,41,0.038033
253,204088.03,0.007562,0.006073,41,0.038033
254,204088.03,4e-06,0.006073,41,0.038033
255,204088.03,0.001728,0.006073,41,0.038033
256,204088.03,0.0,0.006073,41,0.038033
257,24264.0,4.2e-05,0.000722,41,0.025909
258,24264.0,3.9e-05,0.000722,41,0.025909
259,24264.0,2e-06,0.000722,41,0.025909
260,38512.59,0.0,0.001146,41,0.007283
261,38512.59,0.001145,0.001146,41,0.007283
262,38512.59,0.0,0.001146,41,0.007283
263,38512.59,0.000172,0.001146,41,0.007283
264,38512.59,0.0,0.001146,41,0.007283
265,38512.59,0.000121,0.001146,41,0.007283
266,38512.59,5e-06,0.001146,41,0.007283
267,24386.64,8.5e-05,0.000726,41,0.034182
268,24386.64,0.000122,0.000726,41,0.034182
269,24386.64,6.7e-05,0.000726,41,0.034182
270,24386.64,9e-06,0.000726,41,0.034182
271,932160.61,2.7e-05,0.027736,41,0.006198
272,932160.61,9.7e-05,0.027736,41,0.006198
273,932160.61,0.000602,0.027736,41,0.006198
274,932160.61,0.000446,0.027736,41,0.006198
275,932160.61,0.000146,0.027736,41,0.006198
276,932160.61,0.000262,0.027736,41,0.006198
277,932160.61,1e-06,0.027736,41,0.006198
278,932160.61,2.1e-05,0.027736,41,0.006198
279,932160.61,7.6e-05,0.027736,41,0.006198
280,932160.61,1e-06,0.027736,41,0.006198
281,932160.61,0.0,0.027736,41,0.006198
282,713623.59,7e-06,0.021234,41,0.008258
283,713623.59,1.7e-05,0.021234,41,0.008258
284,713623.59,0.0,0.021234,41,0.008258
285,713623.59,1e-06,0.021234,41,0.008258
286,713623.59,0.000101,0.021234,41,0.008258
287,713623.59,2e-06,0.021234,41,0.008258
288,713623.59,0.000438,0.021234,41,0.008258
289,713623.59,0.0,0.021234,41,0.008258
290,713623.59,8.7e-05,0.021234,41,0.008258
291,713623.59,1.3e-05,0.021234,41,0.008258
292,713623.59,0.0,0.021234,41,0.008258
293,713623.59,4e-06,0.021234,41,0.008258
294,713623.59,0.0,0.021234,41,0.008258
295,492071.66,4e-06,0.014642,41,0.021168
296,492071.66,1e-06,0.014642,41,0.021168
297,492071.66,2.8e-05,0.014642,41,0.021168
298,492071.66,2.1e-05,0.014642,41,0.021168
299,492071.66,4e-06,0.014642,41,0.021168
300,492071.66,1.1e-05,0.014642,41,0.021168
301,492071.66,0.0,0.014642,41,0.021168
302,492071.66,0.0,0.014642,41,0.021168
303,1240522.21,1e-06,0.036912,41,0.044121
304,1240522.21,0.0,0.036912,41,0.044121
305,1240522.21,3e-06,0.036912,41,0.044121
306,1240522.21,4e-06,0.036912,41,0.044121
307,1240522.21,9e-06,0.036912,41,0.044121
308,1240522.21,0.000161,0.036912,41,0.044121
309,1240522.21,4e-06,0.036912,41,0.044121
310,1240522.21,5e-06,0.036912,41,0.044121
311,1240522.21,4e-06,0.036912,41,0.044121
312,1240522.21,1e-06,0.036912,41,0.044121
313,1240522.21,0.0,0.036912,41,0.044121
314,1240522.21,2e-06,0.036912,41,0.044121
315,345840.93,1e-06,0.01029,41,0.012783
316,345840.93,2e-06,0.01029,41,0.012783
317,345840.93,8e-06,0.01029,41,0.012783
318,345840.93,1.1e-05,0.01029,41,0.012783
319,345840.93,9e-06,0.01029,41,0.012783
320,345840.93,1.3e-05,0.01029,41,0.012783
321,345840.93,0.0,0.01029,41,0.012783
322,345840.93,6e-06,0.01029,41,0.012783
323,778962.11,0.001894,0.023178,41,0.018302
324,778962.11,1.5e-05,0.023178,41,0.018302
325,778962.11,6e-06,0.023178,41,0.018302
326,778962.11,3e-06,0.023178,41,0.018302
327,638282.05,5e-06,0.018992,41,0.005701
328,638282.05,0.000775,0.018992,41,0.005701
329,638282.05,2.4e-05,0.018992,41,0.005701
330,638282.05,2.1e-05,0.018992,41,0.005701
331,638282.05,9e-06,0.018992,41,0.005701
332,638282.05,1.1e-05,0.018992,41,0.005701
333,638282.05,0.0,0.018992,41,0.005701
334,638282.05,1e-06,0.018992,41,0.005701
335,1457959.51,0.0,0.043381,41,0.019837
336,1457959.51,2e-06,0.043381,41,0.019837
337,1457959.51,3e-06,0.043381,41,0.019837
338,1457959.51,7e-05,0.043381,41,0.019837
339,1457959.51,3e-06,0.043381,41,0.019837
340,1457959.51,3.8e-05,0.043381,41,0.019837
341,1457959.51,0.0,0.043381,41,0.019837
342,1457959.51,1e-06,0.043381,41,0.019837
343,56318.95,5e-06,0.001676,41,0.006934
344,56318.95,0.000182,0.001676,41,0.006934
345,56318.95,9.5e-05,0.001676,41,0.006934
346,56318.95,3e-06,0.001676,41,0.006934
347,508440.39,2e-06,0.015129,41,0.00462
348,508440.39,7e-06,0.015129,41,0.00462
349,508440.39,4e-06,0.015129,41,0.00462
350,508440.39,1e-06,0.015129,41,0.00462
351,508440.39,2e-06,0.015129,41,0.00462
352,508440.39,5e-06,0.015129,41,0.00462
353,508440.39,2.2e-05,0.015129,41,0.00462
354,508440.39,0.000142,0.015129,41,0.00462
355,508440.39,2e-06,0.015129,41,0.00462
356,508440.39,6e-06,0.015129,41,0.00462
357,508440.39,2e-06,0.015129,41,0.00462
358,508440.39,1.5e-05,0.015129,41,0.00462
359,508440.39,7.4e-05,0.015129,41,0.00462
360,508440.39,1e-06,0.015129,41,0.00462
361,508440.39,2e-06,0.015129,41,0.00462
362,508440.39,0.0,0.015129,41,0.00462
363,508440.39,2e-06,0.015129,41,0.00462
364,508440.39,2e-06,0.015129,41,0.00462
365,508440.39,0.0,0.015129,41,0.00462
366,508440.39,0.0,0.015129,41,0.00462
367,472290.41,1.3e-05,0.014053,41,0.065875
368,472290.41,0.0,0.014053,41,0.065875
369,472290.41,0.0,0.014053,41,0.065875
370,31339.38,9.9e-05,0.000933,30,0.069468
371,72878.12,6e-06,0.002168,41,0.006258
372,72878.12,0.000149,0.002168,41,0.006258
373,72878.12,8.3e-05,0.002168,41,0.006258
374,72878.12,3e-06,0.002168,41,0.006258
375,73826.73,1.2e-05,0.002197,41,0.00822
376,73826.73,0.000173,0.002197,41,0.00822
377,73826.73,0.000189,0.002197,41,0.00822
378,73826.73,0.0,0.002197,41,0.00822
379,490248.1,2e-06,0.014587,41,0.05206
380,490248.1,0.0,0.014587,41,0.05206
381,490248.1,2.5e-05,0.014587,41,0.05206
382,490248.1,0.0,0.014587,41,0.05206
383,490248.1,1e-05,0.014587,41,0.05206
384,490248.1,0.0,0.014587,41,0.05206
385,490248.1,0.000169,0.014587,41,0.05206
386,490248.1,0.0,0.014587,41,0.05206
387,36821.13,2e-06,0.001096,41,0.017685
388,36821.13,5.2e-05,0.001096,41,0.017685
389,36821.13,2.3e-05,0.001096,41,0.017685
390,36821.13,7e-06,0.001096,41,0.017685
391,7004.19,1e-06,0.000208,41,0.060968
392,7004.19,3e-06,0.000208,41,0.060968
393,7004.19,5e-06,0.000208,41,0.060968
394,204088.03,2e-06,0.006073,41,0.038033
395,204088.03,3.7e-05,0.006073,41,0.038033
396,204088.03,8.5e-05,0.006073,41,0.038033
397,204088.03,1e-06,0.006073,41,0.038033
398,204088.03,0.0,0.006073,41,0.038033
399,204088.03,0.0,0.006073,41,0.038033
400,204088.03,0.000554,0.006073,41,0.038033
401,204088.03,0.004358,0.006073,41,0.038033
402,204088.03,1.3e-05,0.006073,41,0.038033
403,204088.03,9.5e-05,0.006073,41,0.038033
404,204088.03,1e-06,0.006073,41,0.038033
405,204088.03,3.6e-05,0.006073,41,0.038033
406,204088.03,0.0,0.006073,41,0.038033
407,204088.03,0.000448,0.006073,41,0.038033
408,204088.03,0.0,0.006073,41,0.038033
409,204088.03,1.1e-05,0.006073,41,0.038033
410,204088.03,0.0,0.006073,41,0.038033
411,204088.03,0.0,0.006073,41,0.038033
412,204088.03,0.000225,0.006073,41,0.038033
413,204088.03,0.0,0.006073,41,0.038033
414,204088.03,0.0009,0.006073,41,0.038033
415,204088.03,0.0,0.006073,41,0.038033
416,204088.03,3.6e-05,0.006073,41,0.038033
417,204088.03,0.0,0.006073,41,0.038033
418,204088.03,0.000255,0.006073,41,0.038033
419,204088.03,0.0,0.006073,41,0.038033
420,204088.03,0.00019,0.006073,41,0.038033
421,204088.03,0.0,0.006073,41,0.038033
422,204088.03,1.4e-05,0.006073,41,0.038033
423,204088.03,0.0,0.006073,41,0.038033
424,204088.03,4.6e-05,0.006073,41,0.038033
425,204088.03,0.0,0.006073,41,0.038033
426,204088.03,0.0,0.006073,41,0.038033
427,204088.03,0.0,0.006073,41,0.038033
428,204088.03,0.0,0.006073,41,0.038033
429,204088.03,1.5e-05,0.006073,41,0.038033
430,204088.03,0.0,0.006073,41,0.038033
431,24264.0,4e-06,0.000722,41,0.025909
432,24264.0,0.00145,0.000722,41,0.025909
433,24264.0,1.2e-05,0.000722,41,0.025909
434,24264.0,0.01752,0.000722,41,0.025909
435,24264.0,0.000243,0.000722,41,0.025909
436,24264.0,0.000931,0.000722,41,0.025909
437,24264.0,4e-05,0.000722,41,0.025909
438,24264.0,0.000114,0.000722,41,0.025909
439,24264.0,4.1e-05,0.000722,41,0.025909
440,24264.0,0.0,0.000722,41,0.025909
441,24264.0,0.000893,0.000722,41,0.025909
442,24264.0,0.001349,0.000722,41,0.025909
443,24264.0,4e-05,0.000722,41,0.025909
444,24264.0,0.000282,0.000722,41,0.025909
445,24264.0,0.0,0.000722,41,0.025909
446,24264.0,6.8e-05,0.000722,41,0.025909
447,24264.0,7.4e-05,0.000722,41,0.025909
448,24264.0,1e-06,0.000722,41,0.025909
449,24264.0,0.0,0.000722,41,0.025909
450,24264.0,2e-06,0.000722,41,0.025909
451,38512.59,0.0,0.001146,41,0.007283
452,38512.59,8.4e-05,0.001146,41,0.007283
453,38512.59,1.8e-05,0.001146,41,0.007283
454,38512.59,7.9e-05,0.001146,41,0.007283
455,38512.59,1e-06,0.001146,41,0.007283
456,38512.59,2.3e-05,0.001146,41,0.007283
457,38512.59,5.5e-05,0.001146,41,0.007283
458,38512.59,0.000487,0.001146,41,0.007283
459,38512.59,2.1e-05,0.001146,41,0.007283
460,38512.59,0.001573,0.001146,41,0.007283
461,38512.59,0.0,0.001146,41,0.007283
462,38512.59,0.000519,0.001146,41,0.007283
463,38512.59,0.0,0.001146,41,0.007283
464,38512.59,7.9e-05,0.001146,41,0.007283
465,38512.59,0.0,0.001146,41,0.007283
466,38512.59,0.001378,0.001146,41,0.007283
467,38512.59,0.0,0.001146,41,0.007283
468,38512.59,0.000372,0.001146,41,0.007283
469,38512.59,0.000389,0.001146,41,0.007283
470,38512.59,0.0,0.001146,41,0.007283
471,38512.59,0.004361,0.001146,41,0.007283
472,38512.59,0.0,0.001146,41,0.007283
473,38512.59,0.00195,0.001146,41,0.007283
474,38512.59,0.0,0.001146,41,0.007283
475,38512.59,7.9e-05,0.001146,41,0.007283
476,38512.59,0.0,0.001146,41,0.007283
477,38512.59,0.000594,0.001146,41,0.007283
478,38512.59,0.0,0.001146,41,0.007283
479,38512.59,0.00302,0.001146,41,0.007283
480,38512.59,0.0,0.001146,41,0.007283
481,38512.59,0.001425,0.001146,41,0.007283
482,38512.59,0.0,0.001146,41,0.007283
483,38512.59,0.00029,0.001146,41,0.007283
484,38512.59,0.0,0.001146,41,0.007283
485,38512.59,0.000103,0.001146,41,0.007283
486,38512.59,0.0,0.001146,41,0.007283
487,38512.59,1.9e-05,0.001146,41,0.007283
488,38512.59,0.0,0.001146,41,0.007283
489,38512.59,9e-06,0.001146,41,0.007283
490,24386.64,9e-06,0.000726,41,0.034182
491,24386.64,0.005211,0.000726,41,0.034182
492,24386.64,0.00282,0.000726,41,0.034182
493,24386.64,1.3e-05,0.000726,41,0.034182
494,24386.64,0.001199,0.000726,41,0.034182
495,24386.64,0.000296,0.000726,41,0.034182
496,24386.64,1.5e-05,0.000726,41,0.034182
497,24386.64,0.002486,0.000726,41,0.034182
498,24386.64,0.000581,0.000726,41,0.034182
499,24386.64,0.000431,0.000726,41,0.034182
500,24386.64,0.0001,0.000726,41,0.034182
501,24386.64,0.000569,0.000726,41,0.034182
502,24386.64,1.5e-05,0.000726,41,0.034182
503,24386.64,0.000145,0.000726,41,0.034182
504,24386.64,0.000158,0.000726,41,0.034182
505,24386.64,0.001498,0.000726,41,0.034182
506,24386.64,3.5e-05,0.000726,41,0.034182
507,24386.64,5.8e-05,0.000726,41,0.034182
508,24386.64,7.3e-05,0.000726,41,0.034182
509,24386.64,5e-06,0.000726,41,0.034182
510,932160.61,0.0,0.027736,41,0.006198
511,932160.61,1e-06,0.027736,41,0.006198
512,932160.61,7e-06,0.027736,41,0.006198
513,932160.61,2e-06,0.027736,41,0.006198
514,932160.61,8e-05,0.027736,41,0.006198
515,932160.61,0.000211,0.027736,41,0.006198
516,932160.61,0.0,0.027736,41,0.006198
517,932160.61,1e-05,0.027736,41,0.006198
518,932160.61,1.2e-05,0.027736,41,0.006198
519,932160.61,0.000577,0.027736,41,0.006198
520,932160.61,0.000332,0.027736,41,0.006198
521,932160.61,0.000332,0.027736,41,0.006198
522,932160.61,0.000819,0.027736,41,0.006198
523,932160.61,0.002988,0.027736,41,0.006198
524,932160.61,0.0,0.027736,41,0.006198
525,932160.61,0.000183,0.027736,41,0.006198
526,932160.61,0.000269,0.027736,41,0.006198
527,932160.61,1e-06,0.027736,41,0.006198
528,932160.61,1.5e-05,0.027736,41,0.006198
529,932160.61,3.1e-05,0.027736,41,0.006198
530,932160.61,2e-06,0.027736,41,0.006198
531,932160.61,0.000229,0.027736,41,0.006198
532,932160.61,0.00057,0.027736,41,0.006198
533,932160.61,1e-06,0.027736,41,0.006198
534,932160.61,4.2e-05,0.027736,41,0.006198
535,932160.61,0.00326,0.027736,41,0.006198
536,932160.61,3e-05,0.027736,41,0.006198
537,932160.61,0.000219,0.027736,41,0.006198
538,932160.61,4e-06,0.027736,41,0.006198
539,932160.61,0.000176,0.027736,41,0.006198
540,932160.61,0.000432,0.027736,41,0.006198
541,932160.61,4.8e-05,0.027736,41,0.006198
542,932160.61,0.000414,0.027736,41,0.006198
543,932160.61,0.000676,0.027736,41,0.006198
544,932160.61,1e-06,0.027736,41,0.006198
545,932160.61,1.5e-05,0.027736,41,0.006198
546,932160.61,3.1e-05,0.027736,41,0.006198
547,932160.61,4e-06,0.027736,41,0.006198
548,932160.61,0.000109,0.027736,41,0.006198
549,932160.61,0.000221,0.027736,41,0.006198
550,932160.61,0.00023,0.027736,41,0.006198
551,932160.61,0.000392,0.027736,41,0.006198
552,932160.61,0.000212,0.027736,41,0.006198
553,932160.61,0.000396,0.027736,41,0.006198
554,932160.61,0.000591,0.027736,41,0.006198
555,932160.61,0.000615,0.027736,41,0.006198
556,932160.61,2e-06,0.027736,41,0.006198
557,932160.61,2.7e-05,0.027736,41,0.006198
558,932160.61,4.5e-05,0.027736,41,0.006198
559,932160.61,0.0,0.027736,41,0.006198
560,932160.61,7e-06,0.027736,41,0.006198
561,932160.61,2.5e-05,0.027736,41,0.006198
562,932160.61,0.0,0.027736,41,0.006198
563,932160.61,4e-06,0.027736,41,0.006198
564,932160.61,0.000406,0.027736,41,0.006198
565,932160.61,0.0,0.027736,41,0.006198
566,932160.61,1.2e-05,0.027736,41,0.006198
567,932160.61,5.3e-05,0.027736,41,0.006198
568,713623.59,0.0,0.021234,41,0.008258
569,713623.59,2e-06,0.021234,41,0.008258
570,713623.59,0.0,0.021234,41,0.008258
