interstate_id,state_industry_imports_total,state_source_share,state_import_intensity,state_supplier_count,state_import_concentration
1,14142.31,0.000592,0.000421,22,0.098562
2,14142.31,0.0,0.000421,22,0.098562
3,1891.37,7.2e-05,5.6e-05,22,0.243168
4,13660.33,0.001141,0.000406,22,0.135518
5,13660.33,1.3e-05,0.000406,22,0.135518
6,14142.31,0.003645,0.000421,22,0.098562
7,1891.37,6.8e-05,5.6e-05,22,0.243168
8,13660.33,0.000264,0.000406,22,0.135518
9,14142.31,5.1e-05,0.000421,22,0.098562
10,14142.31,0.000259,0.000421,22,0.098562
11,1891.37,0.0,5.6e-05,22,0.243168
12,1891.37,0.000266,5.6e-05,22,0.243168
13,13660.33,6.9e-05,0.000406,22,0.135518
14,13660.33,0.000211,0.000406,22,0.135518
15,14142.31,0.013699,0.000421,22,0.098562
16,1891.37,0.010037,5.6e-05,22,0.243168
17,13660.33,0.001453,0.000406,22,0.135518
18,14142.31,0.0,0.000421,22,0.098562
19,14142.31,0.00778,0.000421,22,0.098562
20,14142.31,0.013199,0.000421,22,0.098562
21,1891.37,0.0,5.6e-05,22,0.243168
22,1891.37,0.001627,5.6e-05,22,0.243168
23,1891.37,0.005263,5.6e-05,22,0.243168
24,13660.33,0.000127,0.000406,22,0.135518
25,13660.33,0.002426,0.000406,22,0.135518
26,13660.33,0.019628,0.000406,22,0.135518
27,14142.31,4.7e-05,0.000421,22,0.098562
28,14142.31,3.8e-05,0.000421,22,0.098562
29,14142.31,0.032105,0.000421,22,0.098562
30,14142.31,0.002694,0.000421,22,0.098562
31,1891.37,6e-06,5.6e-05,22,0.243168
32,1891.37,0.007734,5.6e-05,22,0.243168
33,1891.37,0.000491,5.6e-05,22,0.243168
34,13660.33,7.9e-05,0.000406,22,0.135518
35,13660.33,4e-06,0.000406,22,0.135518
36,13660.33,0.012139,0.000406,22,0.135518
37,13660.33,0.000608,0.000406,22,0.135518
38,14142.31,0.00019,0.000421,22,0.098562
39,14142.31,0.002166,0.000421,22,0.098562
40,1891.37,4.1e-05,5.6e-05,22,0.243168
41,1891.37,0.000669,5.6e-05,22,0.243168
42,13660.33,0.000209,0.000406,22,0.135518
43,13660.33,0.000443,0.000406,22,0.135518
44,14142.31,7.2e-05,0.000421,22,0.098562
45,14142.31,0.002272,0.000421,22,0.098562
46,14142.31,0.0043,0.000421,22,0.098562
47,1891.37,0.001012,5.6e-05,22,0.243168
48,1891.37,0.000715,5.6e-05,22,0.243168
49,1891.37,0.000592,5.6e-05,22,0.243168
50,13660.33,0.000425,0.000406,22,0.135518
51,13660.33,0.002093,0.000406,22,0.135518
52,13660.33,0.005695,0.000406,22,0.135518
53,14142.31,0.001583,0.000421,22,0.098562
54,14142.31,0.000878,0.000421,22,0.098562
55,1891.37,0.000664,5.6e-05,22,0.243168
56,1891.37,0.000395,5.6e-05,22,0.243168
57,13660.33,0.00031,0.000406,22,0.135518
58,13660.33,0.01324,0.000406,22,0.135518
59,14142.31,0.00248,0.000421,22,0.098562
60,1891.37,0.001502,5.6e-05,22,0.243168
61,13660.33,0.001642,0.000406,22,0.135518
62,14142.31,0.003452,0.000421,22,0.098562
63,14142.31,0.002757,0.000421,22,0.098562
64,1891.37,0.000944,5.6e-05,22,0.243168
65,1891.37,0.001361,5.6e-05,22,0.243168
