trade_id,region1,region2,industry1,industry2,amount,total_level,factor_count,unique_factors,air_emissions,employment,land,material,water,impact_intensity
12176,CN,KR,BASIC,CONST,5293.85,11938567690.994,7,7,11938554975.9,155.0,3103.0,9227.0,230.094,2255176.797793
12539,CN,KR,CHEM1,CHEM1,5327.94,7367344869.594,7,7,7367325321.853,206.0,9718.0,9364.0,259.741,1382775.494768
44224,JP,KR,BASIC,CONST,4092.19,6118561966.298,7,7,6118558535.649,57.0,1007.0,2246.0,120.649,1495180.323078
81486,WM,KR,CRUDE,GASDI,10816.61,4809314397.272,7,7,4809305939.665,74.0,1278.0,5746.0,1359.607,444623.074815
81844,WM,KR,GASDI,LANDT,1981.17,4528142719.676,7,7,4528135923.45,68.0,1837.0,4379.0,512.226,2285590.191491
46855,JP,KR,SEACO,SEACO,1314.89,4406540357.17,7,7,4406539776.376,41.0,221.0,301.0,17.794,3351261.593875
74102,WA,KR,NONME,CONST,865.17,4194859982.109,7,7,4194849494.226,49.0,1278.0,8998.0,162.883,4848596.208964
13000,CN,KR,FABRI,CONST,2374.43,3811546019.362,7,7,3811535148.751,99.0,2986.0,7632.0,153.611,1605246.741054
12188,CN,KR,BASIC,FABRI,1468.29,3311254144.94,7,7,3311250618.122,43.0,861.0,2559.0,63.818,2255177.209502
12621,CN,KR,CHEM1,RUBBE,2080.74,2877190427.136,7,7,2877182793.699,80.0,3795.0,3657.0,101.437,1382772.680458
12885,CN,KR,ELECT,CONST,2292.17,2808398865.042,7,7,2808389899.544,95.0,2087.0,6698.0,85.498,1225214.039553
14255,CN,KR,NONME,CONST,1164.64,2764218889.171,7,7,2764214686.355,24.0,1008.0,3098.0,72.816,2373453.504234
12162,CN,KR,BASIC,BASIC,1222.11,2756070650.079,7,7,2756067714.961,36.0,716.0,2130.0,53.118,2255173.961492
71601,WA,KR,BASIC,CONST,1691.34,2603734061.557,7,7,2603727779.747,96.0,850.0,5161.0,174.81,1539450.41302
68826,US,KR,CRUDE,GASDI,4629.66,2476857860.466,7,7,2476854285.945,50.0,1486.0,1983.0,55.521,534997.788275
12628,CN,KR,CHEM1,TEXTI,1673.11,2313535401.077,7,7,2313529262.512,65.0,3052.0,2940.0,81.565,1382775.430831
81874,WM,KR,GASDI,RAILW,1007.54,2302821400.691,7,7,2302817945.195,34.0,934.0,2227.0,260.496,2285588.066668
79334,WL,KR,COPP1,COPP1,1861.29,2175319256.072,7,7,2175306370.418,70.0,4621.0,8090.0,104.654,1168715.920717
33550,GR,KR,SEACO,SEACO,91.37,2173849729.686,7,7,2173849716.301,1.0,7.0,5.0,0.385,23791722.990982
82578,WM,KR,MOTOR,LANDT,939.85,2164006157.514,7,7,2164002827.692,33.0,955.0,2098.0,243.822,2302501.630594
81492,WM,KR,CRUDE,MOTOR,4481.33,1992503523.968,7,7,1992500020.681,30.0,530.0,2380.0,563.287,444623.253357
14355,CN,KR,OFFIC,OFFIC,4006.26,1991357218.505,7,7,1991350216.105,208.0,2086.0,4641.0,67.4,497061.40353
