trade_id,region1,region2,industry1,industry2,amount,total_resources_value,resources_count
38520,AU,JP,BITUM,ELEC1,16536.65,0,0
33706,AU,IN,BITUM,BASIC,10779.0,0,0
41040,AU,KR,BITUM,CEMEN,7519.26,0,0
38506,AU,JP,BITUM,BASIC,7414.65,0,0
33731,AU,IN,BITUM,ELEC1,6461.89,0,0
33717,AU,IN,BITUM,CEMEN,5047.55,0,0
33974,AU,IN,COKIN,COKEO,4263.88,0,0
33780,AU,IN,BITUM,RUBBE,4143.16,0,0
38538,AU,JP,BITUM,NONME,3975.18,0,0
33712,AU,IN,BITUM,BITUM,3821.43,0,0
69030,AU,WA,BITUM,ELEC1,3752.16,0,0
70283,AU,WA,CRUDE,GASDI,3370.1,0,0
70295,AU,WA,CRUDE,MOTOR,3170.07,0,0
41046,AU,KR,BITUM,NONME,3143.33,0,0
38543,AU,JP,BITUM,PLAST,3068.94,0,0
12755,AU,CN,WOOLS,RETAI,2440.24,0,0
11853,AU,CN,PREC1,PREC1,2005.47,0,0
4772,AU,BR,BITUM,BASIC,1670.87,0,0
10421,AU,CN,FOOD5,POULT,1644.13,0,0
41043,AU,KR,BITUM,LEAD1,1536.2,0,0
11207,AU,CN,MEATC,HOTEL,1429.7,0,0
30868,AU,ID,CATTL,MEATC,1373.45,0,0
41047,AU,KR,BITUM,PLAST,1344.08,0,0
70284,AU,WA,CRUDE,HEAVY,1336.83,0,0
10401,AU,CN,FOOD5,FOOD5,1329.11,0,0
11872,AU,CN,PRECI,PREC1,1328.52,0,0
73788,AU,WA,PLANT,CHEM1,1327.11,0,0
11438,AU,CN,NATU1,MOTOR,1266.16,0,0
32502,AU,ID,WHEAT,FOOD5,1224.35,0,0
70288,AU,WA,CRUDE,KEROS,1208.21,0,0
12534,AU,CN,VEGET,FOOD5,1202.34,0,0
76564,AU,WA,WHEAT,REALE,1172.95,0,0
30830,AU,ID,BITUM,NONF1,1103.96,0,0
11491,AU,CN,NONF1,NONF1,1046.78,0,0
70291,AU,WA,CRUDE,LIQUE,1037.68,0,0
11136,AU,CN,LIQUE,PFERT,1036.49,0,0
11461,AU,CN,NONF1,BASIC,1003.03,0,0
11432,AU,CN,NATU1,GASDI,1002.47,0,0
42594,AU,KR,PRECI,PREC1,997.61,0,0
61885,AU,TR,BITUM,ELEC1,945.54,0,0
33742,AU,IN,BITUM,HOTEL,945.51,0,0
84245,AU,WM,ALUM1,ALUM1,931.33,0,0
30828,AU,ID,BITUM,COPP1,914.84,0,0
33737,AU,IN,BITUM,FURNI,910.43,0,0
68666,AU,WA,BASIC,BASIC,901.89,0,0
9649,AU,CN,CATTL,MEATC,898.23,0,0
33979,AU,IN,COKIN,ELEC1,889.16,0,0
74279,AU,WA,PRECI,CHEM1,883.44,0,0
69334,AU,WA,CATTL,CHEM1,870.21,0,0
33961,AU,IN,COKIN,BASIC,855.81,0,0
69078,AU,WA,BITUM,NONME,848.56,0,0
40790,AU,JP,WOODW,CONST,838.71,0,0
69013,AU,WA,BITUM,CEMEN,776.96,0,0
12637,AU,CN,WHEAT,FOOD5,776.06,0,0
9890,AU,CN,COPP1,CONST,740.38,0,0
11845,AU,CN,PREC1,FOUND,723.4,0,0
10355,AU,CN,FISHF,FISH5,710.79,0,0
31064,AU,ID,CRUDE,MOTOR,706.47,0,0
71870,AU,WA,INSUR,CHEM1,695.04,0,0
40557,AU,JP,SEACO,LANDT,693.11,0,0
11205,AU,CN,MEATC,FOOD5,646.6,0,0
10022,AU,CN,DAIRY,MEATP,641.29,0,0
41293,AU,KR,CRUDE,GASDI,633.5,0,0
76371,AU,WA,VEGET,REALE,630.95,0,0
39759,AU,JP,MEATC,HOTEL,627.56,0,0
30827,AU,ID,BITUM,BASIC,616.73,0,0
70362,AU,WA,DAIRY,HOTEL,609.51,0,0
10419,AU,CN,FOOD5,PIGS9,604.72,0,0
11469,AU,CN,NONF1,CONST,600.71,0,0
42141,AU,KR,MEATC,HOTEL,573.88,0,0
