trade_id,region1,region2,industry1,industry2,amount,total_employment_value,employment_count
2968740,GB,AT,VEGET,VEGET,0.07,0,0
2968741,GB,AT,VEGET,FOOD5,0.02,0,0
2968742,GB,AT,VEGET,BEVER,0.02,0,0
2968743,GB,AT,VEGET,HOTEL,0.02,0,0
2968744,GB,AT,MEATA,RUBBE,0.02,0,0
2968745,GB,AT,ANIMA,RUBBE,0.03,0,0
2968746,GB,AT,ANIMA,HOTEL,0.01,0,0
2968747,GB,AT,WOOLS,NONFE,0.01,0,0
2968748,GB,AT,FORES,FORES,0.09,0,0
2968749,GB,AT,FORES,WOODW,0.86,0,0
2968750,GB,AT,FORES,PULP5,0.27,0,0
2968751,GB,AT,FORES,PLAST,0.02,0,0
2968752,GB,AT,FORES,CHEM1,0.01,0,0
2968753,GB,AT,FORES,RUBBE,0.02,0,0
2968754,GB,AT,FORES,HOTEL,0.02,0,0
2968755,GB,AT,FISHF,FISHF,0.04,0,0
2968756,GB,AT,FISHF,HOTEL,0.26,0,0
2968757,GB,AT,CRUDE,CRUDE,0.63,0,0
2968758,GB,AT,CRUDE,NATUR,0.46,0,0
2968759,GB,AT,CRUDE,NATU1,0.01,0,0
2968760,GB,AT,CRUDE,CHEMI,0.03,0,0
2968761,GB,AT,CRUDE,COALT,0.14,0,0
2968762,GB,AT,CRUDE,MOTOR,15.66,0,0
2968763,GB,AT,CRUDE,KEROS,14.4,0,0
2968764,GB,AT,CRUDE,KERO1,0.07,0,0
2968765,GB,AT,CRUDE,GASDI,20.69,0,0
2968766,GB,AT,CRUDE,HEAVY,2.27,0,0
2968767,GB,AT,CRUDE,REFIN,0.07,0,0
2968768,GB,AT,CRUDE,LIQUE,0.68,0,0
2968769,GB,AT,CRUDE,REFI1,0.38,0,0
2968770,GB,AT,CRUDE,NAPHT,3.17,0,0
2968771,GB,AT,CRUDE,BITU1,0.49,0,0
2968772,GB,AT,CRUDE,PETRO,0.02,0,0
2968773,GB,AT,CRUDE,NONSP,0.03,0,0
2968774,GB,AT,CRUDE,PLAST,1.13,0,0
2968775,GB,AT,CRUDE,NFERT,0.1,0,0
2968776,GB,AT,CRUDE,PFERT,0.13,0,0
2968777,GB,AT,CRUDE,CHEM1,0.51,0,0
2968778,GB,AT,CRUDE,BIOGA,0.03,0,0
2968779,GB,AT,CRUDE,BIODI,0.02,0,0
2968780,GB,AT,CRUDE,LIQUI,0.03,0,0
2968781,GB,AT,CRUDE,RUBBE,0.18,0,0
2968782,GB,AT,CRUDE,CERAM,0.01,0,0
2968783,GB,AT,CRUDE,MACHI,7.62,0,0
2968784,GB,AT,CRUDE,OFFIC,0.1,0,0
2968785,GB,AT,CRUDE,FURNI,9.47,0,0
2968786,GB,AT,CRUDE,STEAM,6.25,0,0
2968787,GB,AT,CRUDE,CONST,0.02,0,0
2968788,GB,AT,CRUDE,WHOLE,0.06,0,0
2968789,GB,AT,CRUDE,SUPPO,0.05,0,0
2968790,GB,AT,CRUDE,POSTT,0.02,0,0
2968791,GB,AT,CRUDE,RESEA,0.01,0,0
2968792,GB,AT,CRUDE,BUSIN,0.01,0,0
2968793,GB,AT,CRUDE,PRIVA,0.01,0,0
2968794,GB,AT,MEATC,FOOD5,0.03,0,0
2968795,GB,AT,MEATC,RETA1,0.03,0,0
2968796,GB,AT,MEATC,HOTEL,0.25,0,0
2968797,GB,AT,MEATC,LANDT,0.02,0,0
2968798,GB,AT,MEATC,EDUCA,0.02,0,0
2968799,GB,AT,MEATC,HEALT,0.06,0,0
2968800,GB,AT,MEAT4,FOOD5,0.02,0,0
2968801,GB,AT,MEAT4,HOTEL,0.04,0,0
2968802,GB,AT,MEAT4,HEALT,0.01,0,0
2968803,GB,AT,DAIRY,CATTL,0.04,0,0
2968804,GB,AT,DAIRY,PIGS9,0.13,0,0
2968805,GB,AT,DAIRY,POULT,0.11,0,0
2968806,GB,AT,DAIRY,RAWMI,0.2,0,0
2968807,GB,AT,DAIRY,FISHF,0.02,0,0
2968808,GB,AT,DAIRY,IRONO,0.01,0,0
2968809,GB,AT,DAIRY,DAIRY,2.33,0,0
2968810,GB,AT,DAIRY,FOOD5,0.26,0,0
2968811,GB,AT,DAIRY,BEVER,0.07,0,0
2968812,GB,AT,DAIRY,FISH5,0.02,0,0
2968813,GB,AT,DAIRY,CERAM,0.06,0,0
2968814,GB,AT,DAIRY,CONST,0.04,0,0
2968815,GB,AT,DAIRY,WHOLE,0.04,0,0
2968816,GB,AT,DAIRY,RETA1,0.41,0,0
2968817,GB,AT,DAIRY,HOTEL,3.44,0,0
2968818,GB,AT,DAIRY,RAILW,0.03,0,0
2968819,GB,AT,DAIRY,LANDT,0.24,0,0
2968820,GB,AT,DAIRY,TRAN2,0.01,0,0
2968821,GB,AT,DAIRY,INLAN,0.07,0,0
2968822,GB,AT,DAIRY,FINAN,0.02,0,0
2968823,GB,AT,DAIRY,INSUR,0.02,0,0
2968824,GB,AT,DAIRY,REALE,0.01,0,0
2968825,GB,AT,DAIRY,RENTI,0.02,0,0
2968826,GB,AT,DAIRY,COMPU,0.01,0,0
2968827,GB,AT,DAIRY,RESEA,0.01,0,0
2968828,GB,AT,DAIRY,BUSIN,0.05,0,0
2968829,GB,AT,DAIRY,PUBLI,0.09,0,0
2968830,GB,AT,DAIRY,EDUCA,0.29,0,0
2968831,GB,AT,DAIRY,HEALT,0.74,0,0
2968832,GB,AT,DAIRY,RECRE,0.05,0,0
2968833,GB,AT,DAIRY,93197,0.11,0,0
2968834,GB,AT,SUGA1,HOTEL,0.02,0,0
2968835,GB,AT,FOOD5,CATTL,0.5,0,0
2968836,GB,AT,FOOD5,PIGS9,0.78,0,0
2968837,GB,AT,FOOD5,POULT,0.32,0,0
2968838,GB,AT,FOOD5,MEATA,0.03,0,0
2968839,GB,AT,FOOD5,ANIMA,0.04,0,0
2968840,GB,AT,FOOD5,RAWMI,0.38,0,0
2968841,GB,AT,FOOD5,FISHF,0.02,0,0
2968842,GB,AT,FOOD5,IRONO,0.03,0,0
2968843,GB,AT,FOOD5,SANDC,0.02,0,0
2968844,GB,AT,FOOD5,MEATC,0.12,0,0
2968845,GB,AT,FOOD5,MEATP,0.11,0,0
2968846,GB,AT,FOOD5,MEAT1,0.09,0,0
2968847,GB,AT,FOOD5,MEAT4,0.04,0,0
2968848,GB,AT,FOOD5,VEGE1,0.03,0,0
2968849,GB,AT,FOOD5,DAIRY,0.21,0,0
2968850,GB,AT,FOOD5,SUGA1,0.06,0,0
2968851,GB,AT,FOOD5,FOOD5,3.18,0,0
2968852,GB,AT,FOOD5,BEVER,1.14,0,0
2968853,GB,AT,FOOD5,FISH5,0.02,0,0
2968854,GB,AT,FOOD5,TEXTI,0.02,0,0
2968855,GB,AT,FOOD5,LEATH,0.35,0,0
2968856,GB,AT,FOOD5,PULP5,0.03,0,0
2968857,GB,AT,FOOD5,PAPER,0.01,0,0
2968858,GB,AT,FOOD5,PLAST,0.94,0,0
2968859,GB,AT,FOOD5,CHEM1,0.3,0,0
2968860,GB,AT,FOOD5,BIOGA,0.02,0,0
2968861,GB,AT,FOOD5,RUBBE,0.01,0,0
2968862,GB,AT,FOOD5,SECO9,0.02,0,0
2968863,GB,AT,FOOD5,CONST,0.04,0,0
2968864,GB,AT,FOOD5,WHOLE,0.14,0,0
2968865,GB,AT,FOOD5,RETA1,0.71,0,0
2968866,GB,AT,FOOD5,HOTEL,5.01,0,0
2968867,GB,AT,FOOD5,RAILW,0.04,0,0
2968868,GB,AT,FOOD5,LANDT,0.35,0,0
2968869,GB,AT,FOOD5,TRAN2,0.02,0,0
2968870,GB,AT,FOOD5,INLAN,0.09,0,0
2968871,GB,AT,FOOD5,SUPPO,0.01,0,0
2968872,GB,AT,FOOD5,FINAN,0.04,0,0
2968873,GB,AT,FOOD5,INSUR,0.04,0,0
2968874,GB,AT,FOOD5,REALE,0.02,0,0
2968875,GB,AT,FOOD5,RENTI,0.04,0,0
2968876,GB,AT,FOOD5,COMPU,0.02,0,0
2968877,GB,AT,FOOD5,RESEA,0.02,0,0
2968878,GB,AT,FOOD5,BUSIN,0.08,0,0
2968879,GB,AT,FOOD5,PUBLI,0.16,0,0
2968880,GB,AT,FOOD5,EDUCA,0.53,0,0
2968881,GB,AT,FOOD5,HEALT,1.07,0,0
2968882,GB,AT,FOOD5,RECRE,0.08,0,0
2968883,GB,AT,FOOD5,93197,0.18,0,0
2968884,GB,AT,BEVER,CATTL,0.59,0,0
2968885,GB,AT,BEVER,PIGS9,0.22,0,0
2968886,GB,AT,BEVER,POULT,0.21,0,0
2968887,GB,AT,BEVER,MEATA,0.03,0,0
2968888,GB,AT,BEVER,ANIMA,0.02,0,0
2968889,GB,AT,BEVER,RAWMI,0.42,0,0
2968890,GB,AT,BEVER,FISHF,0.06,0,0
2968891,GB,AT,BEVER,IRONO,0.05,0,0
2968892,GB,AT,BEVER,SANDC,0.04,0,0
2968893,GB,AT,BEVER,MEATC,0.02,0,0
2968894,GB,AT,BEVER,MEATP,0.02,0,0
2968895,GB,AT,BEVER,DAIRY,0.21,0,0
2968896,GB,AT,BEVER,SUGA1,0.01,0,0
2968897,GB,AT,BEVER,FOOD5,0.92,0,0
2968898,GB,AT,BEVER,BEVER,0.82,0,0
2968899,GB,AT,BEVER,FISH5,0.07,0,0
2968900,GB,AT,BEVER,TEXTI,0.05,0,0
2968901,GB,AT,BEVER,LEATH,1.06,0,0
2968902,GB,AT,BEVER,PULP5,0.08,0,0
2968903,GB,AT,BEVER,PAPER,0.03,0,0
2968904,GB,AT,BEVER,PLAST,2.92,0,0
2968905,GB,AT,BEVER,CHEM1,0.89,0,0
2968906,GB,AT,BEVER,BIOGA,0.07,0,0
2968907,GB,AT,BEVER,BIODI,0.02,0,0
2968908,GB,AT,BEVER,RUBBE,0.03,0,0
2968909,GB,AT,BEVER,MACHI,0.01,0,0
2968910,GB,AT,BEVER,SECO9,0.05,0,0
2968911,GB,AT,BEVER,CONST,0.1,0,0
2968912,GB,AT,BEVER,SALEM,0.02,0,0
2968913,GB,AT,BEVER,WHOLE,0.34,0,0
2968914,GB,AT,BEVER,RETA1,1.53,0,0
2968915,GB,AT,BEVER,HOTEL,14.72,0,0
2968916,GB,AT,BEVER,RAILW,0.1,0,0
2968917,GB,AT,BEVER,LANDT,1.0,0,0
2968918,GB,AT,BEVER,TRAN2,0.05,0,0
2968919,GB,AT,BEVER,SEACO,0.02,0,0
2968920,GB,AT,BEVER,INLAN,0.27,0,0
2968921,GB,AT,BEVER,AIRTR,0.01,0,0
2968922,GB,AT,BEVER,SUPPO,0.03,0,0
2968923,GB,AT,BEVER,FINAN,0.09,0,0
2968924,GB,AT,BEVER,INSUR,0.09,0,0
2968925,GB,AT,BEVER,REALE,0.05,0,0
2968926,GB,AT,BEVER,RENTI,0.1,0,0
2968927,GB,AT,BEVER,COMPU,0.05,0,0
2968928,GB,AT,BEVER,RESEA,0.07,0,0
2968929,GB,AT,BEVER,BUSIN,0.2,0,0
2968930,GB,AT,BEVER,PUBLI,0.37,0,0
2968931,GB,AT,BEVER,EDUCA,1.12,0,0
2968932,GB,AT,BEVER,HEALT,3.09,0,0
2968933,GB,AT,BEVER,RECRE,0.21,0,0
2968934,GB,AT,BEVER,93197,0.41,0,0
2968935,GB,AT,FISH5,FOOD5,0.14,0,0
2968936,GB,AT,FISH5,BEVER,0.05,0,0
2968937,GB,AT,FISH5,LEATH,0.02,0,0
2968938,GB,AT,FISH5,PLAST,0.05,0,0
2968939,GB,AT,FISH5,CHEM1,0.01,0,0
2968940,GB,AT,FISH5,RETA1,0.02,0,0
2968941,GB,AT,FISH5,HOTEL,0.18,0,0
2968942,GB,AT,FISH5,LANDT,0.01,0,0
2968943,GB,AT,FISH5,EDUCA,0.01,0,0
2968944,GB,AT,FISH5,HEALT,0.04,0,0
2968945,GB,AT,TEXTI,CEREA,0.02,0,0
2968946,GB,AT,TEXTI,VEGET,0.07,0,0
2968947,GB,AT,TEXTI,CATTL,0.03,0,0
2968948,GB,AT,TEXTI,PIGS9,0.02,0,0
2968949,GB,AT,TEXTI,POULT,0.02,0,0
2968950,GB,AT,TEXTI,RAWMI,0.05,0,0
2968951,GB,AT,TEXTI,SANDC,0.02,0,0
2968952,GB,AT,TEXTI,TEXTI,0.07,0,0
2968953,GB,AT,TEXTI,WEARI,1.55,0,0
2968954,GB,AT,TEXTI,LEATH,0.05,0,0
2968955,GB,AT,TEXTI,PULP5,0.07,0,0
2968956,GB,AT,TEXTI,PAPER,0.09,0,0
2968957,GB,AT,TEXTI,RUBBE,0.9,0,0
2968958,GB,AT,TEXTI,GLASS,0.04,0,0
2968959,GB,AT,TEXTI,CERAM,0.01,0,0
2968960,GB,AT,TEXTI,BRICK,0.02,0,0
2968961,GB,AT,TEXTI,CEMEN,0.33,0,0
2968962,GB,AT,TEXTI,NONME,0.09,0,0
2968963,GB,AT,TEXTI,PREC1,0.03,0,0
2968964,GB,AT,TEXTI,NONF1,0.01,0,0
2968965,GB,AT,TEXTI,FABRI,0.01,0,0
2968966,GB,AT,TEXTI,MACHI,0.11,0,0
2968967,GB,AT,TEXTI,MOTO1,0.56,0,0
2968968,GB,AT,TEXTI,TRANS,0.01,0,0
2968969,GB,AT,TEXTI,SECO9,0.01,0,0
2968970,GB,AT,TEXTI,CONST,0.11,0,0
2968971,GB,AT,TEXTI,SALEM,0.08,0,0
2968972,GB,AT,TEXTI,RETAI,0.01,0,0
2968973,GB,AT,TEXTI,WHOLE,0.12,0,0
2968974,GB,AT,TEXTI,RETA1,0.15,0,0
2968975,GB,AT,TEXTI,HOTEL,0.58,0,0
2968976,GB,AT,TEXTI,LANDT,0.03,0,0
2968977,GB,AT,TEXTI,TRAN2,0.03,0,0
2968978,GB,AT,TEXTI,FINAN,0.27,0,0
2968979,GB,AT,TEXTI,INSUR,0.07,0,0
2968980,GB,AT,TEXTI,AUXIL,0.04,0,0
2968981,GB,AT,TEXTI,REALE,0.03,0,0
2968982,GB,AT,TEXTI,RENTI,0.04,0,0
2968983,GB,AT,TEXTI,COMPU,0.01,0,0
2968984,GB,AT,TEXTI,RESEA,0.09,0,0
2968985,GB,AT,TEXTI,BUSIN,0.11,0,0
2968986,GB,AT,TEXTI,PUBLI,0.19,0,0
2968987,GB,AT,TEXTI,EDUCA,0.16,0,0
2968988,GB,AT,TEXTI,HEALT,0.09,0,0
2968989,GB,AT,TEXTI,INTER,0.02,0,0
2968990,GB,AT,TEXTI,MEMBE,0.03,0,0
2968991,GB,AT,TEXTI,93197,0.39,0,0
2968992,GB,AT,WEARI,TEXTI,0.02,0,0
2968993,GB,AT,WEARI,WEARI,0.15,0,0
2968994,GB,AT,WEARI,PULP5,0.01,0,0
2968995,GB,AT,WEARI,MACHI,0.01,0,0
2968996,GB,AT,WEARI,CONST,0.05,0,0
2968997,GB,AT,WEARI,SALEM,0.02,0,0
2968998,GB,AT,WEARI,WHOLE,0.03,0,0
2968999,GB,AT,WEARI,RETA1,0.06,0,0
2969000,GB,AT,WEARI,HOTEL,0.02,0,0
2969001,GB,AT,WEARI,LANDT,0.03,0,0
2969002,GB,AT,WEARI,FINAN,0.05,0,0
2969003,GB,AT,WEARI,REALE,0.05,0,0
2969004,GB,AT,WEARI,RENTI,0.03,0,0
2969005,GB,AT,WEARI,RESEA,0.06,0,0
2969006,GB,AT,WEARI,BUSIN,0.03,0,0
