trade_id,region1,region2,industry1,industry2,amount
2508,IT,IT,CONST,CONST,32755.93
17482,IT,IT,WHOLE,WHOLE,22807.03
5091,IT,IT,FABRI,FABRI,19630.12
8224,IT,IT,LANDT,LANDT,18417.20
8187,IT,IT,LANDT,DIST1,17831.46
8881,IT,IT,MACHI,MACHI,16051.11
12172,IT,IT,PLAST,RUBBE,14264.32
5073,IT,IT,FABRI,CONST,12857.21
1517,IT,IT,CEMEN,CONST,11785.51
17385,IT,IT,WHOLE,FOOD5,11649.89
17407,IT,IT,WHOLE,MACHI,11580.16
3183,IT,IT,DIST1,ELEC2,11334.52
571,IT,IT,AUXIL,INSUR,11263.06
13160,IT,IT,PULP5,PAPER,10955.51
691,IT,IT,BASIC,BASIC,10611.01
5128,IT,IT,FABRI,MOTO1,10309.39
12154,IT,IT,PLAST,PLAST,9607.58
1346,IT,IT,BUSIN,FOOD5,9436.58
16287,IT,IT,TEXTI,TEXTI,8921.95
6256,IT,IT,FOOD5,FOOD5,8357.66
13505,IT,IT,RAWMI,DAIRY,7778.79
1308,IT,IT,BUSIN,BUSIN,7619.65
8512,IT,IT,LEATH,LEATH,7373.48
14624,IT,IT,RUBBE,RUBBE,7270.80
16294,IT,IT,TEXTI,WEARI,7184.99
512,IT,IT,AUXIL,AUXIL,7093.85
13596,IT,IT,REALE,HOTEL,6855.31
8208,IT,IT,LANDT,FOOD5,6643.34
1320,IT,IT,BUSIN,CONST,6382.27
17353,IT,IT,WHOLE,CHEM1,6131.35
3178,IT,IT,DIST1,DISTR,5931.42
5329,IT,IT,FINAN,REALE,5886.22
3334,IT,IT,DISTR,DISTR,5195.99
14143,IT,IT,RESEA,MOTO1,5183.99
3059,IT,IT,DAIRY,DAIRY,5171.10
14083,IT,IT,RESEA,CHEM1,5156.09
14204,IT,IT,RESEA,TRANS,5148.83
13561,IT,IT,REALE,CONST,4992.21
5252,IT,IT,FINAN,FINAN,4966.24
1369,IT,IT,BUSIN,MACHI,4900.58
17456,IT,IT,WHOLE,RETA1,4717.62
2352,IT,IT,COMPU,COMPU,4661.69
13456,IT,IT,RAILW,RAILW,4657.98
9958,IT,IT,NATUR,ELEC2,4657.37
9672,IT,IT,MOTO1,SALEM,4640.50
9632,IT,IT,MOTO1,MOTO1,4586.54
5233,IT,IT,FINAN,CONST,4448.39
17223,IT,IT,WEARI,WEARI,4103.52
12074,IT,IT,PLAST,CHEM1,3977.77
757,IT,IT,BASIC,MACHI,3959.91
5324,IT,IT,FINAN,PUBLI,3945.24
727,IT,IT,BASIC,FABRI,3936.23
14136,IT,IT,RESEA,MACHI,3828.18
12830,IT,IT,PRIVA,PRIVA,3826.82
7268,IT,IT,HEALT,HEALT,3736.21
2661,IT,IT,COPP1,COPP1,3724.97
17930,IT,IT,WOODW,WOODW,3706.83
5271,IT,IT,FINAN,INSUR,3679.90
13908,IT,IT,RENTI,AIRTR,3655.13
5335,IT,IT,FINAN,RETA1,3612.48
14523,IT,IT,RUBBE,CONST,3571.72
17347,IT,IT,WHOLE,BUSIN,3383.48
1338,IT,IT,BUSIN,FABRI,3382.04
17335,IT,IT,WHOLE,AIRTR,3328.77
8162,IT,IT,LANDT,BEVER,3313.13
16697,IT,IT,TRANS,TRANS,3267.56
8834,IT,IT,MACHI,CONST,3259.30
8265,IT,IT,LANDT,PLAST,3220.69
1376,IT,IT,BUSIN,MOTO1,3170.97
16567,IT,IT,TRAN2,TRAN2,3166.13
17471,IT,IT,WHOLE,TEXTI,3158.76
13703,IT,IT,RECRE,BUSIN,3114.43
16860,IT,IT,VEGET,FOOD5,3106.93
4034,IT,IT,ELEC2,DISTR,3099.01
13982,IT,IT,RENTI,MACHI,3079.88
17342,IT,IT,WHOLE,BEVER,3069.22
1319,IT,IT,BUSIN,COMPU,3045.59
8230,IT,IT,LANDT,MACHI,3007.63
1508,IT,IT,CEMEN,CEMEN,2936.96
8295,IT,IT,LANDT,SUPPO,2917.11
552,IT,IT,AUXIL,FINAN,2908.73
14579,IT,IT,RUBBE,MOTO1,2884.06
17814,IT,IT,WOODW,CONST,2880.74
6627,IT,IT,FOUND,BASIC,2858.27
5268,IT,IT,FINAN,HOTEL,2823.65
13976,IT,IT,RENTI,LANDT,2720.36
8888,IT,IT,MACHI,MOTO1,2717.75
6264,IT,IT,FOOD5,HOTEL,2697.64
15769,IT,IT,SUPPO,LANDT,2695.80
2967,IT,IT,CRUDE,MOTOR,2659.05
2941,IT,IT,CRUDE,GASDI,2653.63
12836,IT,IT,PRIVA,REALE,2618.47
14038,IT,IT,RENTI,SEACO,2564.80
12545,IT,IT,PREC1,PREC1,2514.00
17439,IT,IT,WHOLE,PLAST,2469.76
5259,IT,IT,FINAN,FOOD5,2469.17
13969,IT,IT,RENTI,HOTEL,2443.12
1472,IT,IT,CATTL,MEATC,2418.75
15831,IT,IT,SUPPO,SEACO,2408.25
11727,IT,IT,PIGS9,MEATP,2394.92
8283,IT,IT,LANDT,RETA1,2370.61
17411,IT,IT,WHOLE,MEATC,2345.75
5282,IT,IT,FINAN,MACHI,2343.57
13609,IT,IT,REALE,MACHI,2284.66
1314,IT,IT,BUSIN,CHEM1,2272.44
5361,IT,IT,FINAN,WHOLE,2239.88
894,IT,IT,BEVER,HOTEL,2165.85
3198,IT,IT,DIST1,FOOD5,2093.71
3271,IT,IT,DIST1,RETA1,2091.64
5416,IT,IT,FISH5,HOTEL,2091.36
