trade_id,region1,region2,industry1,industry2,amount,total_resources_value,resources_count
3959086,IN,IN,PADDY,PADDY,67079.46,0,0
3959087,IN,IN,PADDY,WHEAT,155.51,0,0
3959088,IN,IN,PADDY,CEREA,112.93,0,0
3959089,IN,IN,PADDY,VEGET,13.33,0,0
3959090,IN,IN,PADDY,SUGAR,236.3,0,0
3959091,IN,IN,PADDY,CROPS,3836.09,0,0
3959092,IN,IN,PADDY,CATTL,0.01,0,0
3959093,IN,IN,PADDY,PIGS9,0.02,0,0
3959094,IN,IN,PADDY,POULT,3616.51,0,0
3959095,IN,IN,PADDY,MEATA,0.02,0,0
3959096,IN,IN,PADDY,ANIMA,0.2,0,0
3959097,IN,IN,PADDY,FISHF,0.46,0,0
3959098,IN,IN,PADDY,MEATC,1183.36,0,0
3959099,IN,IN,PADDY,MEATP,0.41,0,0
3959100,IN,IN,PADDY,MEAT1,2.99,0,0
3959101,IN,IN,PADDY,MEAT4,8.22,0,0
3959102,IN,IN,PADDY,VEGE1,3213.81,0,0
3959103,IN,IN,PADDY,DAIRY,34.12,0,0
3959104,IN,IN,PADDY,PROCE,4200.65,0,0
3959105,IN,IN,PADDY,SUGA1,3.47,0,0
3959106,IN,IN,PADDY,FOOD5,314.66,0,0
3959107,IN,IN,PADDY,BEVER,117.05,0,0
3959108,IN,IN,PADDY,TOBAC,11.87,0,0
3959109,IN,IN,PADDY,TEXTI,0.07,0,0
3959110,IN,IN,PADDY,WEARI,0.01,0,0
3959111,IN,IN,PADDY,LEATH,0.01,0,0
3959112,IN,IN,PADDY,WOODW,0.01,0,0
3959113,IN,IN,PADDY,PULP5,0.01,0,0
3959114,IN,IN,PADDY,PAPER,1.33,0,0
3959115,IN,IN,PADDY,PRINT,0.05,0,0
3959116,IN,IN,PADDY,PLAST,0.2,0,0
3959117,IN,IN,PADDY,PFERT,0.16,0,0
3959118,IN,IN,PADDY,CHEM1,19.36,0,0
3959119,IN,IN,PADDY,BIOGA,1.09,0,0
3959120,IN,IN,PADDY,RUBBE,0.04,0,0
3959121,IN,IN,PADDY,GLASS,0.02,0,0
3959122,IN,IN,PADDY,NONME,0.01,0,0
3959123,IN,IN,PADDY,PREC1,0.01,0,0
3959124,IN,IN,PADDY,FABRI,0.47,0,0
3959125,IN,IN,PADDY,OFFIC,0.03,0,0
3959126,IN,IN,PADDY,ELECT,0.11,0,0
3959127,IN,IN,PADDY,FURNI,2.79,0,0
3959128,IN,IN,PADDY,ELEC4,0.04,0,0
3959129,IN,IN,PADDY,CONST,0.09,0,0
3959130,IN,IN,PADDY,SALEM,0.04,0,0
3959131,IN,IN,PADDY,WHOLE,0.16,0,0
3959132,IN,IN,PADDY,RETA1,0.12,0,0
3959133,IN,IN,PADDY,HOTEL,287.52,0,0
3959134,IN,IN,PADDY,REALE,0.01,0,0
3959135,IN,IN,PADDY,RESEA,9.14,0,0
3959136,IN,IN,PADDY,BUSIN,0.02,0,0
3959137,IN,IN,PADDY,EDUCA,15.4,0,0
3959138,IN,IN,PADDY,HEALT,31.72,0,0
3959139,IN,IN,WHEAT,PADDY,10.22,0,0
3959140,IN,IN,WHEAT,WHEAT,4525.16,0,0
3959141,IN,IN,WHEAT,CEREA,120.21,0,0
3959142,IN,IN,WHEAT,VEGET,7.73,0,0
3959143,IN,IN,WHEAT,SUGAR,26.9,0,0
3959144,IN,IN,WHEAT,CROPS,56.99,0,0
3959145,IN,IN,WHEAT,CATTL,2.61,0,0
3959146,IN,IN,WHEAT,PIGS9,0.06,0,0
3959147,IN,IN,WHEAT,MEATA,2.52,0,0
3959148,IN,IN,WHEAT,ANIMA,28.27,0,0
3959149,IN,IN,WHEAT,RAWMI,28.83,0,0
3959150,IN,IN,WHEAT,WOOLS,0.03,0,0
3959151,IN,IN,WHEAT,MEATC,1.24,0,0
3959152,IN,IN,WHEAT,MEATP,0.05,0,0
3959153,IN,IN,WHEAT,MEAT1,0.34,0,0
3959154,IN,IN,WHEAT,MEAT4,0.95,0,0
3959155,IN,IN,WHEAT,VEGE1,11.43,0,0
3959156,IN,IN,WHEAT,DAIRY,3.94,0,0
3959157,IN,IN,WHEAT,PROCE,16.57,0,0
3959158,IN,IN,WHEAT,SUGA1,4.47,0,0
3959159,IN,IN,WHEAT,FOOD5,4389.1,0,0
3959160,IN,IN,WHEAT,BEVER,10.95,0,0
3959161,IN,IN,WHEAT,FISH5,0.02,0,0
3959162,IN,IN,WHEAT,TOBAC,0.01,0,0
3959163,IN,IN,WHEAT,TEXTI,0.14,0,0
3959164,IN,IN,WHEAT,WEARI,0.05,0,0
3959165,IN,IN,WHEAT,LEATH,0.01,0,0
3959166,IN,IN,WHEAT,WOODW,0.24,0,0
3959167,IN,IN,WHEAT,PULP5,0.01,0,0
3959168,IN,IN,WHEAT,PAPER,1.44,0,0
3959169,IN,IN,WHEAT,PRINT,5.56,0,0
3959170,IN,IN,WHEAT,KEROS,0.02,0,0
3959171,IN,IN,WHEAT,HEAVY,0.01,0,0
3959172,IN,IN,WHEAT,LIQUE,0.02,0,0
3959173,IN,IN,WHEAT,PLAST,0.11,0,0
3959174,IN,IN,WHEAT,NFERT,0.11,0,0
3959175,IN,IN,WHEAT,PFERT,0.49,0,0
3959176,IN,IN,WHEAT,CHEM1,15.88,0,0
3959177,IN,IN,WHEAT,CHARC,0.11,0,0
3959178,IN,IN,WHEAT,BIOGA,0.69,0,0
3959179,IN,IN,WHEAT,BIODI,0.02,0,0
3959180,IN,IN,WHEAT,RUBBE,0.23,0,0
3959181,IN,IN,WHEAT,GLASS,0.03,0,0
3959182,IN,IN,WHEAT,NONME,0.02,0,0
3959183,IN,IN,WHEAT,PREC1,0.02,0,0
3959184,IN,IN,WHEAT,ALUM1,0.01,0,0
3959185,IN,IN,WHEAT,COPP1,0.01,0,0
3959186,IN,IN,WHEAT,FABRI,0.37,0,0
3959187,IN,IN,WHEAT,OFFIC,0.02,0,0
3959188,IN,IN,WHEAT,ELECT,0.09,0,0
3959189,IN,IN,WHEAT,FURNI,2.27,0,0
3959190,IN,IN,WHEAT,CONST,0.02,0,0
3959191,IN,IN,WHEAT,WHOLE,0.02,0,0
3959192,IN,IN,WHEAT,RETA1,0.01,0,0
3959193,IN,IN,WHEAT,HOTEL,380.24,0,0
3959194,IN,IN,WHEAT,REALE,0.01,0,0
3959195,IN,IN,WHEAT,RESEA,14.17,0,0
3959196,IN,IN,WHEAT,BUSIN,0.09,0,0
3959197,IN,IN,WHEAT,EDUCA,23.88,0,0
3959198,IN,IN,WHEAT,HEALT,14.01,0,0
3959199,IN,IN,WHEAT,MEMBE,0.01,0,0
3959200,IN,IN,WHEAT,PRIVA,0.01,0,0
3959201,IN,IN,CEREA,PADDY,67.91,0,0
3959202,IN,IN,CEREA,WHEAT,59.81,0,0
3959203,IN,IN,CEREA,CEREA,3531.35,0,0
3959204,IN,IN,CEREA,VEGET,0.13,0,0
3959205,IN,IN,CEREA,SUGAR,27.93,0,0
3959206,IN,IN,CEREA,CROPS,59.17,0,0
3959207,IN,IN,CEREA,CATTL,36.01,0,0
3959208,IN,IN,CEREA,PIGS9,0.27,0,0
3959209,IN,IN,CEREA,POULT,250.67,0,0
3959210,IN,IN,CEREA,MEATA,53.65,0,0
3959211,IN,IN,CEREA,ANIMA,119.6,0,0
3959212,IN,IN,CEREA,RAWMI,370.87,0,0
3959213,IN,IN,CEREA,WOOLS,6.42,0,0
3959214,IN,IN,CEREA,MEATC,1.13,0,0
3959215,IN,IN,CEREA,MEATP,0.04,0,0
3959216,IN,IN,CEREA,MEAT1,0.31,0,0
