trade_id,region1,region2,industry1,industry2,amount,total_employment_value,employment_count
128574,WM,CN,CRUDE,MOTOR,68239.54,0,0
128567,WM,CN,CRUDE,GASDI,54028.1,0,0
118516,WA,CN,VEGET,FOOD5,30517.59,0,0
128570,WM,CN,CRUDE,KEROS,26701.2,0,0
25649,DE,CN,MOTO1,MOTO1,22844.12,0,0
128571,WM,CN,CRUDE,LIQUE,22487.36,0,0
128575,WM,CN,CRUDE,NAPHT,19634.77,0,0
117106,WA,CN,PLAST,RUBBE,17277.1,0,0
94602,RU,CN,CRUDE,MOTOR,15820.36,0,0
110994,US,CN,OILSE,PLAST,15021.65,0,0
122028,WF,CN,CRUDE,MOTOR,14310.18,0,0
116789,WA,CN,OFFIC,OFFIC,14036.43,0,0
108526,US,CN,CEREA,FOOD5,13609.68,0,0
71539,KR,CN,PLAST,RUBBE,13459.05,0,0
118551,WA,CN,VEGET,VEGET,13129.77,0,0
13041,BR,CN,OILSE,PLAST,12782.43,0,0
112845,WA,CN,BASIC,CONST,12600.54,0,0
128568,WM,CN,CRUDE,HEAVY,12565.06,0,0
94595,RU,CN,CRUDE,GASDI,12525.64,0,0
122021,WF,CN,CRUDE,GASDI,11329.97,0,0
11796,BR,CN,CRUDE,MOTOR,10962.4,0,0
66864,JP,CN,MOTO1,MOTO1,10383.93,0,0
51134,ID,CN,BITUM,ELEC1,10211.05,0,0
71788,KR,CN,RADIO,OFFIC,10039.18,0,0
125349,WL,CN,COPP1,CONST,9371.77,0,0
112827,WA,CN,BASIC,BASIC,8799.93,0,0
11789,BR,CN,CRUDE,GASDI,8679.39,0,0
130668,WM,CN,PLAST,RUBBE,8556.74,0,0
67650,JP,CN,RADIO,OFFIC,8032.48,0,0
115669,WA,CN,LANDT,CONST,7948.01,0,0
116521,WA,CN,NATUR,PFERT,7944.94,0,0
126383,WL,CN,MEATC,HOTEL,7562.84,0,0
110613,US,CN,MOTO1,MOTO1,7441.63,0,0
111229,US,CN,PLAST,RUBBE,7328.51,0,0
113081,WA,CN,BITUM,ELEC1,7171.57,0,0
116371,WA,CN,MOTOR,LANDT,7017.18,0,0
67356,JP,CN,PLAST,RUBBE,6974.33,0,0
128576,WM,CN,CRUDE,NONSP,6689.42,0,0
116483,WA,CN,NATUR,ELEC2,6680.29,0,0
50968,ID,CN,BASIC,CONST,6294.13,0,0
94598,RU,CN,CRUDE,KEROS,6190.29,0,0
12708,BR,CN,MEATC,HOTEL,6155.95,0,0
127938,WM,CN,BASIC,CONST,5684.63,0,0
113294,WA,CN,CEMEN,CONST,5671.31,0,0
122024,WF,CN,CRUDE,KEROS,5599.38,0,0
118271,WA,CN,TEXTI,TEXTI,5561.15,0,0
113809,WA,CN,CROPS,FOOD5,5422.63,0,0
19193,CH,CN,PREC1,PREC1,5390.5,0,0
64603,JP,CN,BASIC,CONST,5342.65,0,0
117566,WA,CN,RADIO,OFFIC,5231.47,0,0
94599,RU,CN,CRUDE,LIQUE,5213.37,0,0
108585,US,CN,CHEM1,HEALT,5027.96,0,0
25417,DE,CN,MACHI,BASIC,5007.88,0,0
118523,WA,CN,VEGET,HOTEL,4897.88,0,0
110983,US,CN,OILSE,HOTEL,4858.56,0,0
129836,WM,CN,LIQUE,PFERT,4828.83,0,0
71801,KR,CN,RADIO,RADIO,4804.1,0,0
108895,US,CN,CRUDE,MOTOR,4776.7,0,0
84560,NO,CN,CRUDE,MOTOR,4754.98,0,0
69436,KR,CN,COPP1,CONST,4727.55,0,0
122025,WF,CN,CRUDE,LIQUE,4715.72,0,0
113860,WA,CN,CRUDE,MOTOR,4693.01,0,0
112852,WA,CN,BASIC,FABRI,4558.21,0,0
94603,RU,CN,CRUDE,NAPHT,4552.04,0,0
113767,WA,CN,COPP1,CONST,4519.56,0,0
71760,KR,CN,RADIO,ELECT,4503.17,0,0
64982,JP,CN,CHEM1,HEALT,4457.94,0,0
108530,US,CN,CEREA,POULT,4454.56,0,0
50952,ID,CN,BASIC,BASIC,4395.68,0,0
71032,KR,CN,MOTOR,LANDT,4375.96,0,0
65275,JP,CN,COPP1,CONST,4351.62,0,0
108308,US,CN,BITUM,ELEC1,4331.16,0,0
11792,BR,CN,CRUDE,KEROS,4289.44,0,0
118276,WA,CN,TEXTI,WEARI,4281.74,0,0
116007,WA,CN,MEATC,HOTEL,4245.21,0,0
118208,WA,CN,SUPPO,WHOLE,4186.51,0,0
25437,DE,CN,MACHI,CONST,4153.34,0,0
65410,JP,CN,ELECT,CONST,4146.6,0,0
13031,BR,CN,OILSE,HOTEL,4134.31,0,0
116540,WA,CN,NATUR,STEAM,4124.98,0,0
122029,WF,CN,CRUDE,NAPHT,4117.51,0,0
68846,KR,CN,BASIC,CONST,4061.58,0,0
33101,ES,CN,MEATP,MEATP,4045.11,0,0
127922,WM,CN,BASIC,BASIC,3970.02,0,0
71318,KR,CN,OFFIC,OFFIC,3904.94,0,0
67663,JP,CN,RADIO,RADIO,3843.82,0,0
94125,RU,CN,BITUM,ELEC1,3824.07,0,0
108889,US,CN,CRUDE,GASDI,3781.92,0,0
69175,KR,CN,CHEM1,HEALT,3767.81,0,0
84554,NO,CN,CRUDE,GASDI,3764.71,0,0
108641,US,CN,CHEM1,RESEA,3747.18,0,0
64587,JP,CN,BASIC,BASIC,3731.19,0,0
116485,WA,CN,NATUR,FABRI,3717.31,0,0
113854,WA,CN,CRUDE,GASDI,3715.65,0,0
108624,US,CN,CHEM1,PLAST,3714.82,0,0
128564,WM,CN,CRUDE,BITU1,3680.03,0,0
53247,ID,CN,PULP5,PAPER,3656.77,0,0
115986,WA,CN,MEAT4,WEARI,3619.33,0,0
11793,BR,CN,CRUDE,LIQUE,3612.5,0,0
67623,JP,CN,RADIO,ELECT,3603.04,0,0
114782,WA,CN,FISHF,FISH5,3560.27,0,0
116523,WA,CN,NATUR,PLAST,3443.91,0,0
126381,WL,CN,MEATC,FOOD5,3420.4,0,0
127541,WL,CN,VEGET,FOOD5,3379.69,0,0
110990,US,CN,OILSE,OILSE,3342.34,0,0
65038,JP,CN,CHEM1,RESEA,3322.37,0,0
25454,DE,CN,MACHI,FABRI,3309.71,0,0
65021,JP,CN,CHEM1,PLAST,3293.67,0,0
125432,WL,CN,CRUDE,MOTOR,3249.83,0,0
43714,GB,CN,MOTO1,MOTO1,3231.83,0,0
115662,WA,CN,KEROS,AIRTR,3225.57,0,0
130214,WM,CN,NATU1,MOTOR,3186.68,0,0
29542,DK,CN,SEACO,CONST,3167.25,0,0
11797,BR,CN,CRUDE,NAPHT,3154.25,0,0
108555,US,CN,CHEM1,CHEM1,3110.27,0,0
118734,WA,CN,WOODW,CONST,3080.23,0,0
28942,DK,CN,MEATP,MEATP,3005.16,0,0
68109,JP,CN,SEACO,CONST,2967.56,0,0
126674,WL,CN,OILSE,PLAST,2962.03,0,0
12729,BR,CN,MEATP,MEATP,2943.33,0,0
94596,RU,CN,CRUDE,HEAVY,2913.03,0,0
115077,WA,CN,GASDI,LANDT,2889.65,0,0
125352,WL,CN,COPP1,ELECT,2854.97,0,0
116272,WA,CN,MOTO1,MOTO1,2852.59,0,0
13037,BR,CN,OILSE,OILSE,2844.11,0,0
68831,KR,CN,BASIC,BASIC,2836.52,0,0
128569,WM,CN,CRUDE,KERO1,2815.76,0,0
69230,KR,CN,CHEM1,RESEA,2808.03,0,0
12706,BR,CN,MEATC,FOOD5,2784.12,0,0
69214,KR,CN,CHEM1,PLAST,2783.78,0,0
114928,WA,CN,FURNI,BASIC,2758.09,0,0
125350,WL,CN,COPP1,COPP1,2757.87,0,0
64952,JP,CN,CHEM1,CHEM1,2757.66,0,0
111457,US,CN,PULP5,PAPER,2747.75,0,0
108650,US,CN,CHEM1,TEXTI,2739.3,0,0
108621,US,CN,CHEM1,PFERT,2731.0,0,0
116462,WA,CN,NATUR,BASIC,2729.79,0,0
113434,WA,CN,CHEM1,HEALT,2709.65,0,0
118263,WA,CN,TEXTI,RESEA,2672.49,0,0
109949,US,CN,HOTEL,PUBLI,2661.31,0,0
122022,WF,CN,CRUDE,HEAVY,2634.96,0,0
115126,WA,CN,GASDI,SUGAR,2621.12,0,0
111007,US,CN,OILSE,TEXTI,2575.72,0,0
125426,WL,CN,CRUDE,GASDI,2573.02,0,0
116748,WA,CN,OFFIC,EDUCA,2541.51,0,0
116472,WA,CN,NATUR,CERAM,2538.81,0,0
114855,WA,CN,FOOD5,POULT,2536.76,0,0
67985,JP,CN,RUBBE,CONST,2531.34,0,0
130208,WM,CN,NATU1,GASDI,2523.03,0,0
116803,WA,CN,OFFIC,PUBLI,2521.51,0,0
117579,WA,CN,RADIO,RADIO,2503.44,0,0
110429,US,CN,MEATC,HOTEL,2474.98,0,0
115976,WA,CN,MEAT4,MEAT4,2441.14,0,0
6031,AU,CN,WOOLS,RETAI,2440.24,0,0
16653,CA,CN,PULP5,PAPER,2439.89,0,0
123668,WF,CN,OILSE,PLAST,2430.09,0,0
