trade_id,industry_imports_total,source_share,import_intensity,supplier_count,import_concentration_hhi
52155,56.37,0.038141,0.000178,42,0.03998
52156,101.31,9.9e-05,0.00032,47,0.011747
52157,199.78,0.003554,0.000631,45,0.045181
52158,164.75,0.002246,0.00052,48,0.023264
52159,160.36,0.000312,0.000507,46,0.035789
52160,143.37,0.000837,0.000453,46,0.094488
52161,11.76,0.00085,3.7e-05,39,0.066925
52162,263.72,0.00091,0.000833,45,0.059176
52163,592.07,0.010877,0.00187,46,0.115139
52164,1448.98,0.001111,0.004577,48,0.17931
52165,1243.08,0.00107,0.003927,48,0.012205
52166,506.17,0.000494,0.001599,48,0.031947
52167,283.53,0.007195,0.000896,48,0.015961
52168,1303.44,0.000614,0.004118,48,0.152304
52169,3232.98,0.000359,0.010213,48,0.052253
52170,224.52,0.003118,0.000709,48,0.011937
52171,353.13,0.000283,0.001116,45,0.375552
52172,12304.95,0.004879,0.038871,48,0.009924
52173,3983.72,0.002026,0.012584,48,0.008959
52174,1809.66,1.7e-05,0.005717,48,0.009173
52175,4564.27,0.000136,0.014418,48,0.014994
52176,3631.38,8.3e-05,0.011471,48,0.025549
52177,654.82,3.1e-05,0.002069,48,0.017821
52178,5462.72,4e-06,0.017257,48,0.023272
52179,5985.99,0.000317,0.01891,48,0.059636
52180,163.89,0.005614,0.000518,47,0.034758
52181,24878.85,8e-06,0.078591,48,0.195037
52182,13966.22,1.7e-05,0.044119,48,0.033545
52183,1344.26,7e-06,0.004246,48,0.011805
52184,917.28,2.2e-05,0.002898,48,0.019701
52185,1794.52,2.2e-05,0.005669,48,0.012821
52186,829.47,1.2e-05,0.00262,48,0.011121
52187,10437.77,1e-06,0.032973,48,0.026677
52188,1184.01,0.00022,0.00374,48,0.010856
52189,12263.62,1.9e-05,0.03874,48,0.008089
52190,28112.0,5e-06,0.088805,48,0.022959
52191,134.33,0.000372,0.000424,48,0.016367
52192,8910.25,6e-06,0.028147,48,0.011226
52193,7528.85,0.000218,0.023783,48,0.007593
52194,804.02,1.2e-05,0.00254,44,0.292925
52195,1251.72,0.000144,0.003954,48,0.347162
52196,1556.59,0.012129,0.004917,48,0.132953
52197,7675.24,1.3e-05,0.024246,48,0.02965
52198,8350.47,0.000104,0.026379,48,0.007248
52199,4748.86,0.000109,0.015001,48,0.008102
52200,3089.6,4.5e-05,0.00976,48,0.009161
52201,461.61,2.2e-05,0.001458,48,0.032978
52202,2698.5,4e-06,0.008524,48,0.009284
52203,4673.49,1.7e-05,0.014763,48,0.011132
52204,1935.08,0.00032,0.006113,48,0.189821
52205,1903.18,4.2e-05,0.006012,48,0.07742
52206,3304.69,4.5e-05,0.010439,48,0.010816
52207,5526.45,1.6e-05,0.017458,48,0.021809
52208,6946.8,8.2e-05,0.021945,48,0.014342
52209,6267.15,0.000479,0.019798,48,0.015876
52210,697.06,5.7e-05,0.002202,48,0.017291
52211,55.09,0.009076,0.000174,43,0.108673
52212,199.78,0.037041,0.000631,45,0.045181
52213,164.75,0.021184,0.00052,48,0.023264
52214,160.36,0.021764,0.000507,46,0.035789
52215,143.37,0.007882,0.000453,46,0.094488
52216,11.76,0.038265,3.7e-05,39,0.066925
52217,263.72,0.022903,0.000833,45,0.059176
52218,1448.98,0.00109,0.004577,48,0.17931
52219,1243.08,0.001046,0.003927,48,0.012205
52220,506.17,0.000494,0.001599,48,0.031947
52221,283.53,0.007019,0.000896,48,0.015961
52222,1303.44,0.000606,0.004118,48,0.152304
52223,3232.98,0.000353,0.010213,48,0.052253
52224,224.52,0.003029,0.000709,48,0.011937
52225,353.13,0.000283,0.001116,45,0.375552
52226,12304.95,0.00477,0.038871,48,0.009924
52227,3983.72,0.001976,0.012584,48,0.008959
52228,1809.66,6.1e-05,0.005717,48,0.009173
52229,4564.27,7e-06,0.014418,48,0.014994
52230,3680.45,1.4e-05,0.011626,48,0.02025
52231,3631.38,0.000193,0.011471,48,0.025549
52232,654.82,4.6e-05,0.002069,48,0.017821
52233,5462.72,7e-06,0.017257,48,0.023272
52234,5985.99,0.00021,0.01891,48,0.059636
52235,24878.85,6e-06,0.078591,48,0.195037
52236,13966.22,7.1e-05,0.044119,48,0.033545
52237,1344.26,2.2e-05,0.004246,48,0.011805
52238,917.28,5.5e-05,0.002898,48,0.019701
52239,213.48,4.7e-05,0.000674,48,0.010671
52240,1794.52,5e-05,0.005669,48,0.012821
52241,829.47,3.6e-05,0.00262,48,0.011121
52242,10437.77,6e-06,0.032973,48,0.026677
52243,1184.01,0.001453,0.00374,48,0.010856
52244,2884.93,1.4e-05,0.009113,48,0.012846
52245,2492.25,8e-06,0.007873,48,0.065339
52246,1084.84,9e-06,0.003427,48,0.014068
52247,12263.62,0.00012,0.03874,48,0.008089
52248,28112.0,3e-05,0.088805,48,0.022959
52249,134.33,0.000372,0.000424,48,0.016367
52250,8910.25,3.4e-05,0.028147,48,0.011226
52251,6161.44,8e-06,0.019464,48,0.018797
52252,7528.85,0.001433,0.023783,48,0.007593
52253,804.02,0.000211,0.00254,44,0.292925
52254,1251.72,0.002013,0.003954,48,0.347162
52255,262.62,3.8e-05,0.00083,48,0.090702
52256,280.83,0.000285,0.000887,46,0.062866
52257,151.5,0.000462,0.000479,48,0.025946
52258,8.86,0.002257,2.8e-05,35,0.073264
52259,2723.62,4e-05,0.008604,48,0.064172
52260,1468.88,7e-06,0.00464,48,0.014524
52261,351.16,0.000114,0.001109,47,0.238463
52262,7675.24,1.4e-05,0.024246,48,0.02965
52263,8350.47,6.2e-05,0.026379,48,0.007248
52264,4748.86,0.000183,0.015001,48,0.008102
52265,3089.6,5.2e-05,0.00976,48,0.009161
52266,2698.5,4e-06,0.008524,48,0.009284
52267,4673.49,1.5e-05,0.014763,48,0.011132
52268,1935.08,0.00032,0.006113,48,0.189821
52269,1903.18,5.3e-05,0.006012,48,0.07742
52270,3304.69,9.1e-05,0.010439,48,0.010816
52271,5526.45,1.3e-05,0.017458,48,0.021809
52272,6946.8,6.5e-05,0.021945,48,0.014342
52273,6267.15,0.000447,0.019798,48,0.015876
52274,697.06,0.0001,0.002202,48,0.017291
52275,125.26,8e-05,0.000396,47,0.008409
52276,422.41,0.00045,0.001334,48,0.023853
52277,1448.98,6.2e-05,0.004577,48,0.17931
52278,1243.08,5.6e-05,0.003927,48,0.012205
52279,506.17,2e-05,0.001599,48,0.031947
52280,283.53,0.000388,0.000896,48,0.015961
52281,1303.44,3.1e-05,0.004118,48,0.152304
52282,3232.98,1.9e-05,0.010213,48,0.052253
52283,224.52,0.000178,0.000709,48,0.011937
52284,12304.95,0.000413,0.038871,48,0.009924
52285,3983.72,0.00065,0.012584,48,0.008959
52286,5985.99,3e-06,0.01891,48,0.059636
52287,8350.47,2e-06,0.026379,48,0.007248
52288,4748.86,6e-06,0.015001,48,0.008102
52289,6946.8,3e-06,0.021945,48,0.014342
52290,6267.15,5e-06,0.019798,48,0.015876
52291,1303.44,0.001274,0.004118,48,0.152304
52292,12304.95,0.000123,0.038871,48,0.009924
52293,5985.99,3e-06,0.01891,48,0.059636
52294,408.2,0.001617,0.001289,47,0.086754
52295,7528.85,1e-06,0.023783,48,0.007593
52296,8350.47,2e-06,0.026379,48,0.007248
52297,4748.86,8e-06,0.015001,48,0.008102
52298,6267.15,6e-06,0.019798,48,0.015876
52299,12304.95,5e-06,0.038871,48,0.009924
52300,1448.98,0.016274,0.004577,48,0.17931
52301,12304.95,0.000618,0.038871,48,0.009924
52302,3680.45,0.000236,0.011626,48,0.02025
52303,5462.72,2e-06,0.017257,48,0.023272
52304,5985.99,2.3e-05,0.01891,48,0.059636
52305,24878.85,2e-06,0.078591,48,0.195037
52306,134.33,7.4e-05,0.000424,48,0.016367
52307,8350.47,0.000417,0.026379,48,0.007248
52308,4748.86,0.001289,0.015001,48,0.008102
52309,3089.6,3e-06,0.00976,48,0.009161
52310,1903.18,5e-06,0.006012,48,0.07742
52311,3304.69,3e-06,0.010439,48,0.010816
52312,6946.8,7e-06,0.021945,48,0.014342
52313,6267.15,1.3e-05,0.019798,48,0.015876
52314,1243.08,9.7e-05,0.003927,48,0.012205
52315,12304.95,5e-06,0.038871,48,0.009924
52316,506.17,7.9e-05,0.001599,48,0.031947
52317,199.78,0.0002,0.000631,45,0.045181
52318,164.75,0.000121,0.00052,48,0.023264
52319,160.36,0.000187,0.000507,46,0.035789
52320,143.37,0.000418,0.000453,46,0.094488
52321,263.72,0.000265,0.000833,45,0.059176
52322,12304.95,1.1e-05,0.038871,48,0.009924
52323,13966.22,8e-06,0.044119,48,0.033545
52324,4748.86,1.1e-05,0.015001,48,0.008102
52325,3089.6,2.9e-05,0.00976,48,0.009161
52326,6267.15,8e-06,0.019798,48,0.015876
52327,199.78,0.00015,0.000631,45,0.045181
52328,164.75,0.000364,0.00052,48,0.023264
52329,160.36,0.000125,0.000507,46,0.035789
52330,143.37,0.000349,0.000453,46,0.094488
52331,263.72,0.00019,0.000833,45,0.059176
52332,3680.45,5e-06,0.011626,48,0.02025
52333,5985.99,2e-06,0.01891,48,0.059636
52334,13966.22,3.5e-05,0.044119,48,0.033545
52335,7528.85,4e-06,0.023783,48,0.007593
52336,8350.47,6e-06,0.026379,48,0.007248
52337,4748.86,8e-06,0.015001,48,0.008102
52338,3089.6,2.3e-05,0.00976,48,0.009161
52339,6267.15,1.4e-05,0.019798,48,0.015876
52340,101.31,0.000197,0.00032,47,0.011747
52341,1448.98,4.1e-05,0.004577,48,0.17931
52342,1243.08,4.8e-05,0.003927,48,0.012205
52343,506.17,2e-05,0.001599,48,0.031947
52344,283.53,0.000176,0.000896,48,0.015961
52345,1303.44,5.4e-05,0.004118,48,0.152304
52346,3232.98,0.000145,0.010213,48,0.052253
52347,224.52,0.000178,0.000709,48,0.011937
52348,12304.95,0.000202,0.038871,48,0.009924
52349,3983.72,0.000346,0.012584,48,0.008959
52350,718.42,0.000557,0.002269,48,0.012565
52351,257.18,0.000467,0.000812,47,0.090903
52352,1809.66,2.2e-05,0.005717,48,0.009173
52353,4564.27,7e-06,0.014418,48,0.014994
52354,3680.45,4.3e-05,0.011626,48,0.02025
52355,3631.38,0.007275,0.011471,48,0.025549
52356,654.82,0.009163,0.002069,48,0.017821
52357,5462.72,0.002237,0.017257,48,0.023272
52358,1427.21,0.000175,0.004509,48,0.012621
52359,5985.99,7.9e-05,0.01891,48,0.059636
52360,24878.85,7.9e-05,0.078591,48,0.195037
52361,408.2,4.9e-05,0.001289,47,0.086754
52362,1121.56,8e-05,0.003543,47,0.198761
52363,309.61,6.5e-05,0.000978,45,0.202265
52364,13966.22,0.000124,0.044119,48,0.033545
