trade_id,industry_imports_total,source_share,import_intensity,supplier_count,import_concentration_hhi
82986,1580.79,1.3e-05,0.001082,48,0.017901
82987,34214.43,2.9e-05,0.023424,48,0.025736
82988,52998.32,0.0,0.036284,48,0.083878
82989,34214.43,5e-06,0.023424,48,0.025736
82990,3527.91,7.4e-05,0.002415,48,0.049682
82991,34214.43,1e-06,0.023424,48,0.025736
82992,52998.32,0.0,0.036284,48,0.083878
82993,34214.43,0.0,0.023424,48,0.025736
82994,8663.08,2e-06,0.005931,48,0.074565
82995,77683.51,1e-06,0.053185,48,0.011848
82996,3259.44,6.4e-05,0.002232,48,0.019807
82997,52998.32,0.0,0.036284,48,0.083878
82998,23147.88,0.0,0.015848,48,0.009161
82999,90.11,0.000111,6.2e-05,39,0.083347
83000,65.37,0.00566,4.5e-05,35,0.157517
83001,15.78,0.001901,1.1e-05,28,0.127364
83002,1702.9,3.5e-05,0.001166,48,0.086996
83003,12364.2,1.4e-05,0.008465,48,0.064612
83004,355.8,0.000141,0.000244,48,0.012049
83005,575.62,0.00198,0.000394,48,0.019296
83006,32234.0,1e-06,0.022068,48,0.020763
83007,2014.82,0.000144,0.001379,48,0.042746
83008,71065.5,2e-06,0.048654,48,0.017063
83009,39007.94,8e-06,0.026706,48,0.007489
83010,1856.83,5e-06,0.001271,48,0.039541
83011,43468.21,0.0,0.02976,48,0.100704
83012,10806.87,2e-06,0.007399,48,0.169681
83013,71065.5,1e-06,0.048654,48,0.017063
83014,759.88,0.000513,0.00052,47,0.114512
83015,43468.21,1e-06,0.02976,48,0.100704
83016,12364.2,1.1e-05,0.008465,48,0.064612
83017,3575.54,1.7e-05,0.002448,48,0.011479
83018,1135.42,2.6e-05,0.000777,48,0.011097
83019,71065.5,5e-06,0.048654,48,0.017063
83020,39007.94,1e-06,0.026706,48,0.007489
83021,77683.51,1e-06,0.053185,48,0.011848
83022,60713.43,0.0,0.041566,48,0.010411
83023,5993.12,2e-06,0.004103,48,0.013182
83024,34214.43,4e-06,0.023424,48,0.025736
83025,52998.32,1e-06,0.036284,48,0.083878
83026,5993.12,0.001216,0.004103,48,0.013182
83027,34214.43,1.5e-05,0.023424,48,0.025736
83028,8447.84,5e-06,0.005784,48,0.029838
83029,52998.32,1e-06,0.036284,48,0.083878
83030,24910.16,2e-06,0.017054,48,0.009492
83031,23147.88,4.6e-05,0.015848,48,0.009161
83032,39007.94,2e-06,0.026706,48,0.007489
83033,77683.51,2e-06,0.053185,48,0.011848
83034,19319.46,4e-06,0.013227,48,0.009436
83035,60713.43,2e-06,0.041566,48,0.010411
83036,8855.38,6e-06,0.006063,48,0.005154
83037,34214.43,1e-06,0.023424,48,0.025736
83038,1580.79,0.000145,0.001082,48,0.017901
83039,263.1,0.000304,0.00018,48,0.019898
83040,678.31,0.001076,0.000464,48,0.026711
83041,1472.57,0.000224,0.001008,48,0.023028
83042,4861.13,2.7e-05,0.003328,48,0.166462
83043,2308.3,0.000156,0.00158,48,0.072098
83044,3618.65,8.8e-05,0.002477,48,0.011859
83045,123.03,8.1e-05,8.4e-05,42,0.020178
83046,5993.12,0.00032,0.004103,48,0.013182
83047,34214.43,0.000888,0.023424,48,0.025736
83048,8447.84,0.001254,0.005784,48,0.029838
83049,3783.98,5e-06,0.002591,44,0.177423
83050,3259.44,6e-06,0.002232,48,0.019807
83051,29426.82,7e-06,0.020147,48,0.026519
83052,937.8,2.1e-05,0.000642,48,0.068239
83053,15129.75,3.3e-05,0.010358,48,0.043582
83054,4950.58,4e-06,0.003389,48,0.010679
83055,52998.32,7e-06,0.036284,48,0.083878
83056,3575.54,3.1e-05,0.002448,48,0.011479
83057,1139.99,9e-06,0.00078,48,0.014456
83058,976.65,2e-05,0.000669,48,0.042706
83059,1502.31,2e-05,0.001029,48,0.013093
83060,3009.21,2.7e-05,0.00206,48,0.011113
83061,71065.5,1e-06,0.048654,48,0.017063
83062,24910.16,9e-06,0.017054,48,0.009492
83063,21055.16,3.1e-05,0.014415,48,0.010658
83064,23147.88,0.000443,0.015848,48,0.009161
83065,4262.5,5e-06,0.002918,48,0.008762
83066,2245.26,9e-06,0.001537,48,0.024815
83067,24619.47,4e-06,0.016855,48,0.111126
