trade_id,region1,region2,industry1,industry2,amount,total_employment_value,employment_count
2972,US,US,CRUDE,PUBLI,922616.64,0,0
7314,US,US,INSUR,INSUR,545509.08,0,0
12800,US,US,RESEA,PUBLI,443129.45,0,0
1504,US,US,BUSIN,BUSIN,264174.47,0,0
1553,US,US,BUSIN,HEALT,238351.08,0,0
12277,US,US,REALE,REALE,233854.45,0,0
5287,US,US,FINAN,FINAN,233583.7,0,0
12189,US,US,REALE,EDUCA,220017.29,0,0
12217,US,US,REALE,HEALT,213180.57,0,0
1516,US,US,BUSIN,CONST,182664.17,0,0
1940,US,US,CHEM1,CHEM1,168362.87,0,0
1620,US,US,BUSIN,RESEA,168076.31,0,0
7308,US,US,INSUR,HEALT,163874.3,0,0
5243,US,US,FINAN,AUXIL,151168.91,0,0
12722,US,US,RESEA,EDUCA,150868.68,0,0
15134,US,US,WHOLE,FOOD5,143068.6,0,0
8974,US,US,MOTO1,MOTO1,142844.52,0,0
5103,US,US,FABRI,CONST,141669.47,0,0
15119,US,US,WHOLE,COMPU,139825.79,0,0
15231,US,US,WHOLE,WHOLE,139115.95,0,0
15115,US,US,WHOLE,CHEM1,134355.62,0,0
1579,US,US,BUSIN,MOTO1,125255.97,0,0
1615,US,US,BUSIN,REALE,111627.26,0,0
11565,US,US,POSTT,POSTT,109916.33,0,0
1610,US,US,BUSIN,PUBLI,107902.02,0,0
11466,US,US,POSTT,BUSIN,106591.37,0,0
2941,US,US,CRUDE,MOTOR,104807.85,0,0
1520,US,US,BUSIN,CRUDE,103383.94,0,0
2632,US,US,CONST,REALE,102976.87,0,0
13845,US,US,SUPPO,AIRTR,102334.61,0,0
2896,US,US,CRUDE,CRUDE,100028.54,0,0
12708,US,US,RESEA,CHEM1,99849.18,0,0
1515,US,US,BUSIN,COMPU,97338.95,0,0
1699,US,US,CEMEN,CONST,90441.14,0,0
5861,US,US,FOOD5,FOOD5,89799.42,0,0
11514,US,US,POSTT,HEALT,89116.63,0,0
12171,US,US,REALE,BUSIN,86708.99,0,0
11440,US,US,PLAST,RUBBE,86255.16,0,0
512,US,US,AUXIL,CEREA,82661.66,0,0
12774,US,US,RESEA,MOTO1,79806.08,0,0
1665,US,US,CATTL,MEATC,77385.56,0,0
11477,US,US,POSTT,COMPU,76455.82,0,0
1539,US,US,BUSIN,FINAN,75207.39,0,0
13055,US,US,SALEM,CONST,71387.75,0,0
15166,US,US,WHOLE,MOTO1,70986.41,0,0
15572,US,US,WOODW,CONST,70772.54,0,0
2886,US,US,CRUDE,CHEM1,70614.6,0,0
2032,US,US,CHEM1,PLAST,66543.42,0,0
509,US,US,AUXIL,CATTL,66117.55,0,0
12809,US,US,RESEA,RESEA,65963.66,0,0
670,US,US,BASIC,BASIC,65955.46,0,0
12181,US,US,REALE,COMPU,65835.15,0,0
497,US,US,AUXIL,AUXIL,65078.7,0,0
12705,US,US,RESEA,BUSIN,64910.53,0,0
646,US,US,AUXIL,VEGET,64870.74,0,0
15182,US,US,WHOLE,PAPER,64416.82,0,0
10973,US,US,PFERT,PFERT,62496.39,0,0
12140,US,US,RAWMI,DAIRY,61343.18,0,0
7362,US,US,INSUR,REALE,61210.18,0,0
11738,US,US,PRINT,BUSIN,60890.37,0,0
6861,US,US,HOTEL,HEALT,60537.17,0,0
2912,US,US,CRUDE,GASDI,60432.63,0,0
3463,US,US,EDUCA,PUBLI,57575.6,0,0
5307,US,US,FINAN,INSUR,55483.89,0,0
11570,US,US,POSTT,PUBLI,54372.3,0,0
11500,US,US,POSTT,FINAN,53928.85,0,0
7784,US,US,LANDT,PUBLI,53824.07,0,0
1881,US,US,CEREA,FOOD5,53388.67,0,0
1545,US,US,BUSIN,FOOD5,52703.89,0,0
12892,US,US,RUBBE,CONST,52341.62,0,0
12718,US,US,RESEA,CRUDE,52322.57,0,0
7739,US,US,LANDT,LANDT,51242.44,0,0
709,US,US,BASIC,FABRI,50632.28,0,0
15209,US,US,WHOLE,RUBBE,50362.36,0,0
10818,US,US,PAPER,PAPER,49415.49,0,0
12282,US,US,REALE,RESEA,48518.09,0,0
1641,US,US,BUSIN,TRANS,48033.96,0,0
1555,US,US,BUSIN,HOTEL,47057.21,0,0
593,US,US,AUXIL,OILSE,46959.87,0,0
15128,US,US,WHOLE,FABRI,45941.32,0,0
7681,US,US,LANDT,BUSIN,45657.23,0,0
7295,US,US,INSUR,FINAN,45485.97,0,0
1524,US,US,BUSIN,EDUCA,45403.3,0,0
6917,US,US,HOTEL,PUBLI,44651.1,0,0
15110,US,US,WHOLE,BUSIN,44147.65,0,0
1509,US,US,BUSIN,CHEM1,43857.33,0,0
5124,US,US,FABRI,FABRI,43795.36,0,0
12557,US,US,RENTI,CONST,43278.45,0,0
11620,US,US,POULT,MEAT1,43237.79,0,0
2365,US,US,COMPU,BUSIN,43052.67,0,0
5362,US,US,FINAN,REALE,43005.02,0,0
15195,US,US,WHOLE,PRINT,42489.73,0,0
613,US,US,AUXIL,PUBLI,41863.68,0,0
5165,US,US,FABRI,MOTO1,41849.57,0,0
1559,US,US,BUSIN,INSUR,41826.45,0,0
13266,US,US,SEACO,RESEA,41725.03,0,0
13913,US,US,SUPPO,INSUR,41476.45,0,0
6813,US,US,HOTEL,BUSIN,41133.5,0,0
5844,US,US,FOOD5,BEVER,40919.19,0,0
6802,US,US,HOTEL,AUXIL,40124.3,0,0
11837,US,US,PRINT,PRINT,40036.63,0,0
556,US,US,AUXIL,HEALT,38914.54,0,0
5366,US,US,FINAN,RENTI,38176.61,0,0
1538,US,US,BUSIN,FABRI,36898.87,0,0
6648,US,US,HEALT,HEALT,36427.23,0,0
1608,US,US,BUSIN,PRINT,36197.78,0,0
6159,US,US,FORES,WOODW,35849.09,0,0
542,US,US,AUXIL,FINAN,35832.28,0,0
13262,US,US,SEACO,PUBLI,35816.99,0,0
2944,US,US,CRUDE,NATUR,35560.83,0,0
14612,US,US,TRAN2,MOTO1,34251.84,0,0
12272,US,US,REALE,PUBLI,33771.78,0,0
15104,US,US,WHOLE,BEVER,32910.77,0,0
3022,US,US,DAIRY,DAIRY,32830.33,0,0
12954,US,US,RUBBE,MOTO1,32273.5,0,0
271,US,US,ALUM1,ALUM1,32021.76,0,0
5301,US,US,FINAN,HEALT,31928.81,0,0
15210,US,US,WHOLE,SALEM,31625.7,0,0
508,US,US,AUXIL,BUSIN,31617.23,0,0
12098,US,US,RAILW,LANDT,31597.44,0,0
11485,US,US,POSTT,EDUCA,31438.36,0,0
7263,US,US,INSUR,BUSIN,31020.32,0,0
12714,US,US,RESEA,COMPU,31003.2,0,0
15103,US,US,WHOLE,BASIC,30715.93,0,0
6189,US,US,FOUND,MOTO1,30625.15,0,0
617,US,US,AUXIL,RAWMI,30308.27,0,0
15124,US,US,WHOLE,DAIRY,30258.4,0,0
1604,US,US,BUSIN,POSTT,29625.19,0,0
618,US,US,AUXIL,REALE,29170.1,0,0
15223,US,US,WHOLE,TOBAC,28899.16,0,0
1982,US,US,CHEM1,HEALT,28603.31,0,0
6824,US,US,HOTEL,COMPU,28594.56,0,0
12829,US,US,RESEA,TRANS,28500.45,0,0
2469,US,US,COMPU,PUBLI,28221.59,0,0
11478,US,US,POSTT,CONST,28011.77,0,0
15175,US,US,WHOLE,OFFIC,27360.46,0,0
14694,US,US,TRANS,TRANS,27343.76,0,0
13918,US,US,SUPPO,LANDT,26908.3,0,0
2539,US,US,CONST,CRUDE,26872.44,0,0
12182,US,US,REALE,CONST,26854.05,0,0
12794,US,US,RESEA,PLAST,26735.07,0,0
5106,US,US,FABRI,CRUDE,25582.69,0,0
11024,US,US,PIGS9,MEATP,25552.08,0,0
623,US,US,AUXIL,RESEA,25550.12,0,0
15685,US,US,WOODW,WOODW,25395.52,0,0
12545,US,US,RENTI,BUSIN,25365.7,0,0
5254,US,US,FINAN,BUSIN,25315.08,0,0
12204,US,US,REALE,FINAN,25294.46,0,0
12241,US,US,REALE,MEMBE,25235.65,0,0
9409,US,US,NATUR,CRUDE,24928.54,0,0
7692,US,US,LANDT,COMPU,24797.65,0,0
6847,US,US,HOTEL,FINAN,24542.12,0,0
11525,US,US,POSTT,LANDT,24512.29,0,0
562,US,US,AUXIL,INSUR,24438.86,0,0
2399,US,US,COMPU,FINAN,23998.32,0,0
12928,US,US,RUBBE,HEALT,23494.62,0,0
1648,US,US,BUSIN,WHOLE,23388.88,0,0
14431,US,US,TEXTI,TEXTI,23163.18,0,0
13860,US,US,SUPPO,BUSIN,22771.24,0,0
10769,US,US,PAPER,FOOD5,22657.3,0,0
12219,US,US,REALE,HOTEL,22506.93,0,0
1495,US,US,BUSIN,BASIC,22482.9,0,0
6832,US,US,HOTEL,EDUCA,22470.86,0,0
3400,US,US,EDUCA,EDUCA,22452.17,0,0
13987,US,US,SUPPO,SUPPO,21890.92,0,0
649,US,US,AUXIL,WHEAT,20747.27,0,0
11568,US,US,POSTT,PRINT,20745.33,0,0
1493,US,US,BUSIN,AUXIL,20703.92,0,0
2052,US,US,CHEM1,RUBBE,20628.07,0,0
2375,US,US,COMPU,COMPU,20546.66,0,0
7245,US,US,INLAN,RESEA,20460.49,0,0
15222,US,US,WHOLE,TEXTI,20440.43,0,0
14787,US,US,VEGET,FOOD5,20226.39,0,0
126,US,US,AIRTR,AUXIL,19894.76,0,0
11580,US,US,POSTT,RESEA,19853.78,0,0
7728,US,US,LANDT,HEALT,19825.46,0,0
11790,US,US,PRINT,INSUR,19681.08,0,0
2479,US,US,COMPU,RESEA,19523.48,0,0
13043,US,US,SALEM,BUSIN,19296.75,0,0
13090,US,US,SALEM,HEALT,19288.23,0,0
7794,US,US,LANDT,RESEA,19281.4,0,0
11839,US,US,PRINT,PUBLI,19171.47,0,0
12283,US,US,REALE,RETA1,19091.95,0,0
9417,US,US,NATUR,ELEC2,18834.74,0,0
12155,US,US,REALE,93197,18635.84,0,0
1637,US,US,BUSIN,TEXTI,18603.8,0,0
6175,US,US,FOUND,FABRI,18548.12,0,0
11520,US,US,POSTT,INSUR,18417.82,0,0
2384,US,US,COMPU,EDUCA,18272.69,0,0
15207,US,US,WHOLE,RETA1,17912.86,0,0
10921,US,US,PFERT,CONST,17711.88,0,0
2983,US,US,CRUDE,RUBBE,17541.12,0,0
12834,US,US,RESEA,WHOLE,17344.38,0,0
15228,US,US,WHOLE,WEARI,17263.95,0,0
7670,US,US,LANDT,AUXIL,17172.36,0,0
9693,US,US,NONME,CONST,17014.97,0,0
11516,US,US,POSTT,HOTEL,16900.16,0,0
10916,US,US,PFERT,CHEM1,16519.15,0,0
11784,US,US,PRINT,HEALT,16315.58,0,0
1950,US,US,CHEM1,CRUDE,16182.94,0,0
12593,US,US,RENTI,HEALT,16160.1,0,0
1621,US,US,BUSIN,RETA1,16129.39,0,0
2627,US,US,CONST,PUBLI,16108.41,0,0
5357,US,US,FINAN,PUBLI,16099.16,0,0
7715,US,US,LANDT,FINAN,16070.03,0,0
