trade_id,factor_id,level
1,909,21
2,909,1
4,909,1
7,909,1
14,909,313
15,909,1
17,909,1
21,909,8
22,909,4
23,909,3
25,909,8
26,909,3
28,909,139
40,909,11
41,909,9
47,909,3
50,909,3
51,909,513
53,909,91
54,909,1
55,909,5
61,909,82
66,909,1
68,909,10
69,909,2
80,909,1
81,909,1
85,909,1
88,909,74
90,909,6
91,909,88
95,909,11
96,909,32
97,909,2
98,909,127
99,909,3
102,909,121
104,909,6
106,909,2
109,909,66
112,909,8
115,909,4
117,909,1
118,909,28
122,909,32
123,909,1
124,909,14
126,909,1204
128,909,77
129,909,18
132,909,2
134,909,1
136,909,4
137,909,940
138,909,53
139,909,2
140,909,78
141,909,1
146,909,535
147,909,408
148,909,14
150,909,82
151,909,14
152,909,12
153,909,9
154,909,430
157,909,1
158,909,2
159,909,2
160,909,1
161,909,1
166,909,5
168,909,154
169,909,455
170,909,8
174,909,1
175,909,100
178,909,21
179,909,16
180,909,3
182,909,19
183,909,415
185,909,94
187,909,2
188,909,15
189,909,339
190,909,1
193,909,1
194,909,176
196,909,3
198,909,1
201,909,29
202,909,15
203,909,4
204,909,7
205,909,16
206,909,8
207,909,52
208,909,107
209,909,5
211,909,2
212,909,6
214,909,4
215,909,20
217,909,1
219,909,1
220,909,1
221,909,1
222,909,57
225,909,6
226,909,1
227,909,1
228,909,25
229,909,162
230,909,4
231,909,199
233,909,838
234,909,3
235,909,5
236,909,1
237,909,200
238,909,26
241,909,75
242,909,293
243,909,19
245,909,74
246,909,10
247,909,2
248,909,29
249,909,3
250,909,4
252,909,2
255,909,134
258,909,31
259,909,1
260,909,2
262,909,91
263,909,1
264,909,12
266,909,65
269,909,56
271,909,9092
273,909,137
274,909,1911
280,909,3
281,909,65
283,909,1
284,909,133
287,909,42
288,909,264
289,909,28
290,909,2
291,909,4
300,909,64
301,909,3802
302,909,24
303,909,1033
304,909,100
307,909,1
308,909,1
310,909,11
312,909,4
317,909,497
318,909,84
320,909,756
323,909,33
324,909,7
326,909,8
327,909,85
331,909,62
332,909,23
333,909,45
334,909,1
335,909,39
336,909,440
337,909,8
339,909,50
341,909,87
344,909,189
347,909,4
348,909,9
350,909,929
352,909,2
353,909,20
354,909,13
362,909,3
367,909,2
374,909,2
383,909,6
400,909,19
405,909,3
410,909,8
411,909,6
414,909,3
415,909,20
419,909,90
422,909,10
425,909,1
426,909,5
427,909,13
428,909,287
431,909,3
432,909,29
434,909,1
441,909,1
449,909,1
450,909,2
451,909,1
452,909,1
453,909,2
454,909,1
465,909,3
468,909,25
469,909,28
471,909,1
474,909,8
481,909,37
484,909,2
486,909,2
487,909,1
492,909,32
493,909,2
