trade_id,industry_imports_total,source_share,import_intensity,supplier_count,import_concentration_hhi
132773,21772.36,0.723799,0.06887,46,0.537281
132751,21575.54,0.723496,0.068247,46,0.536831
132774,4038.32,0.724841,0.012774,40,0.538829
73813,12694.52,0.222885,0.040155,48,0.057812
35909,13509.51,0.139675,0.042733,48,0.028119
132760,2466.13,0.722732,0.007801,42,0.535698
142280,21772.36,0.078929,0.06887,46,0.537281
142264,21575.54,0.078895,0.068247,46,0.536831
132738,2338.69,0.725239,0.007398,34,0.539421
37125,11279.33,0.12139,0.035678,48,0.034125
32199,16740.68,0.081565,0.052954,48,0.021176
150033,21772.36,0.058859,0.06887,46,0.537281
132753,1819.77,0.701012,0.005756,44,0.504014
150019,21575.54,0.058835,0.068247,46,0.536831
87104,10475.64,0.105719,0.033136,48,0.020103
19478,6087.21,0.162064,0.019255,48,0.042164
128517,21772.36,0.041416,0.06887,46,0.537281
128503,21575.54,0.041399,0.068247,46,0.536831
51467,16740.68,0.051509,0.052954,48,0.021176
110471,21772.36,0.038004,0.06887,46,0.537281
110458,21575.54,0.037988,0.068247,46,0.536831
87038,4996.86,0.16163,0.015806,48,0.039422
95558,11279.33,0.069786,0.035678,48,0.034125
131984,16740.68,0.046993,0.052954,48,0.021176
36202,8305.25,0.088232,0.026271,48,0.016799
32167,6651.06,0.106655,0.021038,48,0.031662
77002,16740.68,0.040396,0.052954,48,0.021176
4347,15622.02,0.041632,0.049415,48,0.008333
33326,2448.8,0.265203,0.007746,48,0.094559
38124,11279.33,0.057005,0.035678,48,0.034125
55962,11279.33,0.056934,0.035678,48,0.034125
9882,11279.33,0.053795,0.035678,48,0.034125
33195,16740.68,0.034637,0.052954,48,0.021176
24360,15622.02,0.036485,0.049415,48,0.008333
74287,4398.53,0.127249,0.013913,48,0.024519
136401,6759.47,0.080654,0.021381,48,0.016193
35865,15622.02,0.034646,0.049415,48,0.008333
31954,12694.52,0.042178,0.040155,48,0.057812
51835,1139.91,0.460738,0.003606,48,0.234287
54823,13509.51,0.037751,0.042733,48,0.028119
132765,680.28,0.723599,0.002152,36,0.536986
149208,16740.68,0.029162,0.052954,48,0.021176
134521,1004.96,0.466118,0.003179,47,0.3344
27092,3998.26,0.115385,0.012647,48,0.036112
51436,6651.06,0.067353,0.021038,48,0.031662
23926,6087.21,0.073111,0.019255,48,0.042164
