trade_id,region1,region2,industry1,industry2,amount,total_level,factor_count,unique_factors,impact_intensity
12594,CN,KR,BASIC,CONST,5483.94,10179830282.108,6,6,1856298.625096
12581,CN,KR,BASIC,BASIC,4195.98,7788984350.087,6,6,1856296.8246
84449,WM,KR,CRUDE,GASDI,21181.85,7534536005.673,6,6,355707.174098
13017,CN,KR,CHEM1,PLAST,5182.77,6340286887.281,6,6,1223339.428005
45656,JP,KR,BASIC,CONST,4486.98,6054272684.164,6,6,1349297.8984
13407,CN,KR,FABRI,CONST,3503.61,5460831750.88,6,6,1558630.027566
48332,JP,KR,SEACO,SEACO,1817.71,5027203914.029,6,6,2765679.846636
45643,JP,KR,BASIC,BASIC,3433.16,4632359664.16,6,6,1349299.090098
84829,WM,KR,GASDI,LANDT,2698.93,4517391093.922,6,6,1673771.12186
12981,CN,KR,CHEM1,HEALT,3461.18,4234196414.321,6,6,1223338.981018
84456,WM,KR,CRUDE,NAPHT,11557.3,4111015961.432,6,6,355707.298541
12953,CN,KR,CHEM1,CHEM1,3136.37,3836843565.466,6,6,1223338.944533
71180,US,KR,CEREA,FOOD5,1605.22,3542856201.338,6,6,2207084.512614
13296,CN,KR,ELECT,CONST,3150.27,3286058657.455,6,6,1043103.81569
1747,AU,KR,BITUM,CEMEN,4320.77,3129998350.771,6,6,724407.536335
76785,WA,KR,NONME,CONST,806.62,3072032511.937,6,6,3808525.094762
84455,WM,KR,CRUDE,MOTOR,8343.6,2967876817.671,6,6,355706.987112
82197,WL,KR,COPP1,COPP1,2929.24,2749778639.785,6,6,938734.497612
76808,WA,KR,NONME,NONME,689.65,2626562117.378,6,6,3808543.634275
1744,AU,KR,BITUM,BASIC,3562.87,2580968205.847,6,6,724407.066732
84452,WM,KR,CRUDE,KEROS,7157.87,2546104593.537,6,6,355707.018085
84855,WM,KR,GASDI,RAILW,1508.84,2525445599.155,6,6,1673766.336494
34484,GR,KR,SEACO,SEACO,115.0,2248320686.105,6,6,19550614.661783
74256,WA,KR,BASIC,CONST,1754.87,2236196080.341,6,6,1274280.191889
14654,CN,KR,NONME,CONST,986.03,2025534712.873,6,6,2054232.338644
84450,WM,KR,CRUDE,HEAVY,5401.6,1921388448.445,6,6,355707.280888
12879,CN,KR,CERAM,CONST,1281.62,1906181648.354,6,6,1487322.020844
15215,CN,KR,RADIO,RADIO,2870.6,1792240940.168,6,6,624343.670371
14679,CN,KR,NONME,NONME,843.05,1731815248.148,6,6,2054226.022357
74246,WA,KR,BASIC,BASIC,1342.72,1711000653.248,6,6,1274279.561821
13036,CN,KR,CHEM1,RUBBE,1371.41,1677698333.847,6,6,1223338.267802
15377,CN,KR,RUBBE,CONST,1089.35,1663300751.011,6,6,1526874.513252
85196,WM,KR,KEROS,AIRTR,987.14,1652274395.988,6,6,1673799.457005
13642,CN,KR,FURNI,FURNI,2237.93,1593221092.16,6,6,711917.304009
51721,MX,KR,CRUDE,GASDI,574.45,1577801407.375,6,6,2746629.658586
14968,CN,KR,PLAST,RUBBE,1975.54,1576013346.167,6,6,797763.318468
13043,CN,KR,CHEM1,TEXTI,1238.66,1515297748.014,6,6,1223336.305374
15676,CN,KR,TEXTI,TEXTI,3023.6,1483055337.268,6,6,490493.232328
14753,CN,KR,OFFIC,OFFIC,3546.22,1475087243.74,6,6,415960.443441
22583,DK,KR,SEACO,SEACO,1138.34,1467764289.249,6,6,1289390.067334
1753,AU,KR,BITUM,NONME,1968.5,1425992230.899,6,6,724405.502108
14519,CN,KR,MOTO1,MOTO1,1922.32,1410832683.328,6,6,733921.866977
85619,WM,KR,MOTOR,LANDT,796.54,1345844038.63,6,6,1689612.622881
12505,CN,KR,ALUM1,FABRI,571.82,1324209846.219,6,6,2315780.920952
