trade_id,industry_exports_total,destination_share,export_intensity,destination_count,export_concentration_hhi
89692,22451.57,0.293755,0.053973,44,0.098104
92670,36963.8,0.103835,0.08886,44,0.026359
113950,36963.8,0.06745,0.08886,44,0.026359
98679,9069.28,0.273271,0.021802,38,0.087838
96115,9804.25,0.243902,0.023569,33,0.109316
92710,36963.8,0.062614,0.08886,44,0.026359
98063,6700.69,0.301042,0.016108,25,0.139913
88726,35419.42,0.051785,0.085148,38,0.011199
88690,35419.42,0.051164,0.085148,38,0.011199
17818,5214.18,0.341381,0.012535,42,0.152087
91577,4102.44,0.376196,0.009862,45,0.155118
116341,9804.25,0.155166,0.023569,33,0.109316
115953,20228.65,0.071819,0.048629,32,0.013519
89133,10547.71,0.136398,0.025357,44,0.023609
89616,22451.57,0.063202,0.053973,44,0.098104
89473,7658.71,0.183073,0.018411,39,0.08596
20408,22080.51,0.058756,0.053081,44,0.019699
89470,7658.71,0.164932,0.018411,39,0.08596
100045,22080.51,0.053524,0.053081,44,0.019699
89275,12144.76,0.095933,0.029196,44,0.02264
17333,36963.8,0.031209,0.08886,44,0.026359
114649,35419.42,0.031617,0.085148,38,0.011199
19277,17971.55,0.061477,0.043203,34,0.015374
113961,36963.8,0.028605,0.08886,44,0.026359
19653,6700.69,0.157299,0.016108,25,0.139913
89278,12144.76,0.084624,0.029196,44,0.02264
91894,22080.51,0.046542,0.053081,44,0.019699
95461,22451.57,0.045192,0.053973,44,0.098104
20413,22080.51,0.045239,0.053081,44,0.019699
91949,22080.51,0.045216,0.053081,44,0.019699
91726,12241.77,0.077852,0.029429,44,0.011928
45331,36963.8,0.025378,0.08886,44,0.026359
116152,5499.81,0.169922,0.013221,20,0.058391
117249,17971.55,0.051379,0.043203,34,0.015374
100699,3177.78,0.287424,0.007639,9,0.101488
56959,17971.55,0.05067,0.043203,34,0.015374
106242,9804.25,0.09149,0.023569,33,0.109316
17608,35419.42,0.024611,0.085148,38,0.011199
47644,23274.31,0.037409,0.055951,45,0.00723
19654,6700.69,0.129645,0.016108,25,0.139913
93463,2050.86,0.416201,0.00493,31,0.19323
89474,7658.71,0.109543,0.018411,39,0.08596
17320,36963.8,0.021796,0.08886,44,0.026359
100254,5486.36,0.142967,0.013189,41,0.03359
89619,22451.57,0.034915,0.053973,44,0.098104
88858,23274.31,0.032651,0.055951,45,0.00723
92744,36963.8,0.020543,0.08886,44,0.026359
116142,5499.81,0.136083,0.013221,20,0.058391
49224,36963.8,0.02013,0.08886,44,0.026359
91938,22080.51,0.033012,0.053081,44,0.019699
91940,22080.51,0.032877,0.053081,44,0.019699
95604,20228.65,0.035457,0.048629,32,0.013519
90123,9804.25,0.070845,0.023569,33,0.109316
17662,35419.42,0.018342,0.085148,38,0.011199
17646,35419.42,0.018183,0.085148,38,0.011199
19682,8542.87,0.075037,0.020537,42,0.019945
36850,13369.92,0.047399,0.032141,45,0.011632
88828,23274.31,0.027087,0.055951,45,0.00723
20400,22080.51,0.028236,0.053081,44,0.019699
104437,36963.8,0.016563,0.08886,44,0.026359
118045,8542.87,0.071347,0.020537,42,0.019945
27788,13369.92,0.045371,0.032141,45,0.011632
100038,22080.51,0.026695,0.053081,44,0.019699
49191,36963.8,0.015918,0.08886,44,0.026359
92696,36963.8,0.015863,0.08886,44,0.026359
116024,20228.65,0.028969,0.048629,32,0.013519
114628,35419.42,0.016232,0.085148,38,0.011199
18208,7658.71,0.074305,0.018411,39,0.08596
83589,36963.8,0.015182,0.08886,44,0.026359
113758,10943.08,0.050645,0.026307,37,0.020541
17221,10943.08,0.050068,0.026307,37,0.020541
88916,23274.31,0.023472,0.055951,45,0.00723
88771,35419.42,0.015414,0.085148,38,0.011199
95507,22451.57,0.024187,0.053973,44,0.098104
17821,5214.18,0.103997,0.012535,42,0.152087
87927,13369.92,0.040333,0.032141,45,0.011632
17581,35419.42,0.015224,0.085148,38,0.011199
17819,5214.18,0.100459,0.012535,42,0.152087
55345,10943.08,0.04702,0.026307,37,0.020541
117239,17971.55,0.028471,0.043203,34,0.015374
113990,36963.8,0.013832,0.08886,44,0.026359
18303,5277.82,0.096434,0.012688,44,0.033656
88261,36963.8,0.013676,0.08886,44,0.026359
19945,6132.01,0.080973,0.014741,43,0.018397
18214,7658.71,0.064563,0.018411,39,0.08596
18360,22451.57,0.021948,0.053973,44,0.098104
116427,9804.25,0.050169,0.023569,33,0.109316
56300,20228.65,0.02428,0.048629,32,0.013519
90756,2430.42,0.200385,0.005843,44,0.048695
109402,36963.8,0.012978,0.08886,44,0.026359
18889,9804.25,0.048844,0.023569,33,0.109316
88837,23274.31,0.020481,0.055951,45,0.00723
17670,35419.42,0.013408,0.085148,38,0.011199
17643,35419.42,0.013368,0.085148,38,0.011199
117219,17971.55,0.026007,0.043203,34,0.015374
89742,20228.65,0.023102,0.048629,32,0.013519
105948,20228.65,0.023089,0.048629,32,0.013519
92378,10943.08,0.042321,0.026307,37,0.020541
17207,10943.08,0.042176,0.026307,37,0.020541
95592,20228.65,0.022759,0.048629,32,0.013519
89518,5277.82,0.087076,0.012688,44,0.033656
97728,2218.82,0.207006,0.005334,42,0.081897
88700,35419.42,0.012727,0.085148,38,0.011199
119536,22080.51,0.02026,0.053081,44,0.019699
105419,12144.76,0.036762,0.029196,44,0.02264
37871,35419.42,0.012546,0.085148,38,0.011199
118495,9069.28,0.048952,0.021802,38,0.087838
17811,5214.18,0.084556,0.012535,42,0.152087
55365,10943.08,0.040111,0.026307,37,0.020541
56760,2659.81,0.164801,0.006394,33,0.062409
95522,22451.57,0.019426,0.053973,44,0.098104
100332,6002.42,0.071684,0.01443,42,0.026607
