trade_id,industry_imports_total,source_share,import_intensity,supplier_count,import_concentration_hhi
35330,955.02,7.3e-05,0.002728,48,0.013653
35331,1030.79,0.000184,0.002945,48,0.011943
35332,634.0,1.6e-05,0.001811,48,0.008464
35333,350.07,8.6e-05,0.001,48,0.026812
35334,1609.42,0.001,0.004598,48,0.008732
35335,695.98,2.9e-05,0.001988,48,0.031125
35336,322.55,3.1e-05,0.000921,47,0.036857
35337,3101.32,6e-06,0.008859,48,0.027775
35338,7695.52,7.9e-05,0.021983,48,0.00813
35339,6969.93,2.2e-05,0.019911,48,0.016367
35340,5199.28,2e-06,0.014852,48,0.009912
35341,5172.07,2.1e-05,0.014775,48,0.008593
35342,626.78,0.001005,0.00179,48,0.020207
35343,1030.79,0.003298,0.002945,48,0.011943
35344,634.0,0.00194,0.001811,48,0.008464
35345,886.04,0.003104,0.002531,48,0.007506
35346,350.07,0.001914,0.001,48,0.026812
35347,58.81,0.002551,0.000168,48,0.009079
35348,1609.42,0.005803,0.004598,48,0.008732
35349,1.38,0.007246,4e-06,22,0.033816
35350,1453.4,6.2e-05,0.004152,48,0.012485
35351,695.98,0.000259,0.001988,48,0.031125
35352,385.48,0.00013,0.001101,48,0.02157
35353,322.55,0.000372,0.000921,47,0.036857
35354,12.06,0.001658,3.4e-05,34,0.02216
35355,3101.32,5.2e-05,0.008859,48,0.027775
35356,340.35,0.000264,0.000972,48,0.015318
35357,7695.52,0.000774,0.021983,48,0.00813
35358,6969.93,0.000205,0.019911,48,0.016367
35359,5199.28,3.5e-05,0.014852,48,0.009912
35360,5172.07,0.000267,0.014775,48,0.008593
35361,38827.0,1e-06,0.110914,48,0.027581
35362,2234.01,9e-06,0.006382,48,0.007491
35363,8235.9,1e-06,0.023527,48,0.01543
35364,4501.2,7e-06,0.012858,48,0.006899
35365,1851.04,8.1e-05,0.005288,48,0.01485
35366,7695.52,3.6e-05,0.021983,48,0.00813
35367,6969.93,3.4e-05,0.019911,48,0.016367
35368,1453.4,2.8e-05,0.004152,48,0.012485
35369,695.98,0.000115,0.001988,48,0.031125
35370,385.48,5.2e-05,0.001101,48,0.02157
35371,322.55,0.000155,0.000921,47,0.036857
35372,12.06,0.000829,3.4e-05,34,0.02216
35373,3101.32,2.3e-05,0.008859,48,0.027775
35374,340.35,0.000118,0.000972,48,0.015318
35375,7695.52,0.000312,0.021983,48,0.00813
35376,6969.93,8.8e-05,0.019911,48,0.016367
35377,5363.77,5e-05,0.015322,48,0.025176
35378,353.99,5.6e-05,0.001011,48,0.025579
35379,5172.07,8e-06,0.014775,48,0.008593
35380,340.35,0.000118,0.000972,48,0.015318
35381,7695.52,1e-06,0.021983,48,0.00813
35382,1453.4,0.000206,0.004152,48,0.012485
35383,7695.52,3e-06,0.021983,48,0.00813
35384,385.48,7.8e-05,0.001101,48,0.02157
35385,7825.51,9e-06,0.022355,48,0.063608
35386,284.41,0.000492,0.000812,48,0.009151
35387,5269.88,0.000249,0.015054,48,0.00603
35388,406.22,0.000123,0.00116,48,0.009532
35389,1314.79,3e-05,0.003756,48,0.015468
35390,30253.04,1e-06,0.086422,48,0.012036
35391,5842.18,5e-06,0.016689,48,0.011153
35392,499.28,2e-05,0.001426,48,0.009101
35393,1323.02,0.00099,0.003779,48,0.048999
35394,7825.51,0.000109,0.022355,48,0.063608
35395,30253.04,2e-06,0.086422,48,0.012036
35396,5172.07,5.6e-05,0.014775,48,0.008593
35397,249.07,0.004537,0.000712,45,0.117319
35398,1314.73,8.4e-05,0.003756,48,0.020939
35399,7695.52,6e-06,0.021983,48,0.00813
35400,6969.93,2.7e-05,0.019911,48,0.016367
