trade_id,region1,region2,industry1,industry2,amount,total_employment_value,employment_count,unique_employment_factors,economic/employment,employment_intensity
2147,GB,GB,CONST,CONST,114637.31,1704.0,1.0,1.0,1704.0,0.014864
1086,GB,GB,BUSIN,BUSIN,87349.8,1179.0,1.0,1.0,1179.0,0.013497
4438,GB,GB,FINAN,REALE,36427.32,398.0,1.0,1.0,398.0,0.010926
2240,GB,GB,CONST,REALE,22250.96,331.0,1.0,1.0,331.0,0.014876
13597,GB,GB,WHOLE,CONST,21596.34,327.0,1.0,1.0,327.0,0.015141
6035,GB,GB,HEALT,HEALT,15457.42,321.0,1.0,1.0,321.0,0.020767
1119,GB,GB,BUSIN,FINAN,22809.42,308.0,1.0,1.0,308.0,0.013503
1133,GB,GB,BUSIN,HEALT,21710.38,293.0,1.0,1.0,293.0,0.013496
2888,GB,GB,EDUCA,EDUCA,12020.7,267.0,1.0,1.0,267.0,0.022212
11118,GB,GB,RECRE,RECRE,14259.95,258.0,1.0,1.0,258.0,0.018093
1099,GB,GB,BUSIN,CONST,18623.98,251.0,1.0,1.0,251.0,0.013477
333,GB,GB,AUXIL,FINAN,19326.29,214.0,1.0,1.0,214.0,0.011073
1193,GB,GB,BUSIN,REALE,14585.93,197.0,1.0,1.0,197.0,0.013506
1098,GB,GB,BUSIN,COMPU,14470.63,195.0,1.0,1.0,195.0,0.013476
350,GB,GB,AUXIL,INSUR,17203.06,191.0,1.0,1.0,191.0,0.011103
296,GB,GB,AUXIL,AUXIL,17115.1,190.0,1.0,1.0,190.0,0.011101
1995,GB,GB,COMPU,COMPU,13186.42,187.0,1.0,1.0,187.0,0.014181
13626,GB,GB,WHOLE,HEALT,12097.17,183.0,1.0,1.0,183.0,0.015128
1188,GB,GB,BUSIN,PUBLI,13515.34,182.0,1.0,1.0,182.0,0.013466
13628,GB,GB,WHOLE,HOTEL,12037.13,182.0,1.0,1.0,182.0,0.01512
1199,GB,GB,BUSIN,RETA1,12279.47,166.0,1.0,1.0,166.0,0.013518
1223,GB,GB,BUSIN,WHOLE,11823.61,160.0,1.0,1.0,160.0,0.013532
4364,GB,GB,FINAN,FINAN,14399.49,157.0,1.0,1.0,157.0,0.010903
1276,GB,GB,CEMEN,CONST,9892.72,153.0,1.0,1.0,153.0,0.015466
11392,GB,GB,RESEA,RESEA,9073.29,147.0,1.0,1.0,147.0,0.016201
1194,GB,GB,BUSIN,RECRE,10769.18,145.0,1.0,1.0,145.0,0.013464
1983,GB,GB,COMPU,BUSIN,9992.32,142.0,1.0,1.0,142.0,0.014211
2749,GB,GB,DISTR,DISTR,12646.61,134.0,1.0,1.0,134.0,0.010596
4013,GB,GB,ELECT,CONST,8368.1,129.0,1.0,1.0,129.0,0.015416
13975,GB,GB,WOODW,CONST,6740.43,127.0,1.0,1.0,127.0,0.018842
2950,GB,GB,EDUCA,PUBLI,5663.85,126.0,1.0,1.0,126.0,0.022246
12555,GB,GB,SUPPO,WHOLE,9804.8,124.0,1.0,1.0,124.0,0.012647
7181,GB,GB,LANDT,WHOLE,8874.26,123.0,1.0,1.0,123.0,0.01386
3168,GB,GB,ELEC2,DIST1,6750.3,116.0,1.0,1.0,116.0,0.017184
12534,GB,GB,SUPPO,RETA1,8998.86,113.0,1.0,1.0,113.0,0.012557
1135,GB,GB,BUSIN,HOTEL,8058.11,109.0,1.0,1.0,109.0,0.013527
8028,GB,GB,MOTO1,SALEM,6578.89,107.0,1.0,1.0,107.0,0.016264
11925,GB,GB,SALEM,SALEM,5602.72,104.0,1.0,1.0,104.0,0.018562
12543,GB,GB,SUPPO,SUPPO,7866.02,99.0,1.0,1.0,99.0,0.012586
10476,GB,GB,PUBLI,REALE,5958.3,99.0,1.0,1.0,99.0,0.016615
9993,GB,GB,POSTT,FINAN,8766.68,92.0,1.0,1.0,92.0,0.010494
13647,GB,GB,WHOLE,MOTO1,5989.99,91.0,1.0,1.0,91.0,0.015192
7156,GB,GB,LANDT,RETA1,6471.53,90.0,1.0,1.0,90.0,0.013907
1106,GB,GB,BUSIN,EDUCA,6569.48,89.0,1.0,1.0,89.0,0.013547
2235,GB,GB,CONST,PUBLI,5751.96,85.0,1.0,1.0,85.0,0.014778
11884,GB,GB,SALEM,MOTO1,4266.84,79.0,1.0,1.0,79.0,0.018515
2431,GB,GB,CRUDE,CRUDE,9318.45,77.0,1.0,1.0,77.0,0.008263
2015,GB,GB,COMPU,FINAN,5449.7,77.0,1.0,1.0,77.0,0.014129
9961,GB,GB,POSTT,BUSIN,6996.26,74.0,1.0,1.0,74.0,0.010577
5216,GB,GB,FOOD5,HOTEL,5033.69,73.0,1.0,1.0,73.0,0.014502
87,GB,GB,AIRTR,AIRTR,4024.28,71.0,1.0,1.0,71.0,0.017643
10377,GB,GB,PUBLI,BUSIN,4266.27,71.0,1.0,1.0,71.0,0.016642
4197,GB,GB,FABRI,CONST,4678.71,70.0,1.0,1.0,70.0,0.014961
10062,GB,GB,POSTT,PUBLI,6508.64,69.0,1.0,1.0,69.0,0.010601
9950,GB,GB,POSTT,AUXIL,6489.58,68.0,1.0,1.0,68.0,0.010478
7090,GB,GB,LANDT,HEALT,4649.49,65.0,1.0,1.0,65.0,0.01398
4613,GB,GB,FISHF,FISH5,2467.62,63.0,1.0,1.0,63.0,0.025531
11220,GB,GB,RENTI,CONST,5195.55,63.0,1.0,1.0,63.0,0.012126
13146,GB,GB,TRANS,PUBLI,4011.44,62.0,1.0,1.0,62.0,0.015456
8782,GB,GB,OFFIC,PUBLI,5286.63,62.0,1.0,1.0,62.0,0.011728
10879,GB,GB,RAWMI,DAIRY,4471.17,60.0,1.0,1.0,60.0,0.013419
6248,GB,GB,HOTEL,BUSIN,3410.63,57.0,1.0,1.0,57.0,0.016712
2134,GB,GB,CONST,BUSIN,3752.04,56.0,1.0,1.0,56.0,0.014925
13669,GB,GB,WHOLE,PUBLI,3684.43,56.0,1.0,1.0,56.0,0.015199
6296,GB,GB,HOTEL,HOTEL,3301.82,55.0,1.0,1.0,55.0,0.016657
1197,GB,GB,BUSIN,RENTI,3979.07,54.0,1.0,1.0,54.0,0.013571
1198,GB,GB,BUSIN,RESEA,4022.64,54.0,1.0,1.0,54.0,0.013424
2091,GB,GB,COMPU,RETA1,3718.32,53.0,1.0,1.0,53.0,0.014254
9933,GB,GB,PLAST,RUBBE,4852.48,53.0,1.0,1.0,53.0,0.010922
2116,GB,GB,COMPU,WHOLE,3764.28,53.0,1.0,1.0,53.0,0.01408
13586,GB,GB,WHOLE,BUSIN,3456.43,52.0,1.0,1.0,52.0,0.015044
10832,GB,GB,RAILW,RAILW,4794.42,50.0,1.0,1.0,50.0,0.010429
11920,GB,GB,SALEM,RENTI,2690.91,50.0,1.0,1.0,50.0,0.018581
4331,GB,GB,FINAN,BUSIN,4471.07,49.0,1.0,1.0,49.0,0.010959
13613,GB,GB,WHOLE,FABRI,3155.01,48.0,1.0,1.0,48.0,0.015214
6673,GB,GB,INSUR,INSUR,5199.24,47.0,1.0,1.0,47.0,0.00904
13700,GB,GB,WHOLE,WHOLE,3068.25,46.0,1.0,1.0,46.0,0.014992
10007,GB,GB,POSTT,HEALT,4370.38,46.0,1.0,1.0,46.0,0.010525
2748,GB,GB,DISTR,DIST1,4203.14,45.0,1.0,1.0,45.0,0.010706
1202,GB,GB,BUSIN,SALEM,3238.12,44.0,1.0,1.0,44.0,0.013588
1126,GB,GB,BUSIN,FOOD5,3239.04,44.0,1.0,1.0,44.0,0.013584
2271,GB,GB,CONST,WHOLE,2971.44,44.0,1.0,1.0,44.0,0.014808
6294,GB,GB,HOTEL,HEALT,2565.18,43.0,1.0,1.0,43.0,0.016763
11431,GB,GB,RETA1,CONST,2805.85,41.0,1.0,1.0,41.0,0.014612
2894,GB,GB,EDUCA,FINAN,1829.89,41.0,1.0,1.0,41.0,0.022406
13611,GB,GB,WHOLE,ELECT,2646.16,40.0,1.0,1.0,40.0,0.015116
396,GB,GB,AUXIL,REALE,3564.76,40.0,1.0,1.0,40.0,0.011221
