trade_id,region1,region2,industry1,industry2,amount,total_level,factor_count,unique_factors,material,impact_intensity
5192838,WL,BR,PLAST,LEATH,1458.17,3652.0,1.0,1.0,3652.0,2.504509
5460529,WF,BR,PFERT,PFERT,758.52,3225.0,1.0,1.0,3225.0,4.251701
5193047,WL,BR,CHEM1,HEALT,264.4,2907.0,1.0,1.0,2907.0,10.994705
5191660,WL,BR,WHEAT,FOOD5,3747.47,2667.0,1.0,1.0,2667.0,0.71168
5193046,WL,BR,CHEM1,EDUCA,223.02,2452.0,1.0,1.0,2452.0,10.99453
5192930,WL,BR,PFERT,PFERT,237.46,2436.0,1.0,1.0,2436.0,10.25857
5192853,WL,BR,PLAST,RUBBE,832.91,2086.0,1.0,1.0,2086.0,2.504472
5609956,WM,BR,PFERT,PFERT,2703.86,1793.0,1.0,1.0,1793.0,0.663126
3234048,US,BR,BITUM,BASIC,1294.16,1575.0,1.0,1.0,1575.0,1.217006
3497020,CN,BR,FABRI,CONST,835.09,1568.0,1.0,1.0,1568.0,1.877642
5193872,WL,BR,MOTO1,MOTO1,3646.81,1561.0,1.0,1.0,1561.0,0.428045
5460491,WF,BR,PFERT,OILSE,362.05,1539.0,1.0,1.0,1539.0,4.250794
5193507,WL,BR,COPP1,ELECT,613.06,1485.0,1.0,1.0,1485.0,2.422275
3496486,CN,BR,CHEM1,HEALT,846.85,1418.0,1.0,1.0,1418.0,1.674441
3497172,CN,BR,ELECT,CONST,779.78,1395.0,1.0,1.0,1395.0,1.788966
5191894,WL,BR,BITUM,BASIC,1164.02,1198.0,1.0,1.0,1198.0,1.029192
3496485,CN,BR,CHEM1,EDUCA,714.32,1196.0,1.0,1.0,1196.0,1.67432
5192894,WL,BR,PFERT,OILSE,113.34,1163.0,1.0,1.0,1163.0,10.261161
5192999,WL,BR,CHEM1,RUBBE,105.66,1162.0,1.0,1.0,1162.0,10.997539
5192951,WL,BR,CHEM1,OILSE,90.75,998.0,1.0,1.0,998.0,10.997245
5193525,WL,BR,COPP1,CONST,408.3,989.0,1.0,1.0,989.0,2.422239
3496354,CN,BR,PFERT,PFERT,636.94,952.0,1.0,1.0,952.0,1.494646
3234752,US,BR,GASDI,LANDT,3649.56,927.0,1.0,1.0,927.0,0.254003
3496571,CN,BR,RUBBE,CONST,604.85,914.0,1.0,1.0,914.0,1.511118
5193505,WL,BR,COPP1,FABRI,374.33,907.0,1.0,1.0,907.0,2.422996
5460489,WF,BR,PFERT,CEREA,203.74,866.0,1.0,1.0,866.0,4.250515
5609913,WM,BR,PFERT,OILSE,1290.6,856.0,1.0,1.0,856.0,0.663257
5192993,WL,BR,CHEM1,PLAST,77.54,852.0,1.0,1.0,852.0,10.987877
5192205,WL,BR,BEVER,HOTEL,1163.38,839.0,1.0,1.0,839.0,0.721175
5192950,WL,BR,CHEM1,VEGET,73.39,807.0,1.0,1.0,807.0,10.996049
5192995,WL,BR,CHEM1,PFERT,72.6,798.0,1.0,1.0,798.0,10.991736
3496802,CN,BR,BASIC,CONST,571.58,789.0,1.0,1.0,789.0,1.380384
3496752,CN,BR,BASIC,CRUDE,561.3,775.0,1.0,1.0,775.0,1.380723
5193027,WL,BR,CHEM1,CONST,69.41,763.0,1.0,1.0,763.0,10.992652
3957652,IN,BR,GLASS,CONST,20.17,732.0,1.0,1.0,732.0,36.291522
5192957,WL,BR,CHEM1,POULT,65.34,718.0,1.0,1.0,718.0,10.988675
5193415,WL,BR,ALUM1,FABRI,238.62,716.0,1.0,1.0,716.0,3.000587
5460550,WF,BR,PFERT,HEALT,167.57,712.0,1.0,1.0,712.0,4.248971
3957660,IN,BR,GLASS,HEALT,19.57,710.0,1.0,1.0,710.0,36.28002
5193256,WL,BR,GLASS,CONST,70.46,685.0,1.0,1.0,685.0,9.721828
3234647,US,BR,KEROS,AIRTR,2647.11,675.0,1.0,1.0,675.0,0.254995
5193499,WL,BR,COPP1,BASIC,275.73,668.0,1.0,1.0,668.0,2.42266
5193266,WL,BR,GLASS,HEALT,68.34,664.0,1.0,1.0,664.0,9.716125
5192892,WL,BR,PFERT,CEREA,63.78,654.0,1.0,1.0,654.0,10.253998
5192494,WL,BR,COKEO,BASIC,223.71,653.0,1.0,1.0,653.0,2.918958
3496794,CN,BR,BASIC,FABRI,468.39,646.0,1.0,1.0,646.0,1.379193
4268985,AU,BR,BITUM,BASIC,1650.41,597.0,1.0,1.0,597.0,0.361728
3497376,CN,BR,FURNI,EDUCA,533.72,582.0,1.0,1.0,582.0,1.090459
3495864,CN,BR,TEXTI,WEARI,840.72,569.0,1.0,1.0,569.0,0.676801
3496436,CN,BR,CHEM1,RUBBE,338.42,567.0,1.0,1.0,567.0,1.675433
5193175,WL,BR,RUBBE,CONST,462.91,556.0,1.0,1.0,556.0,1.201097
