trade_id,region1,region2,industry1,industry2,amount,total_employment_value,employment_count
4103692,RU,AT,CEREA,RAWMI,0.02,0,0
4103693,RU,AT,CEREA,PLAST,0.02,0,0
4103694,RU,AT,CEREA,HOTEL,0.03,0,0
4103695,RU,AT,VEGET,VEGET,0.07,0,0
4103696,RU,AT,VEGET,FOOD5,0.02,0,0
4103697,RU,AT,VEGET,BEVER,0.02,0,0
4103698,RU,AT,VEGET,HOTEL,0.02,0,0
4103699,RU,AT,OILSE,FOOD5,0.03,0,0
4103700,RU,AT,OILSE,PLAST,0.02,0,0
4103701,RU,AT,OILSE,HOTEL,0.02,0,0
4103702,RU,AT,FISHF,HOTEL,0.03,0,0
4103703,RU,AT,ANTHR,MEATC,0.01,0,0
4103704,RU,AT,ANTHR,MEATP,0.01,0,0
4103705,RU,AT,ANTHR,DAIRY,0.03,0,0
4103706,RU,AT,ANTHR,FOOD5,0.09,0,0
4103707,RU,AT,ANTHR,BEVER,0.05,0,0
4103708,RU,AT,ANTHR,PULP5,0.69,0,0
4103709,RU,AT,ANTHR,CEMEN,0.16,0,0
4103710,RU,AT,ANTHR,BASIC,0.04,0,0
4103711,RU,AT,ANTHR,FOUND,0.03,0,0
4103712,RU,AT,ANTHR,ELEC1,0.01,0,0
4103713,RU,AT,ANTHR,WHOLE,0.01,0,0
4103714,RU,AT,ANTHR,RENTI,0.01,0,0
4103715,RU,AT,COKIN,COKEO,4.97,0,0
4103716,RU,AT,COKIN,COALT,0.17,0,0
4103717,RU,AT,COKIN,PLAST,0.18,0,0
4103718,RU,AT,COKIN,CHEM1,0.6,0,0
4103719,RU,AT,BITUM,PULP5,1.08,0,0
4103720,RU,AT,BITUM,PLAST,0.43,0,0
4103721,RU,AT,BITUM,CHEM1,0.04,0,0
4103722,RU,AT,BITUM,RUBBE,0.01,0,0
4103723,RU,AT,BITUM,CEMEN,0.59,0,0
4103724,RU,AT,BITUM,NONME,0.01,0,0
4103725,RU,AT,BITUM,BASIC,0.12,0,0
4103726,RU,AT,BITUM,LEAD1,6.51,0,0
4103727,RU,AT,BITUM,WHOLE,0.05,0,0
4103728,RU,AT,BITUM,RENTI,0.04,0,0
4103729,RU,AT,BITUM,BUSIN,0.01,0,0
4103730,RU,AT,BITUM,EDUCA,0.02,0,0
4103731,RU,AT,BITUM,OILHA,9.01,0,0
4103732,RU,AT,CRUDE,CRUDE,0.88,0,0
4103733,RU,AT,CRUDE,NATUR,0.64,0,0
4103734,RU,AT,CRUDE,NATU1,0.02,0,0
4103735,RU,AT,CRUDE,CHEMI,0.05,0,0
4103736,RU,AT,CRUDE,COALT,0.2,0,0
4103737,RU,AT,CRUDE,MOTOR,21.87,0,0
4103738,RU,AT,CRUDE,KEROS,20.11,0,0
4103739,RU,AT,CRUDE,KERO1,0.1,0,0
4103740,RU,AT,CRUDE,GASDI,28.9,0,0
4103741,RU,AT,CRUDE,HEAVY,3.17,0,0
4103742,RU,AT,CRUDE,REFIN,0.1,0,0
4103743,RU,AT,CRUDE,LIQUE,0.94,0,0
4103744,RU,AT,CRUDE,REFI1,0.53,0,0
4103745,RU,AT,CRUDE,NAPHT,4.43,0,0
4103746,RU,AT,CRUDE,BITU1,0.68,0,0
4103747,RU,AT,CRUDE,PETRO,0.03,0,0
4103748,RU,AT,CRUDE,NONSP,0.04,0,0
4103749,RU,AT,CRUDE,PLAST,1.58,0,0
4103750,RU,AT,CRUDE,NFERT,0.15,0,0
4103751,RU,AT,CRUDE,PFERT,0.18,0,0
4103752,RU,AT,CRUDE,CHEM1,0.72,0,0
4103753,RU,AT,CRUDE,BIOGA,0.04,0,0
4103754,RU,AT,CRUDE,BIODI,0.03,0,0
4103755,RU,AT,CRUDE,LIQUI,0.04,0,0
4103756,RU,AT,CRUDE,RUBBE,0.25,0,0
4103757,RU,AT,CRUDE,CERAM,0.01,0,0
4103758,RU,AT,CRUDE,CEMEN,0.01,0,0
4103759,RU,AT,CRUDE,MACHI,10.64,0,0
4103760,RU,AT,CRUDE,OFFIC,0.14,0,0
4103761,RU,AT,CRUDE,FURNI,13.23,0,0
4103762,RU,AT,CRUDE,STEAM,8.73,0,0
4103763,RU,AT,CRUDE,CONST,0.03,0,0
4103764,RU,AT,CRUDE,WHOLE,0.08,0,0
4103765,RU,AT,CRUDE,SEACO,0.01,0,0
4103766,RU,AT,CRUDE,SUPPO,0.07,0,0
4103767,RU,AT,CRUDE,POSTT,0.02,0,0
4103768,RU,AT,CRUDE,RESEA,0.02,0,0
4103769,RU,AT,CRUDE,BUSIN,0.02,0,0
4103770,RU,AT,CRUDE,PRIVA,0.01,0,0
4103771,RU,AT,SUGA1,HOTEL,0.04,0,0
4103772,RU,AT,FOOD5,CATTL,0.02,0,0
4103773,RU,AT,FOOD5,PIGS9,0.04,0,0
4103774,RU,AT,FOOD5,POULT,0.01,0,0
4103775,RU,AT,FOOD5,RAWMI,0.02,0,0
4103776,RU,AT,FOOD5,FOOD5,0.15,0,0
4103777,RU,AT,FOOD5,BEVER,0.05,0,0
4103778,RU,AT,FOOD5,LEATH,0.02,0,0
4103779,RU,AT,FOOD5,PLAST,0.04,0,0
4103780,RU,AT,FOOD5,CHEM1,0.01,0,0
4103781,RU,AT,FOOD5,RETA1,0.03,0,0
4103782,RU,AT,FOOD5,HOTEL,0.23,0,0
4103783,RU,AT,FOOD5,LANDT,0.02,0,0
4103784,RU,AT,FOOD5,EDUCA,0.02,0,0
4103785,RU,AT,FOOD5,HEALT,0.05,0,0
4103786,RU,AT,BEVER,CATTL,0.03,0,0
4103787,RU,AT,BEVER,RAWMI,0.02,0,0
4103788,RU,AT,BEVER,FOOD5,0.04,0,0
4103789,RU,AT,BEVER,BEVER,0.04,0,0
4103790,RU,AT,BEVER,LEATH,0.05,0,0
4103791,RU,AT,BEVER,PLAST,0.12,0,0
4103792,RU,AT,BEVER,CHEM1,0.04,0,0
4103793,RU,AT,BEVER,WHOLE,0.01,0,0
4103794,RU,AT,BEVER,RETA1,0.07,0,0
4103795,RU,AT,BEVER,HOTEL,0.63,0,0
4103796,RU,AT,BEVER,LANDT,0.04,0,0
4103797,RU,AT,BEVER,INLAN,0.01,0,0
4103798,RU,AT,BEVER,PUBLI,0.02,0,0
4103799,RU,AT,BEVER,EDUCA,0.05,0,0
4103800,RU,AT,BEVER,HEALT,0.13,0,0
4103801,RU,AT,BEVER,93197,0.02,0,0
4103802,RU,AT,FISH5,FOOD5,0.02,0,0
