trade_id,region1,region2,industry1,industry2,amount,total_materials_value,materials_count,unique_materials_factors,natural_resource/in_ground,materials_intensity
15082,DE,DE,SANDC,SANDC,8622.36,258556.0,1.0,1.0,258556.0,29.986686
14976,DE,DE,SANDC,CEMEN,4578.86,137305.0,1.0,1.0,137305.0,29.986722
14986,DE,DE,SANDC,CONST,4422.49,132616.0,1.0,1.0,132616.0,29.986727
1859,DE,DE,CEMEN,CONST,22782.13,121025.0,1.0,1.0,121025.0,5.312278
15014,DE,DE,SANDC,GLASS,2591.93,77723.0,1.0,1.0,77723.0,29.986535
15685,DE,DE,STONE,CONST,4176.0,74644.0,1.0,1.0,74644.0,17.874521
15068,DE,DE,SANDC,PUBLI,2027.94,60811.0,1.0,1.0,60811.0,29.986587
15087,DE,DE,SANDC,STONE,1525.08,45732.0,1.0,1.0,45732.0,29.986624
14977,DE,DE,SANDC,CERAM,1393.68,41792.0,1.0,1.0,41792.0,29.986798
2967,DE,DE,CONST,CONST,39585.14,36012.0,1.0,1.0,36012.0,0.909735
1849,DE,DE,CEMEN,CEMEN,4021.77,21365.0,1.0,1.0,21365.0,5.312338
10167,DE,DE,MOTO1,MOTO1,109504.01,18865.0,1.0,1.0,18865.0,0.172277
14974,DE,DE,SANDC,BUSIN,477.56,14320.0,1.0,1.0,14320.0,29.985761
7389,DE,DE,GLASS,GLASS,3481.09,13149.0,1.0,1.0,13149.0,3.777265
15031,DE,DE,SANDC,MACHI,387.39,11617.0,1.0,1.0,11617.0,29.987868
2004,DE,DE,CERAM,CONST,1841.7,9259.0,1.0,1.0,9259.0,5.02742
9570,DE,DE,MACHI,MACHI,49434.35,9159.0,1.0,1.0,9159.0,0.185276
3062,DE,DE,CONST,REALE,9913.48,9019.0,1.0,1.0,9019.0,0.909771
12613,DE,DE,PLAST,RUBBE,44254.77,8612.0,1.0,1.0,8612.0,0.1946
15676,DE,DE,STONE,CEMEN,439.32,7853.0,1.0,1.0,7853.0,17.875353
5474,DE,DE,FABRI,FABRI,36856.14,7579.0,1.0,1.0,7579.0,0.205637
15709,DE,DE,STONE,FOUND,416.91,7452.0,1.0,1.0,7452.0,17.874361
15743,DE,DE,STONE,NONME,400.77,7164.0,1.0,1.0,7164.0,17.875589
7484,DE,DE,GLASS,WOODW,1742.13,6581.0,1.0,1.0,6581.0,3.77756
13394,DE,DE,PULP5,PAPER,23982.79,6031.0,1.0,1.0,6031.0,0.251472
7357,DE,DE,GLASS,CONST,1515.24,5724.0,1.0,1.0,5724.0,3.777619
6927,DE,DE,FOUND,MOTO1,8076.75,5698.0,1.0,1.0,5698.0,0.705482
17528,DE,DE,WHOLE,MOTO1,37771.86,5365.0,1.0,1.0,5365.0,0.142037
12747,DE,DE,POSTT,POSTT,59568.54,5295.0,1.0,1.0,5295.0,0.088889
15105,DE,DE,SANDC,WHOLE,164.7,4939.0,1.0,1.0,4939.0,29.987857
5455,DE,DE,FABRI,CONST,22945.55,4719.0,1.0,1.0,4719.0,0.205661
7413,DE,DE,GLASS,MOTO1,1151.56,4350.0,1.0,1.0,4350.0,3.777484
6518,DE,DE,FOOD5,FOOD5,20862.39,3938.0,1.0,1.0,3938.0,0.188761
18042,DE,DE,WOODW,WOODW,10605.8,3903.0,1.0,1.0,3903.0,0.368006
1529,DE,DE,BRICK,CONST,2185.48,3898.0,1.0,1.0,3898.0,1.78359
5507,DE,DE,FABRI,MACHI,18645.4,3834.0,1.0,1.0,3834.0,0.205627
14973,DE,DE,SANDC,BRICK,127.14,3813.0,1.0,1.0,3813.0,29.990562
13200,DE,DE,PUBLI,DIST1,15493.83,3721.0,1.0,1.0,3721.0,0.24016
5514,DE,DE,FABRI,MOTO1,17503.29,3600.0,1.0,1.0,3600.0,0.205676
664,DE,DE,AUXIL,INSUR,48295.93,3422.0,1.0,1.0,3422.0,0.070855
6851,DE,DE,FOUND,BASIC,4753.27,3353.0,1.0,1.0,3353.0,0.705409
1652,DE,DE,BUSIN,BUSIN,30655.6,3343.0,1.0,1.0,3343.0,0.10905
6920,DE,DE,FOUND,MACHI,4386.26,3094.0,1.0,1.0,3094.0,0.705385
14674,DE,DE,RUBBE,CONST,14883.45,2967.0,1.0,1.0,2967.0,0.199349
13735,DE,DE,RAWMI,DAIRY,20167.64,2912.0,1.0,1.0,2912.0,0.14439
1864,DE,DE,CEMEN,DIST1,538.13,2859.0,1.0,1.0,2859.0,5.312843
730,DE,DE,BASIC,BASIC,10916.89,2823.0,1.0,1.0,2823.0,0.25859
15062,DE,DE,SANDC,PLAST,92.95,2787.0,1.0,1.0,2787.0,29.983862
9577,DE,DE,MACHI,MOTO1,14936.31,2767.0,1.0,1.0,2767.0,0.185253
15225,DE,DE,SEACO,SEACO,25373.07,2690.0,1.0,1.0,2690.0,0.106018
10161,DE,DE,MOTO1,MACHI,15539.68,2677.0,1.0,1.0,2677.0,0.172269
1723,DE,DE,BUSIN,MOTO1,23929.32,2609.0,1.0,1.0,2609.0,0.109029
7437,DE,DE,GLASS,PLAST,661.64,2499.0,1.0,1.0,2499.0,3.776978
770,DE,DE,BASIC,FABRI,9612.52,2485.0,1.0,1.0,2485.0,0.258517
7351,DE,DE,GLASS,CHEM1,611.31,2309.0,1.0,1.0,2309.0,3.777134
7376,DE,DE,GLASS,FABRI,609.57,2303.0,1.0,1.0,2303.0,3.778073
14405,DE,DE,RESEA,PUBLI,14485.49,2290.0,1.0,1.0,2290.0,0.158089
14732,DE,DE,RUBBE,MOTO1,11460.04,2284.0,1.0,1.0,2284.0,0.199301
7456,DE,DE,GLASS,RUBBE,597.41,2257.0,1.0,1.0,2257.0,3.777975
3026,DE,DE,CONST,MOTO1,2285.9,2080.0,1.0,1.0,2080.0,0.909926
15044,DE,DE,SANDC,NONME,69.19,2075.0,1.0,1.0,2075.0,29.989883
14776,DE,DE,RUBBE,RUBBE,10185.53,2030.0,1.0,1.0,2030.0,0.199302
3566,DE,DE,DIST1,DISTR,7327.44,2028.0,1.0,1.0,2028.0,0.276768
807,DE,DE,BASIC,MOTO1,7777.78,2011.0,1.0,1.0,2011.0,0.258557
14980,DE,DE,SANDC,CHEM1,66.66,1999.0,1.0,1.0,1999.0,29.987999
15002,DE,DE,SANDC,FABRI,66.52,1995.0,1.0,1.0,1995.0,29.99098
15069,DE,DE,SANDC,PULP5,65.81,1973.0,1.0,1.0,1973.0,29.980246
12578,DE,DE,PLAST,MOTO1,10086.52,1963.0,1.0,1.0,1963.0,0.194616
17500,DE,DE,WHOLE,FOOD5,13690.61,1945.0,1.0,1.0,1945.0,0.142068
1716,DE,DE,BUSIN,MACHI,17206.22,1876.0,1.0,1.0,1876.0,0.10903
3721,DE,DE,DISTR,DISTR,7198.28,1853.0,1.0,1.0,1853.0,0.257423
14325,DE,DE,RESEA,CHEM1,11494.22,1817.0,1.0,1.0,1817.0,0.158079
13195,DE,DE,PUBLI,CONST,7560.42,1816.0,1.0,1.0,1816.0,0.240198
17919,DE,DE,WOODW,CONST,4928.53,1814.0,1.0,1.0,1814.0,0.368061
2955,DE,DE,CONST,BUSIN,1976.26,1798.0,1.0,1.0,1798.0,0.909799
3051,DE,DE,CONST,PLAST,1968.79,1791.0,1.0,1.0,1791.0,0.909696
15781,DE,DE,STONE,SANDC,99.54,1779.0,1.0,1.0,1779.0,17.872212
800,DE,DE,BASIC,MACHI,6776.91,1752.0,1.0,1.0,1752.0,0.258525
