trade_id,factor_id,level
92795,901,43922.279
92795,902,3.061
92795,903,2.777
92796,901,10600.739
92796,902,0.739
92796,903,0.67
92797,901,213939.17
92797,902,14.909
92797,903,13.525
92798,901,910803.395
92798,902,62.875
92798,903,57.769
92799,901,511684.84
92799,902,35.323
92799,903,32.454
92800,901,25340.046
92800,902,1.749
92800,903,1.607
92801,901,28588.641
92801,902,1.974
92801,903,1.813
92802,901,851201.499
92802,902,58.76
92802,903,53.989
92803,901,573432.84
92803,902,39.585
92803,903,36.371
92804,901,27648.444
92804,902,1.909
92804,903,1.754
92805,901,84289.924
92805,902,5.819
92805,903,5.346
92806,901,27736.071
92806,902,1.915
92806,903,1.759
92807,901,14682.422
92807,902,1.014
92807,903,0.931
92808,901,5100480.776
92808,902,352.098
92808,903,323.505
92809,901,62724.474
92809,902,4.33
92809,903,3.978
92810,901,7493.712
92810,902,0.517
92810,903,0.475
92811,901,57385.718
92811,902,3.961
92811,903,3.64
92812,901,41306.309
92812,902,2.851
92812,903,2.62
92813,901,20358.092
92813,902,1.405
92813,903,1.291
92814,901,3010571.578
92814,902,207.827
92814,903,190.95
92815,901,22088.482
92815,902,1.525
92815,903,1.401
92816,901,7476.896
92816,902,0.516
92816,903,0.474
92817,901,12397.396
92817,902,0.856
92817,903,0.786
92818,901,10152.686
92818,902,0.701
92818,903,0.644
92819,901,131999.516
92819,902,9.112
92819,903,8.372
92820,901,8041.497
92820,902,0.555
92820,903,0.51
92821,901,16882.606
92821,902,1.165
92821,903,1.071
92822,901,13177.43
92822,902,0.91
92822,903,0.836
92823,901,10762.93
92823,902,0.743
92823,903,0.683
92824,901,4390.823
92824,902,0.306
92824,903,0.23
92825,901,4111.797
92825,902,0.291
92825,903,0.217
92826,901,5339.888
92826,902,0.378
92826,903,0.282
92827,901,18394.316
92827,902,1.302
92827,903,0.972
92828,901,1453296.733
92828,902,102.832
92828,903,76.793
92829,901,3799.342
92829,902,0.269
92829,903,0.201
92830,901,5258.012
92830,902,0.372
92830,903,0.278
92831,901,860967.955
92831,902,60.92
92831,903,45.494
92832,901,35404.578
92832,902,2.505
92832,903,1.871
92833,901,11345.284
92833,902,0.803
92833,903,0.599
92834,901,6458.519
92834,902,0.457
92834,903,0.341
92835,901,30944.136
92835,902,2.19
92835,903,1.635
92836,901,12358.181
92836,902,0.874
92836,903,0.653
92837,901,7483301.314
92837,902,529.5
92837,903,395.421
92838,901,21026.97
92838,902,1.488
92838,903,1.111
92839,901,11729.205
92839,902,0.83
92839,903,0.62
92840,901,2777002.016
92840,902,196.494
92840,903,146.738
92841,901,17664.49
92841,902,1.25
92841,903,0.933
92842,901,32149.281
92842,902,2.275
92842,903,1.699
92843,901,10994.275
92843,902,0.778
92843,903,0.581
92844,901,44506.525
92844,902,3.149
92844,903,2.352
92845,901,12520.663
92845,902,0.886
92845,903,0.662
92846,901,140731.466
92846,902,9.958
92846,903,7.436
92847,901,28972.632
92847,902,2.05
92847,903,1.531
92848,901,284499.846
92848,902,20.13
92848,903,15.033
92849,901,5067.012
92849,902,0.359
92849,903,0.268
92850,901,691604.806
92850,902,48.936
92850,903,36.545
92851,901,23201.295
92851,902,1.642
92851,903,1.226
92852,901,166198.091
92852,902,11.76
92852,903,8.782
92853,901,3761.122
92853,902,0.266
92853,903,0.199
92854,901,542412.042
92854,902,38.38
92854,903,28.661
92855,901,9170.546
92855,902,0.649
92855,903,0.485
92856,901,14367.489
92856,902,1.017
92856,903,0.759
92857,901,11961.423
92857,902,0.846
92857,903,0.632
92858,901,48555.976
92858,902,3.436
92858,903,2.566
92859,901,30153.787
92859,902,2.134
92859,903,1.593
92860,901,120220.193
92860,902,8.506
92860,903,6.352
92861,901,5615.075
92861,902,0.397
92861,903,0.297
92862,901,357836.942
92862,902,25.552
92862,903,20.055
92863,901,117618.376
92863,902,8.399
92863,903,6.592
92864,901,606630.38
92864,902,43.317
92864,903,33.999
92865,901,29513.267
92865,902,2.107
92865,903,1.654
92866,901,9725.35
92866,902,0.694
92866,903,0.545
92867,901,10107.057
92867,902,0.722
92867,903,0.566
92868,901,13944.365
92868,902,0.996
92868,903,0.782
92869,901,74967.823
92869,902,5.353
92869,903,4.202
92870,901,8309.898
92870,902,0.593
92870,903,0.466
92871,901,13074.16
92871,902,0.934
92871,903,0.733
92872,901,235746.963
92872,902,17.896
92872,903,12.983
92873,901,9592.454
92873,902,0.728
92873,903,0.528
92874,901,6380.373
92874,902,0.484
92874,903,0.351
92875,901,4067.388
92875,902,0.309
92875,903,0.224
92876,901,176341.111
92876,902,13.246
92876,903,9.513
92877,901,7955.272
92877,902,0.598
92877,903,0.429
92878,901,27462.224
92878,902,2.068
92878,903,1.478
92879,901,11980.463
92879,902,0.902
92879,903,0.645
92880,901,7599.963
92880,902,0.572
92880,903,0.409
92881,901,16538.587
92881,902,0.539
92881,903,0.157
92882,901,28185.89
92882,902,0.919
92882,903,0.267
92883,901,22406.62
92883,902,0.731
92883,903,0.212
92884,901,10685.068
92884,902,3.03
92884,903,0.397
92885,901,13565.519
92885,902,3.847
92885,903,0.504
92886,901,75312.395
92886,902,21.357
92886,903,2.799
92887,901,72731.578
92887,902,20.625
92887,903,2.703
92888,901,92632.387
92888,902,26.269
92888,903,3.442
92889,901,17485.665
92889,902,4.959
92889,903,0.65
92890,901,33870.252
92890,902,9.605
92890,903,1.259
92891,901,12623.213
92891,902,3.58
92891,903,0.469
92892,901,19820.592
92892,902,5.621
92892,903,0.737
92893,901,7328.802
92893,902,0.568
92893,903,0.231
92894,901,10824.337
92894,902,0.839
92894,903,0.341
92895,901,2329.558
