trade_id,region1,region2,industry1,industry2,amount,total_materials_value,materials_count,unique_materials_factors,natural_resource/in_ground,materials_intensity
4471525,WA,RU,BASIC,BASIC,2047.99,10488.0,1.0,1.0,10488.0,5.121119
4614045,WL,RU,COPP1,COPP1,163.9,6789.0,1.0,1.0,6789.0,41.421599
4471498,WA,RU,BASIC,WOODW,630.44,3229.0,1.0,1.0,3229.0,5.12182
3253370,CN,RU,RUBBE,CONST,631.4,2545.0,1.0,1.0,2545.0,4.030725
3254477,CN,RU,ELECT,CONST,851.58,2496.0,1.0,1.0,2496.0,2.931022
4471555,WA,RU,BASIC,CONST,473.18,2423.0,1.0,1.0,2423.0,5.120673
3253050,CN,RU,PLAST,RUBBE,273.77,2051.0,1.0,1.0,2051.0,7.49169
4738552,WE,RU,CERAM,CONST,65.93,2008.0,1.0,1.0,2008.0,30.456545
4471532,WA,RU,BASIC,FABRI,376.94,1930.0,1.0,1.0,1930.0,5.120178
3253232,CN,RU,CHEM1,HEALT,821.74,1672.0,1.0,1.0,1672.0,2.034707
3254716,CN,RU,MOTO1,MOTO1,526.87,1404.0,1.0,1.0,1404.0,2.664794
4736738,WE,RU,SANDC,CONST,2.3,1196.0,1.0,1.0,1196.0,520.0
4614041,WL,RU,COPP1,BASIC,28.86,1196.0,1.0,1.0,1196.0,41.441441
4736735,WE,RU,SANDC,FURNI,2.25,1166.0,1.0,1.0,1166.0,518.222222
4614048,WL,RU,COPP1,FABRI,27.82,1152.0,1.0,1.0,1152.0,41.409058
4738546,WE,RU,CERAM,ELEC3,33.88,1032.0,1.0,1.0,1032.0,30.460449
3252376,CN,RU,TEXTI,TEXTI,559.89,1019.0,1.0,1.0,1019.0,1.82
3253769,CN,RU,BASIC,BASIC,362.71,973.0,1.0,1.0,973.0,2.682584
4736736,WE,RU,SANDC,ELE11,1.78,926.0,1.0,1.0,926.0,520.224719
4469541,WA,RU,BITUM,CEREA,388.81,894.0,1.0,1.0,894.0,2.299324
4738376,WE,RU,RUBBE,CONST,508.33,871.0,1.0,1.0,871.0,1.713454
3254178,CN,RU,FABRI,CONST,389.4,858.0,1.0,1.0,858.0,2.20339
4614051,WL,RU,COPP1,ELECT,19.92,825.0,1.0,1.0,825.0,41.415663
4614055,WL,RU,COPP1,TRANS,19.1,791.0,1.0,1.0,791.0,41.413613
4738643,WE,RU,CEMEN,CONST,147.82,670.0,1.0,1.0,670.0,4.53254
4736727,WE,RU,SANDC,SUGA1,1.26,653.0,1.0,1.0,653.0,518.253968
3254460,CN,RU,ELECT,TRANS,219.69,644.0,1.0,1.0,644.0,2.931403
3254304,CN,RU,OFFIC,OFFIC,268.55,631.0,1.0,1.0,631.0,2.349656
4471178,WA,RU,RUBBE,CONST,188.27,610.0,1.0,1.0,610.0,3.240028
3253566,CN,RU,CERAM,CONST,138.08,605.0,1.0,1.0,605.0,4.381518
3253354,CN,RU,RUBBE,MOTO1,149.13,601.0,1.0,1.0,601.0,4.030041
4471587,WA,RU,BASIC,FOOD4,117.32,601.0,1.0,1.0,601.0,5.122741
4471470,WA,RU,BASIC,CRUDE,113.24,580.0,1.0,1.0,580.0,5.121865
3254497,CN,RU,ELECT,RESEA,187.98,551.0,1.0,1.0,551.0,2.931163
3254490,CN,RU,ELECT,POSTT,187.38,549.0,1.0,1.0,549.0,2.929875
3254456,CN,RU,ELECT,ELECT,180.18,528.0,1.0,1.0,528.0,2.930403
4473539,WA,RU,POSTT,POSTT,865.23,477.0,1.0,1.0,477.0,0.551298
3254459,CN,RU,ELECT,MOTO1,161.55,473.0,1.0,1.0,473.0,2.927886
3254454,CN,RU,ELECT,MACHI,159.18,466.0,1.0,1.0,466.0,2.927503
3254625,CN,RU,MEDIC,HEALT,209.14,447.0,1.0,1.0,447.0,2.137324
3254155,CN,RU,FABRI,FABRI,198.38,437.0,1.0,1.0,437.0,2.202843
