trade_id,region1,region2,industry1,industry2,amount,total_employment_value,employment_count,unique_employment_factors,economic/employment,employment_intensity
9353,BR,CN,OILSE,PLAST,13550.03,615.0,1.0,1.0,615.0,0.045387
9055,BR,CN,MEATC,HOTEL,3871.27,366.0,1.0,1.0,366.0,0.094543
9076,BR,CN,MEATP,MEATP,2269.72,244.0,1.0,1.0,244.0,0.107502
9022,BR,CN,MEAT1,MEAT1,1885.98,195.0,1.0,1.0,195.0,0.103395
9053,BR,CN,MEATC,FOOD5,1553.41,147.0,1.0,1.0,147.0,0.094631
8202,BR,CN,CRUDE,MOTOR,10250.44,146.0,1.0,1.0,146.0,0.014243
47534,BR,US,BASIC,BASIC,4915.93,144.0,1.0,1.0,144.0,0.029293
9366,BR,CN,OILSE,TEXTI,2905.16,132.0,1.0,1.0,132.0,0.045436
9478,BR,CN,PLANT,TEXTI,1242.6,110.0,1.0,1.0,110.0,0.088524
9343,BR,CN,OILSE,HOTEL,2392.21,109.0,1.0,1.0,109.0,0.045565
8194,BR,CN,CRUDE,GASDI,6564.52,93.0,1.0,1.0,93.0,0.014167
9590,BR,CN,PULP5,PAPER,2278.46,82.0,1.0,1.0,82.0,0.035989
9349,BR,CN,OILSE,OILSE,1340.13,61.0,1.0,1.0,61.0,0.045518
8197,BR,CN,CRUDE,KEROS,4284.17,61.0,1.0,1.0,61.0,0.014238
63856,BR,WL,MOTO1,SALEM,1067.73,59.0,1.0,1.0,59.0,0.055257
54224,BR,WA,PLANT,CHEM1,616.77,54.0,1.0,1.0,54.0,0.087553
9369,BR,CN,OILSE,VEGE1,1149.71,52.0,1.0,1.0,52.0,0.045229
60733,BR,WL,BASIC,CONST,1726.99,51.0,1.0,1.0,51.0,0.029531
63815,BR,WL,MOTO1,MOTO1,855.05,48.0,1.0,1.0,48.0,0.056137
8195,BR,CN,CRUDE,HEAVY,2829.49,40.0,1.0,1.0,40.0,0.014137
8199,BR,CN,CRUDE,LIQUE,2681.16,38.0,1.0,1.0,38.0,0.014173
51007,BR,US,WOODW,CONST,619.16,37.0,1.0,1.0,37.0,0.059758
9479,BR,CN,PLANT,WOODW,419.34,37.0,1.0,1.0,37.0,0.088234
8203,BR,CN,CRUDE,NAPHT,2470.03,35.0,1.0,1.0,35.0,0.01417
54018,BR,WA,OILSE,VEGE1,762.0,35.0,1.0,1.0,35.0,0.045932
50467,BR,US,RESEA,EDUCA,105.31,34.0,1.0,1.0,34.0,0.322856
68425,BR,WM,MEAT1,MEAT1,317.41,33.0,1.0,1.0,33.0,0.103966
9021,BR,CN,MEAT1,HOTEL,318.52,33.0,1.0,1.0,33.0,0.103604
28782,BR,JP,MEAT1,HOTEL,307.13,32.0,1.0,1.0,32.0,0.10419
5054,BR,CA,ALUM1,ALUM1,961.45,29.0,1.0,1.0,29.0,0.030163
48241,BR,US,CROPS,TOBAC,417.4,29.0,1.0,1.0,29.0,0.069478
28976,BR,JP,PRIVA,NONFE,111.11,28.0,1.0,1.0,28.0,0.252003
9941,BR,CN,SUGA1,FOOD5,587.8,28.0,1.0,1.0,28.0,0.047635
50554,BR,US,RESEA,WHOLE,86.89,28.0,1.0,1.0,28.0,0.322247
9364,BR,CN,OILSE,RUBBE,583.89,27.0,1.0,1.0,27.0,0.046242
51098,BR,US,WOODW,WOODW,412.71,25.0,1.0,1.0,25.0,0.060575
9344,BR,CN,OILSE,LEATH,502.17,23.0,1.0,1.0,23.0,0.045801
9370,BR,CN,OILSE,WEARI,485.89,22.0,1.0,1.0,22.0,0.045278
61636,BR,WL,CRUDE,GASDI,1542.82,22.0,1.0,1.0,22.0,0.01426
24716,BR,IN,CRUDE,GASDI,1505.74,21.0,1.0,1.0,21.0,0.013947
52924,BR,WA,KEROS,AIRTR,1211.08,20.0,1.0,1.0,20.0,0.016514
68417,BR,WM,MEAT1,HOTEL,195.86,20.0,1.0,1.0,20.0,0.102114
49779,BR,US,NONME,CONST,369.49,19.0,1.0,1.0,19.0,0.051422
9336,BR,CN,OILSE,FOOD5,422.52,19.0,1.0,1.0,19.0,0.044968
67149,BR,WM,CEREA,FOOD5,646.44,19.0,1.0,1.0,19.0,0.029392
28780,BR,JP,MEAT1,FOOD5,183.06,19.0,1.0,1.0,19.0,0.103791
48255,BR,US,CRUDE,GASDI,1273.62,18.0,1.0,1.0,18.0,0.014133
61885,BR,WL,ELECT,CONST,328.93,18.0,1.0,1.0,18.0,0.054723
30359,BR,KR,MEAT1,MEAT1,171.66,18.0,1.0,1.0,18.0,0.104858
28783,BR,JP,MEAT1,MEAT1,159.93,17.0,1.0,1.0,17.0,0.106297
61156,BR,WL,CERAM,CONST,345.56,17.0,1.0,1.0,17.0,0.049196
54275,BR,WA,PLANT,NONF1,194.74,17.0,1.0,1.0,17.0,0.087296
8156,BR,CN,CROPS,FOOD5,249.8,17.0,1.0,1.0,17.0,0.068054
50453,BR,US,RESEA,BUSIN,51.31,17.0,1.0,1.0,17.0,0.331319
51073,BR,US,WOODW,REALE,278.7,17.0,1.0,1.0,17.0,0.060997
8969,BR,CN,LEATH,LEATH,361.35,17.0,1.0,1.0,17.0,0.047046
62015,BR,WL,FABRI,CONST,530.22,17.0,1.0,1.0,17.0,0.032062
61505,BR,WL,CROPS,CATTL,234.32,16.0,1.0,1.0,16.0,0.068283
48231,BR,US,CROPS,REALE,225.39,16.0,1.0,1.0,16.0,0.070988
9326,BR,CN,OILSE,BITUM,348.63,16.0,1.0,1.0,16.0,0.045894
9339,BR,CN,OILSE,FURNI,352.4,16.0,1.0,1.0,16.0,0.045403
50884,BR,US,TRANS,RAILW,312.41,15.0,1.0,1.0,15.0,0.048014
60746,BR,WL,BASIC,FABRI,511.18,15.0,1.0,1.0,15.0,0.029344
61653,BR,WL,CRUDE,MOTOR,1054.91,15.0,1.0,1.0,15.0,0.014219
53280,BR,WA,MEAT1,HOTEL,142.34,15.0,1.0,1.0,15.0,0.105381
68549,BR,WM,MEATC,HOTEL,161.69,15.0,1.0,1.0,15.0,0.09277
9331,BR,CN,OILSE,EDUCA,319.8,15.0,1.0,1.0,15.0,0.046904
63362,BR,WL,MEAT1,MEAT1,131.23,14.0,1.0,1.0,14.0,0.106683
50897,BR,US,TRANS,TRANS,294.64,14.0,1.0,1.0,14.0,0.047516
48196,BR,US,CROPS,FOOD5,204.84,14.0,1.0,1.0,14.0,0.068346
9019,BR,CN,MEAT1,FOOD5,133.9,14.0,1.0,1.0,14.0,0.104556
65690,BR,WL,RUBBE,CONST,421.02,14.0,1.0,1.0,14.0,0.033253
24722,BR,IN,CRUDE,MOTOR,952.26,14.0,1.0,1.0,14.0,0.014702
48323,BR,US,ELECT,CONST,228.13,13.0,1.0,1.0,13.0,0.056985
47167,BR,TW,RETAI,STONE,1.09,13.0,1.0,1.0,13.0,11.926606
9075,BR,CN,MEATP,HOTEL,124.05,13.0,1.0,1.0,13.0,0.104796
48677,BR,US,FOOD5,FOOD5,219.26,13.0,1.0,1.0,13.0,0.05929
63488,BR,WL,MEATC,HOTEL,121.57,12.0,1.0,1.0,12.0,0.098709
61420,BR,WL,COPP1,COPP1,337.34,12.0,1.0,1.0,12.0,0.035572
8205,BR,CN,CRUDE,NONSP,877.71,12.0,1.0,1.0,12.0,0.013672
48181,BR,US,CROPS,BUSIN,174.11,12.0,1.0,1.0,12.0,0.068922
9358,BR,CN,OILSE,RAILW,273.25,12.0,1.0,1.0,12.0,0.043916
62312,BR,WL,FOOD5,FOOD5,202.31,12.0,1.0,1.0,12.0,0.059315
54283,BR,WA,PLANT,PFERT,135.32,12.0,1.0,1.0,12.0,0.088679
62320,BR,WL,FOOD5,HOTEL,199.62,12.0,1.0,1.0,12.0,0.060114
49382,BR,US,MEATC,HEALT,125.85,12.0,1.0,1.0,12.0,0.095352
54320,BR,WA,PLANT,WHOLE,129.71,11.0,1.0,1.0,11.0,0.084805
51928,BR,WA,CRUDE,GASDI,783.22,11.0,1.0,1.0,11.0,0.014045
19177,BR,FR,SEACO,SEACO,255.14,11.0,1.0,1.0,11.0,0.043114
48680,BR,US,FOOD5,HOTEL,192.28,11.0,1.0,1.0,11.0,0.057208
28237,BR,JP,CEREA,FOOD5,361.81,11.0,1.0,1.0,11.0,0.030403
48261,BR,US,CRUDE,MOTOR,754.32,11.0,1.0,1.0,11.0,0.014583
51932,BR,WA,CRUDE,KEROS,692.05,10.0,1.0,1.0,10.0,0.01445
45623,BR,TR,PLANT,TEXTI,112.12,10.0,1.0,1.0,10.0,0.08919
30474,BR,KR,PLANT,TEXTI,112.46,10.0,1.0,1.0,10.0,0.088921
66479,BR,WL,WOODW,CONST,160.36,10.0,1.0,1.0,10.0,0.06236
47842,BR,US,BUSIN,WHOLE,158.17,10.0,1.0,1.0,10.0,0.063223
9060,BR,CN,MEATC,RUBBE,105.24,10.0,1.0,1.0,10.0,0.095021
51938,BR,WA,CRUDE,MOTOR,736.49,10.0,1.0,1.0,10.0,0.013578
29838,BR,KR,CRUDE,GASDI,684.83,10.0,1.0,1.0,10.0,0.014602
11398,BR,DE,BUSIN,BUSIN,162.61,10.0,1.0,1.0,10.0,0.061497
8556,BR,CN,FOOD5,POULT,179.23,10.0,1.0,1.0,10.0,0.055794
54308,BR,WA,PLANT,SANDC,97.66,9.0,1.0,1.0,9.0,0.092156
64607,BR,WL,PAPER,PAPER,168.3,9.0,1.0,1.0,9.0,0.053476
68398,BR,WM,MEAT1,EDUCA,91.19,9.0,1.0,1.0,9.0,0.098695
63472,BR,WL,MEATC,CHEM1,93.61,9.0,1.0,1.0,9.0,0.096144
47818,BR,US,BUSIN,REALE,139.42,9.0,1.0,1.0,9.0,0.064553
29743,BR,KR,CEREA,FOOD5,299.76,9.0,1.0,1.0,9.0,0.030024
64873,BR,WL,PLAST,CRUDE,299.32,9.0,1.0,1.0,9.0,0.030068
65038,BR,WL,POULT,CHEM1,76.02,9.0,1.0,1.0,9.0,0.11839
62348,BR,WL,FOOD5,POULT,133.59,8.0,1.0,1.0,8.0,0.059885
54304,BR,WA,PLANT,RETA1,93.82,8.0,1.0,1.0,8.0,0.08527
9073,BR,CN,MEATP,FOOD5,71.17,8.0,1.0,1.0,8.0,0.112407
49383,BR,US,MEATC,HOTEL,87.58,8.0,1.0,1.0,8.0,0.091345
63873,BR,WL,MOTO1,WHOLE,139.29,8.0,1.0,1.0,8.0,0.057434
46193,BR,TW,BUSIN,CONST,122.24,8.0,1.0,1.0,8.0,0.065445
61639,BR,WL,CRUDE,HEAVY,578.45,8.0,1.0,1.0,8.0,0.01383
64625,BR,WL,PAPER,RETA1,155.08,8.0,1.0,1.0,8.0,0.051586
64948,BR,WL,PLAST,RUBBE,258.92,8.0,1.0,1.0,8.0,0.030898
63853,BR,WL,MOTO1,RETA1,134.31,7.0,1.0,1.0,7.0,0.052118
48675,BR,US,FOOD5,EDUCA,125.2,7.0,1.0,1.0,7.0,0.055911
51028,BR,US,WOODW,HOTEL,116.49,7.0,1.0,1.0,7.0,0.060091
64614,BR,WL,PAPER,PRINT,137.71,7.0,1.0,1.0,7.0,0.050831
47737,BR,US,BUSIN,BUSIN,109.49,7.0,1.0,1.0,7.0,0.063933
66270,BR,WL,TRANS,PUBLI,139.54,7.0,1.0,1.0,7.0,0.050165
63843,BR,WL,MOTO1,PUBLI,119.88,7.0,1.0,1.0,7.0,0.058392
68441,BR,WM,MEAT1,PFERT,68.49,7.0,1.0,1.0,7.0,0.102205
8189,BR,CN,CRUDE,BITU1,525.65,7.0,1.0,1.0,7.0,0.013317
44970,BR,TR,CROPS,FOOD5,105.46,7.0,1.0,1.0,7.0,0.066376
49189,BR,US,KEROS,AIRTR,464.63,7.0,1.0,1.0,7.0,0.015066
54210,BR,WA,PLANT,ANIMA,82.78,7.0,1.0,1.0,7.0,0.084561
7871,BR,CN,BASIC,BASIC,254.52,7.0,1.0,1.0,7.0,0.027503
61245,BR,WL,CEREA,CATTL,249.71,7.0,1.0,1.0,7.0,0.028033
47541,BR,US,BASIC,BUSIN,232.31,7.0,1.0,1.0,7.0,0.030132
15242,BR,ES,CRUDE,GASDI,458.62,7.0,1.0,1.0,7.0,0.015263
61645,BR,WL,CRUDE,LIQUE,462.34,7.0,1.0,1.0,7.0,0.01514
11801,BR,DE,CROPS,RAWMI,93.63,7.0,1.0,1.0,7.0,0.074762
9475,BR,CN,PLANT,PLANT,74.0,7.0,1.0,1.0,7.0,0.094595
61641,BR,WL,CRUDE,KEROS,483.62,7.0,1.0,1.0,7.0,0.014474
11758,BR,DE,CROPS,FOOD5,97.15,7.0,1.0,1.0,7.0,0.072054
14450,BR,DK,SEACO,SEACO,177.06,7.0,1.0,1.0,7.0,0.039535
64644,BR,WL,PAPER,WHOLE,118.98,6.0,1.0,1.0,6.0,0.050429
45382,BR,TR,MEAT1,MEAT1,58.98,6.0,1.0,1.0,6.0,0.101729
54223,BR,WA,PLANT,CHARC,73.53,6.0,1.0,1.0,6.0,0.081599
68415,BR,WM,MEAT1,HEALT,58.39,6.0,1.0,1.0,6.0,0.102757
54309,BR,WA,PLANT,STONE,66.48,6.0,1.0,1.0,6.0,0.090253
54278,BR,WA,PLANT,OFFIC,65.57,6.0,1.0,1.0,6.0,0.091505
51071,BR,US,WOODW,RAILW,106.99,6.0,1.0,1.0,6.0,0.05608
33984,BR,NL,BUSIN,BUSIN,102.58,6.0,1.0,1.0,6.0,0.058491
9330,BR,CN,OILSE,CONST,122.83,6.0,1.0,1.0,6.0,0.048848
46178,BR,TW,BUSIN,BASIC,91.92,6.0,1.0,1.0,6.0,0.065274
8555,BR,CN,FOOD5,PIGS9,109.91,6.0,1.0,1.0,6.0,0.05459
49388,BR,US,MEATC,MEATC,60.3,6.0,1.0,1.0,6.0,0.099502
