trade_id,region1,region2,industry1,industry2,amount,total_level,factor_count,unique_factors,material,impact_intensity
3623917,CA,CA,CHEMI,CEMEN,368.08,64322.0,1.0,1.0,64322.0,174.750054
3623857,CA,CA,SANDC,PUBLI,104.83,53031.0,1.0,1.0,53031.0,505.87618
3623826,CA,CA,SANDC,BRICK,89.43,45241.0,1.0,1.0,45241.0,505.881695
3626480,CA,CA,BRICK,CONST,406.42,41578.0,1.0,1.0,41578.0,102.303036
3623825,CA,CA,SANDC,CERAM,79.36,40149.0,1.0,1.0,40149.0,505.909778
3623949,CA,CA,CHEMI,PUBLI,178.67,31221.0,1.0,1.0,31221.0,174.741143
3623704,CA,CA,PRECI,HEALT,54.16,30644.0,1.0,1.0,30644.0,565.805022
3626624,CA,CA,NONME,CONST,8132.07,28728.0,1.0,1.0,28728.0,3.53268
3626537,CA,CA,CEMEN,NONME,1377.69,25901.0,1.0,1.0,25901.0,18.800311
3623910,CA,CA,CHEMI,CHEM1,143.36,25052.0,1.0,1.0,25052.0,174.748884
3623565,CA,CA,CRUDE,CRUDE,58318.77,23202.0,1.0,1.0,23202.0,0.397848
3626422,CA,CA,CERAM,CONST,347.09,22123.0,1.0,1.0,22123.0,63.738512
3623799,CA,CA,SANDC,CRUDE,41.18,20830.0,1.0,1.0,20830.0,505.828072
3626703,CA,CA,BASIC,BASIC,6611.22,17538.0,1.0,1.0,17538.0,2.652763
3623866,CA,CA,CHEMI,CRUDE,98.62,17233.0,1.0,1.0,17233.0,174.741432
3623695,CA,CA,PRECI,DISTR,26.04,14731.0,1.0,1.0,14731.0,565.706605
3623824,CA,CA,SANDC,GLASS,28.07,14199.0,1.0,1.0,14199.0,505.842537
3623827,CA,CA,SANDC,CEMEN,26.38,13347.0,1.0,1.0,13347.0,505.951478
3623851,CA,CA,SANDC,SUPPO,26.31,13311.0,1.0,1.0,13311.0,505.929304
3623688,CA,CA,PRECI,ELEC4,22.13,12519.0,1.0,1.0,12519.0,565.702666
3631384,CA,CA,HEALT,PUBLI,47678.81,10984.0,1.0,1.0,10984.0,0.230375
3623914,CA,CA,CHEMI,GLASS,57.25,10003.0,1.0,1.0,10003.0,174.724891
3626828,CA,CA,ALUM1,ALUM1,7992.08,9459.0,1.0,1.0,9459.0,1.183547
3626354,CA,CA,GLASS,GLASS,1850.96,9243.0,1.0,1.0,9243.0,4.993625
3623916,CA,CA,CHEMI,BRICK,50.0,8737.0,1.0,1.0,8737.0,174.74
3626505,CA,CA,CEMEN,CRUDE,441.99,8310.0,1.0,1.0,8310.0,18.80133
3623833,CA,CA,SANDC,NONF1,15.43,7806.0,1.0,1.0,7806.0,505.897602
3630062,CA,CA,SUPPO,EDUCA,14834.33,7300.0,1.0,1.0,7300.0,0.492102
3623908,CA,CA,CHEMI,NFERT,40.91,7149.0,1.0,1.0,7149.0,174.74945
3629273,CA,CA,WHOLE,WHOLE,11143.37,6616.0,1.0,1.0,6616.0,0.593716
3630987,CA,CA,RESEA,CONST,16640.22,6200.0,1.0,1.0,6200.0,0.372591
3626370,CA,CA,GLASS,CONST,1240.75,6196.0,1.0,1.0,6196.0,4.993754
3623883,CA,CA,CHEMI,TEXTI,35.12,6137.0,1.0,1.0,6137.0,174.743736
3623766,CA,CA,STONE,CEMEN,123.09,5910.0,1.0,1.0,5910.0,48.013649
3623915,CA,CA,CHEMI,CERAM,32.97,5761.0,1.0,1.0,5761.0,174.734607
3623891,CA,CA,CHEMI,MOTOR,29.92,5228.0,1.0,1.0,5228.0,174.73262
3623647,CA,CA,HYDRO,MOTOR,9391.81,4801.0,1.0,1.0,4801.0,0.51119
3626091,CA,CA,CHEM1,CONST,1824.73,4605.0,1.0,1.0,4605.0,2.523661
3623896,CA,CA,CHEMI,GASDI,25.85,4517.0,1.0,1.0,4517.0,174.738878
3627083,CA,CA,FOUND,MOTO1,2878.56,4495.0,1.0,1.0,4495.0,1.561545
3623694,CA,CA,PRECI,TRAN1,7.76,4389.0,1.0,1.0,4389.0,565.592784
3623652,CA,CA,HYDRO,GASDI,8113.03,4147.0,1.0,1.0,4147.0,0.511153
3623687,CA,CA,PRECI,ELEC3,7.15,4045.0,1.0,1.0,4045.0,565.734266
3623684,CA,CA,PRECI,NONME,6.86,3884.0,1.0,1.0,3884.0,566.180758
3623686,CA,CA,PRECI,ELEC2,6.65,3763.0,1.0,1.0,3763.0,565.864662
3625383,CA,CA,GASDI,CRUDE,6137.57,3473.0,1.0,1.0,3473.0,0.565859
3623450,CA,CA,FORES,WOODW,9732.86,3359.0,1.0,1.0,3359.0,0.34512
3623587,CA,CA,CRUDE,CHEM1,8060.3,3207.0,1.0,1.0,3207.0,0.397876
3626410,CA,CA,CERAM,CERAM,49.04,3126.0,1.0,1.0,3126.0,63.743883
3625848,CA,CA,NFERT,OILSE,395.91,3101.0,1.0,1.0,3101.0,7.832588
3625991,CA,CA,CHEM1,OILSE,1216.5,3070.0,1.0,1.0,3070.0,2.523633
3629420,CA,CA,RETA1,EDUCA,18945.1,2947.0,1.0,1.0,2947.0,0.155555
3626030,CA,CA,CHEM1,PAPER,1154.59,2914.0,1.0,1.0,2914.0,2.52384
3623930,CA,CA,CHEMI,FURNI,16.44,2873.0,1.0,1.0,2873.0,174.756691
3626131,CA,CA,BIOGA,ELEC4,937.03,2855.0,1.0,1.0,2855.0,3.046861
3629274,CA,CA,WHOLE,RETA1,4799.66,2850.0,1.0,1.0,2850.0,0.593792
3626325,CA,CA,GLASS,BEVER,541.7,2705.0,1.0,1.0,2705.0,4.993539
3629421,CA,CA,RETA1,HEALT,16832.76,2618.0,1.0,1.0,2618.0,0.15553
3623566,CA,CA,CRUDE,HYDRO,6495.09,2584.0,1.0,1.0,2584.0,0.397839
3623820,CA,CA,SANDC,CHEM1,5.11,2583.0,1.0,1.0,2583.0,505.479452
3623729,CA,CA,NONFE,DISTR,18.55,2532.0,1.0,1.0,2532.0,136.495957
3623802,CA,CA,SANDC,HYDRO,4.87,2466.0,1.0,1.0,2466.0,506.365503
3624568,CA,CA,TEXTI,WEARI,2682.01,2439.0,1.0,1.0,2439.0,0.909393
3627493,CA,CA,MOTO1,MOTO1,8098.07,2438.0,1.0,1.0,2438.0,0.301059
3623718,CA,CA,NONFE,NONF1,17.77,2425.0,1.0,1.0,2425.0,136.465954
3626095,CA,CA,CHEM1,RETA1,929.83,2347.0,1.0,1.0,2347.0,2.524117
3623911,CA,CA,CHEMI,BIOGA,12.97,2266.0,1.0,1.0,2266.0,174.710871
3629658,CA,CA,LANDT,SUPPO,20590.8,2231.0,1.0,1.0,2231.0,0.108349
3626939,CA,CA,COPP1,COPP1,3328.62,2221.0,1.0,1.0,2221.0,0.667243
3626548,CA,CA,CEMEN,CONST,117.92,2217.0,1.0,1.0,2217.0,18.800882
3625845,CA,CA,NFERT,WHEAT,282.86,2215.0,1.0,1.0,2215.0,7.830729
3624266,CA,CA,FOOD5,FOOD5,7721.29,2195.0,1.0,1.0,2195.0,0.284279
3623722,CA,CA,NONFE,ELEC4,15.76,2151.0,1.0,1.0,2151.0,136.484772
3627016,CA,CA,NONF1,NONF1,996.06,2104.0,1.0,1.0,2104.0,2.112323
3626613,CA,CA,NONME,ALUM1,590.1,2085.0,1.0,1.0,2085.0,3.533299
3623888,CA,CA,CHEMI,PAPER,11.68,2041.0,1.0,1.0,2041.0,174.743151
3623936,CA,CA,CHEMI,HOTEL,11.68,2041.0,1.0,1.0,2041.0,174.743151
3629419,CA,CA,RETA1,PUBLI,12926.62,2011.0,1.0,1.0,2011.0,0.15557
3624567,CA,CA,TEXTI,TEXTI,2207.63,2007.0,1.0,1.0,2007.0,0.90912
3626366,CA,CA,GLASS,MOTO1,395.63,1976.0,1.0,1.0,1976.0,4.994566
3623943,CA,CA,CHEMI,SUPPO,11.23,1962.0,1.0,1.0,1962.0,174.710597
3631386,CA,CA,HEALT,HEALT,8499.6,1958.0,1.0,1.0,1958.0,0.230364
3623913,CA,CA,CHEMI,RUBBE,11.2,1956.0,1.0,1.0,1956.0,174.642857
3623389,CA,CA,RAWMI,DAIRY,8845.85,1936.0,1.0,1.0,1936.0,0.21886
3625457,CA,CA,GASDI,CONST,3380.52,1913.0,1.0,1.0,1913.0,0.565889
3626538,CA,CA,CEMEN,BASIC,100.39,1887.0,1.0,1.0,1887.0,18.796693
3623834,CA,CA,SANDC,FOUND,3.65,1848.0,1.0,1.0,1848.0,506.30137
3626655,CA,CA,BASIC,FORES,696.06,1846.0,1.0,1.0,1846.0,2.65207
