trade_id,region1,region2,industry1,industry2,amount,total_level,factor_count,unique_factors,air_emissions,employment,land,material,water,impact_intensity
68826,IN,WA,BASIC,BASIC,3273.2,13931452630.356,7,7,13931448159.854,298.0,1443.0,2199.0,530.502,4256217.961126
86820,IN,WM,BASIC,CONST,1544.81,6575050704.45,7,7,6575048595.076,140.0,681.0,1038.0,250.374,4256219.667435
68866,IN,WA,BASIC,FABRI,899.33,3827751417.7,7,7,3827750189.941,82.0,396.0,604.0,145.759,4256225.65432
72412,IN,WA,KEROS,AIRTR,2324.19,2688623189.826,7,7,2688620003.625,70.0,927.0,2023.0,166.201,1156800.085116
89037,IN,WM,KEROS,AIRTR,2321.28,2685253479.399,7,7,2685250298.406,69.0,926.0,2020.0,165.993,1156798.610852
68900,IN,WA,BASIC,MOTO1,595.47,2534441022.516,7,7,2534440209.006,54.0,263.0,400.0,96.51,4256202.701254
70498,IN,WA,ELEC1,DISTR,79.23,2222269595.652,7,7,2222269500.732,6.0,15.0,17.0,56.92,28048335.171677
86824,IN,WM,BASIC,CRUDE,486.93,2072488455.516,7,7,2072487790.597,44.0,215.0,327.0,78.919,4256234.891085
20126,IN,DK,SEACO,SEACO,406.44,1919545377.212,7,7,1919545136.874,45.0,81.0,108.0,6.338,4722825.94531
70540,IN,WA,ELEC1,PFERT,62.25,1746051628.821,7,7,1746051554.099,5.0,12.0,13.0,44.722,28049022.149735
70571,IN,WA,ELEC1,VEGE1,60.26,1690025667.335,7,7,1690025595.048,5.0,11.0,13.0,43.287,28045563.679638
36702,IN,IT,BASIC,BASIC,354.47,1508695658.499,7,7,1508695175.049,32.0,156.0,238.0,57.45,4256201.253982
88567,IN,WM,FURNI,CONST,1703.61,1485433964.07,7,7,1485426936.581,299.0,5972.0,712.0,44.489,871933.109145
87269,IN,WM,CERAM,CONST,1043.17,1450106188.049,7,7,1450103401.284,136.0,725.0,1895.0,30.765,1390095.754334
68554,IN,WA,ALUM1,ALUM1,904.21,1443742874.678,7,7,1443740532.725,73.0,988.0,1185.0,95.953,1596689.789626
81218,IN,WF,KEROS,AIRTR,1189.28,1375754890.105,7,7,1375753260.061,36.0,474.0,1035.0,85.044,1156796.456768
70495,IN,WA,ELEC1,CRUDE,46.57,1306293318.151,7,7,1306293261.693,4.0,9.0,10.0,33.458,28050103.460404
12535,IN,CN,MOTOR,LANDT,1096.16,1277666642.743,7,7,1277665144.769,32.0,428.0,959.0,78.974,1165584.07782
88075,IN,WM,ELECT,CONST,649.61,1190630316.171,7,7,1190628773.95,64.0,506.0,918.0,54.221,1832838.651146
13135,IN,CN,PLAST,RUBBE,1433.4,1177507298.828,7,7,1177503889.734,91.0,1825.0,783.0,710.094,821478.51181
88199,IN,WM,FABRI,CONST,720.37,1105677521.399,7,7,1105676171.807,88.0,430.0,703.0,128.592,1534874.46923
79827,IN,WF,BASIC,CONST,255.51,1087491531.703,7,7,1087491182.292,23.0,113.0,172.0,41.411,4256160.35264
89850,IN,WM,MOTOR,LANDT,917.9,1069893636.376,7,7,1069892382.245,27.0,358.0,803.0,66.131,1165588.447953
63761,IN,US,BASIC,BASIC,249.75,1062971910.311,7,7,1062971568.834,23.0,110.0,168.0,40.477,4256143.785029
70490,IN,WA,ELEC1,CHEM1,36.48,1023155173.354,7,7,1023155129.148,3.0,7.0,8.0,26.206,28047016.813432
83601,IN,WL,BASIC,CONST,236.67,1007299328.211,7,7,1007299004.854,22.0,104.0,159.0,38.357,4256134.398999
34196,IN,ID,BASIC,CONST,235.33,1001628400.257,7,7,1001628079.116,21.0,104.0,158.0,38.141,4256271.61967
65804,IN,US,KEROS,AIRTR,838.83,970353966.66,7,7,970352817.676,25.0,334.0,730.0,59.984,1156794.543185
18408,IN,DE,SEACO,SEACO,202.92,958343680.379,7,7,958343559.215,23.0,41.0,54.0,3.164,4722766.018032
63785,IN,US,BASIC,FABRI,220.7,939328997.416,7,7,939328696.647,20.0,97.0,148.0,35.769,4256135.013213
66179,IN,US,MOTO1,MOTO1,736.38,883649687.917,7,7,883648521.313,80.0,320.0,728.0,38.604,1199991.428226
70573,IN,WA,ELEC1,WEARI,31.01,869726647.202,7,7,869726608.925,3.0,6.0,7.0,22.277,28046650.990068
47186,IN,MX,MOTO1,MOTO1,703.65,844369156.288,7,7,844368040.4,77.0,306.0,696.0,36.888,1199984.589338
80601,IN,WF,FABRI,CONST,548.89,842480577.87,7,7,842479548.888,67.0,328.0,536.0,97.982,1534880.536847
8278,IN,CA,BASIC,CONST,195.89,833759365.873,7,7,833759098.124,18.0,86.0,132.0,31.749,4256263.034729
11212,IN,CN,CHEM1,PLAST,1351.91,813051505.778,7,7,813047988.795,161.0,1948.0,1283.0,124.983,601409.491592
69414,IN,WA,CEMEN,CONST,205.02,787526272.438,7,7,787525755.338,22.0,85.0,400.0,10.1,3841216.820008
11441,IN,CN,ELECT,CONST,422.06,773563811.266,7,7,773562810.038,41.0,329.0,596.0,35.228,1832829.008354
64867,IN,US,FABRI,CONST,484.89,744240329.92,7,7,744239421.364,59.0,290.0,473.0,86.556,1534864.257708
11032,IN,CN,BASIC,BASIC,171.85,731430713.692,7,7,731430478.84,16.0,76.0,115.0,27.852,4256215.965621
91472,IN,WM,RUBBE,CONST,416.8,723737545.199,7,7,723736563.614,61.0,604.0,298.0,18.585,1736414.455852
68606,IN,WA,ALUM1,FURNI,432.27,690200379.863,7,7,690199259.992,35.0,472.0,567.0,45.871,1596688.134414
68087,IN,US,TRANS,TRANS,765.1,659123381.014,7,7,659122133.805,95.0,278.0,842.0,32.209,861486.578243
93536,IN,ZA,MOTO1,MOTO1,535.58,642691282.061,7,7,642690432.984,58.0,233.0,530.0,28.077,1199991.190972
66447,IN,US,NONME,CONST,360.01,636021990.472,7,7,636019588.055,38.0,311.0,2035.0,18.417,1766678.676903
11456,IN,CN,ELECT,ELECT,337.47,618523887.503,7,7,618523086.336,33.0,263.0,477.0,28.167,1832826.288272
43476,IN,KR,LEAD1,LEAD1,325.86,612354561.968,7,7,612353551.015,29.0,415.0,549.0,17.953,1879195.243258
63806,IN,US,BASIC,MACHI,142.81,607823622.723,7,7,607823427.577,13.0,63.0,96.0,23.146,4256169.895126
68912,IN,WA,BASIC,OFFIC,141.37,601698158.53,7,7,601697965.618,13.0,62.0,95.0,22.912,4256194.090189
73419,IN,WA,MOTOR,LANDT,515.9,601326576.535,7,7,601325872.366,15.0,201.0,451.0,37.169,1165587.471477
70554,IN,WA,ELEC1,REALE,21.32,597854892.679,7,7,597854866.366,2.0,4.0,5.0,15.313,28041974.328283
15585,IN,DE,BASIC,BASIC,137.97,587243655.742,7,7,587243466.38,13.0,61.0,93.0,22.362,4256314.095398
64732,IN,US,ELECT,CONST,318.01,582852829.708,7,7,582852075.165,31.0,248.0,449.0,26.543,1832812.898047
20985,IN,ES,BASIC,FABRI,136.37,580402812.598,7,7,580402626.497,12.0,60.0,92.0,22.101,4256088.674914
88719,IN,WM,GASDI,LANDT,490.5,577122160.839,7,7,577121492.143,14.0,186.0,433.0,35.696,1176599.716287
88910,IN,WM,HEAVY,ELEC6,494.68,574561962.8,7,7,574561285.292,15.0,195.0,432.0,35.508,1161482.095092
89839,IN,WM,MOTOR,GASDI,484.2,564377009.371,7,7,564376347.486,14.0,189.0,424.0,34.885,1165586.553843
89130,IN,WM,KEROS,PUBLI,486.86,563195886.272,7,7,563195218.457,15.0,194.0,424.0,34.815,1156792.273491
64063,IN,US,CEMEN,CONST,143.17,549942070.298,7,7,549941708.245,15.0,60.0,280.0,7.053,3841182.302843
68963,IN,WA,BASIC,WHOLE,126.78,539623843.161,7,7,539623669.612,12.0,56.0,85.0,20.549,4256379.895575
80489,IN,WF,ELECT,CONST,280.94,514911200.112,7,7,514910533.663,27.0,219.0,397.0,23.449,1832815.548202
68873,IN,WA,BASIC,FURNI,120.81,514175283.714,7,7,514175119.134,11.0,53.0,81.0,19.58,4256065.588229
86645,IN,WM,ALUM1,ALUM1,316.83,505879465.664,7,7,505878645.043,26.0,346.0,415.0,33.621,1596690.545921
11150,IN,CN,CHEM1,CHEM1,836.15,502869254.256,7,7,502867078.954,99.0,1205.0,794.0,77.302,601410.338164
42465,IN,KR,ALUM1,MACHI,311.88,497984952.286,7,7,497984144.189,25.0,341.0,409.0,33.097,1596719.739278
63616,IN,US,ALUM1,ALUM1,308.71,492915068.616,7,7,492914268.856,25.0,337.0,405.0,32.76,1596692.911198
91015,IN,WM,PROCE,HOTEL,507.36,485832847.001,7,7,485831485.97,73.0,1064.0,206.0,18.031,957570.259778
68632,IN,WA,ALUM1,MOTO1,303.49,484586073.832,7,7,484585287.626,24.0,332.0,398.0,32.206,1596711.831797
79830,IN,WF,BASIC,CRUDE,112.3,477969242.693,7,7,477969089.492,10.0,50.0,75.0,18.201,4256182.036447
71639,IN,WA,FURNI,HOTEL,544.99,475198723.973,7,7,475196475.741,96.0,1910.0,228.0,14.232,871940.263075
70514,IN,WA,ELEC1,KEROS,16.74,469567315.424,7,7,469567295.397,1.0,3.0,4.0,12.027,28050616.214098
36746,IN,IT,BASIC,MACHI,110.3,469479644.452,7,7,469479493.574,10.0,49.0,74.0,17.878,4256388.435648
70482,IN,WA,ELEC1,BIOGA,16.71,468719183.195,7,7,468719163.19,1.0,3.0,4.0,12.005,28050220.418612
3536,IN,BE,BASIC,CONST,109.93,467888000.791,7,7,467887850.974,10.0,48.0,74.0,17.817,4256235.793605
82714,IN,WF,RUBBE,CONST,266.66,463023901.939,7,7,463023274.049,39.0,386.0,191.0,11.89,1736383.041847
69754,IN,WA,CHEM1,HEALT,753.97,453443038.282,7,7,453441076.578,90.0,1086.0,716.0,69.704,601407.268568
88638,IN,WM,FURNI,PUBLI,518.24,451873353.444,7,7,451871214.91,91.0,1817.0,217.0,13.534,871938.394265
87496,IN,WM,CHEM1,HEALT,743.33,447044387.744,7,7,447042454.024,88.0,1071.0,706.0,68.72,601407.702829
64917,IN,US,FABRI,MOTO1,290.19,445400347.447,7,7,445399804.646,35.0,173.0,283.0,51.801,1534857.670654
70507,IN,WA,ELEC1,GASDI,15.81,443350406.561,7,7,443350388.205,1.0,3.0,3.0,11.356,28042403.957052
67605,IN,US,RUBBE,MOTO1,250.69,435305977.697,7,7,435305386.519,37.0,363.0,180.0,11.178,1736431.360234
8266,IN,CA,BASIC,BASIC,101.95,433933313.165,7,7,433933174.641,9.0,45.0,68.0,16.524,4256334.606817
63809,IN,US,BASIC,MOTO1,100.7,428590254.205,7,7,428590116.885,9.0,44.0,68.0,16.32,4256109.773635
70527,IN,WA,ELEC1,MOTOR,15.16,425206815.573,7,7,425206797.682,1.0,3.0,3.0,10.891,28047942.979749
61050,IN,TR,BASIC,BASIC,98.6,419649472.459,7,7,419649338.479,9.0,43.0,66.0,15.98,4256079.842383
11916,IN,CN,GASDI,CONST,355.26,418002444.852,7,7,418001960.997,10.0,135.0,313.0,25.855,1176609.933153
64776,IN,US,ELECT,MACHI,226.86,415797084.205,7,7,415796545.27,22.0,177.0,321.0,18.935,1832835.599952
70530,IN,WA,ELEC1,NATUR,14.76,413943146.366,7,7,413943128.764,1.0,3.0,3.0,10.602,28044928.615583
63634,IN,US,ALUM1,FABRI,258.57,412859660.573,7,7,412858990.134,21.0,283.0,339.0,27.439,1596703.641463
74716,IN,WA,PREC1,PREC1,251.65,410042668.972,7,7,410042159.728,23.0,178.0,299.0,9.244,1629416.526811
36722,IN,IT,BASIC,FABRI,95.68,407218192.974,7,7,407218062.467,9.0,42.0,64.0,15.507,4256042.986768
13536,IN,CN,TEXTI,TEXTI,1059.15,404333552.703,7,7,404332118.744,222.0,770.0,412.0,29.959,381752.870418
74673,IN,WA,PREC1,FURNI,244.18,397874238.04,7,7,397873743.07,22.0,173.0,291.0,8.97,1629430.084528
68560,IN,WA,ALUM1,BASIC,246.2,393107907.542,7,7,393107269.416,20.0,269.0,323.0,26.126,1596701.492859
70535,IN,WA,ELEC1,OFFIC,13.97,391881197.949,7,7,391881180.912,1.0,3.0,3.0,10.037,28051624.763708
42519,IN,KR,BASIC,CONST,91.95,391339532.166,7,7,391339406.264,8.0,41.0,62.0,14.902,4256003.612463
49037,IN,NL,GASDI,LANDT,332.41,391117442.547,7,7,391116990.355,9.0,126.0,293.0,24.192,1176611.541611
11308,IN,CN,COPP1,ELECT,190.73,387991080.035,7,7,387990726.503,14.0,115.0,215.0,9.532,2034242.541997
67557,IN,US,RUBBE,CONST,222.41,386188260.717,7,7,386187737.8,32.0,322.0,159.0,9.917,1736379.932184
28223,IN,FR,SEACO,SUPPO,81.32,384048044.865,7,7,384047996.597,9.0,16.0,22.0,1.268,4722676.400209
90125,IN,WM,NONME,CONST,212.35,375159049.615,7,7,375157632.751,22.0,184.0,1200.0,10.864,1766701.434495
42445,IN,KR,ALUM1,FABRI,234.38,374235205.584,7,7,374234598.712,19.0,256.0,307.0,24.872,1596702.814165
72668,IN,WA,LEAD1,LEAD1,198.98,373923314.66,7,7,373922698.697,17.0,253.0,335.0,10.963,1879200.495829
12227,IN,CN,KEROS,SUPPO,322.32,372858147.701,7,7,372857704.652,10.0,129.0,281.0,23.049,1156794.948191
89865,IN,WM,MOTOR,MOTOR,318.73,371508993.056,7,7,371508558.093,9.0,124.0,279.0,22.963,1165591.544743
3542,IN,BE,BASIC,FABRI,87.24,371305297.763,7,7,371305178.624,8.0,38.0,59.0,14.139,4256135.921171
64276,IN,US,CHEM1,PLAST,616.39,370702387.071,7,7,370700784.086,73.0,888.0,585.0,56.985,601408.827319
20093,IN,DK,SEACO,MACHI,77.87,367746390.526,7,7,367746343.312,9.0,16.0,21.0,1.214,4722568.261538
