trade_id,region1,region2,industry1,industry2,amount
3642725,IN,AT,PADDY,ELEC2,0.01
3642726,IN,AT,CEREA,RAWMI,0.01
3642727,IN,AT,CEREA,FOOD5,0.07
3642728,IN,AT,CEREA,BEVER,0.02
3642729,IN,AT,CEREA,PLAST,0.06
3642730,IN,AT,CEREA,HOTEL,0.06
3642731,IN,AT,CEREA,RAILW,0.04
3642732,IN,AT,VEGET,VEGET,0.13
3642733,IN,AT,VEGET,FOOD5,0.38
3642734,IN,AT,VEGET,BEVER,0.20
3642735,IN,AT,VEGET,WEARI,0.11
3642736,IN,AT,VEGET,PLAST,0.04
3642737,IN,AT,VEGET,FURNI,0.09
3642738,IN,AT,VEGET,SALEM,0.01
3642739,IN,AT,VEGET,WHOLE,1.51
3642740,IN,AT,VEGET,RETA1,0.05
3642741,IN,AT,VEGET,HOTEL,0.12
3642742,IN,AT,VEGET,SUPPO,0.01
3642743,IN,AT,VEGET,REALE,0.02
3642744,IN,AT,VEGET,RENTI,0.03
3642745,IN,AT,VEGET,COMPU,0.11
3642746,IN,AT,VEGET,RESEA,0.08
3642747,IN,AT,VEGET,BUSIN,0.15
3642748,IN,AT,OILSE,OILSE,0.01
3642749,IN,AT,OILSE,MEATC,0.02
3642750,IN,AT,OILSE,MEATP,0.02
3642751,IN,AT,OILSE,VEGE1,0.07
3642752,IN,AT,OILSE,DAIRY,0.01
3642753,IN,AT,OILSE,SUGA1,0.01
3642754,IN,AT,OILSE,FOOD5,0.79
3642755,IN,AT,OILSE,BEVER,0.14
3642756,IN,AT,OILSE,PLAST,0.31
3642757,IN,AT,OILSE,PFERT,0.07
3642758,IN,AT,OILSE,CHEM1,0.01
3642759,IN,AT,OILSE,FURNI,0.01
3642760,IN,AT,OILSE,CONST,0.02
3642761,IN,AT,OILSE,SALEM,0.01
3642762,IN,AT,OILSE,WHOLE,0.05
3642763,IN,AT,OILSE,RETA1,0.01
3642764,IN,AT,OILSE,HOTEL,0.20
3642765,IN,AT,OILSE,TRAN2,1.45
3642766,IN,AT,OILSE,SUPPO,0.02
3642767,IN,AT,OILSE,REALE,0.01
3642768,IN,AT,OILSE,RENTI,0.04
3642769,IN,AT,OILSE,COMPU,0.01
3642770,IN,AT,OILSE,RESEA,0.03
3642771,IN,AT,OILSE,BUSIN,0.07
3642772,IN,AT,OILSE,HEALT,0.02
3642773,IN,AT,PLANT,NONME,0.02
3642774,IN,AT,CROPS,CATTL,0.61
3642775,IN,AT,CROPS,PIGS9,0.30
3642776,IN,AT,CROPS,POULT,0.19
3642777,IN,AT,CROPS,MEATA,0.03
3642778,IN,AT,CROPS,ANIMA,0.02
3642779,IN,AT,CROPS,RAWMI,1.02
3642780,IN,AT,CROPS,MEATC,0.03
3642781,IN,AT,CROPS,MEATP,0.02
