trade_id,region1,region2,industry1,industry2,amount,total_level,factor_count,unique_factors,air_emissions,employment,land,material,water,impact_intensity
58023,US,CA,MOTO1,MOTO1,16374.46,4902466068.702,7,7,4902451201.87,252.0,6917.0,7442.0,255.832,299397.114085
55214,US,CA,CRUDE,MOTOR,6167.6,3181748612.913,7,7,3181746710.884,36.0,678.0,1116.0,72.029,515881.155216
54064,US,CA,BASIC,CONST,3473.29,2775785920.609,7,7,2775778651.856,51.0,1105.0,5820.0,292.753,799180.581123
59058,US,CA,PLAST,CHEM1,5003.18,2722868256.567,7,7,2722865343.005,54.0,1518.0,1270.0,71.562,544227.522609
55203,US,CA,CRUDE,GASDI,5047.36,2603834314.207,7,7,2603832758.261,29.0,555.0,913.0,58.946,515880.443283
7489,CN,CA,FABRI,CONST,1030.11,2427141995.356,7,7,2427137735.852,30.0,1334.0,2824.0,71.504,2356196.906501
59037,US,CA,PFERT,WHEAT,1057.73,2364823951.749,7,7,2364820201.594,20.0,1224.0,2404.0,102.155,2235753.880243
53743,US,CA,ALUM1,ALUM1,3380.22,2104217074.271,7,7,2104214261.909,46.0,1058.0,1519.0,189.362,622508.911926
61514,WA,CA,BASIC,CONST,760.93,1972166168.941,7,7,1972159390.915,30.0,565.0,6064.0,119.026,2591783.960339
60015,US,CA,RUBBE,CONST,3665.25,1743662877.6,7,7,1743657092.208,43.0,4424.0,1243.0,75.392,475728.225251
57249,US,CA,KEROS,LANDT,2523.58,1530081090.679,7,7,1530080134.712,19.0,332.0,581.0,23.967,606313.685589
56140,US,CA,FABRI,CONST,4361.64,1504871041.383,7,7,1504866195.461,63.0,1374.0,3278.0,130.922,345024.128856
54047,US,CA,BASIC,BASIC,1807.69,1444668609.47,7,7,1444664826.105,27.0,575.0,3029.0,152.365,799179.399936
6954,CN,CA,BASIC,CONST,319.16,1338167140.44,7,7,1338165574.824,8.0,514.0,1015.0,28.616,4192778.357062
56841,US,CA,GLASS,CONST,1669.4,1256434037.272,7,7,1256432489.811,19.0,787.0,723.0,18.461,752626.115534
7433,CN,CA,ELECT,POSTT,1199.22,1221952058.844,7,7,1221948369.453,56.0,1014.0,2574.0,45.391,1018955.703577
60116,US,CA,RUBBE,RUBBE,2288.79,1088843427.336,7,7,1088839814.257,27.0,2763.0,776.0,47.079,475728.84683
61499,WA,CA,BASIC,BASIC,396.03,1026421575.233,7,7,1026418047.286,16.0,294.0,3156.0,61.947,2591777.328064
8941,CN,CA,RUBBE,CONST,700.67,1020114054.368,7,7,1020111054.581,28.0,1523.0,1396.0,52.787,1455912.275919
4710,BR,CA,ALUM1,ALUM1,702.31,1001473801.811,7,7,1001468400.842,26.0,1815.0,3528.0,31.969,1425971.154919
54765,US,CA,CHEM1,HEALT,2235.14,891886412.794,7,7,891883845.012,21.0,1030.0,1407.0,109.782,399029.328272
60629,US,CA,TRAN2,MACHI,25.16,886968871.984,6,6,886968847.185,0.0,17.0,7.0,0.799,35253134.816534
6842,CN,CA,ALUM1,ALUM1,304.34,855754248.379,7,7,855752552.738,14.0,331.0,1322.0,28.641,2811836.263321
30446,IN,CA,BASIC,CONST,195.89,833759365.873,7,7,833759098.124,18.0,86.0,132.0,31.749,4256263.034729
7504,CN,CA,FABRI,FABRI,353.44,832781043.021,7,7,832779581.487,10.0,458.0,969.0,24.534,2356216.169706
58254,US,CA,NATUR,ELEC2,749.78,779276095.027,7,7,779275651.398,5.0,98.0,330.0,10.629,1039339.666338
55209,US,CA,CRUDE,KEROS,1413.96,729436885.983,7,7,729436449.47,8.0,156.0,256.0,16.513,515882.263984
6942,CN,CA,BASIC,BASIC,166.11,696454307.738,7,7,696453492.845,4.0,268.0,528.0,14.893,4192729.563169
8504,CN,CA,OFFIC,OFFIC,519.72,686205588.223,7,7,686204078.191,21.0,512.0,955.0,22.032,1320337.081935
60755,US,CA,VEGET,FOOD5,3231.79,639924056.622,7,7,639908075.384,70.0,4646.0,11234.0,31.238,198009.170343
9039,CN,CA,RUBBE,RUBBE,437.54,637017910.209,7,7,637016037.245,17.0,951.0,872.0,32.964,1455907.826048
56748,US,CA,GASDI,LANDT,1006.95,603341448.972,7,7,603341090.169,7.0,124.0,218.0,9.803,599177.167657
56795,US,CA,GASDI,RAILW,990.59,593537445.306,7,7,593537091.662,7.0,122.0,215.0,9.644,599175.688535
58474,US,CA,NONME,CONST,1037.8,589531075.293,7,7,589510371.057,12.0,268.0,20412.0,12.236,568058.465304
56707,US,CA,GASDI,CONST,983.72,589417415.097,7,7,589417064.52,7.0,121.0,213.0,9.577,599171.934186
54290,US,CA,BITUM,ELEC1,740.86,544619419.613,7,7,544619191.011,7.0,79.0,130.0,12.602,735117.862502
60073,US,CA,RUBBE,MOTO1,1114.42,530161012.394,7,7,530159253.471,13.0,1345.0,378.0,22.923,475728.192597
7725,CN,CA,FURNI,BUSIN,500.29,529508627.508,7,7,529506201.983,14.0,1787.0,613.0,11.525,1058403.381055
56158,US,CA,FABRI,FABRI,1496.53,516339002.145,7,7,516337339.224,22.0,471.0,1125.0,44.921,345024.157314
55119,US,CA,COPP1,COPP1,1697.93,512161094.201,7,7,512154337.021,33.0,1323.0,5359.0,42.18,301638.521141
8267,CN,CA,MOTO1,MOTO1,351.01,504082391.874,7,7,504081155.579,10.0,362.0,849.0,15.295,1436091.2563
62485,WA,CA,ELEC2,DIST1,36.92,479489339.866,7,7,479488890.028,5.0,17.0,85.0,342.838,12987251.892362
56548,US,CA,FOOD5,FOOD5,1771.36,476060985.646,7,7,476055786.374,34.0,4101.0,1043.0,21.272,268754.5082
40566,MX,CA,MOTO1,MOTO1,1343.36,473059914.15,7,7,473058336.006,43.0,674.0,844.0,17.144,352146.791739
54827,US,CA,CHEM1,RUBBE,1171.17,467330103.625,7,7,467328759.101,11.0,539.0,737.0,57.524,399028.410585
56711,US,CA,GASDI,CRUDE,760.91,455919613.128,7,7,455919340.72,6.0,94.0,165.0,7.408,599176.79243
55529,US,CA,ELEC2,DIST1,55.78,448847567.023,6,6,448847533.733,0.0,8.0,10.0,15.29,8046747.347132
58278,US,CA,NATUR,HYDRO,428.21,445054029.317,7,7,445053776.247,3.0,56.0,188.0,6.07,1039335.908356
54107,US,CA,BASIC,MOTO1,554.75,443341195.777,7,7,443340035.019,8.0,177.0,929.0,46.758,799172.953181
56556,US,CA,FOOD5,HOTEL,1647.22,442698949.852,7,7,442694115.071,32.0,3813.0,970.0,19.781,268755.205651
30434,IN,CA,BASIC,BASIC,101.95,433933313.165,7,7,433933174.641,9.0,45.0,68.0,16.524,4256334.606817
59020,US,CA,PFERT,OILSE,189.55,423776889.382,7,7,423776217.076,4.0,219.0,431.0,18.306,2235699.759335
36552,KR,CA,BASIC,CONST,307.46,422439723.069,7,7,422438961.302,6.0,114.0,630.0,11.767,1373966.44464
39582,MX,CA,BASIC,CONST,266.43,411515842.191,7,7,411515542.529,8.0,68.0,203.0,20.662,1544555.200957
69911,WL,CA,PREC1,FURNI,529.55,409130634.673,7,7,409122846.201,30.0,2051.0,5640.0,67.472,772600.575343
8519,CN,CA,OFFIC,PUBLI,303.01,400074359.06,7,7,400073479.215,12.0,298.0,557.0,12.845,1320333.847266
58012,US,CA,MOTO1,LANDT,1324.75,396625998.063,7,7,396624795.365,20.0,560.0,602.0,20.698,299396.865871
7493,CN,CA,FABRI,CRUDE,167.76,395277916.958,7,7,395277223.313,5.0,217.0,460.0,11.645,2356210.759168
7103,CN,CA,CERAM,CONST,199.14,380421542.956,7,7,380420492.853,6.0,349.0,685.0,10.103,1910322.099809
7914,CN,CA,GLASS,CONST,357.73,379397558.58,7,7,379396740.771,18.0,244.0,544.0,11.809,1060569.587622
58818,US,CA,PAPER,PAPER,1040.21,375248783.501,7,7,375237777.019,15.0,10667.0,291.0,33.482,360743.295586
62368,WA,CA,ELEC1,CRUDE,9.79,358328407.791,7,7,358328335.3,1.0,4.0,23.0,44.491,36601471.684474
54851,US,CA,COKEO,BASIC,259.5,357299328.477,7,7,357299134.565,4.0,66.0,120.0,3.912,1376876.02496
7763,CN,CA,FURNI,FURNI,329.24,348472194.736,7,7,348470599.152,9.0,1176.0,403.0,7.584,1058413.906986
61045,US,CA,WOODW,CONST,814.62,345946298.574,7,7,345938501.921,16.0,7300.0,463.0,17.653,424671.992554
7817,CN,CA,FURNI,PUBLI,322.45,341285848.754,7,7,341284285.326,9.0,1152.0,395.0,7.428,1058414.789127
60058,US,CA,RUBBE,LANDT,697.79,331960808.946,7,7,331959707.593,8.0,842.0,237.0,14.353,475731.679941
7080,CN,CA,CEMEN,NONME,87.45,323788767.074,7,7,323788480.658,4.0,72.0,206.0,4.416,3702558.80016
61774,WA,CA,CEMEN,NONME,36.88,321529096.396,7,7,321528955.373,2.0,29.0,92.0,18.023,8718250.986876
61157,US,CA,WOODW,WOODW,753.66,320055913.393,7,7,320048700.061,15.0,6754.0,428.0,16.332,424668.833948
7367,CN,CA,ELECT,CRUDE,313.49,319433851.512,7,7,319432886.646,15.0,265.0,673.0,11.866,1018960.258739
68749,WL,CA,COPP1,COPP1,539.8,319252807.908,7,7,319246673.771,23.0,1818.0,4256.0,37.137,591427.950923
61547,WA,CA,BASIC,MOTO1,121.53,314989172.154,7,7,314988089.144,5.0,90.0,969.0,19.01,2591863.50822
8996,CN,CA,RUBBE,MOTO1,213.04,310165862.24,7,7,310164950.19,8.0,463.0,425.0,16.05,1455904.347728
8406,CN,CA,NONME,CONST,126.9,310018794.286,7,7,310018376.185,6.0,96.0,309.0,7.101,2443016.503436
7197,CN,CA,CHEM1,HEALT,218.37,307975321.527,7,7,307974411.655,10.0,506.0,383.0,10.872,1410337.141214
56792,US,CA,GASDI,PUBLI,506.58,303528784.348,7,7,303528603.416,4.0,62.0,110.0,4.932,599172.459134
55205,US,CA,CRUDE,HEAVY,576.92,297619707.758,7,7,297619531.02,3.0,63.0,104.0,6.738,515876.911457
62455,WA,CA,ELEC1,WOODW,8.11,297015796.744,7,7,297015736.866,1.0,3.0,19.0,36.878,36623402.804439
13325,DE,CA,SEACO,SUPPO,132.77,294188718.935,7,7,294188660.652,4.0,24.0,29.0,1.283,2215777.050049
55410,US,CA,ELEC1,CRUDE,12.36,285435446.981,6,6,285435422.048,0.0,1.0,1.0,22.933,23093482.765453
7536,CN,CA,FABRI,MOTO1,120.78,284589382.998,7,7,284588883.614,4.0,156.0,331.0,8.384,2356262.485494
54555,US,CA,CEMEN,NONME,394.4,282364776.707,7,7,282364403.279,4.0,107.0,252.0,10.428,715935.032219
58990,US,CA,PFERT,CEREA,124.61,278593290.404,7,7,278592849.369,2.0,144.0,283.0,12.035,2235721.775171
7064,CN,CA,CEMEN,CONST,75.24,278575401.578,7,7,278575155.779,3.0,62.0,177.0,3.799,3702490.717411
61762,WA,CA,CEMEN,CONST,31.73,276631268.631,7,7,276631147.125,2.0,25.0,79.0,15.506,8718287.697164
71124,WM,CA,CRUDE,MOTOR,941.69,275754279.829,7,7,275753448.379,8.0,142.0,608.0,73.45,292829.147415
60732,US,CA,TRANS,TRANS,2091.25,270261756.253,7,7,270259301.463,31.0,314.0,2094.0,15.79,129234.551705
62428,WA,CA,ELEC1,PUBLI,7.28,266341752.661,7,7,266341698.591,1.0,3.0,17.0,33.07,36585405.585302
8463,CN,CA,OFFIC,COMPU,200.45,264661069.671,7,7,264660488.174,8.0,197.0,368.0,8.497,1320334.595515
37342,KR,CA,MOTO1,MOTO1,759.42,263784514.157,7,7,263783956.519,14.0,203.0,329.0,11.638,347349.96992
