trade_id,industry_imports_total,source_share,import_intensity,supplier_count,import_concentration_hhi
72941,52115.36,0.182409,0.142629,48,0.067618
69053,19078.67,0.459329,0.052214,48,0.220311
71461,13821.44,0.606055,0.037826,48,0.375958
70045,52115.36,0.132117,0.142629,48,0.067618
68220,10052.94,0.657604,0.027513,45,0.461619
69353,8828.84,0.592328,0.024163,48,0.376543
69010,10895.07,0.470522,0.029818,48,0.227957
70558,28253.84,0.176205,0.077325,48,0.078467
70236,28253.84,0.174963,0.077325,48,0.078467
69364,8401.83,0.587983,0.022994,48,0.371048
70919,5289.29,0.70752,0.014476,48,0.505675
68679,52115.36,0.068412,0.142629,48,0.067618
70370,9091.29,0.372627,0.024881,48,0.151391
68658,8496.69,0.384545,0.023254,48,0.15565
11060,52115.36,0.051681,0.142629,48,0.067618
68757,28253.84,0.091752,0.077325,48,0.078467
73730,52115.36,0.049541,0.142629,48,0.067618
69258,3778.08,0.666439,0.01034,47,0.471769
12597,52115.36,0.04608,0.142629,48,0.067618
72932,6935.28,0.34607,0.01898,48,0.145399
11140,52115.36,0.042657,0.142629,48,0.067618
69044,3472.46,0.625004,0.009503,48,0.398563
68444,5878.99,0.369111,0.01609,48,0.156836
71475,10970.51,0.19593,0.030024,48,0.054727
72424,9617.55,0.222964,0.026321,48,0.074101
68425,5287.09,0.377921,0.01447,48,0.164218
68441,9691.7,0.185191,0.026524,48,0.079863
72045,4003.69,0.431574,0.010957,48,0.214555
70895,28253.84,0.057027,0.077325,48,0.078467
68438,52115.36,0.028855,0.142629,48,0.067618
6868,10052.94,0.149412,0.027513,45,0.461619
70493,9691.7,0.14272,0.026524,48,0.079863
68752,19078.67,0.070979,0.052214,48,0.220311
28120,28253.84,0.045539,0.077325,48,0.078467
68699,5186.39,0.233527,0.014194,48,0.075211
71812,52115.36,0.022009,0.142629,48,0.067618
68678,3922.44,0.288402,0.010735,48,0.095725
36607,6176.52,0.177334,0.016904,48,0.04216
69062,6002.3,0.179869,0.016427,48,0.06479
72378,6150.58,0.17313,0.016833,48,0.053227
68686,9617.55,0.109792,0.026321,48,0.074101
68838,3972.25,0.254543,0.010871,48,0.091138
71632,9691.7,0.104322,0.026524,48,0.079863
70377,6801.23,0.146628,0.018614,48,0.036007
72183,1794.63,0.548648,0.004912,48,0.323234
73531,2605.49,0.367912,0.007131,48,0.152202
83585,8828.84,0.106996,0.024163,48,0.376543
70490,52115.36,0.017914,0.142629,48,0.067618
83595,8401.83,0.10621,0.022994,48,0.371048
73010,10970.51,0.081312,0.030024,48,0.054727
69358,1524.13,0.582555,0.004171,45,0.364253
79039,8828.84,0.096006,0.024163,48,0.376543
68448,2778.56,0.303027,0.007604,48,0.124081
68668,6935.28,0.120461,0.01898,48,0.145399
76523,52115.36,0.015735,0.142629,48,0.067618
70048,9691.7,0.083118,0.026524,48,0.079863
79049,8401.83,0.095302,0.022994,48,0.371048
10345,10052.94,0.07832,0.027513,45,0.461619
71636,903.67,0.867308,0.002473,46,0.753513
70556,1585.84,0.480975,0.00434,48,0.257848
70610,1449.67,0.522843,0.003967,48,0.294346
73200,9617.55,0.078779,0.026321,48,0.074101
10801,19078.67,0.039463,0.052214,48,0.220311
11099,3672.46,0.202265,0.010051,48,0.056276
68510,5082.81,0.143791,0.013911,48,0.060581
70349,5082.81,0.138742,0.013911,48,0.060581
46852,28253.84,0.024907,0.077325,48,0.078467
71697,28253.84,0.023611,0.077325,48,0.078467
70857,2004.68,0.332332,0.005486,48,0.138296
69375,1117.78,0.591073,0.003059,38,0.374952
13099,52115.36,0.012666,0.142629,48,0.067618
72921,4707.18,0.137643,0.012883,48,0.058441
69065,2054.68,0.313119,0.005623,48,0.113405
74744,52115.36,0.011892,0.142629,48,0.067618
81074,3778.08,0.16163,0.01034,47,0.471769
73009,6002.3,0.101474,0.016427,48,0.06479
70363,2790.79,0.217612,0.007638,48,0.09777
12588,6935.28,0.087424,0.01898,48,0.145399
36598,10970.51,0.054504,0.030024,48,0.054727
68765,3208.8,0.179812,0.008782,48,0.049154
68968,4707.18,0.121038,0.012883,48,0.058441
11363,4707.18,0.119728,0.012883,48,0.058441
42586,13821.44,0.04068,0.037826,48,0.375958
68466,13821.44,0.040545,0.037826,48,0.375958
69370,4003.69,0.137648,0.010957,48,0.214555
72164,1966.01,0.276372,0.005381,48,0.158702
44612,13821.44,0.039246,0.037826,48,0.375958
71031,3224.55,0.168123,0.008825,48,0.041614
49727,13821.44,0.038992,0.037826,48,0.375958
68987,1950.45,0.271337,0.005338,48,0.098857
68920,9091.29,0.057946,0.024881,48,0.151391
68797,1629.98,0.321403,0.004461,45,0.169958
71384,1158.5,0.43672,0.003171,45,0.23055
68472,3972.25,0.124776,0.010871,48,0.091138
73547,9091.29,0.05436,0.024881,48,0.151391
70598,52115.36,0.009351,0.142629,48,0.067618
19077,3237.35,0.150064,0.00886,48,0.063546
70501,5186.39,0.090813,0.014194,48,0.075211
72945,2790.79,0.16844,0.007638,48,0.09777
74014,5878.99,0.079946,0.01609,48,0.156836
70355,1554.64,0.294956,0.004255,48,0.138938
34797,19078.67,0.023946,0.052214,48,0.220311
11802,6002.3,0.075606,0.016427,48,0.06479
68523,6801.23,0.06636,0.018614,48,0.036007
72063,10970.51,0.040716,0.030024,48,0.054727
10762,10895.07,0.040425,0.029818,48,0.227957
68761,6002.3,0.073252,0.016427,48,0.06479
70275,1572.61,0.277952,0.004304,47,0.139224
70401,810.15,0.537468,0.002217,48,0.295662
72820,6002.3,0.072201,0.016427,48,0.06479
73997,5287.09,0.081854,0.01447,48,0.164218
73794,2568.92,0.166284,0.007031,48,0.055484
70031,5082.81,0.083843,0.013911,48,0.060581
70542,1966.01,0.216082,0.005381,48,0.158702
16455,13821.44,0.030615,0.037826,48,0.375958
70112,10970.51,0.038201,0.030024,48,0.054727
73327,1769.37,0.236078,0.004842,48,0.088889
73272,52115.36,0.00791,0.142629,48,0.067618
73324,2037.23,0.198701,0.005575,48,0.089083
68450,6150.58,0.065768,0.016833,48,0.053227
68589,556.38,0.71665,0.001523,31,0.580825
49992,6150.58,0.064823,0.016833,48,0.053227
75184,19078.67,0.020661,0.052214,48,0.220311
74012,9691.7,0.040111,0.026524,48,0.079863
70505,2778.56,0.13882,0.007604,48,0.124081
50233,52115.36,0.007201,0.142629,48,0.067618
70399,785.87,0.476784,0.002151,48,0.236034
69356,625.72,0.595602,0.001712,36,0.380712
82144,6150.58,0.059858,0.016833,48,0.053227
