trade_id,region1,region2,industry1,industry2,amount,total_materials_value,materials_count
8614,KR,KR,MOTO1,MOTO1,39768.01,0,0
9585,KR,KR,OFFIC,OFFIC,34294.14,0,0
15066,KR,KR,WHOLE,WHOLE,32364.55,0,0
1283,KR,KR,BUSIN,BUSIN,21182.44,0,0
723,KR,KR,BASIC,BASIC,18655.23,0,0
4629,KR,KR,FABRI,CONST,12927.72,0,0
14952,KR,KR,WHOLE,CONST,12717.75,0,0
14012,KR,KR,TEXTI,TEXTI,12679.15,0,0
1418,KR,KR,BUSIN,WHOLE,10620.19,0,0
4871,KR,KR,FINAN,REALE,10506.62,0,0
5260,KR,KR,FOOD5,FOOD5,10452.72,0,0
7907,KR,KR,MACHI,MACHI,9997.2,0,0
4649,KR,KR,FABRI,FABRI,9937.34,0,0
14980,KR,KR,WHOLE,HOTEL,9418.07,0,0
12632,KR,KR,RETA1,HOTEL,9347.42,0,0
13808,KR,KR,SUPPO,WHOLE,8982.01,0,0
760,KR,KR,BASIC,FABRI,8680.35,0,0
5269,KR,KR,FOOD5,HOTEL,8666.73,0,0
15012,KR,KR,WHOLE,OFFIC,8663.89,0,0
10716,KR,KR,PLAST,RUBBE,8585.88,0,0
11630,KR,KR,RADIO,RADIO,8278.23,0,0
6170,KR,KR,HEALT,HEALT,8080.82,0,0
5752,KR,KR,FURNI,MOTO1,8022.85,0,0
12925,KR,KR,RUBBE,RUBBE,7901.43,0,0
9872,KR,KR,PADDY,FOOD5,7851.21,0,0
1295,KR,KR,BUSIN,CONST,7747.17,0,0
741,KR,KR,BASIC,CONST,7226.28,0,0
4799,KR,KR,FINAN,FINAN,7219.91,0,0
15288,KR,KR,WOODW,WOODW,6737.74,0,0
4685,KR,KR,FABRI,MOTO1,6472.61,0,0
4677,KR,KR,FABRI,MACHI,6309.34,0,0
12825,KR,KR,RUBBE,CONST,6255.31,0,0
5728,KR,KR,FURNI,FURNI,6123.77,0,0
7915,KR,KR,MACHI,MOTO1,5519.14,0,0
9283,KR,KR,NONME,CONST,5467.32,0,0
14994,KR,KR,WHOLE,MACHI,5461.99,0,0
15043,KR,KR,WHOLE,RETA1,5453.61,0,0
14978,KR,KR,WHOLE,HEALT,5388.15,0,0
1483,KR,KR,CEMEN,CONST,5298.76,0,0
9523,KR,KR,OFFIC,BUSIN,5279.16,0,0
6740,KR,KR,INSUR,INSUR,5255.27,0,0
9532,KR,KR,OFFIC,COMPU,5218.8,0,0
582,KR,KR,AUXIL,INSUR,5166.51,0,0
10841,KR,KR,POSTT,POSTT,4874.67,0,0
14940,KR,KR,WHOLE,BUSIN,4863.24,0,0
1395,KR,KR,BUSIN,RETA1,4836.68,0,0
15045,KR,KR,WHOLE,RUBBE,4803.47,0,0
7351,KR,KR,LANDT,WHOLE,4630.78,0,0
15176,KR,KR,WOODW,CONST,4589.48,0,0
12145,KR,KR,RECRE,RECRE,4560.12,0,0
14966,KR,KR,WHOLE,FABRI,4479.22,0,0
11183,KR,KR,PRINT,PRINT,4452.67,0,0
905,KR,KR,BEVER,HOTEL,4440.78,0,0
15055,KR,KR,WHOLE,TEXTI,4435.36,0,0
12881,KR,KR,RUBBE,MOTO1,4429.73,0,0
15027,KR,KR,WHOLE,PREC1,4426.33,0,0
795,KR,KR,BASIC,MOTO1,4374.72,0,0
10748,KR,KR,POSTT,BUSIN,4324.81,0,0
1316,KR,KR,BUSIN,FINAN,4143.19,0,0
15024,KR,KR,WHOLE,PLAST,4142.81,0,0
4767,KR,KR,FINAN,BUSIN,3919.19,0,0
15059,KR,KR,WHOLE,TRANS,3830.0,0,0
13265,KR,KR,SECO9,BASIC,3684.36,0,0
14999,KR,KR,WHOLE,MEATP,3648.24,0,0
1384,KR,KR,BUSIN,PUBLI,3644.29,0,0
10131,KR,KR,PAPER,PAPER,3617.41,0,0
787,KR,KR,BASIC,MACHI,3602.81,0,0
10881,KR,KR,POSTT,WHOLE,3545.52,0,0
6126,KR,KR,HEALT,BUSIN,3501.02,0,0
4481,KR,KR,ELECT,CONST,3412.72,0,0
8866,KR,KR,NAPHT,PLAST,3397.13,0,0
7860,KR,KR,MACHI,CONST,3379.82,0,0
9599,KR,KR,OFFIC,PUBLI,3329.33,0,0
1328,KR,KR,BUSIN,HEALT,3326.48,0,0
6174,KR,KR,HEALT,INSUR,3324.67,0,0
4900,KR,KR,FINAN,WHOLE,3192.88,0,0
1389,KR,KR,BUSIN,REALE,3180.94,0,0
12011,KR,KR,REALE,RETA1,3179.01,0,0
12704,KR,KR,RETA1,TEXTI,3090.43,0,0
4612,KR,KR,FABRI,BASIC,3060.42,0,0
15029,KR,KR,WHOLE,PRINT,2998.92,0,0
566,KR,KR,AUXIL,FINAN,2971.2,0,0
12554,KR,KR,RESEA,RESEA,2945.43,0,0
1330,KR,KR,BUSIN,HOTEL,2943.5,0,0
4742,KR,KR,FABRI,TRANS,2919.3,0,0
14945,KR,KR,WHOLE,CHEM1,2892.11,0,0
1723,KR,KR,CHEM1,CHEM1,2871.37,0,0
1352,KR,KR,BUSIN,MOTO1,2783.5,0,0
1303,KR,KR,BUSIN,EDUCA,2763.07,0,0
10142,KR,KR,PAPER,PRINT,2697.19,0,0
5839,KR,KR,GASDI,CONST,2692.96,0,0
7973,KR,KR,MACHI,TRANS,2688.32,0,0
12996,KR,KR,SALEM,MOTO1,2553.76,0,0
4815,KR,KR,FINAN,INSUR,2540.06,0,0
4500,KR,KR,ELECT,ELECT,2526.04,0,0
