trade_id,region1,region2,industry1,industry2,amount,total_level,factor_count,unique_factors,air_emissions,employment,land,material,water,impact_intensity
103331,CN,WA,BASIC,BASIC,14676.94,61537622729.344,7,7,61537550715.414,388.0,23651.0,46659.0,1315.93,4192810.131359
126041,CN,WM,BASIC,CONST,5548.53,23263939352.46,7,7,23263912127.98,147.0,8941.0,17639.0,497.48,4192811.312629
107838,CN,WA,KEROS,AIRTR,16852.95,20654199845.204,7,7,20654174793.948,480.0,7386.0,16506.0,679.256,1225553.973945
103372,CN,WA,BASIC,FABRI,4032.58,16907836456.901,7,7,16907816670.341,107.0,6498.0,12820.0,361.56,4192808.687466
62041,CN,KR,BASIC,CONST,3974.99,16666368608.705,7,7,16666349105.309,105.0,6405.0,12637.0,356.396,4192807.682209
103407,CN,WA,BASIC,MOTO1,2670.06,11195061965.462,7,7,11195048864.065,71.0,4303.0,8488.0,239.397,4192812.882655
121558,CN,WL,BASIC,CONST,2542.86,10661746498.882,7,7,10661734021.89,67.0,4098.0,8084.0,227.992,4192816.945833
117239,CN,WF,BASIC,CONST,2424.92,10167225372.121,7,7,10167213473.703,64.0,3908.0,7709.0,217.418,4192808.576003
127301,CN,WM,FABRI,CONST,4005.74,9438320019.7,7,7,9438303453.645,118.0,5189.0,10981.0,278.055,2356198.859562
98912,CN,US,FABRI,CONST,3852.51,9077276352.34,7,7,9077260419.921,114.0,4990.0,10561.0,267.419,2356197.998796
57692,CN,JP,FABRI,CONST,3469.97,8175933508.168,7,7,8175919158.303,102.0,4495.0,9512.0,240.865,2356197.174087
46619,CN,ID,BASIC,CONST,1863.55,7813519850.497,7,7,7813510707.411,49.0,3003.0,5924.0,167.086,4192814.708753
126045,CN,WM,BASIC,CRUDE,1748.92,7332908581.365,7,7,7332900000.557,46.0,2818.0,5560.0,156.808,4192821.044625
109688,CN,WA,OFFIC,COMPU,5504.24,7267505460.871,7,7,7267489476.533,218.0,5422.0,10111.0,233.338,1320346.761927
71833,CN,MX,OFFIC,OFFIC,5302.27,7000842881.303,7,7,7000827483.527,210.0,5223.0,9740.0,224.776,1320348.243545
64516,CN,KR,OFFIC,OFFIC,4984.83,6581707728.382,7,7,6581693252.063,198.0,4910.0,9157.0,211.319,1320347.479931
118199,CN,WF,FABRI,CONST,2615.07,6161626114.003,7,7,6161615299.48,77.0,3387.0,7169.0,181.523,2356199.304035
126447,CN,WM,CERAM,CONST,2928.75,5594848879.897,7,7,5594833446.316,85.0,5133.0,10067.0,148.581,1910319.719982
109764,CN,WA,OFFIC,POSTT,4163.54,5497312380.038,7,7,5497300289.536,165.0,4101.0,7648.0,176.502,1320345.758666
50158,CN,IN,BASIC,CONST,1307.3,5481242960.399,7,7,5481236545.187,35.0,2107.0,4156.0,117.212,4192796.573395
98969,CN,US,FABRI,MOTO1,2305.59,5432414619.93,7,7,5432405085.89,68.0,2986.0,6320.0,160.04,2356192.826968
104589,CN,WA,CHEM1,HEALT,3718.04,5243779948.656,7,7,5243764455.541,174.0,8615.0,6519.0,185.115,1410361.359387
98756,CN,US,ELECT,CONST,4922.08,5015400045.818,7,7,5015384904.513,230.0,4162.0,10563.0,186.305,1018959.4736
101908,CN,US,RUBBE,MOTO1,3201.1,4660531334.539,7,7,4660517630.372,126.0,6958.0,6379.0,241.167,1455915.571066
62026,CN,KR,BASIC,BASIC,1109.06,4650078278.615,7,7,4650072837.177,29.0,1787.0,3526.0,99.438,4192810.378713
103014,CN,WA,ALUM1,ALUM1,1615.37,4542142829.847,7,7,4542133827.827,73.0,1758.0,7019.0,152.02,2811828.144541
117242,CN,WF,BASIC,CRUDE,1065.79,4468651821.599,7,7,4468646593.041,28.0,1717.0,3388.0,95.558,4192807.04604
62540,CN,KR,CHEM1,PLAST,3133.82,4419814759.504,7,7,4419801700.476,147.0,7261.0,5495.0,156.028,1410360.122631
100380,CN,US,MOTO1,MOTO1,2899.85,4164449391.058,7,7,4164439171.699,86.0,2990.0,7017.0,126.359,1436091.311984
50678,CN,IN,FABRI,CONST,1764.7,4157980917.186,7,7,4157973618.691,52.0,2286.0,4838.0,122.495,2356197.040396
130487,CN,WM,RUBBE,CONST,2853.92,4155076483.942,7,7,4155064265.931,113.0,6203.0,5687.0,215.011,1455919.046064
101849,CN,US,RUBBE,CONST,2839.9,4134660651.617,7,7,4134648493.662,112.0,6173.0,5659.0,213.955,1455917.691333
62057,CN,KR,BASIC,FABRI,985.34,4131352959.497,7,7,4131348125.152,26.0,1588.0,3132.0,88.345,4192819.696244
122399,CN,WL,FABRI,CONST,1729.67,4075450027.576,7,7,4075442874.512,51.0,2240.0,4742.0,120.064,2356200.909755
