trade_id,industry_imports_total,source_share,import_intensity,supplier_count,import_concentration_hhi
76702,17773.99,0.843429,0.032265,39,0.715958
1627,13817.92,0.871741,0.025083,30,0.764345
76696,12873.68,0.843443,0.023369,35,0.715982
70711,13082.05,0.489507,0.023748,48,0.257159
69416,32089.84,0.177175,0.058252,48,0.06816
68234,40511.55,0.131047,0.07354,48,0.050351
12971,24195.78,0.204478,0.043922,48,0.087865
63804,18458.97,0.24284,0.033508,48,0.099445
70678,22289.98,0.200017,0.040463,48,0.058349
1613,15074.24,0.287086,0.027364,48,0.125703
64374,24195.78,0.174634,0.043922,48,0.087865
71075,40511.55,0.103363,0.07354,48,0.050351
13444,40511.55,0.098645,0.07354,48,0.050351
18710,32089.84,0.121036,0.058252,48,0.06816
76697,4561.82,0.84349,0.008281,31,0.716061
64322,23625.56,0.160386,0.042887,48,0.044059
1622,4806.51,0.762535,0.008725,36,0.59041
15448,7348.44,0.429547,0.013339,48,0.233282
64198,40511.55,0.074627,0.07354,48,0.050351
13376,32089.84,0.090512,0.058252,48,0.06816
14281,32089.84,0.08926,0.058252,48,0.06816
76703,3335.55,0.843534,0.006055,30,0.716136
13694,12886.36,0.211206,0.023392,48,0.064798
71060,18458.97,0.146721,0.033508,48,0.099445
15443,6656.18,0.392866,0.012083,48,0.187247
42420,15074.24,0.157744,0.027364,48,0.125703
76698,2800.87,0.843566,0.005084,28,0.716191
76699,2701.36,0.843575,0.004904,28,0.716206
64263,20972.68,0.103408,0.038071,48,0.036074
10925,24195.78,0.086744,0.043922,48,0.087865
13002,9062.14,0.221048,0.01645,48,0.107464
66946,17861.12,0.107637,0.032423,48,0.032746
67546,40511.55,0.046097,0.07354,48,0.050351
1647,4710.37,0.369292,0.008551,48,0.149308
64877,20972.68,0.082417,0.038071,48,0.036074
64404,9062.14,0.188787,0.01645,48,0.107464
28313,17861.12,0.093515,0.032423,48,0.032746
67062,18458.97,0.086857,0.033508,48,0.099445
69251,23625.56,0.067348,0.042887,48,0.044059
14781,6789.35,0.227368,0.012325,47,0.132884
15274,10967.3,0.139606,0.019909,48,0.072142
44219,6789.35,0.220291,0.012325,47,0.132884
77109,22289.98,0.065761,0.040463,48,0.058349
13676,12013.75,0.118639,0.021808,48,0.031084
37715,18458.97,0.075105,0.033508,48,0.099445
36147,24195.78,0.057085,0.043922,48,0.087865
67610,20972.68,0.063874,0.038071,48,0.036074
70945,23625.56,0.055375,0.042887,48,0.044059
70613,10967.3,0.118965,0.019909,48,0.072142
69042,9219.78,0.138658,0.016736,48,0.035028
65712,32089.84,0.03912,0.058252,48,0.06816
66066,10967.3,0.113773,0.019909,48,0.072142
69266,7348.44,0.16402,0.013339,48,0.233282
15619,40511.55,0.029096,0.07354,48,0.050351
67418,15074.24,0.077761,0.027364,48,0.125703
68517,12886.36,0.090652,0.023392,48,0.064798
29337,20972.68,0.05446,0.038071,48,0.036074
15463,17861.12,0.061241,0.032423,48,0.032746
