trade_id,region1,region2,industry1,industry2,amount,total_resources_value,resources_count
4732,GB,GB,FINAN,REALE,102151.61,0,0
2415,GB,GB,CONST,CONST,89347.35,0,0
6420,GB,GB,HEALT,HEALT,69673.42,0,0
12370,GB,GB,RESEA,RESEA,51723.85,0,0
12307,GB,GB,RESEA,HEALT,37552.93,0,0
7103,GB,GB,INSUR,INSUR,37037.45,0,0
1350,GB,GB,BUSIN,BUSIN,32779.04,0,0
3186,GB,GB,EDUCA,EDUCA,27664.32,0,0
2737,GB,GB,CRUDE,CRUDE,21446.73,0,0
483,GB,GB,AUXIL,FINAN,17105.24,0,0
7516,GB,GB,LANDT,HEALT,15663.6,0,0
13658,GB,GB,SUPPO,SUPPO,15589.87,0,0
1455,GB,GB,BUSIN,RESEA,15555.88,0,0
10770,GB,GB,POSTT,FINAN,14398.0,0,0
6683,GB,GB,HOTEL,HEALT,14066.44,0,0
10706,GB,GB,PLAST,RUBBE,13862.77,0,0
1538,GB,GB,CEMEN,CONST,13593.77,0,0
12825,GB,GB,SALEM,CONST,12505.81,0,0
4659,GB,GB,FINAN,FINAN,11969.97,0,0
13595,GB,GB,SUPPO,LANDT,11729.49,0,0
5535,GB,GB,FOOD5,FOOD5,11506.38,0,0
4640,GB,GB,FINAN,CONST,10602.12,0,0
2749,GB,GB,CRUDE,MOTOR,10307.7,0,0
10831,GB,GB,POSTT,POSTT,9780.34,0,0
13652,GB,GB,SUPPO,SEACO,9517.74,0,0
13572,GB,GB,SUPPO,FINAN,9057.47,0,0
11719,GB,GB,RAWMI,DAIRY,8834.61,0,0
11400,GB,GB,PULP5,PAPER,8573.33,0,0
13639,GB,GB,SUPPO,RAILW,8372.49,0,0
2739,GB,GB,CRUDE,GASDI,8346.05,0,0
10690,GB,GB,PLAST,PLAST,7892.11,0,0
1450,GB,GB,BUSIN,REALE,7820.51,0,0
1369,GB,GB,BUSIN,EDUCA,7674.97,0,0
10668,GB,GB,PLAST,MOTO1,6984.99,0,0
5497,GB,GB,FOOD5,BEVER,6972.81,0,0
15145,GB,GB,WOODW,CONST,6830.54,0,0
1398,GB,GB,BUSIN,INSUR,6391.28,0,0
2260,GB,GB,COMPU,COMPU,5961.87,0,0
10622,GB,GB,PLAST,CHEM1,5925.62,0,0
2280,GB,GB,COMPU,FINAN,5885.1,0,0
13105,GB,GB,SEACO,SEACO,5851.47,0,0
2299,GB,GB,COMPU,INSUR,5816.47,0,0
12865,GB,GB,SALEM,LANDT,5311.67,0,0
2249,GB,GB,COMPU,BUSIN,5214.64,0,0
14081,GB,GB,TEXTI,WEARI,5105.12,0,0
4505,GB,GB,FABRI,FABRI,4533.91,0,0
1387,GB,GB,BUSIN,FOOD5,4481.27,0,0
11036,GB,GB,PRINT,EDUCA,4267.31,0,0
280,GB,GB,ALUM1,ALUM1,4263.65,0,0
1365,GB,GB,BUSIN,CRUDE,4257.83,0,0
14074,GB,GB,TEXTI,TEXTI,4256.12,0,0
4487,GB,GB,FABRI,CONST,4163.67,0,0
4628,GB,GB,FINAN,BUSIN,4134.89,0,0
6112,GB,GB,GASDI,BUSIN,3878.03,0,0
2744,GB,GB,CRUDE,KEROS,3806.94,0,0
2261,GB,GB,COMPU,CONST,3678.55,0,0
11107,GB,GB,PRINT,PRINT,3620.64,0,0
8722,GB,GB,MOTO1,MOTO1,3601.71,0,0
11806,GB,GB,REALE,HEALT,3576.17,0,0
10789,GB,GB,POSTT,INSUR,3552.26,0,0
13527,GB,GB,SUPPO,AIRTR,3439.33,0,0
13588,GB,GB,SUPPO,HOTEL,3386.19,0,0
6688,GB,GB,HOTEL,INSUR,3347.64,0,0
2453,GB,GB,CONST,INSUR,3266.92,0,0
4675,GB,GB,FINAN,HOTEL,3092.83,0,0
12680,GB,GB,RUBBE,CONST,3034.42,0,0
3196,GB,GB,EDUCA,FINAN,2921.62,0,0
2235,GB,GB,COMPU,AIRTR,2899.26,0,0
10731,GB,GB,POSTT,AUXIL,2888.8,0,0
2804,GB,GB,DAIRY,HOTEL,2863.06,0,0
1414,GB,GB,BUSIN,MOTO1,2834.12,0,0
4643,GB,GB,FINAN,CRUDE,2726.74,0,0
2294,GB,GB,COMPU,HEALT,2682.07,0,0
11673,GB,GB,RAILW,RAILW,2641.72,0,0
2364,GB,GB,COMPU,SEACO,2614.93,0,0
1530,GB,GB,CEMEN,CEMEN,2596.84,0,0
1336,GB,GB,BUSIN,AIRTR,2596.05,0,0
10742,GB,GB,POSTT,BUSIN,2585.77,0,0
7509,GB,GB,LANDT,FOOD5,2544.58,0,0
12921,GB,GB,SALEM,SALEM,2471.38,0,0
7155,GB,GB,INSUR,REALE,2458.6,0,0
3045,GB,GB,DISTR,DISTR,2454.63,0,0
4542,GB,GB,FABRI,MOTO1,2437.59,0,0
4666,GB,GB,FINAN,FOOD5,2399.91,0,0
13647,GB,GB,SUPPO,RETA1,2368.87,0,0
4601,GB,GB,FABRI,TRANS,2356.85,0,0
13631,GB,GB,SUPPO,POSTT,2352.04,0,0
447,GB,GB,AUXIL,AUXIL,2329.17,0,0
2434,GB,GB,CONST,FINAN,2291.73,0,0
15252,GB,GB,WOODW,WOODW,2278.82,0,0
1339,GB,GB,BUSIN,AUXIL,2261.35,0,0
12703,GB,GB,RUBBE,FOOD5,2260.15,0,0
13650,GB,GB,SUPPO,SALEM,2256.12,0,0
1443,GB,GB,BUSIN,PRINT,2255.19,0,0
1461,GB,GB,BUSIN,SEACO,2236.52,0,0
4721,GB,GB,FINAN,POSTT,2233.75,0,0
2418,GB,GB,CONST,CRUDE,2222.05,0,0
2764,GB,GB,CRUDE,RENTI,2221.8,0,0
6657,GB,GB,HOTEL,EDUCA,2220.37,0,0
4720,GB,GB,FINAN,PLAST,2199.92,0,0
4673,GB,GB,FINAN,HEALT,2145.78,0,0
12268,GB,GB,RESEA,BUSIN,2132.59,0,0
10183,GB,GB,PAPER,FOOD5,2101.16,0,0
8851,GB,GB,MOTOR,LANDT,2093.9,0,0
3169,GB,GB,EDUCA,BUSIN,2075.99,0,0
11794,GB,GB,REALE,FINAN,2060.04,0,0
7486,GB,GB,LANDT,CONST,2040.59,0,0
7654,GB,GB,LEAD1,LEAD1,2013.73,0,0
5835,GB,GB,FOUND,BASIC,2001.18,0,0
2787,GB,GB,DAIRY,DAIRY,1952.75,0,0
10846,GB,GB,POSTT,RESEA,1944.68,0,0
2448,GB,GB,CONST,HEALT,1936.89,0,0
10784,GB,GB,POSTT,HEALT,1932.59,0,0
1914,GB,GB,CHEM1,PLAST,1889.23,0,0
4749,GB,GB,FINAN,SUPPO,1874.99,0,0
1411,GB,GB,BUSIN,MEATC,1869.38,0,0
10786,GB,GB,POSTT,HOTEL,1866.26,0,0
2522,GB,GB,CONST,SUPPO,1848.11,0,0
179,GB,GB,AIRTR,FINAN,1842.56,0,0
2457,GB,GB,CONST,LANDT,1835.77,0,0
12732,GB,GB,RUBBE,MOTO1,1829.46,0,0
6204,GB,GB,GASDI,RAILW,1819.59,0,0
4695,GB,GB,FINAN,MOTO1,1816.23,0,0
4678,GB,GB,FINAN,INSUR,1811.39,0,0
2516,GB,GB,CONST,SEACO,1799.51,0,0
11059,GB,GB,PRINT,HEALT,1768.66,0,0
12278,GB,GB,RESEA,COMPU,1764.98,0,0
9051,GB,GB,NATUR,ELEC2,1764.91,0,0
