interstate_id,state_industry_imports_total,state_source_share,state_import_intensity,state_supplier_count,state_import_concentration
16555-US-CA-US-AK-44RT-31ND,7099.53,0.032339,0.000325,23,0.04981
1766-US-CA-US-AK-44RT-31ND,7099.53,0.001938,0.000325,23,0.04981
15218-US-CA-US-AK-48TW-21,16601.96,6.5e-05,0.000759,23,0.057912
1705-US-CA-US-AK-48TW-21,16601.96,0.006657,0.000759,23,0.057912
8342-US-CA-US-AK-48TW-21,16601.96,0.000304,0.000759,23,0.057912
15185-US-CA-US-AK-48TW-22,2895.15,0.001079,0.000132,23,0.256132
1769-US-CA-US-AK-48TW-22,2895.15,0.000479,0.000132,23,0.256132
221-US-CA-US-AK-48TW-22,2895.15,0.000212,0.000132,23,0.256132
15179-US-CA-US-AK-48TW-31ND,7099.53,0.000407,0.000325,23,0.04981
1766-US-CA-US-AK-48TW-31ND,7099.53,0.001989,0.000325,23,0.04981
142-US-CA-US-AK-48TW-31ND,7099.53,0.00056,0.000325,23,0.04981
2661-US-CA-US-AK-51-21,16601.96,0.001024,0.000759,23,0.057912
12483-US-CA-US-AK-51-21,16601.96,0.000606,0.000759,23,0.057912
2725-US-CA-US-AK-51-22,2895.15,0.000428,0.000132,23,0.256132
12547-US-CA-US-AK-51-22,2895.15,0.000273,0.000132,23,0.256132
2640-US-CA-US-AK-51-31ND,7099.53,0.000839,0.000325,23,0.04981
12513-US-CA-US-AK-51-31ND,7099.53,0.000467,0.000325,23,0.04981
607-US-CA-US-AK-52-21,16601.96,0.001715,0.000759,23,0.057912
615-US-CA-US-AK-52-22,2895.15,0.001071,0.000132,23,0.256132
609-US-CA-US-AK-52-31ND,7099.53,0.001432,0.000325,23,0.04981
13735-US-CA-US-AK-53-21,16601.96,0.002593,0.000759,23,0.057912
1705-US-CA-US-AK-53-21,16601.96,0.007006,0.000759,23,0.057912
13799-US-CA-US-AK-53-22,2895.15,0.000638,0.000132,23,0.256132
1769-US-CA-US-AK-53-22,2895.15,0.000964,0.000132,23,0.256132
13715-US-CA-US-AK-53-31ND,7099.53,0.001325,0.000325,23,0.04981
1766-US-CA-US-AK-53-31ND,7099.53,0.002659,0.000325,23,0.04981
2661-US-CA-US-AK-54-21,16601.96,0.001537,0.000759,23,0.057912
1705-US-CA-US-AK-54-21,16601.96,0.053731,0.000759,23,0.057912
2725-US-CA-US-AK-54-22,2895.15,0.000642,0.000132,23,0.256132
1769-US-CA-US-AK-54-22,2895.15,0.004143,0.000132,23,0.256132
2640-US-CA-US-AK-54-31ND,7099.53,0.001259,0.000325,23,0.04981
1766-US-CA-US-AK-54-31ND,7099.53,0.025919,0.000325,23,0.04981
1705-US-CA-US-AK-55-21,16601.96,0.006584,0.000759,23,0.057912
1769-US-CA-US-AK-55-22,2895.15,0.000448,0.000132,23,0.256132
1766-US-CA-US-AK-55-31ND,7099.53,0.001938,0.000325,23,0.04981
11378-US-CA-US-AK-56-21,16601.96,9.5e-05,0.000759,23,0.057912
15218-US-CA-US-AK-56-21,16601.96,0.000327,0.000759,23,0.057912
1705-US-CA-US-AK-56-21,16601.96,0.046117,0.000759,23,0.057912
11540-US-CA-US-AK-56-21,16601.96,4.4e-05,0.000759,23,0.057912
14569-US-CA-US-AK-56-21,16601.96,0.000117,0.000759,23,0.057912
11386-US-CA-US-AK-56-22,2895.15,0.000101,0.000132,23,0.256132
15185-US-CA-US-AK-56-22,2895.15,0.00136,0.000132,23,0.256132
1769-US-CA-US-AK-56-22,2895.15,0.003163,0.000132,23,0.256132
11548-US-CA-US-AK-56-22,2895.15,4.7e-05,0.000132,23,0.256132
14577-US-CA-US-AK-56-22,2895.15,0.000125,0.000132,23,0.256132
11358-US-CA-US-AK-56-31ND,7099.53,0.000201,0.000325,23,0.04981
15179-US-CA-US-AK-56-31ND,7099.53,0.000947,0.000325,23,0.04981
1766-US-CA-US-AK-56-31ND,7099.53,0.013615,0.000325,23,0.04981
11520-US-CA-US-AK-56-31ND,7099.53,9.1e-05,0.000325,23,0.04981
14549-US-CA-US-AK-56-31ND,7099.53,0.000249,0.000325,23,0.04981
3725-US-CA-US-AK-61-21,16601.96,4e-06,0.000759,23,0.057912
3733-US-CA-US-AK-61-22,2895.15,1.9e-05,0.000132,23,0.256132
3727-US-CA-US-AK-61-31ND,7099.53,9.8e-05,0.000325,23,0.04981
1705-US-CA-US-AK-71-21,16601.96,0.006606,0.000759,23,0.057912
1769-US-CA-US-AK-71-22,2895.15,0.000469,0.000132,23,0.256132
1766-US-CA-US-AK-71-31ND,7099.53,0.001989,0.000325,23,0.04981
7370-US-CA-US-AK-72-21,16601.96,0.001111,0.000759,23,0.057912
7434-US-CA-US-AK-72-22,2895.15,0.000439,0.000132,23,0.256132
7350-US-CA-US-AK-72-31ND,7099.53,0.000652,0.000325,23,0.04981
9596-US-CA-US-AK-81-21,16601.96,0.000221,0.000759,23,0.057912
27-US-CA-US-AK-81-21,16601.96,1.5e-05,0.000759,23,0.057912
9657-US-CA-US-AK-81-22,2895.15,6.7e-05,0.000132,23,0.256132
81-US-CA-US-AK-81-22,2895.15,9e-06,0.000132,23,0.256132
14215-US-CA-US-AK-81-31ND,7099.53,0.000345,0.000325,23,0.04981
29-US-CA-US-AK-81-31ND,7099.53,1.8e-05,0.000325,23,0.04981
12483-US-CA-US-AK-G-21,16601.96,7.7e-05,0.000759,23,0.057912
12547-US-CA-US-AK-G-22,2895.15,3.7e-05,0.000132,23,0.256132
12513-US-CA-US-AK-G-31ND,7099.53,0.000133,0.000325,23,0.04981
14494-US-CA-US-AK-Used-31ND,7099.53,6e-06,0.000325,23,0.04981
3106-US-CA-US-AL-11-21,3584.98,0.000205,0.000164,23,0.057912
3145-US-CA-US-AL-11-22,1294.64,9e-06,5.9e-05,23,0.074898
3094-US-CA-US-AL-11-31ND,1533.05,0.000513,7e-05,23,0.04981
15137-US-CA-US-AL-11-56,445.91,0.001937,2e-05,23,0.026025
14402-US-CA-US-AL-21-21,3584.98,0.002548,0.000164,23,0.057912
14419-US-CA-US-AL-21-22,1294.64,9.7e-05,5.9e-05,23,0.074898
7552-US-CA-US-AL-21-31ND,1533.05,0.00038,7e-05,23,0.04981
14922-US-CA-US-AL-21-56,445.91,4.3e-05,2e-05,23,0.026025
7517-US-CA-US-AL-22-21,3584.98,1e-05,0.000164,23,0.057912
3578-US-CA-US-AL-22-21,3584.98,0.000173,0.000164,23,0.057912
7528-US-CA-US-AL-22-22,1294.64,2e-06,5.9e-05,23,0.074898
6040-US-CA-US-AL-22-22,1294.64,0.000384,5.9e-05,23,0.074898
7552-US-CA-US-AL-22-31ND,1533.05,6.3e-05,7e-05,23,0.04981
3558-US-CA-US-AL-22-31ND,1533.05,0.000371,7e-05,23,0.04981
3678-US-CA-US-AL-22-56,445.91,0.001132,2e-05,23,0.026025
2827-US-CA-US-AL-23-21,3584.98,0.009559,0.000164,23,0.057912
2830-US-CA-US-AL-23-22,1294.64,0.050413,5.9e-05,23,0.074898
2886-US-CA-US-AL-23-31ND,1533.05,0.00377,7e-05,23,0.04981
2934-US-CA-US-AL-23-56,445.91,5.9e-05,2e-05,23,0.026025
16029-US-CA-US-AL-31ND-21,3584.98,0.0,0.000164,23,0.057912
9021-US-CA-US-AL-31ND-21,3584.98,0.004027,0.000164,23,0.057912
2187-US-CA-US-AL-31ND-21,3584.98,0.007353,0.000164,23,0.057912
16059-US-CA-US-AL-31ND-22,1294.64,0.0,5.9e-05,23,0.074898
9029-US-CA-US-AL-31ND-22,1294.64,0.001724,5.9e-05,23,0.074898
2251-US-CA-US-AL-31ND-22,1294.64,0.006416,5.9e-05,23,0.074898
16021-US-CA-US-AL-31ND-31ND,1533.05,0.00052,7e-05,23,0.04981
14049-US-CA-US-AL-31ND-31ND,1533.05,0.003072,7e-05,23,0.04981
11912-US-CA-US-AL-31ND-31ND,1533.05,0.087065,7e-05,23,0.04981
9338-US-CA-US-AL-31ND-56,445.91,0.0,2e-05,23,0.026025
9131-US-CA-US-AL-31ND-56,445.91,0.003489,2e-05,23,0.026025
12887-US-CA-US-AL-31ND-56,445.91,0.008921,2e-05,23,0.026025
17050-US-CA-US-AL-33DG-21,3584.98,2.1e-05,0.000164,23,0.057912
1620-US-CA-US-AL-33DG-21,3584.98,2.9e-05,0.000164,23,0.057912
5492-US-CA-US-AL-33DG-21,3584.98,0.012478,0.000164,23,0.057912
10624-US-CA-US-AL-33DG-21,3584.98,0.001589,0.000164,23,0.057912
17070-US-CA-US-AL-33DG-22,1294.64,3e-06,5.9e-05,23,0.074898
819-US-CA-US-AL-33DG-22,1294.64,0.020375,5.9e-05,23,0.074898
6797-US-CA-US-AL-33DG-22,1294.64,0.000232,5.9e-05,23,0.074898
17006-US-CA-US-AL-33DG-31ND,1533.05,0.000277,7e-05,23,0.04981
1593-US-CA-US-AL-33DG-31ND,1533.05,4e-06,7e-05,23,0.04981
5494-US-CA-US-AL-33DG-31ND,1533.05,0.014675,7e-05,23,0.04981
6639-US-CA-US-AL-33DG-31ND,1533.05,0.001095,7e-05,23,0.04981
17114-US-CA-US-AL-33DG-56,445.91,0.000221,2e-05,23,0.026025
1660-US-CA-US-AL-33DG-56,445.91,1e-05,2e-05,23,0.026025
9131-US-CA-US-AL-33DG-56,445.91,0.011186,2e-05,23,0.026025
9545-US-CA-US-AL-33DG-56,445.91,0.001604,2e-05,23,0.026025
16571-US-CA-US-AL-44RT-21,3584.98,0.000122,0.000164,23,0.057912
1705-US-CA-US-AL-44RT-21,3584.98,0.006584,0.000164,23,0.057912
16616-US-CA-US-AL-44RT-22,1294.64,1e-05,5.9e-05,23,0.074898
1769-US-CA-US-AL-44RT-22,1294.64,0.000765,5.9e-05,23,0.074898
16555-US-CA-US-AL-44RT-31ND,1533.05,0.032339,7e-05,23,0.04981
1766-US-CA-US-AL-44RT-31ND,1533.05,0.001938,7e-05,23,0.04981
16659-US-CA-US-AL-44RT-56,445.91,1.2e-05,2e-05,23,0.026025
1817-US-CA-US-AL-44RT-56,445.91,0.004131,2e-05,23,0.026025
15218-US-CA-US-AL-48TW-21,3584.98,6.5e-05,0.000164,23,0.057912
1705-US-CA-US-AL-48TW-21,3584.98,0.006657,0.000164,23,0.057912
8342-US-CA-US-AL-48TW-21,3584.98,0.000304,0.000164,23,0.057912
15185-US-CA-US-AL-48TW-22,1294.64,0.001595,5.9e-05,23,0.074898
1769-US-CA-US-AL-48TW-22,1294.64,0.000813,5.9e-05,23,0.074898
221-US-CA-US-AL-48TW-22,1294.64,0.000468,5.9e-05,23,0.074898
15179-US-CA-US-AL-48TW-31ND,1533.05,0.000407,7e-05,23,0.04981
1766-US-CA-US-AL-48TW-31ND,1533.05,0.001989,7e-05,23,0.04981
142-US-CA-US-AL-48TW-31ND,1533.05,0.00056,7e-05,23,0.04981
15286-US-CA-US-AL-48TW-56,445.91,0.00109,2e-05,23,0.026025
1817-US-CA-US-AL-48TW-56,445.91,0.00528,2e-05,23,0.026025
260-US-CA-US-AL-48TW-56,445.91,0.003161,2e-05,23,0.026025
2661-US-CA-US-AL-51-21,3584.98,0.001024,0.000164,23,0.057912
12483-US-CA-US-AL-51-21,3584.98,0.000606,0.000164,23,0.057912
2725-US-CA-US-AL-51-22,1294.64,0.000723,5.9e-05,23,0.074898
12547-US-CA-US-AL-51-22,1294.64,0.000454,5.9e-05,23,0.074898
2640-US-CA-US-AL-51-31ND,1533.05,0.000839,7e-05,23,0.04981
12513-US-CA-US-AL-51-31ND,1533.05,0.000467,7e-05,23,0.04981
2772-US-CA-US-AL-51-56,445.91,0.004687,2e-05,23,0.026025
12593-US-CA-US-AL-51-56,445.91,0.01114,2e-05,23,0.026025
607-US-CA-US-AL-52-21,3584.98,0.001715,0.000164,23,0.057912
615-US-CA-US-AL-52-22,1294.64,0.002773,5.9e-05,23,0.074898
609-US-CA-US-AL-52-31ND,1533.05,0.001432,7e-05,23,0.04981
5766-US-CA-US-AL-52-56,445.91,0.095234,2e-05,23,0.026025
13735-US-CA-US-AL-53-21,3584.98,0.002593,0.000164,23,0.057912
1705-US-CA-US-AL-53-21,3584.98,0.007006,0.000164,23,0.057912
13799-US-CA-US-AL-53-22,1294.64,0.000486,5.9e-05,23,0.074898
1769-US-CA-US-AL-53-22,1294.64,0.002356,5.9e-05,23,0.074898
13715-US-CA-US-AL-53-31ND,1533.05,0.001325,7e-05,23,0.04981
1766-US-CA-US-AL-53-31ND,1533.05,0.002659,7e-05,23,0.04981
13845-US-CA-US-AL-53-56,445.91,0.011745,2e-05,23,0.026025
1817-US-CA-US-AL-53-56,445.91,0.021527,2e-05,23,0.026025
2661-US-CA-US-AL-54-21,3584.98,0.001537,0.000164,23,0.057912
1705-US-CA-US-AL-54-21,3584.98,0.053731,0.000164,23,0.057912
2725-US-CA-US-AL-54-22,1294.64,0.001084,5.9e-05,23,0.074898
13900-US-CA-US-AL-54-22,1294.64,0.052319,5.9e-05,23,0.074898
2640-US-CA-US-AL-54-31ND,1533.05,0.001259,7e-05,23,0.04981
1766-US-CA-US-AL-54-31ND,1533.05,0.025919,7e-05,23,0.04981
2772-US-CA-US-AL-54-56,445.91,0.007031,2e-05,23,0.026025
1817-US-CA-US-AL-54-56,445.91,0.03489,2e-05,23,0.026025
1705-US-CA-US-AL-55-21,3584.98,0.006584,0.000164,23,0.057912
1769-US-CA-US-AL-55-22,1294.64,0.000765,5.9e-05,23,0.074898
1766-US-CA-US-AL-55-31ND,1533.05,0.001938,7e-05,23,0.04981
1817-US-CA-US-AL-55-56,445.91,0.004131,2e-05,23,0.026025
11378-US-CA-US-AL-56-21,3584.98,9.5e-05,0.000164,23,0.057912
15218-US-CA-US-AL-56-21,3584.98,0.000327,0.000164,23,0.057912
1705-US-CA-US-AL-56-21,3584.98,0.046117,0.000164,23,0.057912
11540-US-CA-US-AL-56-21,3584.98,4.4e-05,0.000164,23,0.057912
14569-US-CA-US-AL-56-21,3584.98,0.000117,0.000164,23,0.057912
11386-US-CA-US-AL-56-22,1294.64,0.000284,5.9e-05,23,0.074898
15185-US-CA-US-AL-56-22,1294.64,0.002386,5.9e-05,23,0.074898
1769-US-CA-US-AL-56-22,1294.64,0.005443,5.9e-05,23,0.074898
11548-US-CA-US-AL-56-22,1294.64,0.000132,5.9e-05,23,0.074898
14577-US-CA-US-AL-56-22,1294.64,0.000353,5.9e-05,23,0.074898
11358-US-CA-US-AL-56-31ND,1533.05,0.000201,7e-05,23,0.04981
15179-US-CA-US-AL-56-31ND,1533.05,0.000947,7e-05,23,0.04981
1766-US-CA-US-AL-56-31ND,1533.05,0.013615,7e-05,23,0.04981
11520-US-CA-US-AL-56-31ND,1533.05,9.1e-05,7e-05,23,0.04981
14549-US-CA-US-AL-56-31ND,1533.05,0.000249,7e-05,23,0.04981
11486-US-CA-US-AL-56-56,445.91,0.000224,2e-05,23,0.026025
15286-US-CA-US-AL-56-56,445.91,0.001696,2e-05,23,0.026025
1817-US-CA-US-AL-56-56,445.91,0.029163,2e-05,23,0.026025
11648-US-CA-US-AL-56-56,445.91,0.000102,2e-05,23,0.026025
14679-US-CA-US-AL-56-56,445.91,0.000277,2e-05,23,0.026025
3725-US-CA-US-AL-61-21,3584.98,4e-06,0.000164,23,0.057912
3728-US-CA-US-AL-61-22,1294.64,6.8e-05,5.9e-05,23,0.074898
3727-US-CA-US-AL-61-31ND,1533.05,9.8e-05,7e-05,23,0.04981
3821-US-CA-US-AL-61-56,445.91,9.7e-05,2e-05,23,0.026025
7151-US-CA-US-AL-62-22,1294.64,0.0,5.9e-05,23,0.074898
7176-US-CA-US-AL-62-56,445.91,5e-06,2e-05,23,0.026025
1705-US-CA-US-AL-71-21,3584.98,0.006606,0.000164,23,0.057912
1769-US-CA-US-AL-71-22,1294.64,0.000828,5.9e-05,23,0.074898
1766-US-CA-US-AL-71-31ND,1533.05,0.001989,7e-05,23,0.04981
1817-US-CA-US-AL-71-56,445.91,0.005949,2e-05,23,0.026025
7370-US-CA-US-AL-72-21,3584.98,0.001111,0.000164,23,0.057912
7434-US-CA-US-AL-72-22,1294.64,0.001217,5.9e-05,23,0.074898
7350-US-CA-US-AL-72-31ND,1533.05,0.000652,7e-05,23,0.04981
7480-US-CA-US-AL-72-56,445.91,0.00598,2e-05,23,0.026025
9596-US-CA-US-AL-81-21,3584.98,0.000221,0.000164,23,0.057912
27-US-CA-US-AL-81-21,3584.98,1.5e-05,0.000164,23,0.057912
9657-US-CA-US-AL-81-22,1294.64,0.000148,5.9e-05,23,0.074898
81-US-CA-US-AL-81-22,1294.64,2e-05,5.9e-05,23,0.074898
14215-US-CA-US-AL-81-31ND,1533.05,0.000345,7e-05,23,0.04981
29-US-CA-US-AL-81-31ND,1533.05,1.8e-05,7e-05,23,0.04981
14339-US-CA-US-AL-81-56,445.91,0.003463,2e-05,23,0.026025
115-US-CA-US-AL-81-56,445.91,0.000756,2e-05,23,0.026025
12483-US-CA-US-AL-G-21,3584.98,7.7e-05,0.000164,23,0.057912
12547-US-CA-US-AL-G-22,1294.64,7.3e-05,5.9e-05,23,0.074898
12513-US-CA-US-AL-G-31ND,1533.05,0.000133,7e-05,23,0.04981
12593-US-CA-US-AL-G-56,445.91,0.001399,2e-05,23,0.026025
14494-US-CA-US-AL-Used-31ND,1533.05,6e-06,7e-05,23,0.04981
1842-US-CA-US-AZ-11-11,856.67,0.000286,3.9e-05,23,0.080306
443-US-CA-US-AZ-11-11,856.67,3e-06,3.9e-05,23,0.080306
3106-US-CA-US-AZ-11-21,14071.63,0.000192,0.000643,23,0.059019
3145-US-CA-US-AZ-11-22,3168.17,1.4e-05,0.000145,23,0.141553
3104-US-CA-US-AZ-11-23,18893.14,0.003533,0.000864,23,0.023709
13323-US-CA-US-AZ-11-31ND,51016.14,0.001485,0.002333,23,0.038957
475-US-CA-US-AZ-11-31ND,51016.14,1.8e-05,0.002333,23,0.038957
6584-US-CA-US-AZ-11-33DG,16988.37,0.000103,0.000777,23,0.070529
475-US-CA-US-AZ-11-33DG,16988.37,6e-06,0.000777,23,0.070529
3096-US-CA-US-AZ-11-44RT,1956.8,0.003599,8.9e-05,23,0.015606
444-US-CA-US-AZ-11-44RT,1956.8,0.0,8.9e-05,23,0.015606
3096-US-CA-US-AZ-11-48TW,19979.34,0.000358,0.000914,23,0.01402
472-US-CA-US-AZ-11-48TW,19979.34,3e-06,0.000914,23,0.01402
12035-US-CA-US-AZ-11-51,8895.27,0.001373,0.000407,23,0.024115
470-US-CA-US-AZ-11-51,8895.27,0.0,0.000407,23,0.024115
16097-US-CA-US-AZ-11-52,32261.38,0.0,0.001475,23,0.067189
3096-US-CA-US-AZ-11-53,26785.85,0.000614,0.001225,23,0.021182
444-US-CA-US-AZ-11-53,26785.85,0.0,0.001225,23,0.021182
3096-US-CA-US-AZ-11-54,20616.38,0.00342,0.000943,23,0.015157
453-US-CA-US-AZ-11-54,20616.38,0.0,0.000943,23,0.015157
3096-US-CA-US-AZ-11-55,1956.8,0.003599,8.9e-05,23,0.015606
444-US-CA-US-AZ-11-55,1956.8,0.0,8.9e-05,23,0.015606
3096-US-CA-US-AZ-11-56,14980.45,0.003496,0.000685,23,0.015768
444-US-CA-US-AZ-11-56,14980.45,0.0,0.000685,23,0.015768
16109-US-CA-US-AZ-11-61,17943.41,0.000974,0.000821,23,0.030787
448-US-CA-US-AZ-11-61,17943.41,1e-06,0.000821,23,0.030787
16120-US-CA-US-AZ-11-62,25468.17,7.2e-05,0.001165,23,0.018252
453-US-CA-US-AZ-11-62,25468.17,1e-06,0.001165,23,0.018252
3096-US-CA-US-AZ-11-71,3639.92,0.005159,0.000166,23,0.013113
470-US-CA-US-AZ-11-71,3639.92,0.0,0.000166,23,0.013113
3086-US-CA-US-AZ-11-81,2007.27,0.003101,9.2e-05,23,0.014792
16154-US-CA-US-AZ-11-G,67211.46,0.0,0.003074,23,0.167157
11112-US-CA-US-AZ-11-G,67211.46,0.0,0.003074,23,0.167157
6624-US-CA-US-AZ-11-Used,385.72,0.004714,1.8e-05,23,0.074134
473-US-CA-US-AZ-11-Used,385.72,1e-06,1.8e-05,23,0.074134
14895-US-CA-US-AZ-21-11,856.67,7.4e-05,3.9e-05,23,0.080306
14402-US-CA-US-AZ-21-21,14071.63,0.002472,0.000643,23,0.059019
7557-US-CA-US-AZ-21-22,3168.17,0.000121,0.000145,23,0.141553
14857-US-CA-US-AZ-21-23,18893.14,0.015966,0.000864,23,0.023709
7561-US-CA-US-AZ-21-31ND,51016.14,0.000124,0.002333,23,0.038957
14892-US-CA-US-AZ-21-33DG,16988.37,0.000831,0.000777,23,0.070529
14374-US-CA-US-AZ-21-44RT,1956.8,0.000745,8.9e-05,23,0.015606
14374-US-CA-US-AZ-21-48TW,19979.34,0.000149,0.000914,23,0.01402
14916-US-CA-US-AZ-21-51,8895.27,9.3e-05,0.000407,23,0.024115
14840-US-CA-US-AZ-21-52,32261.38,0.0,0.001475,23,0.067189
14374-US-CA-US-AZ-21-53,26785.85,0.000692,0.001225,23,0.021182
14374-US-CA-US-AZ-21-54,20616.38,0.000751,0.000943,23,0.015157
14374-US-CA-US-AZ-21-55,1956.8,0.000745,8.9e-05,23,0.015606
14374-US-CA-US-AZ-21-56,14980.45,0.000711,0.000685,23,0.015768
7538-US-CA-US-AZ-21-61,17943.41,0.0,0.000821,23,0.030787
14397-US-CA-US-AZ-21-62,25468.17,5.2e-05,0.001165,23,0.018252
14374-US-CA-US-AZ-21-71,3639.92,0.000702,0.000166,23,0.013113
14362-US-CA-US-AZ-21-81,2007.27,0.00083,9.2e-05,23,0.014792
7601-US-CA-US-AZ-21-G,67211.46,0.0,0.003074,23,0.167157
14450-US-CA-US-AZ-21-Used,385.72,9.2e-05,1.8e-05,23,0.074134
7588-US-CA-US-AZ-22-11,856.67,0.0,3.9e-05,23,0.080306
3642-US-CA-US-AZ-22-11,856.67,0.002619,3.9e-05,23,0.080306
7557-US-CA-US-AZ-22-21,14071.63,2.9e-05,0.000643,23,0.059019
3578-US-CA-US-AZ-22-21,14071.63,0.00017,0.000643,23,0.059019
7557-US-CA-US-AZ-22-22,3168.17,1.8e-05,0.000145,23,0.141553
6040-US-CA-US-AZ-22-22,3168.17,0.000288,0.000145,23,0.141553
7530-US-CA-US-AZ-22-23,18893.14,0.000104,0.000864,23,0.023709
3575-US-CA-US-AZ-22-23,18893.14,0.000491,0.000864,23,0.023709
7561-US-CA-US-AZ-22-31ND,51016.14,2e-05,0.002333,23,0.038957
3650-US-CA-US-AZ-22-31ND,51016.14,0.00089,0.002333,23,0.038957
7551-US-CA-US-AZ-22-33DG,16988.37,1e-06,0.000777,23,0.070529
3549-US-CA-US-AZ-22-33DG,16988.37,0.000679,0.000777,23,0.070529
7519-US-CA-US-AZ-22-44RT,1956.8,0.0,8.9e-05,23,0.015606
3563-US-CA-US-AZ-22-44RT,1956.8,0.000952,8.9e-05,23,0.015606
7620-US-CA-US-AZ-22-48TW,19979.34,0.0,0.000914,23,0.01402
3563-US-CA-US-AZ-22-48TW,19979.34,0.001624,0.000914,23,0.01402
7594-US-CA-US-AZ-22-51,8895.27,0.0,0.000407,23,0.024115
3656-US-CA-US-AZ-22-51,8895.27,0.000867,0.000407,23,0.024115
3591-US-CA-US-AZ-22-52,32261.38,0.00023,0.001475,23,0.067189
7519-US-CA-US-AZ-22-53,26785.85,0.0,0.001225,23,0.021182
4489-US-CA-US-AZ-22-53,26785.85,0.002117,0.001225,23,0.021182
7554-US-CA-US-AZ-22-54,20616.38,0.0,0.000943,23,0.015157
3563-US-CA-US-AZ-22-54,20616.38,0.00091,0.000943,23,0.015157
7519-US-CA-US-AZ-22-55,1956.8,0.0,8.9e-05,23,0.015606
3563-US-CA-US-AZ-22-55,1956.8,0.000952,8.9e-05,23,0.015606
7519-US-CA-US-AZ-22-56,14980.45,0.0,0.000685,23,0.015768
3563-US-CA-US-AZ-22-56,14980.45,0.001,0.000685,23,0.015768
7538-US-CA-US-AZ-22-61,17943.41,0.0,0.000821,23,0.030787
2507-US-CA-US-AZ-22-61,17943.41,0.00256,0.000821,23,0.030787
7554-US-CA-US-AZ-22-62,25468.17,0.0,0.001165,23,0.018252
4427-US-CA-US-AZ-22-62,25468.17,0.000684,0.001165,23,0.018252
7605-US-CA-US-AZ-22-71,3639.92,0.0,0.000166,23,0.013113
3563-US-CA-US-AZ-22-71,3639.92,0.001509,0.000166,23,0.013113
7599-US-CA-US-AZ-22-81,2007.27,3e-06,9.2e-05,23,0.014792
