trade_id,region1,region2,industry1,industry2,amount,total_employment_value,employment_count
16553,CA,US,CRUDE,MOTOR,65493.55,0,0
16544,CA,US,CRUDE,GASDI,37599.99,0,0
26541,CN,US,FURNI,REALE,22873.96,0,0
134716,WL,US,INSUR,INSUR,19447.8,0,0
25961,CN,US,ELECT,CONST,17174.19,0,0
66265,IE,US,RESEA,PUBLI,17005.54,0,0
27606,CN,US,OFFIC,BUSIN,14604.59,0,0
133608,WL,US,CRUDE,MOTOR,12177.94,0,0
124275,WA,US,OFFIC,BUSIN,11571.34,0,0
122784,WA,US,FURNI,REALE,11506.31,0,0
28624,CN,US,RUBBE,REALE,11343.55,0,0
138428,WM,US,CRUDE,MOTOR,10575.09,0,0
134711,WL,US,INSUR,HEALT,10245.3,0,0
16549,CA,US,CRUDE,KEROS,9708.56,0,0
16541,CA,US,CRUDE,CHEM1,8776.34,0,0
64188,IE,US,CHEM1,HEALT,8445.91,0,0
64148,IE,US,CHEM1,CHEM1,8344.61,0,0
92399,MX,US,VEGET,FOOD5,7871.61,0,0
125448,WA,US,RUBBE,REALE,7765.05,0,0
26119,CN,US,FABRI,CONST,7524.21,0,0
91008,MX,US,OFFIC,BUSIN,7260.5,0,0
16550,CA,US,CRUDE,LIQUE,7249.53,0,0
90547,MX,US,MOTO1,MOTO1,7100.55,0,0
23174,CH,US,INSUR,INSUR,7090.91,0,0
133601,WL,US,CRUDE,GASDI,6991.38,0,0
137119,WL,US,VEGET,FOOD5,6872.14,0,0
27615,CN,US,OFFIC,COMPU,6794.99,0,0
26122,CN,US,FABRI,CRUDE,6637.24,0,0
68457,IN,US,FURNI,REALE,6595.27,0,0
27699,CN,US,OFFIC,REALE,6581.37,0,0
27637,CN,US,OFFIC,FINAN,6173.27,0,0
89566,MX,US,FURNI,REALE,6102.95,0,0
138421,WM,US,CRUDE,GASDI,6071.18,0,0
38684,DK,US,SEACO,PUBLI,5989.73,0,0
92029,MX,US,RUBBE,REALE,5945.31,0,0
141250,WM,US,RESEA,PUBLI,5907.69,0,0
21610,CA,US,WOODW,CONST,5864.17,0,0
20969,CA,US,RUBBE,REALE,5811.87,0,0
17826,CA,US,FOOD5,FOOD5,5553.08,0,0
38688,DK,US,SEACO,RESEA,5536.72,0,0
124284,WA,US,OFFIC,COMPU,5383.73,0,0
124368,WA,US,OFFIC,REALE,5214.48,0,0
15353,CA,US,ALUM1,REALE,5203.2,0,0
125597,WA,US,SEACO,PUBLI,5062.45,0,0
139061,WM,US,FURNI,REALE,4972.46,0,0
26457,CN,US,FURNI,CONST,4921.37,0,0
124306,WA,US,OFFIC,FINAN,4891.13,0,0
77562,JP,US,MOTO1,MOTO1,4867.8,0,0
122333,WA,US,FABRI,CONST,4808.72,0,0
125601,WA,US,SEACO,RESEA,4679.57,0,0
15493,CA,US,BASIC,CRUDE,4503.52,0,0
134755,WL,US,INSUR,REALE,4498.9,0,0
25545,CN,US,CHEM1,HEALT,4450.49,0,0
91504,MX,US,PREC1,PREC1,4419.23,0,0
89137,MX,US,FABRI,CONST,4408.94,0,0
25506,CN,US,CHEM1,CHEM1,4397.11,0,0
129588,WF,US,CRUDE,MOTOR,4347.0,0,0
28562,CN,US,RUBBE,HEALT,4290.62,0,0
122336,WA,US,FABRI,CRUDE,4241.86,0,0
120373,TW,US,RESEA,PUBLI,4211.03,0,0
19245,CA,US,MOTO1,MOTO1,4064.27,0,0
89140,MX,US,FABRI,CRUDE,3889.21,0,0
18009,CA,US,FURNI,REALE,3847.0,0,0
133469,WL,US,COPP1,COPP1,3808.25,0,0
23169,CH,US,INSUR,HEALT,3735.56,0,0
81312,KR,US,MOTO1,MOTO1,3658.95,0,0
66192,IE,US,RESEA,EDUCA,3620.16,0,0
34954,DE,US,MOTO1,MOTO1,3442.39,0,0
28526,CN,US,RUBBE,CONST,3398.02,0,0
89389,MX,US,FOOD5,FOOD5,3391.69,0,0
91017,MX,US,OFFIC,COMPU,3378.05,0,0
15489,CA,US,BASIC,CONST,3353.19,0,0
91099,MX,US,OFFIC,REALE,3271.85,0,0
34699,DE,US,MACHI,CONST,3209.69,0,0
17546,CA,US,FABRI,CONST,3199.56,0,0
15303,CA,US,ALUM1,ALUM1,3152.88,0,0
15507,CA,US,BASIC,FABRI,3074.69,0,0
91039,MX,US,OFFIC,FINAN,3068.97,0,0
91359,MX,US,PLAST,RUBBE,3056.24,0,0
19515,CA,US,NATUR,ELEC2,2949.5,0,0
125386,WA,US,RUBBE,HEALT,2937.08,0,0
28880,CN,US,TEXTI,HEALT,2897.83,0,0
17549,CA,US,FABRI,CRUDE,2822.39,0,0
53327,GB,US,INSUR,INSUR,2816.73,0,0
28942,CN,US,TEXTI,TEXTI,2815.24,0,0
87582,MX,US,BASIC,CRUDE,2778.38,0,0
34702,DE,US,MACHI,CRUDE,2723.12,0,0
26460,CN,US,FURNI,CRUDE,2718.72,0,0
91485,MX,US,PREC1,FOUND,2715.58,0,0
81975,KR,US,PLAST,RUBBE,2710.17,0,0
122493,WA,US,FINAN,FINAN,2700.23,0,0
126192,WA,US,WOODW,CONST,2688.5,0,0
52833,GB,US,FINAN,FINAN,2661.77,0,0
140647,WM,US,PFERT,PFERT,2660.75,0,0
12348,BR,US,CRUDE,MOTOR,2658.31,0,0
20044,CA,US,PAPER,PAPER,2568.35,0,0
134791,WL,US,KEROS,AIRTR,2533.86,0,0
64237,IE,US,CHEM1,PLAST,2513.91,0,0
129581,WF,US,CRUDE,GASDI,2495.62,0,0
27696,CN,US,OFFIC,PUBLI,2494.95,0,0
141406,WM,US,RUBBE,REALE,2477.82,0,0
122701,WA,US,FURNI,CONST,2475.6,0,0
11658,BR,US,BASIC,CRUDE,2444.29,0,0
25968,CN,US,ELECT,EDUCA,2437.96,0,0
29210,CN,US,WOODW,CONST,2420.47,0,0
15470,CA,US,BASIC,BASIC,2415.32,0,0
28189,CN,US,RADIO,COMPU,2382.11,0,0
137246,WL,US,WOODW,CONST,2369.54,0,0
27650,CN,US,OFFIC,HEALT,2366.03,0,0
122465,WA,US,FINAN,AUXIL,2339.06,0,0
24453,CH,US,SEACO,PUBLI,2336.68,0,0
125351,WA,US,RUBBE,CONST,2326.06,0,0
52805,GB,US,FINAN,AUXIL,2305.74,0,0
121089,WA,US,BASIC,CRUDE,2302.35,0,0
20181,CA,US,PFERT,PFERT,2301.41,0,0
81682,KR,US,OFFIC,BUSIN,2301.23,0,0
36163,DE,US,RESEA,PUBLI,2292.93,0,0
53380,GB,US,KEROS,AIRTR,2276.43,0,0
27692,CN,US,OFFIC,POSTT,2272.53,0,0
91969,MX,US,RUBBE,HEALT,2248.77,0,0
20910,CA,US,RUBBE,HEALT,2198.3,0,0
24457,CH,US,SEACO,RESEA,2159.95,0,0
16449,CA,US,COPP1,COPP1,2146.69,0,0
21705,CA,US,WOODW,WOODW,2143.29,0,0
15561,CA,US,BASIC,REALE,2143.01,0,0
121405,WA,US,CEMEN,CONST,2111.62,0,0
108580,RU,US,KEROS,AIRTR,2111.4,0,0
125998,WA,US,VEGET,FOOD5,2111.27,0,0
64158,IE,US,CHEM1,CRUDE,2075.71,0,0
87578,MX,US,BASIC,CONST,2068.7,0,0
28929,CN,US,TEXTI,RETA1,2055.38,0,0
28931,CN,US,TEXTI,RUBBE,2046.99,0,0
21677,CA,US,WOODW,REALE,2025.49,0,0
121348,WA,US,BUSIN,REALE,2018.69,0,0
90495,MX,US,MOTO1,EDUCA,2013.65,0,0
26213,CN,US,FABRI,REALE,2007.12,0,0
24195,CH,US,RESEA,PUBLI,1994.99,0,0
27360,CN,US,MOTO1,MOTO1,1989.54,0,0
17830,CA,US,FOOD5,HEALT,1979.5,0,0
124365,WA,US,OFFIC,PUBLI,1976.77,0,0
140655,WM,US,PFERT,REALE,1939.78,0,0
27596,CN,US,OFFIC,AUXIL,1939.11,0,0
88993,MX,US,ELECT,CONST,1933.17,0,0
17809,CA,US,FOOD5,BEVER,1921.44,0,0
25950,CN,US,ELECT,BUSIN,1904.28,0,0
87594,MX,US,BASIC,FABRI,1896.88,0,0
16546,CA,US,CRUDE,HEAVY,1891.23,0,0
64249,IE,US,CHEM1,REALE,1889.62,0,0
64244,IE,US,CHEM1,PUBLI,1884.09,0,0
35607,DE,US,PLAST,RUBBE,1882.36,0,0
124319,WA,US,OFFIC,HEALT,1874.63,0,0
134673,WL,US,INSUR,BUSIN,1872.4,0,0
18549,CA,US,KEROS,AIRTR,1861.41,0,0
15328,CA,US,ALUM1,FABRI,1856.1,0,0
121240,WA,US,BUSIN,BUSIN,1848.83,0,0
27957,CN,US,PLAST,RUBBE,1846.86,0,0
67491,IN,US,CHEM1,HEALT,1834.2,0,0
26057,CN,US,ELECT,REALE,1828.95,0,0
11654,BR,US,BASIC,CONST,1819.94,0,0
27694,CN,US,OFFIC,PRINT,1818.1,0,0
67455,IN,US,CHEM1,CHEM1,1812.2,0,0
138650,WM,US,FABRI,CONST,1810.43,0,0
27214,CN,US,MEDIC,HEALT,1807.62,0,0
133605,WL,US,CRUDE,KEROS,1805.22,0,0
17831,CA,US,FOOD5,HOTEL,1801.25,0,0
124361,WA,US,OFFIC,POSTT,1800.55,0,0
91934,MX,US,RUBBE,CONST,1780.95,0,0
88111,MX,US,CHEM1,HEALT,1768.34,0,0
64256,IE,US,CHEM1,RUBBE,1757.84,0,0
26052,CN,US,ELECT,PUBLI,1753.84,0,0
88075,MX,US,CHEM1,CHEM1,1747.13,0,0
20875,CA,US,RUBBE,CONST,1740.98,0,0
28530,CN,US,RUBBE,CRUDE,1715.5,0,0
121085,WA,US,BASIC,CONST,1714.26,0,0
20189,CA,US,PFERT,REALE,1677.81,0,0
51190,FR,US,TRANS,TRANS,1675.73,0,0
125633,WA,US,SUPPO,AIRTR,1673.88,0,0
82341,KR,US,RUBBE,REALE,1671.64,0,0
11670,BR,US,BASIC,FABRI,1668.79,0,0
78847,JP,US,SEACO,PUBLI,1666.6,0,0
18059,CA,US,GASDI,CONST,1648.75,0,0
23208,CH,US,INSUR,REALE,1640.35,0,0
134092,WL,US,FOOD5,FOOD5,1635.17,0,0
133598,WL,US,CRUDE,CHEM1,1631.88,0,0
