trade_id,industry_exports_total,destination_share,export_intensity,destination_count,export_concentration_hhi
4869565,7204.81,0.000207,0.012431,47,0.038624
4869566,7204.81,1e-05,0.012431,47,0.038624
4869567,7204.81,8e-06,0.012431,47,0.038624
4869568,7204.81,3e-06,0.012431,47,0.038624
4869569,7204.81,4e-06,0.012431,47,0.038624
4869570,7204.81,3e-06,0.012431,47,0.038624
4869571,7204.81,6e-06,0.012431,47,0.038624
4869572,7204.81,6e-06,0.012431,47,0.038624
4869573,7204.81,0.000594,0.012431,47,0.038624
4869574,7204.81,0.000253,0.012431,47,0.038624
4869575,7204.81,1e-06,0.012431,47,0.038624
4869576,7204.81,3.3e-05,0.012431,47,0.038624
4869577,7204.81,1e-06,0.012431,47,0.038624
4869578,7204.81,8e-06,0.012431,47,0.038624
4869579,7204.81,1e-05,0.012431,47,0.038624
4869580,7204.81,1e-06,0.012431,47,0.038624
4869581,7204.81,6e-06,0.012431,47,0.038624
4869582,7204.81,3e-06,0.012431,47,0.038624
4869583,7204.81,8e-06,0.012431,47,0.038624
4869584,7204.81,3e-06,0.012431,47,0.038624
4869585,7204.81,9.9e-05,0.012431,47,0.038624
4869586,7204.81,3e-06,0.012431,47,0.038624
4869587,7204.81,1e-06,0.012431,47,0.038624
4869588,7204.81,3e-06,0.012431,47,0.038624
4869589,7204.81,2.6e-05,0.012431,47,0.038624
4869590,7204.81,1.1e-05,0.012431,47,0.038624
4869591,7204.81,3e-06,0.012431,47,0.038624
4869592,666.82,1.5e-05,0.001151,45,0.053981
4869593,666.82,0.000225,0.001151,45,0.053981
4869594,666.82,3e-05,0.001151,45,0.053981
4869595,666.82,6e-05,0.001151,45,0.053981
4869596,666.82,1.5e-05,0.001151,45,0.053981
4869597,666.82,3e-05,0.001151,45,0.053981
4869598,666.82,0.000375,0.001151,45,0.053981
4869599,666.82,3e-05,0.001151,45,0.053981
4869600,666.82,1.5e-05,0.001151,45,0.053981
4869601,703.24,5.7e-05,0.001213,27,0.118023
4869602,703.24,4.3e-05,0.001213,27,0.118023
4869603,703.24,0.000768,0.001213,27,0.118023
4869604,703.24,2.8e-05,0.001213,27,0.118023
4869605,703.24,2.8e-05,0.001213,27,0.118023
4869606,703.24,2.8e-05,0.001213,27,0.118023
4869607,703.24,1.4e-05,0.001213,27,0.118023
4869608,703.24,2.8e-05,0.001213,27,0.118023
4869609,1388.83,0.000497,0.002396,47,0.018179
4869610,1388.83,0.000202,0.002396,47,0.018179
4869611,1388.83,0.00013,0.002396,47,0.018179
4869612,1388.83,2.2e-05,0.002396,47,0.018179
4869613,1388.83,2.2e-05,0.002396,47,0.018179
4869614,1388.83,0.000677,0.002396,47,0.018179
4869615,1388.83,7e-06,0.002396,47,0.018179
4869616,1388.83,7e-06,0.002396,47,0.018179
4869617,1388.83,0.000677,0.002396,47,0.018179
4869618,1388.83,0.000331,0.002396,47,0.018179
4869619,1388.83,0.000259,0.002396,47,0.018179
4869620,1388.83,5.8e-05,0.002396,47,0.018179
4869621,1388.83,9.4e-05,0.002396,47,0.018179
4869622,1388.83,0.000238,0.002396,47,0.018179
4869623,1388.83,1.4e-05,0.002396,47,0.018179
4869624,1388.83,2.2e-05,0.002396,47,0.018179
4869625,1388.83,1.4e-05,0.002396,47,0.018179
