trade_id,factor_id,level
1,901,152752336.482
1,902,6073.873
1,903,3653.422
2,901,5756733.551
2,902,228.904
2,903,137.685
3,901,376954.041
3,902,14.989
3,903,9.016
4,901,5518.369
4,902,0.219
4,903,0.132
5,901,25133.958
5,902,0.999
5,903,0.601
6,901,18431.785
6,902,0.733
6,903,0.441
7,901,63637.428
7,902,2.53
7,903,1.522
8,901,392436.923
8,902,15.604
8,903,9.386
9,901,464625.219
9,902,18.475
9,903,11.113
10,901,1235.668
10,902,0.049
10,903,0.03
11,901,39998.979
11,902,1.59
11,903,0.957
12,901,43046.63
12,902,1.712
12,903,1.03
13,901,54018276.195
13,902,2147.922
13,903,1291.971
14,901,12736.697
14,902,0.506
14,903,0.305
15,901,370964.074
15,902,14.751
15,903,8.872
16,901,105361518.451
16,902,4189.477
16,903,2519.962
17,901,23255.261
17,902,0.925
17,903,0.556
18,901,1901256.448
18,902,75.599
18,903,45.473
19,901,308078.111
19,902,12.25
19,903,7.368
20,901,956975.78
20,902,38.052
20,903,22.888
21,901,3852704.194
21,902,153.195
21,903,92.146
22,901,5774.971
22,902,0.23
22,903,0.138
23,901,3326.01
23,902,0.132
23,903,0.08
24,901,10692.818
24,902,0.425
24,903,0.256
25,901,21219.644
25,902,0.844
25,903,0.508
26,901,2132681.199
26,902,84.802
26,903,51.008
27,901,6947343.7
27,902,276.246
27,903,166.162
28,901,39779935.107
28,902,1581.765
28,903,951.428
29,901,190528483.685
29,902,7575.961
29,903,4556.925
30,901,424290.465
30,902,16.871
30,903,10.148
31,901,26417.596
31,902,1.05
31,903,0.632
32,901,76557.648
32,902,3.044
32,903,1.831
33,901,4530466.31
33,902,180.144
33,903,108.356
34,901,420525.462
34,902,16.721
34,903,10.058
35,901,7078789.109
35,902,281.473
35,903,169.305
36,901,117796.706
36,902,4.684
36,903,2.817
37,901,80979237.159
37,902,3219.968
37,903,1936.804
38,901,24240.276
38,902,0.964
38,903,0.58
39,901,206793.309
39,902,8.223
39,903,4.946
40,901,159047.507
40,902,6.324
40,903,3.804
41,901,91804.832
41,902,3.65
41,903,2.196
42,901,59016.512
42,902,2.347
42,903,1.412
43,901,19527.145
43,902,0.776
43,903,0.467
44,901,42109.656
44,902,1.674
44,903,1.007
45,901,28940.181
45,902,1.151
45,903,0.692
46,901,26624.08
46,902,1.059
46,903,0.637
47,901,1561654.361
47,902,62.096
47,903,37.351
48,901,14244.766
48,902,0.566
48,903,0.341
49,901,4198895.692
49,902,166.96
49,903,100.426
50,901,9811053.857
50,902,390.116
50,903,234.654
51,901,554717.294
51,902,22.057
51,903,13.267
52,901,1963772.428
52,902,78.085
52,903,46.968
53,901,5586324.108
53,902,222.128
53,903,133.61
54,901,5128.451
54,902,0.204
54,903,0.123
55,901,4821.499
55,902,0.192
55,903,0.115
56,901,5845.971
56,902,0.232
56,903,0.14
57,901,1501534.778
57,902,59.705
57,903,35.913
58,901,897406.922
58,902,35.683
58,903,21.464
59,901,74273.817
59,902,2.953
59,903,1.776
60,901,7255805.665
60,902,288.512
60,903,173.539
61,901,807065.861
61,902,32.091
61,903,19.303
62,901,14664.735
62,902,0.583
62,903,0.351
63,901,75393.108
63,902,2.998
63,903,1.803
64,901,199896523.797
64,902,7948.462
64,903,4780.983
65,901,86613.247
65,902,3.444
65,903,2.072
66,901,40743535.222
66,902,1620.08
66,903,974.475
67,901,11246.45
67,902,0.447
67,903,0.269
68,901,526297.902
68,902,20.927
68,903,12.588
69,901,65261.97
69,902,2.595
69,903,1.561
70,901,86843.621
70,902,3.453
70,903,2.077
71,901,41400885.551
71,902,1646.218
71,903,990.197
72,901,234559.017
72,902,9.327
72,903,5.61
73,901,15319.483
73,902,0.609
73,903,0.366
74,901,353663.17
74,902,14.063
74,903,8.459
75,901,57040.433
75,902,2.268
75,903,1.364
76,901,543809.613
76,902,21.623
76,903,13.006
77,901,2447583.943
77,902,97.323
77,903,58.54
78,901,15306.998
78,902,0.609
78,903,0.366
79,901,122492.618
79,902,4.871
79,903,2.93
80,901,469226.877
80,902,18.658
80,903,11.223
81,901,274464.755
81,902,10.914
81,903,6.564
82,901,13310.329
82,902,0.529
82,903,0.318
83,901,594227.711
83,902,23.628
83,903,14.212
84,901,16631857.21
84,902,661.331
84,903,397.789
85,901,1740348.492
85,902,69.201
85,903,41.624
86,901,699874.197
86,902,27.829
86,903,16.739
87,901,719376.068
87,902,28.604
87,903,17.206
88,901,7847806.49
88,902,312.051
88,903,187.698
89,901,66948.555
89,902,2.662
89,903,1.601
90,901,94139.645
90,902,3.743
90,903,2.252
91,901,787530.738
91,902,31.314
91,903,18.836
92,901,4341.481
92,902,0.173
92,903,0.104
93,901,683134.139
93,902,27.163
93,903,16.339
94,901,53731.882
94,902,2.137
94,903,1.285
95,901,360985.341
95,902,14.354
95,903,8.634
96,901,65475.174
96,902,2.603
96,903,1.566
97,901,7578.0
97,902,0.301
97,903,0.181
98,901,2100.393
98,902,0.084
98,903,0.05
99,901,3689.338
99,902,0.147
99,903,0.088
100,901,25656.438
100,902,1.02
100,903,0.614
101,901,2157396.971
101,902,85.784
101,903,51.599
102,901,1261.56
102,902,0.05
102,903,0.03
103,901,447842.552
103,902,17.808
103,903,10.711
104,901,8294.782
104,902,0.33
104,903,0.198
105,901,101499.385
105,902,4.036
105,903,2.428
106,901,4591.387
106,902,0.183
106,903,0.11
107,901,359430.399
107,902,14.292
107,903,8.597
108,901,11799197.159
108,902,469.17
108,903,282.205
109,901,277205.715
109,902,11.022
109,903,6.63
110,901,1883445.727
110,902,74.891
110,903,45.047
111,901,228367.372
111,902,9.081
111,903,5.462
112,901,5408951.528
112,902,215.075
112,903,129.367
113,901,660993.443
113,902,26.283
113,903,15.809
114,901,55431221.486
114,902,2204.105
114,903,1325.765
115,901,7165.385
115,902,0.285
115,903,0.171
116,901,661786.556
116,902,26.315
116,903,15.828
117,901,1445120.061
117,902,57.462
117,903,34.563
118,901,86214.095
118,902,3.428
118,903,2.062
119,901,11164994.377
119,902,443.952
119,903,267.036
120,901,49111942.821
120,902,1952.832
120,903,1174.625
121,901,22602.894
121,902,0.899
121,903,0.541
122,901,2384.952
122,902,0.095
122,903,0.057
123,901,17033887.118
123,902,677.316
123,903,407.404
124,901,22917350.69
124,902,911.26
124,903,548.121
125,901,46158858.321
125,902,1835.409
125,903,1103.995
126,901,20065.092
126,902,0.798
126,903,0.48
127,901,2336843.517
127,902,92.92
127,903,55.891
128,901,6276438.1
128,902,249.569
128,903,150.115
129,901,67533.798
129,902,2.685
129,903,1.615
130,901,8991717.521
130,902,357.537
130,903,215.058
131,901,266694.774
131,902,10.605
131,903,6.379
132,901,16903.416
132,902,0.672
132,903,0.404
133,901,1675.116
133,902,0.067
133,903,0.04
134,901,590165.509
134,902,23.467
134,903,14.115
135,901,311161.186
135,902,12.373
135,903,7.442
136,901,25453.525
136,902,1.012
136,903,0.609
137,901,42664730.174
137,902,1696.473
137,903,1020.425
138,901,1637.881
138,902,0.065
138,903,0.039
139,901,447418.493
139,902,17.791
139,903,10.701
140,901,10047.072
140,902,0.4
140,903,0.24
141,901,82490.759
141,902,3.28
141,903,1.973
142,901,124545.548
142,902,4.952
142,903,2.979
143,901,241575.536
143,902,9.606
143,903,5.778
144,901,2808.522
144,902,0.112
144,903,0.067
145,901,56548.354
145,902,2.249
145,903,1.352
146,901,865430.584
146,902,34.412
146,903,20.699
147,901,1223274.43
147,902,48.641
147,903,29.257
148,901,776933.057
148,902,30.893
148,903,18.582
149,901,674182.271
149,902,26.807
149,903,16.125
150,901,53718987.744
150,902,2136.022
150,903,1284.813
151,901,3311.354
151,902,0.132
151,903,0.079
152,901,4732811.964
152,902,188.19
152,903,113.196
153,901,350725.188
153,902,13.946
153,903,8.388
154,901,14906931.33
154,902,308.489
154,903,289.526
155,901,315866082.264
155,902,6536.645
155,903,6134.819
156,901,1569729.456
156,902,32.485
156,903,30.488
157,901,189690.826
157,902,3.926
157,903,3.684
158,901,101896.402
158,902,2.109
158,903,1.979
159,901,18004.422
159,902,0.373
159,903,0.35
160,901,56603977.706
160,902,1171.383
160,903,1099.375
161,901,10725464.093
161,902,221.957
161,903,208.312
162,901,9471960.457
162,902,196.016
162,903,183.966
163,901,21767.797
163,902,0.45
163,903,0.423
164,901,37485.774
164,902,0.776
164,903,0.728
165,901,231410.226
165,902,4.789
165,903,4.494
166,901,53663656.785
166,902,1110.535
166,903,1042.267
167,901,18211.625
167,902,0.377
167,903,0.354
168,901,313818.039
168,902,6.494
168,903,6.095
169,901,260318749.856
169,902,5387.129
169,903,5055.967
170,901,4703248.315
170,902,97.331
170,903,91.348
171,901,19839950.504
171,902,410.575
171,903,385.336
172,901,157278.771
172,902,3.255
172,903,3.055
173,901,1216059.047
173,902,25.166
173,903,23.619
174,901,16164998.312
174,902,334.524
174,903,313.96
175,901,29463.1
175,902,0.61
175,903,0.572
176,901,25112.464
176,902,0.52
176,903,0.488
177,901,13685.464
177,902,0.283
177,903,0.266
178,901,122158.314
178,902,2.528
178,903,2.373
179,901,2083408.273
179,902,43.115
179,903,40.464
180,901,9292078.94
180,902,192.294
180,903,180.473
181,901,107110536.337
181,902,2216.584
181,903,2080.324
182,901,27060527.83
182,902,560.0
182,903,525.575
183,901,1531299.071
183,902,31.689
183,903,29.741
184,901,127500.103
184,902,2.639
184,903,2.476
185,901,312148.107
185,902,6.46
185,903,6.063
186,901,8723502.778
186,902,180.527
186,903,169.43
187,901,2292110.492
187,902,47.434
187,903,44.518
188,901,7613935.902
188,902,157.565
188,903,147.88
189,901,3563279.363
189,902,73.74
189,903,69.207
190,901,150776453.576
190,902,3120.222
190,903,2928.413
191,901,80386.397
191,902,1.664
191,903,1.561
192,901,1263946.967
192,902,26.157
192,903,24.549
193,901,1269754.453
193,902,26.277
