trade_id,factor_id,level
1,901,2494.62
1,902,0.162
1,903,0.056
2,901,2799.061
2,902,0.181
2,903,0.062
3,901,717.653
3,902,0.047
3,903,0.016
4,901,1224.923
4,902,0.079
4,903,0.027
5,901,2265.258
5,902,0.147
5,903,0.05
6,901,759.419
6,902,0.049
6,903,0.017
7,901,3977.751
7,902,0.258
7,903,0.089
8,901,1439.075
8,902,0.093
8,903,0.032
9,901,1002.603
9,902,0.065
9,903,0.022
10,901,1517.363
10,902,0.098
10,903,0.034
11,901,572.942
11,902,0.037
11,903,0.013
12,901,4675.949
12,902,0.303
12,903,0.104
13,901,1601.228
13,902,0.104
13,903,0.036
14,901,2774.622
14,902,0.18
14,903,0.062
15,901,1468.231
15,902,0.095
15,903,0.033
16,901,865.589
16,902,0.056
16,903,0.019
17,901,1257.888
17,902,0.082
17,903,0.028
18,901,1211.318
18,902,0.079
18,903,0.027
19,901,426214.422
19,902,9.745
19,903,4.222
20,901,195509.709
20,902,4.47
20,903,1.937
21,901,117594.594
21,902,2.689
21,903,1.165
22,901,128938.678
22,902,2.948
22,903,1.277
23,901,7711.714
23,902,0.176
23,903,0.076
24,901,11223.598
24,902,0.257
24,903,0.111
25,901,1431036.731
25,902,32.721
25,903,14.174
26,901,16265.541
26,902,0.372
26,903,0.161
27,901,53730.63
27,902,1.229
27,903,0.532
28,901,42881.027
28,902,0.98
28,903,0.425
29,901,1040872.068
29,902,23.8
29,903,10.31
30,901,254227.901
30,902,5.813
30,903,2.518
31,901,9748.557
31,902,0.223
31,903,0.097
32,901,10337.562
32,902,0.236
32,903,0.102
33,901,11856.03
33,902,0.271
33,903,0.117
34,901,4434959.32
34,902,101.405
34,903,43.928
35,901,70920.435
35,902,1.622
35,903,0.702
36,901,7555.141
36,902,0.173
36,903,0.075
37,901,7615.871
37,902,0.174
37,903,0.075
38,901,12432.304
38,902,0.284
38,903,0.123
39,901,303348.145
39,902,6.936
39,903,3.005
40,901,681522.136
40,902,15.583
40,903,6.75
41,901,6425.619
41,902,0.147
41,903,0.064
42,901,140731.762
42,902,3.218
42,903,1.394
43,901,14813.888
43,902,0.339
43,903,0.147
44,901,459718.096
44,902,10.511
44,903,4.553
45,901,18670.3
45,902,0.427
45,903,0.185
46,901,707107.235
46,902,16.168
46,903,7.004
47,901,238297.77
47,902,5.449
47,903,2.36
48,901,6317.96
48,902,0.144
48,903,0.063
49,901,24668.213
49,902,0.564
49,903,0.244
50,901,5394.164
50,902,0.123
50,903,0.053
51,901,44076.493
51,902,1.008
51,903,0.437
52,901,155839.419
52,902,3.563
52,903,1.544
53,901,4608.454
53,902,0.105
53,903,0.046
