trade_id,region1,region2,industry1,industry2,amount,total_materials_value,materials_count
15395,JP,CN,MOTO1,MOTO1,9001.1,0,0
16423,JP,CN,RADIO,OFFIC,8315.26,0,0
66816,JP,WA,BASIC,BASIC,6538.96,0,0
64103,JP,US,MOTO1,MOTO1,6505.76,0,0
61003,JP,TW,PRIVA,REALE,6138.66,0,0
13019,JP,CN,CHEM1,PLAST,5931.62,0,0
16437,JP,CN,RADIO,RADIO,5148.35,0,0
12943,JP,CN,CHEM1,CHEM1,5015.39,0,0
15961,JP,CN,PLAST,RUBBE,4342.28,0,0
16389,JP,CN,RADIO,ELECT,3456.0,0,0
16775,JP,CN,RUBBE,CONST,3247.85,0,0
12535,JP,CN,BASIC,BASIC,3226.55,0,0
13646,JP,CN,ELECT,CONST,2822.18,0,0
4898,JP,BE,MOTO1,MOTO1,2224.91,0,0
72922,JP,WA,SEACO,SEACO,2115.35,0,0
61384,JP,TW,SEACO,93197,2047.76,0,0
13461,JP,CN,COPP1,ELECT,1926.31,0,0
41326,JP,KR,BASIC,BASIC,1868.88,0,0
73452,JP,WA,TRANS,PRIVA,1844.28,0,0
13016,JP,CN,CHEM1,PFERT,1828.24,0,0
16798,JP,CN,RUBBE,FURNI,1828.23,0,0
13449,JP,CN,COPP1,COPP1,1745.53,0,0
60997,JP,TW,PRIVA,PRIVA,1705.06,0,0
44495,JP,KR,RADIO,RADIO,1686.83,0,0
66855,JP,WA,BASIC,FABRI,1681.24,0,0
67498,JP,WA,CHEM1,HEALT,1645.6,0,0
13058,JP,CN,CHEM1,WOODW,1602.99,0,0
16856,JP,CN,RUBBE,RUBBE,1552.14,0,0
65085,JP,US,REALE,CEREA,1528.69,0,0
13768,JP,CN,FABRI,CONST,1434.25,0,0
13686,JP,CN,ELECT,MACHI,1420.89,0,0
12570,JP,CN,BASIC,FABRI,1388.47,0,0
13047,JP,CN,CHEM1,TEXTI,1379.2,0,0
16410,JP,CN,RADIO,MACHI,1361.29,0,0
17197,JP,CN,TEXTI,TEXTI,1359.44,0,0
79021,JP,WL,TRANS,PUBLI,1346.14,0,0
67990,JP,WA,COPP1,COPP1,1332.7,0,0
12588,JP,CN,BASIC,MACHI,1262.84,0,0
12950,JP,CN,CHEM1,CONST,1252.08,0,0
13690,JP,CN,ELECT,MOTO1,1197.8,0,0
61982,JP,US,BUSIN,BUSIN,1185.34,0,0
41753,JP,KR,CHEM1,HEALT,1158.27,0,0
41718,JP,KR,CHEM1,CHEM1,1147.26,0,0
66088,JP,US,TRANS,TRANS,1124.23,0,0
41339,JP,KR,BASIC,CONST,1071.07,0,0
79174,JP,WM,BASIC,CONST,1068.95,0,0
64847,JP,US,PUBLI,OFFIC,1067.26,0,0
15134,JP,CN,MEDIC,MACHI,1058.06,0,0
17202,JP,CN,TEXTI,WEARI,1041.48,0,0
61390,JP,TW,SEACO,SEACO,994.32,0,0
15931,JP,CN,PLAST,ELECT,991.22,0,0
13448,JP,CN,COPP1,CONST,982.13,0,0
12554,JP,CN,BASIC,CONST,981.47,0,0
15523,JP,CN,NONME,CONST,963.44,0,0
44483,JP,KR,RADIO,OFFIC,902.18,0,0
62029,JP,US,BUSIN,HEALT,895.05,0,0
12734,JP,CN,BUSIN,BUSIN,866.11,0,0
12929,JP,CN,CHEM1,BASIC,839.02,0,0
62320,JP,US,CHEM1,RESEA,805.4,0,0
15680,JP,CN,OFFIC,OFFIC,798.72,0,0
70494,JP,WA,MOTO1,MOTO1,793.95,0,0
41816,JP,KR,CHEM1,RUBBE,786.73,0,0
16430,JP,CN,RADIO,POSTT,775.08,0,0
80679,JP,WM,MOTO1,MOTO1,770.84,0,0
15813,JP,CN,PAPER,PRINT,764.84,0,0
12925,JP,CN,CHEM1,ALUM1,762.4,0,0
64614,JP,US,PLAST,RUBBE,754.68,0,0
13674,JP,CN,ELECT,HEALT,746.44,0,0
12979,JP,CN,CHEM1,HEALT,744.27,0,0
60182,JP,TW,BUSIN,CONST,737.7,0,0
13635,JP,CN,ELECT,BUSIN,735.32,0,0
41352,JP,KR,BASIC,FABRI,732.88,0,0
15431,JP,CN,MOTO1,SALEM,732.22,0,0
60612,JP,TW,HOTEL,PUBLI,701.45,0,0
13803,JP,CN,FABRI,MACHI,698.63,0,0
20840,JP,DE,MOTO1,MOTO1,674.54,0,0
62304,JP,US,CHEM1,PLAST,645.88,0,0
44556,JP,KR,RUBBE,CONST,639.68,0,0
64144,JP,US,MOTO1,SALEM,639.19,0,0
73887,JP,WA,WHOLE,WHOLE,632.6,0,0
16115,JP,CN,PREC1,PREC1,632.58,0,0
12746,JP,CN,BUSIN,CONST,626.75,0,0
44022,JP,KR,PLAST,RUBBE,617.74,0,0
60260,JP,TW,BUSIN,REALE,615.19,0,0
71455,JP,WA,PREC1,FURNI,609.66,0,0
64974,JP,US,RADIO,MOTO1,596.97,0,0
44646,JP,KR,RUBBE,RUBBE,595.79,0,0
17039,JP,CN,SEACO,SEACO,592.04,0,0
10634,JP,CH,CHEM1,CHEM1,591.38,0,0
13655,JP,CN,ELECT,ELEC1,580.77,0,0
43607,JP,KR,MOTO1,MOTO1,578.48,0,0
15141,JP,CN,MEDIC,MOTO1,573.58,0,0
15166,JP,CN,MEDIC,PUBLI,566.69,0,0
33311,JP,ID,BASIC,CONST,554.92,0,0
62088,JP,US,BUSIN,REALE,554.03,0,0
14059,JP,CN,FOOD5,POULT,549.22,0,0
14370,JP,CN,GLASS,CONST,540.77,0,0
15139,JP,CN,MEDIC,MEDIC,539.63,0,0
13783,JP,CN,FABRI,FABRI,537.22,0,0
13645,JP,CN,ELECT,COMPU,529.76,0,0
15168,JP,CN,MEDIC,RADIO,527.26,0,0
15188,JP,CN,MEDIC,TRANS,527.15,0,0
37270,JP,IN,COPP1,BASIC,518.74,0,0
12405,JP,CN,ALUM1,MACHI,516.46,0,0
72629,JP,WA,RUBBE,SALEM,514.54,0,0
66890,JP,WA,BASIC,MOTO1,513.96,0,0
67989,JP,WA,COPP1,CONST,513.2,0,0
42045,JP,KR,COPP1,COPP1,510.9,0,0
67122,JP,WA,BUSIN,BUSIN,507.83,0,0
14390,JP,CN,GLASS,GLASS,503.87,0,0
62121,JP,US,BUSIN,WHOLE,502.11,0,0
16372,JP,CN,RADIO,COMPU,499.21,0,0
12978,JP,CN,CHEM1,GLASS,494.8,0,0
9352,JP,CA,MOTO1,MOTO1,494.2,0,0
67205,JP,WA,BUSIN,REALE,494.19,0,0
13473,JP,CN,COPP1,MACHI,491.33,0,0
41751,JP,KR,CHEM1,GASDI,489.66,0,0
44605,JP,KR,RUBBE,MOTO1,488.8,0,0
62258,JP,US,CHEM1,HEALT,484.15,0,0
62016,JP,US,BUSIN,FINAN,479.81,0,0
55510,JP,RU,MOTO1,MOTO1,475.97,0,0
71501,JP,WA,PREC1,PREC1,463.15,0,0
62221,JP,US,CHEM1,CHEM1,462.56,0,0
60931,JP,TW,PRIVA,CHEM1,455.33,0,0
41825,JP,KR,CHEM1,TEXTI,453.74,0,0
66841,JP,WA,BASIC,CRUDE,453.35,0,0
13008,JP,CN,CHEM1,OFFIC,450.18,0,0
60232,JP,TW,BUSIN,MOTOR,441.77,0,0
62755,JP,US,ELECT,MACHI,440.66,0,0
14684,JP,CN,HOTEL,PUBLI,435.03,0,0
22150,JP,DE,SEACO,SEACO,428.1,0,0
77894,JP,WL,MOTO1,MOTO1,427.53,0,0
64095,JP,US,MOTO1,MACHI,426.95,0,0
14582,JP,CN,HOTEL,BUSIN,426.83,0,0
13006,JP,CN,CHEM1,NONME,416.32,0,0
35479,JP,IE,CHEM1,CHEM1,411.85,0,0
61993,JP,US,BUSIN,CONST,411.15,0,0
13000,JP,CN,CHEM1,MOTOR,409.98,0,0
38443,JP,IN,PLAST,RUBBE,409.23,0,0
13038,JP,CN,CHEM1,RUBBE,409.04,0,0
62094,JP,US,BUSIN,RETA1,402.48,0,0
46385,JP,MX,BASIC,MOTO1,401.87,0,0
12877,JP,CN,CERAM,CONST,400.4,0,0
12968,JP,CN,CHEM1,FABRI,398.76,0,0
67551,JP,WA,CHEM1,PUBLI,396.77,0,0
33702,JP,ID,CONST,MOTOR,393.66,0,0
62093,JP,US,BUSIN,RESEA,392.04,0,0
12975,JP,CN,CHEM1,FURNI,387.01,0,0
62849,JP,US,FABRI,CONST,384.31,0,0
60204,JP,TW,BUSIN,FOOD5,384.07,0,0
21498,JP,DE,RADIO,OFFIC,383.94,0,0
61016,JP,TW,PRIVA,TEXTI,382.95,0,0
61385,JP,TW,SEACO,EDUCA,381.7,0,0
36791,JP,IN,BASIC,CONST,380.82,0,0
75131,JP,WF,BASIC,CONST,380.56,0,0
12592,JP,CN,BASIC,MOTO1,378.99,0,0
13462,JP,CN,COPP1,FABRI,377.89,0,0
61992,JP,US,BUSIN,COMPU,376.96,0,0
29417,JP,GB,BUSIN,BUSIN,369.02,0,0
60167,JP,TW,BUSIN,BASIC,366.98,0,0
61388,JP,TW,SEACO,PUBLI,366.94,0,0
60630,JP,TW,HOTEL,TEXTI,364.8,0,0
15095,JP,CN,MEDIC,CONST,362.42,0,0
16413,JP,CN,RADIO,MEDIC,362.34,0,0
73219,JP,WA,TEXTI,WEARI,361.71,0,0
15945,JP,CN,PLAST,MOTO1,360.64,0,0
70530,JP,WA,MOTO1,SALEM,354.87,0,0
16976,JP,CN,SEACO,COKEO,354.5,0,0
13726,JP,CN,ELECT,SALEM,353.75,0,0
48766,JP,NL,CHEM1,PLAST,352.82,0,0
65770,JP,US,SEACO,MOTO1,352.07,0,0
64778,JP,US,PUBLI,BUSIN,350.51,0,0
16821,JP,CN,RUBBE,MOTO1,348.7,0,0
17008,JP,CN,SEACO,MACHI,346.64,0,0
44708,JP,KR,SEACO,COKEO,340.51,0,0
76594,JP,WL,BASIC,CONST,340.5,0,0
15110,JP,CN,MEDIC,ELECT,338.59,0,0
33682,JP,ID,CONST,GASDI,335.48,0,0
46357,JP,MX,BASIC,CONST,334.35,0,0
65510,JP,US,RUBBE,MOTO1,332.89,0,0
16363,JP,CN,RADIO,BUSIN,332.06,0,0
62083,JP,US,BUSIN,PUBLI,327.03,0,0
80704,JP,WM,MOTO1,PUBLI,324.6,0,0
66543,JP,WA,ALUM1,ALUM1,324.29,0,0
12569,JP,CN,BASIC,ELECT,324.19,0,0
13435,JP,CN,COPP1,BASIC,322.72,0,0
41374,JP,KR,BASIC,MACHI,322.46,0,0
17005,JP,CN,SEACO,LANDT,320.96,0,0
16813,JP,CN,RUBBE,MACHI,319.8,0,0
60971,JP,TW,PRIVA,LEATH,318.45,0,0
12976,JP,CN,CHEM1,GASDI,317.96,0,0
17277,JP,CN,TRANS,TRANS,317.87,0,0
34484,JP,ID,MOTO1,MOTO1,317.66,0,0
66074,JP,US,TRANS,PUBLI,316.92,0,0
47970,JP,MX,RADIO,RADIO,316.02,0,0
65712,JP,US,SEACO,BUSIN,313.98,0,0
41776,JP,KR,CHEM1,MOTOR,311.02,0,0
17042,JP,CN,SEACO,SUPPO,308.65,0,0
64132,JP,US,MOTO1,PUBLI,305.15,0,0
71297,JP,WA,PLAST,RUBBE,301.68,0,0
65722,JP,US,SEACO,CONST,301.12,0,0
12946,JP,CN,CHEM1,COKEO,299.48,0,0
64038,JP,US,MOTO1,BUSIN,299.2,0,0
15102,JP,CN,MEDIC,EDUCA,298.02,0,0
15080,JP,CN,MEDIC,BITUM,297.77,0,0
41709,JP,KR,CHEM1,BASIC,296.74,0,0
81400,JP,WM,RUBBE,CONST,296.22,0,0
49577,JP,NL,MOTO1,MOTO1,295.4,0,0
21487,JP,DE,RADIO,MACHI,294.69,0,0
37077,JP,IN,CHEM1,TEXTI,293.36,0,0
13021,JP,CN,CHEM1,POULT,285.36,0,0
16415,JP,CN,RADIO,MOTO1,282.98,0,0
44813,JP,KR,SEACO,WHOLE,279.33,0,0
13658,JP,CN,ELECT,ELEC4,277.85,0,0
67469,JP,WA,CHEM1,CONST,276.81,0,0
67130,JP,WA,BUSIN,CONST,276.66,0,0
44284,JP,KR,PUBLI,DAIRY,276.61,0,0
15382,JP,CN,MOTO1,LANDT,276.02,0,0
13671,JP,CN,ELECT,FURNI,275.35,0,0
65462,JP,US,RUBBE,CONST,274.75,0,0
66901,JP,WA,BASIC,OFFIC,271.5,0,0
65337,JP,US,RESEA,PUBLI,271.44,0,0
68383,JP,WA,ELECT,POSTT,271.07,0,0
15083,JP,CN,MEDIC,BUSIN,270.38,0,0
29587,JP,GB,CHEM1,HEALT,269.73,0,0
48851,JP,NL,CONST,CONST,267.44,0,0
15387,JP,CN,MOTO1,MACHI,266.41,0,0
73805,JP,WA,WHOLE,HOTEL,264.84,0,0
17012,JP,CN,SEACO,MOTO1,264.57,0,0
14594,JP,CN,HOTEL,CONST,263.76,0,0
15484,JP,CN,NONF1,NONF1,261.94,0,0
41837,JP,KR,CHEM1,WOODW,261.55,0,0
72133,JP,WA,REALE,REALE,260.78,0,0
76396,JP,WF,TRANS,PUBLI,260.53,0,0
69697,JP,WA,INSUR,CHEM1,258.36,0,0
12991,JP,CN,CHEM1,MACHI,257.62,0,0
62034,JP,US,BUSIN,INSUR,257.36,0,0
73772,JP,WA,WHOLE,CONST,256.82,0,0
16872,JP,CN,RUBBE,WOODW,256.43,0,0
13017,JP,CN,CHEM1,PIGS9,255.32,0,0
17048,JP,CN,SEACO,WHOLE,251.72,0,0
64141,JP,US,MOTO1,RETA1,250.9,0,0
42205,JP,KR,ELECT,ELECT,249.12,0,0
13054,JP,CN,CHEM1,WEARI,247.48,0,0
14199,JP,CN,FURNI,HEALT,243.65,0,0
12941,JP,CN,CHEM1,CERAM,240.23,0,0
17047,JP,CN,SEACO,WEARI,236.6,0,0
43030,JP,KR,HEAVY,GASDI,234.93,0,0
73480,JP,WA,TRANS,TRANS,234.39,0,0
14602,JP,CN,HOTEL,EDUCA,234.19,0,0
67194,JP,WA,BUSIN,POSTT,232.53,0,0
72588,JP,WA,RUBBE,MOTO1,231.15,0,0
16435,JP,CN,RADIO,PUBLI,231.02,0,0
42306,JP,KR,FABRI,CONST,230.79,0,0
30436,JP,GB,MOTO1,MOTO1,228.72,0,0
64140,JP,US,MOTO1,RESEA,228.71,0,0
