trade_id,region1,region2,industry1,industry2,amount,total_materials_value,materials_count,unique_materials_factors,natural_resource/in_ground,materials_intensity
50699,CA,US,COPP1,COPP1,2166.08,39522.0,1.0,1.0,39522.0,18.245863
49636,CA,US,BASIC,BASIC,2264.83,7869.0,1.0,1.0,7869.0,3.474433
49668,CA,US,BASIC,FABRI,2001.39,6954.0,1.0,1.0,6954.0,3.474585
52220,CA,US,FOOD5,FOOD5,3429.37,6459.0,1.0,1.0,6459.0,1.883436
54547,CA,US,NONME,CONST,693.8,6048.0,1.0,1.0,6048.0,8.71721
50158,CA,US,CEMEN,CONST,889.68,4885.0,1.0,1.0,4885.0,5.490738
49694,CA,US,BASIC,MACHI,1295.06,4500.0,1.0,1.0,4500.0,3.474742
53183,CA,US,KEROS,AIRTR,2537.09,4400.0,1.0,1.0,4400.0,1.73427
54932,CA,US,PAPER,PAPER,2765.18,4381.0,1.0,1.0,4381.0,1.584345
50709,CA,US,COPP1,FABRI,238.2,4346.0,1.0,1.0,4346.0,18.245172
11489,CA,DE,COPP1,COPP1,234.29,4275.0,1.0,1.0,4275.0,18.246617
53371,CA,US,LEAD1,BASIC,1344.38,3813.0,1.0,1.0,3813.0,2.836252
50868,CA,US,CRUDE,MOTOR,29826.79,3793.0,1.0,1.0,3793.0,0.127168
49402,CA,US,ALUM1,ALUM1,3312.48,3783.0,1.0,1.0,3783.0,1.142045
54052,CA,US,MOTO1,MOTO1,6327.29,3551.0,1.0,1.0,3551.0,0.56122
49701,CA,US,BASIC,MOTO1,913.18,3173.0,1.0,1.0,3173.0,3.474671
49425,CA,US,ALUM1,FABRI,2774.49,3169.0,1.0,1.0,3169.0,1.142192
57186,CA,US,WOODW,WOODW,3028.88,3058.0,1.0,1.0,3058.0,1.009614
56232,CA,US,RUBBE,MOTO1,2064.02,2949.0,1.0,1.0,2949.0,1.428765
56174,CA,US,RUBBE,CONST,1831.13,2616.0,1.0,1.0,2616.0,1.428626
52566,CA,US,GASDI,PUBLI,1452.84,2552.0,1.0,1.0,2552.0,1.75656
50708,CA,US,COPP1,ELECT,137.31,2505.0,1.0,1.0,2505.0,18.243391
50723,CA,US,COPP1,MACHI,136.88,2497.0,1.0,1.0,2497.0,18.242256
55083,CA,US,PFERT,PFERT,3241.35,2478.0,1.0,1.0,2478.0,0.764496
49654,CA,US,BASIC,CONST,684.63,2379.0,1.0,1.0,2379.0,3.47487
52190,CA,US,FOOD5,BEVER,1221.99,2302.0,1.0,1.0,2302.0,1.883812
40909,CA,NO,COPP1,FISHF,125.16,2284.0,1.0,1.0,2284.0,18.248642
54982,CA,US,PAPER,WOODW,1395.04,2210.0,1.0,1.0,2210.0,1.584184
50839,CA,US,CRUDE,GASDI,16775.31,2133.0,1.0,1.0,2133.0,0.127151
40901,CA,NO,COPP1,COPP1,114.21,2084.0,1.0,1.0,2084.0,18.247089
51880,CA,US,FABRI,CONST,2048.42,1953.0,1.0,1.0,1953.0,0.953418
54887,CA,US,PAPER,FOOD5,1171.4,1856.0,1.0,1.0,1856.0,1.584429
57088,CA,US,WOODW,CONST,1782.16,1800.0,1.0,1.0,1800.0,1.01001
40913,CA,NO,COPP1,GLASS,96.56,1762.0,1.0,1.0,1762.0,18.247722
54504,CA,US,NONF1,MOTO1,630.37,1536.0,1.0,1.0,1536.0,2.436664
52225,CA,US,FOOD5,HOTEL,798.13,1503.0,1.0,1.0,1503.0,1.883152
52494,CA,US,GASDI,EDUCA,834.11,1465.0,1.0,1.0,1465.0,1.756363
50726,CA,US,COPP1,MOTO1,76.17,1390.0,1.0,1.0,1390.0,18.248654
7316,CA,CN,COPP1,ELECT,74.62,1362.0,1.0,1.0,1362.0,18.252479
50805,CA,US,CRUDE,CHEM1,10620.55,1351.0,1.0,1.0,1351.0,0.127206
50755,CA,US,COPP1,WOODW,71.42,1303.0,1.0,1.0,1303.0,18.244189
50742,CA,US,COPP1,RESEA,68.61,1252.0,1.0,1.0,1252.0,18.248069
50816,CA,US,CRUDE,CRUDE,9436.24,1200.0,1.0,1.0,1200.0,0.127169
9200,CA,CN,PULP5,PAPER,1365.21,1193.0,1.0,1.0,1193.0,0.873858
51936,CA,US,FABRI,MOTO1,1225.9,1169.0,1.0,1.0,1169.0,0.953585
49657,CA,US,BASIC,CRUDE,319.19,1109.0,1.0,1.0,1109.0,3.47442
50135,CA,US,CATTL,MEATC,1402.95,1051.0,1.0,1.0,1051.0,0.749136
54321,CA,US,NATUR,CRUDE,2063.77,1050.0,1.0,1.0,1050.0,0.508778
56826,CA,US,TRANS,TRANS,1956.68,1045.0,1.0,1.0,1045.0,0.534068
56275,CA,US,RUBBE,RUBBE,692.67,990.0,1.0,1.0,990.0,1.429252
56263,CA,US,RUBBE,PUBLI,692.43,989.0,1.0,1.0,989.0,1.428303
50713,CA,US,COPP1,FOUND,53.98,985.0,1.0,1.0,985.0,18.247499
7308,CA,CN,COPP1,COPP1,53.2,971.0,1.0,1.0,971.0,18.25188
52840,CA,US,HEAVY,PUBLI,517.8,914.0,1.0,1.0,914.0,1.76516
50152,CA,US,CEMEN,CEMEN,163.7,899.0,1.0,1.0,899.0,5.491753
60976,CA,WA,PREC1,PREC1,112.41,825.0,1.0,1.0,825.0,7.339205
52003,CA,US,FABRI,WOODW,858.58,819.0,1.0,1.0,819.0,0.953901
53403,CA,US,LEAD1,LEAD1,283.15,803.0,1.0,1.0,803.0,2.835953
60936,CA,WA,PREC1,FURNI,109.07,801.0,1.0,1.0,801.0,7.343908
33389,CA,KR,COPP1,COPP1,43.82,800.0,1.0,1.0,800.0,18.256504
54630,CA,US,NONME,WOODW,89.92,784.0,1.0,1.0,784.0,8.718861
41365,CA,NO,NONF1,NONF1,309.69,755.0,1.0,1.0,755.0,2.437922
41335,CA,NO,NONF1,ALUM1,304.59,742.0,1.0,1.0,742.0,2.436062
50851,CA,US,CRUDE,KEROS,5770.12,734.0,1.0,1.0,734.0,0.127207
50752,CA,US,COPP1,TRANS,38.55,703.0,1.0,1.0,703.0,18.236057
54579,CA,US,NONME,MACHI,78.83,687.0,1.0,1.0,687.0,8.714956
7307,CA,CN,COPP1,CONST,37.4,682.0,1.0,1.0,682.0,18.235294
49902,CA,US,BITU1,CONST,234.14,670.0,1.0,1.0,670.0,2.861536
7810,CA,CN,FOOD5,POULT,331.39,624.0,1.0,1.0,624.0,1.882978
58394,CA,WA,COPP1,COPP1,33.93,619.0,1.0,1.0,619.0,18.243442
50405,CA,US,CHEM1,PLAST,499.8,612.0,1.0,1.0,612.0,1.22449
2923,CA,BE,COPP1,COPP1,32.6,595.0,1.0,1.0,595.0,18.251534
50698,CA,US,COPP1,CONST,31.66,578.0,1.0,1.0,578.0,18.256475
54148,CA,US,MOTOR,EDUCA,329.44,577.0,1.0,1.0,577.0,1.751457
9217,CA,CN,PULP5,WOODW,653.41,571.0,1.0,1.0,571.0,0.873877
52520,CA,US,GASDI,HEALT,321.34,565.0,1.0,1.0,565.0,1.758262
57110,CA,US,WOODW,FURNI,556.2,562.0,1.0,1.0,562.0,1.010428
8323,CA,CN,MEATP,MEATP,743.84,552.0,1.0,1.0,552.0,0.742095
9817,CA,CN,WOODW,WOODW,542.44,548.0,1.0,1.0,548.0,1.01025
50736,CA,US,COPP1,PUBLI,28.97,529.0,1.0,1.0,529.0,18.260269
56207,CA,US,RUBBE,HEALT,366.33,523.0,1.0,1.0,523.0,1.427675
27969,CA,IT,COPP1,COPP1,28.19,514.0,1.0,1.0,514.0,18.233416
11500,CA,DE,COPP1,FABRI,27.99,511.0,1.0,1.0,511.0,18.25652
5893,CA,BR,PFERT,PFERT,663.37,507.0,1.0,1.0,507.0,0.764279
9709,CA,CN,WHEAT,RAWMI,724.89,502.0,1.0,1.0,502.0,0.692519
49928,CA,US,BITU1,MOTOR,174.89,501.0,1.0,1.0,501.0,2.864658
54556,CA,US,NONME,FABRI,57.16,498.0,1.0,1.0,498.0,8.712386
50734,CA,US,COPP1,PREC1,26.91,491.0,1.0,1.0,491.0,18.246005
49432,CA,US,ALUM1,FOUND,426.6,487.0,1.0,1.0,487.0,1.141585
51899,CA,US,FABRI,FABRI,499.33,476.0,1.0,1.0,476.0,0.953277
55554,CA,US,PULP5,PAPER,540.06,472.0,1.0,1.0,472.0,0.873977
57595,CA,WA,BASIC,BASIC,135.1,469.0,1.0,1.0,469.0,3.471503
36274,CA,MX,BASIC,MOTO1,132.49,460.0,1.0,1.0,460.0,3.47196
69674,CA,WL,WHEAT,FOOD5,657.73,455.0,1.0,1.0,455.0,0.691773
53409,CA,US,LEAD1,MOTO1,158.94,451.0,1.0,1.0,451.0,2.837549
52252,CA,US,FOOD5,PUBLI,238.47,449.0,1.0,1.0,449.0,1.882836
36248,CA,MX,BASIC,CONST,128.66,447.0,1.0,1.0,447.0,3.474273
50754,CA,US,COPP1,WHOLE,24.35,444.0,1.0,1.0,444.0,18.234086
49737,CA,US,BASIC,RESEA,127.5,443.0,1.0,1.0,443.0,3.47451
50421,CA,US,CHEM1,RESEA,354.7,434.0,1.0,1.0,434.0,1.223569
52359,CA,US,FURNI,CONST,215.51,429.0,1.0,1.0,429.0,1.990627
50359,CA,US,CHEM1,HEALT,347.81,426.0,1.0,1.0,426.0,1.224807
11476,CA,DE,COPP1,BASIC,23.27,425.0,1.0,1.0,425.0,18.263859
49446,CA,US,ALUM1,MOTO1,369.01,421.0,1.0,1.0,421.0,1.14089
49676,CA,US,BASIC,FOUND,119.54,415.0,1.0,1.0,415.0,3.471641
55294,CA,US,PREC1,PREC1,56.38,414.0,1.0,1.0,414.0,7.343029
53795,CA,US,MEATP,MEATP,555.05,412.0,1.0,1.0,412.0,0.742275
