trade_id,factor_id,level
3406984,909,1
3406989,909,1
3407029,909,2
3407030,909,1
3407042,909,3
3407056,909,1
3407102,909,4
3407110,909,2
3407114,909,1
3407126,909,1
3407136,909,1
3407140,909,1
3407156,909,1
3407163,909,1
3407202,909,1
3407222,909,3
3407229,909,1
3407235,909,2
3407236,909,1
3407237,909,1
3407238,909,1
3407242,909,3
3407245,909,1
3407275,909,6
3407287,909,6
3407323,909,1
3407325,909,1
3407351,909,1
3407358,909,1
3407374,909,1
3407376,909,1
3407377,909,1
3407378,909,1
3407425,909,1
3407435,909,1
3407436,909,3
3407437,909,3
3407438,909,1
3407439,909,1
3407447,909,1
3407450,909,3
3407451,909,3
3407452,909,2
3407453,909,1
3407455,909,1
3407456,909,1
3407459,909,5
3407460,909,1
3407461,909,6
3407462,909,7
3407463,909,9
3407465,909,8
3407466,909,1
3407467,909,1
3407468,909,6
3407469,909,21
3407475,909,120
3407478,909,17
3407479,909,1
3407481,909,14
3407485,909,5
3407486,909,2
3407489,909,3
3407494,909,4
3407495,909,1
3407496,909,1
3407497,909,1
3407505,909,3
3407506,909,11
3407508,909,9
3407509,909,2
3407510,909,3
3407512,909,1
3407521,909,5
3407522,909,3
3407523,909,2
3407524,909,49
3407525,909,11
3407526,909,2
3407527,909,5
3407528,909,376
3407531,909,1
3407532,909,1
3407549,909,14
3407552,909,1
3407561,909,1
3407566,909,2
3407568,909,1
3407570,909,2
3407572,909,1
3407575,909,2
3407577,909,4
3407578,909,3
3407581,909,1
3407584,909,1
3407585,909,1
3407588,909,3
3407591,909,2
3407594,909,9
3407598,909,3
3407599,909,1
3407608,909,4
3407609,909,1
3407610,909,4
3407611,909,1
3407615,909,1
3407616,909,49
3407617,909,3
3407619,909,2
3407620,909,4
3407623,909,3
3407624,909,1
3407628,909,3
3407629,909,1
3407631,909,7
3407632,909,1
3407634,909,1
3407635,909,3
3407636,909,2
3407637,909,4
3407638,909,11
3407651,909,2
3407670,909,1
3407675,909,1
3407678,909,2
3407685,909,1
3407690,909,4
3407693,909,2
3407702,909,1
3407703,909,6
3407705,909,1
3407715,909,10
3407717,909,1
3407722,909,2
3407726,909,2
3407746,909,1
3407747,909,3
3407748,909,1
3407755,909,1
3407756,909,6
3407762,909,1
3407778,909,2
3407779,909,1
3407781,909,2
3407786,909,1
3407787,909,12
3407788,909,3
3407790,909,3
3407796,909,1
3407797,909,4
3407813,909,1
3407814,909,2
3407825,909,1
3407827,909,1
3407829,909,19
3407831,909,2
3407832,909,5
3407833,909,2
3407836,909,1
3407843,909,3
3407845,909,1
3407849,909,2
3407850,909,1
3407851,909,1
3407855,909,35
3407857,909,4
3407858,909,2
3407859,909,2
3407862,909,1
3407863,909,1
3407864,909,1
3407865,909,2
3407866,909,99
3407867,909,1
3407868,909,12
3407869,909,9
3407870,909,1
3407872,909,16
3407875,909,1
3407877,909,12
3407887,909,1
3407889,909,24
3407891,909,5
3407892,909,29
3407893,909,2
3407894,909,8
3407895,909,2
3407896,909,1
3407903,909,2
3407910,909,1
3407911,909,4
3407915,909,2
3407919,909,1
3407924,909,1
3407927,909,2
3407929,909,2
3407931,909,1
3407934,909,3
3407936,909,4
3407937,909,3
3407941,909,2
3407944,909,1
3407945,909,1
3407947,909,5
3407951,909,1
3407953,909,3
3407955,909,2
3407956,909,1
3407957,909,1
3407958,909,2
3407959,909,87
3407960,909,38
3407962,909,18
3407963,909,10
3407969,909,92
3407970,909,5
3407972,909,4
3407973,909,1
3407974,909,2
3407976,909,1
3407977,909,2
3407981,909,2
3407982,909,1
3407984,909,2
3407985,909,1
3407987,909,3
3407988,909,3
3407989,909,17
3407990,909,8
3407991,909,1
3407998,909,1
3408013,909,1
3408025,909,1
3408036,909,1
3408038,909,1
3408044,909,1
3408045,909,1
3408047,909,6
3408048,909,7
3408049,909,3
3408050,909,1
3408051,909,8
3408052,909,1
3408053,909,4
3408055,909,4
3408056,909,4
3408059,909,1
3408060,909,19
3408061,909,75
3408062,909,2
3408063,909,5
3408064,909,10
3408065,909,8
3408066,909,2
3408083,909,3
3408084,909,6
3408085,909,22
3408086,909,2
3408087,909,1
3408088,909,1
