interstate_id,state_industry_exports_total,state_destination_share,state_export_intensity,state_destination_count,state_export_concentration
1,12674.7,0.006994,0.001066,41,0.062636
2,12674.7,0.001652,0.001066,41,0.062636
3,12674.7,0.008807,0.001066,41,0.062636
4,2698.81,0.001859,0.000227,41,0.013546
5,2698.81,0.001314,0.000227,41,0.013546
6,2698.81,0.000584,0.000227,41,0.013546
7,10792.76,0.000999,0.000908,41,0.006792
8,10792.76,0.000255,0.000908,41,0.006792
9,10792.76,0.000921,0.000908,41,0.006792
10,12674.7,0.001639,0.001066,41,0.062636
11,12674.7,0.000567,0.001066,41,0.062636
12,12674.7,0.002803,0.001066,41,0.062636
13,12674.7,0.00032,0.001066,41,0.062636
14,12674.7,0.000121,0.001066,41,0.062636
15,12674.7,3e-06,0.001066,41,0.062636
16,12674.7,4e-06,0.001066,41,0.062636
17,12674.7,2e-06,0.001066,41,0.062636
18,12674.7,6e-06,0.001066,41,0.062636
19,12674.7,7e-06,0.001066,41,0.062636
20,12674.7,2.2e-05,0.001066,41,0.062636
21,12674.7,5e-06,0.001066,41,0.062636
22,2698.81,0.000436,0.000227,41,0.013546
23,2698.81,0.0004,0.000227,41,0.013546
24,2698.81,0.00076,0.000227,41,0.013546
25,2698.81,0.000857,0.000227,41,0.013546
26,2698.81,0.000979,0.000227,41,0.013546
27,2698.81,0.000254,0.000227,41,0.013546
28,2698.81,4e-05,0.000227,41,0.013546
29,2698.81,8.2e-05,0.000227,41,0.013546
30,2698.81,6e-05,0.000227,41,0.013546
31,2698.81,0.000262,0.000227,41,0.013546
32,2698.81,0.001155,0.000227,41,0.013546
33,2698.81,0.001137,0.000227,41,0.013546
34,10792.76,0.000234,0.000908,41,0.006792
35,10792.76,0.000696,0.000908,41,0.006792
36,10792.76,0.000797,0.000908,41,0.006792
37,10792.76,0.000745,0.000908,41,0.006792
38,10792.76,0.000659,0.000908,41,0.006792
39,10792.76,0.000129,0.000908,41,0.006792
40,10792.76,6e-05,0.000908,41,0.006792
41,10792.76,0.000185,0.000908,41,0.006792
42,10792.76,9e-05,0.000908,41,0.006792
43,10792.76,0.000157,0.000908,41,0.006792
44,10792.76,0.000572,0.000908,41,0.006792
45,10792.76,0.000604,0.000908,41,0.006792
46,12674.7,4e-06,0.001066,41,0.062636
47,12674.7,0.003671,0.001066,41,0.062636
48,12674.7,0.001065,0.001066,41,0.062636
49,12674.7,0.000423,0.001066,41,0.062636
50,12674.7,0.009348,0.001066,41,0.062636
51,12674.7,0.000243,0.001066,41,0.062636
52,12674.7,1e-06,0.001066,41,0.062636
53,12674.7,0.0002,0.001066,41,0.062636
54,12674.7,8.6e-05,0.001066,41,0.062636
55,12674.7,8e-06,0.001066,41,0.062636
56,12674.7,1.4e-05,0.001066,41,0.062636
57,12674.7,0.000384,0.001066,41,0.062636
58,12674.7,1e-06,0.001066,41,0.062636
59,12674.7,1.2e-05,0.001066,41,0.062636
60,12674.7,6e-06,0.001066,41,0.062636
61,12674.7,0.000106,0.001066,41,0.062636
62,12674.7,1.2e-05,0.001066,41,0.062636
63,12674.7,5.6e-05,0.001066,41,0.062636
64,12674.7,0.000442,0.001066,41,0.062636
65,12674.7,2e-06,0.001066,41,0.062636
66,2698.81,3.3e-05,0.000227,41,0.013546
67,2698.81,0.000966,0.000227,41,0.013546
68,2698.81,0.000786,0.000227,41,0.013546
69,2698.81,0.000379,0.000227,41,0.013546
70,2698.81,0.001058,0.000227,41,0.013546
71,2698.81,0.000275,0.000227,41,0.013546
72,2698.81,3.6e-05,0.000227,41,0.013546
73,2698.81,0.00021,0.000227,41,0.013546
74,2698.81,0.000213,0.000227,41,0.013546
75,2698.81,0.000245,0.000227,41,0.013546
76,2698.81,0.007582,0.000227,41,0.013546
77,2698.81,0.000616,0.000227,41,0.013546
78,2698.81,3.6e-05,0.000227,41,0.013546
79,2698.81,0.000268,0.000227,41,0.013546
80,2698.81,0.000559,0.000227,41,0.013546
81,2698.81,0.000785,0.000227,41,0.013546
82,2698.81,0.000136,0.000227,41,0.013546
83,2698.81,3.9e-05,0.000227,41,0.013546
84,2698.81,0.000968,0.000227,41,0.013546
85,2698.81,0.0,0.000227,41,0.013546
86,10792.76,5.3e-05,0.000908,41,0.006792
87,10792.76,0.000527,0.000908,41,0.006792
88,10792.76,0.000879,0.000908,41,0.006792
89,10792.76,0.001663,0.000908,41,0.006792
90,10792.76,0.001004,0.000908,41,0.006792
91,10792.76,0.000272,0.000908,41,0.006792
92,10792.76,4.6e-05,0.000908,41,0.006792
93,10792.76,0.001036,0.000908,41,0.006792
94,10792.76,0.000428,0.000908,41,0.006792
95,10792.76,0.001035,0.000908,41,0.006792
96,10792.76,0.00177,0.000908,41,0.006792
97,10792.76,0.00085,0.000908,41,0.006792
98,10792.76,4.6e-05,0.000908,41,0.006792
99,10792.76,0.000347,0.000908,41,0.006792
100,10792.76,0.002412,0.000908,41,0.006792
101,10792.76,0.001226,0.000908,41,0.006792
102,10792.76,0.000189,0.000908,41,0.006792
103,10792.76,5.3e-05,0.000908,41,0.006792
104,10792.76,0.003799,0.000908,41,0.006792
105,10792.76,0.0,0.000908,41,0.006792
106,12674.7,0.000972,0.001066,41,0.062636
107,12674.7,0.008594,0.001066,41,0.062636
108,12674.7,0.003081,0.001066,41,0.062636
109,12674.7,0.002883,0.001066,41,0.062636
110,12674.7,0.055432,0.001066,41,0.062636
111,12674.7,0.004859,0.001066,41,0.062636
112,12674.7,0.001056,0.001066,41,0.062636
113,12674.7,0.001467,0.001066,41,0.062636
114,12674.7,0.000726,0.001066,41,0.062636
115,12674.7,6.6e-05,0.001066,41,0.062636
116,12674.7,0.00013,0.001066,41,0.062636
117,12674.7,0.00314,0.001066,41,0.062636
118,12674.7,1e-05,0.001066,41,0.062636
119,12674.7,0.000149,0.001066,41,0.062636
120,12674.7,4.7e-05,0.001066,41,0.062636
121,12674.7,0.000852,0.001066,41,0.062636
122,12674.7,9.8e-05,0.001066,41,0.062636
123,12674.7,0.000192,0.001066,41,0.062636
124,12674.7,0.000492,0.001066,41,0.062636
125,12674.7,0.003556,0.001066,41,0.062636
126,12674.7,1.4e-05,0.001066,41,0.062636
127,2698.81,0.002342,0.000227,41,0.013546
128,2698.81,0.002201,0.000227,41,0.013546
129,2698.81,0.002113,0.000227,41,0.013546
130,2698.81,0.002585,0.000227,41,0.013546
131,2698.81,0.012821,0.000227,41,0.013546
132,2698.81,0.011644,0.000227,41,0.013546
133,2698.81,0.008727,0.000227,41,0.013546
134,2698.81,0.003732,0.000227,41,0.013546
135,2698.81,0.002056,0.000227,41,0.013546
136,2698.81,0.001968,0.000227,41,0.013546
137,2698.81,0.061654,0.000227,41,0.013546
138,2698.81,0.005467,0.000227,41,0.013546
139,2698.81,0.000291,0.000227,41,0.013546
140,2698.81,0.004401,0.000227,41,0.013546
141,2698.81,0.004496,0.000227,41,0.013546
142,2698.81,0.00631,0.000227,41,0.013546
143,2698.81,0.001096,0.000227,41,0.013546
144,2698.81,0.009948,0.000227,41,0.013546
145,2698.81,0.010102,0.000227,41,0.013546
146,2698.81,0.007779,0.000227,41,0.013546
147,2698.81,0.0,0.000227,41,0.013546
148,10792.76,0.004356,0.000908,41,0.006792
149,10792.76,0.001253,0.000908,41,0.006792
150,10792.76,0.004383,0.000908,41,0.006792
151,10792.76,0.011333,0.000908,41,0.006792
152,10792.76,0.010873,0.000908,41,0.006792
153,10792.76,0.009869,0.000908,41,0.006792
154,10792.76,0.006045,0.000908,41,0.006792
155,10792.76,0.008603,0.000908,41,0.006792
156,10792.76,0.003959,0.000908,41,0.006792
157,10792.76,0.00832,0.000908,41,0.006792
158,10792.76,0.015824,0.000908,41,0.006792
159,10792.76,0.007607,0.000908,41,0.006792
160,10792.76,0.000369,0.000908,41,0.006792
161,10792.76,0.004193,0.000908,41,0.006792
162,10792.76,0.019391,0.000908,41,0.006792
163,10792.76,0.009853,0.000908,41,0.006792
164,10792.76,0.001523,0.000908,41,0.006792
165,10792.76,0.004928,0.000908,41,0.006792
166,10792.76,0.00563,0.000908,41,0.006792
167,10792.76,0.030539,0.000908,41,0.006792
168,10792.76,0.0,0.000908,41,0.006792
169,12674.7,4e-06,0.001066,41,0.062636
170,12674.7,0.013623,0.001066,41,0.062636
171,12674.7,0.003205,0.001066,41,0.062636
172,12674.7,0.00055,0.001066,41,0.062636
173,12674.7,0.022011,0.001066,41,0.062636
174,12674.7,0.000251,0.001066,41,0.062636
175,12674.7,1e-06,0.001066,41,0.062636
176,12674.7,0.000234,0.001066,41,0.062636
177,12674.7,8.8e-05,0.001066,41,0.062636
178,12674.7,8e-06,0.001066,41,0.062636
179,12674.7,1.4e-05,0.001066,41,0.062636
180,12674.7,0.000395,0.001066,41,0.062636
181,12674.7,1e-06,0.001066,41,0.062636
182,12674.7,1.1e-05,0.001066,41,0.062636
183,12674.7,6e-06,0.001066,41,0.062636
184,12674.7,0.000109,0.001066,41,0.062636
185,12674.7,1.3e-05,0.001066,41,0.062636
186,12674.7,5.7e-05,0.001066,41,0.062636
187,12674.7,0.000455,0.001066,41,0.062636
188,12674.7,2e-06,0.001066,41,0.062636
189,2698.81,3.4e-05,0.000227,41,0.013546
190,2698.81,0.003611,0.000227,41,0.013546
191,2698.81,0.002548,0.000227,41,0.013546
192,2698.81,0.000493,0.000227,41,0.013546
193,2698.81,0.00191,0.000227,41,0.013546
194,2698.81,0.000286,0.000227,41,0.013546
195,2698.81,3.7e-05,0.000227,41,0.013546
196,2698.81,0.00024,0.000227,41,0.013546
197,2698.81,0.000219,0.000227,41,0.013546
198,2698.81,0.000252,0.000227,41,0.013546
199,2698.81,0.007792,0.000227,41,0.013546
200,2698.81,0.000633,0.000227,41,0.013546
201,2698.81,3.7e-05,0.000227,41,0.013546
202,2698.81,0.000272,0.000227,41,0.013546
203,2698.81,0.000575,0.000227,41,0.013546
204,2698.81,0.000807,0.000227,41,0.013546
205,2698.81,0.00014,0.000227,41,0.013546
206,2698.81,4e-05,0.000227,41,0.013546
207,2698.81,0.000995,0.000227,41,0.013546
208,2698.81,0.0,0.000227,41,0.013546
209,10792.76,5.4e-05,0.000908,41,0.006792
