trade_id,region1,region2,industry1,industry2,amount,total_resources_value,resources_count,unique_resources_factors,natural_resource/land,natural_resource/water,resources_intensity
4474892,WA,AU,MEATA,COLLE,261.75,3957.422,2.0,2.0,3953.0,4.422,15.119091
4961875,WM,AU,PFERT,WHEAT,556.98,3352.188,2.0,2.0,3163.0,189.188,6.018507
4478956,WA,AU,HOTEL,BUSIN,1769.2,2952.516,2.0,2.0,2873.0,79.516,1.668842
3256753,CN,AU,WOODW,CONST,127.93,2920.506,2.0,2.0,2917.0,3.506,22.828938
3256702,CN,AU,WOODW,WOODW,105.52,2408.891,2.0,2.0,2406.0,2.891,22.828762
4474758,WA,AU,VEGET,CONST,592.16,2038.449,2.0,2.0,2021.0,17.449,3.442396
3257846,CN,AU,RUBBE,CONST,955.13,1871.459,2.0,2.0,1813.0,58.459,1.959376
4476899,WA,AU,PFERT,WHEAT,311.14,1803.546,2.0,2.0,1706.0,97.546,5.796574
4476521,WA,AU,GASDI,CONST,1476.75,1028.158,2.0,2.0,900.0,128.158,0.69623
4478938,WA,AU,HOTEL,WHOLE,615.61,1027.668,2.0,2.0,1000.0,27.668,1.669349
3258593,CN,AU,FABRI,CONST,1031.0,911.538,2.0,2.0,863.0,48.538,0.88413
3257685,CN,AU,CHEM1,CONST,487.45,899.393,2.0,2.0,874.0,25.393,1.845098
4478957,WA,AU,HOTEL,PUBLI,511.23,852.977,2.0,2.0,830.0,22.977,1.66848
4477135,WA,AU,RUBBE,CONST,741.31,840.967,2.0,2.0,818.0,22.967,1.134434
4961946,WM,AU,PFERT,ELEC2,135.49,816.022,2.0,2.0,770.0,46.022,6.022747
4474964,WA,AU,CRUDE,CRUDE,2370.46,776.142,2.0,2.0,644.0,132.142,0.327423
4835295,WF,AU,FORES,WOODW,0.4,732.002,2.0,2.0,732.0,0.002,1830.005
3259204,CN,AU,FURNI,HEALT,178.89,728.464,2.0,2.0,724.0,4.464,4.072134
4476675,WA,AU,HEAVY,FOOD1,1033.85,720.611,2.0,2.0,631.0,89.611,0.697017
4475188,WA,AU,VEGE1,FOOD5,93.73,676.319,2.0,2.0,667.0,9.319,7.215609
4475229,WA,AU,VEGE1,HOTEL,93.41,673.286,2.0,2.0,664.0,9.286,7.207858
4476402,WA,AU,KEROS,AIRTR,938.02,652.537,2.0,2.0,571.0,81.537,0.695654
4478866,WA,AU,HOTEL,BEVER,388.78,648.473,2.0,2.0,631.0,17.473,1.667969
3259167,CN,AU,FURNI,FURNI,136.24,554.4,2.0,2.0,551.0,3.4,4.069289
4961880,WM,AU,PFERT,PLANT,89.8,540.501,2.0,2.0,510.0,30.501,6.018942
4477544,WA,AU,BASIC,CONST,712.94,527.724,2.0,2.0,433.0,94.724,0.740208
4477840,WA,AU,FABRI,CONST,973.68,505.9,2.0,2.0,437.0,68.9,0.519575
3364437,CA,AU,WHEAT,WHEAT,39.28,492.55,2.0,2.0,492.0,0.55,12.53946
